episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,882,-4.434e+00,1.700e+00,1.500e+00,8.576e+00,1.121e+01,3.489e+00,2.101e+00,2.986e+00,2.000e+01,1.293e+00,9.000e-01,2.400e+00,1.434e+01,1.095e+01,2.981e+00,3.311e+00,8.048e+00,0.000e+00,-4.683e+00,1.700e+00,1.300e+00,9.623e+00,1.161e+01,4.204e+00,2.785e+00,2.634e+00,0.000e+00,-1.776e+00,1.700e+00,2.000e+00,1.100e+01,9.778e+00,4.349e+00,1.366e+00,5.287e+00,0.000e+00,4.30
200,200,1746,-9.604e+00,1.200e+00,2.300e+00,7.741e+00,1.394e+01,2.005e+00,1.998e+00,3.737e+00,1.000e+01,-5.663e-01,6.000e-01,3.000e+00,1.574e+01,1.381e+01,1.858e+00,3.896e+00,9.988e+00,0.000e+00,5.691e+00,2.200e+00,1.800e+00,2.045e+01,1.106e+01,1.016e+01,3.386e+00,6.904e+00,0.000e+00,-8.321e+00,1.300e+00,2.700e+00,6.830e+00,1.195e+01,1.681e+00,9.682e-01,4.180e+00,0.000e+00,4.80
300,300,2628,-1.310e+01,1.400e+00,1.700e+00,1.664e+00,1.286e+01,6.894e-01,2.322e-01,7.419e-01,3.000e+01,5.375e+00,1.000e+00,1.500e+00,1.514e+01,8.866e+00,3.553e+00,5.634e+00,5.953e+00,0.000e+00,7.747e+00,2.400e+00,1.200e+00,2.066e+01,1.031e+01,1.294e+01,2.316e+00,5.403e+00,0.000e+00,-7.022e+00,1.300e+00,2.400e+00,5.141e+00,1.056e+01,1.913e+00,2.349e-01,2.993e+00,0.000e+00,4.10
400,400,3534,-7.086e+00,1.100e+00,2.000e+00,2.882e+00,9.068e+00,6.926e-01,5.438e-01,1.646e+00,5.000e+01,-1.231e+00,1.400e+00,1.700e+00,7.671e+00,7.403e+00,2.613e+00,1.662e+00,3.396e+00,0.000e+00,2.395e+00,1.500e+00,1.200e+00,1.240e+01,8.202e+00,6.599e+00,3.168e+00,2.629e+00,0.000e+00,3.023e+00,1.400e+00,2.200e+00,8.560e+00,6.837e+00,2.925e+00,5.813e-01,5.054e+00,0.000e+00,4.00
500,500,4438,-2.063e+00,1.100e+00,2.400e+00,8.161e+00,8.324e+00,2.130e+00,1.582e+00,4.449e+00,4.000e+01,4.543e+00,8.000e-01,3.300e+00,1.274e+01,7.999e+00,2.214e+00,1.595e+00,8.933e+00,0.000e+00,-3.408e+00,2.600e+00,1.000e+00,7.197e+00,9.105e+00,6.760e+00,1.987e-01,2.385e-01,0.000e+00,-5.572e+00,1.100e+00,2.900e+00,4.709e+00,7.382e+00,6.430e-01,3.360e-01,3.730e+00,0.000e+00,4.70
600,600,5302,-1.178e+01,1.300e+00,2.400e+00,2.041e+00,1.152e+01,5.872e-01,3.204e-01,1.133e+00,3.000e+01,8.561e+00,1.100e+00,2.200e+00,1.590e+01,5.939e+00,3.972e+00,4.140e+00,7.787e+00,0.000e+00,2.455e+00,2.800e+00,1.100e+00,1.324e+01,8.183e+00,1.213e+01,3.952e-01,7.094e-01,0.000e+00,-7.440e+00,1.800e+00,2.100e+00,1.669e+00,7.209e+00,7.139e-01,2.537e-01,7.016e-01,0.000e+00,4.50
700,700,6138,-1.548e+01,1.000e+00,3.300e+00,1.387e+00,1.487e+01,5.625e-01,3.285e-02,7.921e-01,2.000e+01,8.759e+00,9.000e-01,2.800e+00,1.783e+01,7.468e+00,3.351e+00,3.952e+00,1.052e+01,0.000e+00,6.538e+00,3.900e+00,6.000e-01,1.787e+01,9.133e+00,1.730e+01,2.732e-01,2.933e-01,0.000e+00,-8.317e+00,1.300e+00,3.100e+00,1.050e+00,6.667e+00,2.004e-01,3.747e-02,8.126e-01,0.000e+00,4.80
800,800,7018,-1.068e+01,1.100e+00,1.800e+00,1.097e+00,1.008e+01,7.407e-01,5.906e-02,2.973e-01,6.000e+01,1.148e+01,2.000e-01,2.200e+00,1.309e+01,5.203e+00,7.804e-01,3.562e+00,8.744e+00,0.000e+00,6.215e+00,2.800e+00,5.000e-01,1.296e+01,6.348e+00,1.287e+01,0.000e+00,9.380e-02,0.000e+00,-7.516e+00,1.200e+00,2.100e+00,4.149e-01,5.931e+00,1.155e-01,0.000e+00,2.994e-01,0.000e+00,3.30
900,900,7847,-1.131e+01,4.000e-01,2.600e+00,4.314e-01,1.214e+01,1.139e-01,9.852e-02,2.190e-01,3.000e+01,2.354e+00,9.000e-01,2.300e+00,1.290e+01,7.949e+00,3.040e+00,2.837e+00,7.025e+00,0.000e+00,1.365e+01,4.000e+00,1.000e-01,2.259e+01,7.741e+00,2.257e+01,0.000e+00,2.204e-02,0.000e+00,-1.030e+01,1.100e+00,2.600e+00,2.277e-01,8.324e+00,9.653e-02,1.962e-02,1.116e-01,0.000e+00,4.10
1000,1000,8670,-1.017e+01,1.100e+00,3.000e+00,2.253e+00,1.242e+01,1.131e+00,1.908e-02,1.103e+00,4.000e+01,3.859e+00,6.000e-01,2.200e+00,1.287e+01,7.515e+00,2.095e+00,4.532e+00,6.246e+00,0.000e+00,9.342e+00,4.100e+00,1.000e-01,1.849e+01,7.951e+00,1.849e+01,0.000e+00,4.592e-03,0.000e+00,-6.433e+00,7.000e-01,3.300e+00,6.984e-01,6.431e+00,4.275e-02,4.891e-02,6.068e-01,0.000e+00,4.20
