episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3908,4.210e-03,0.000e+00,0.000e+00,0.000e+00,4.210e-03,0.000e+00,0.000e+00,4.210e-03,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.604e+00,-3.600e+00,2.300e+00,1.300e+00,0.000e+00,4.210e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,5.144e+00,-8.246e-01,5.00
1000,1000,7789,1.551e-03,0.000e+00,0.000e+00,0.000e+00,1.551e-03,0.000e+00,0.000e+00,1.551e-03,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.802e+00,-3.800e+00,1.800e+00,1.300e+00,0.000e+00,1.551e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,5.786e+00,-6.818e-01,5.00
1500,1500,11704,1.315e-03,0.000e+00,0.000e+00,0.000e+00,1.315e-03,0.000e+00,0.000e+00,1.315e-03,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.401e+00,-3.400e+00,2.100e+00,1.600e+00,0.000e+00,1.315e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,5.786e+00,-8.163e-01,5.00
2000,2000,15398,1.042e-03,0.000e+00,0.000e+00,0.000e+00,1.042e-03,0.000e+00,0.000e+00,1.042e-03,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.101e+00,-3.100e+00,1.600e+00,1.800e+00,0.000e+00,1.042e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.686e+00,-4.877e-01,5.00
2500,2500,19101,6.845e-04,0.000e+00,0.000e+00,0.000e+00,6.845e-04,0.000e+00,0.000e+00,6.845e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.301e+00,-3.300e+00,1.500e+00,2.700e+00,0.000e+00,6.845e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,7.972e+00,-6.134e-01,5.00
3000,3000,22983,1.992e-04,0.000e+00,0.000e+00,0.000e+00,1.992e-04,0.000e+00,0.000e+00,1.992e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-2.600e+00,-2.600e+00,1.000e+00,2.700e+00,0.000e+00,1.992e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.614e+00,-3.262e-01,5.00
3500,3500,26961,9.071e-05,0.000e+00,0.000e+00,0.000e+00,9.071e-05,0.000e+00,0.000e+00,9.071e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-2.700e+00,-2.700e+00,7.000e-01,3.600e+00,0.000e+00,9.071e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.016e+01,-3.055e-01,5.00
4000,4000,30998,4.759e-05,0.000e+00,0.000e+00,0.000e+00,4.759e-05,0.000e+00,0.000e+00,4.759e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-2.200e+00,-2.200e+00,9.000e-01,2.900e+00,0.000e+00,4.759e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.000e+00,-3.261e-01,5.00
4500,4500,35134,3.226e-05,0.000e+00,0.000e+00,0.000e+00,3.226e-05,0.000e+00,0.000e+00,3.226e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-2.500e+00,-2.500e+00,5.000e-01,3.800e+00,0.000e+00,3.226e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.067e+01,-2.490e-01,5.00
5000,5000,39321,1.605e-05,0.000e+00,0.000e+00,0.000e+00,1.605e-05,0.000e+00,0.000e+00,1.605e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-2.600e+00,-2.600e+00,6.000e-01,3.200e+00,0.000e+00,1.605e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.771e+00,-3.080e-01,5.00
5500,5500,43556,2.300e+00,1.900e+00,2.000e-01,3.500e+00,4.001e-01,0.000e+00,3.995e-01,0.000e+00,5.842e-04,5.000e+01,9.000e+00,5.639e-01,3.999e-01,8.000e-01,3.000e-01,3.000e+00,0.000e+00,4.001e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.229e+00,3.716e-02,3.70
6000,6000,47845,2.200e+00,2.000e+00,1.000e-01,3.600e+00,2.004e-01,0.000e+00,1.999e-01,1.336e-06,4.626e-04,4.000e+01,9.386e+00,7.830e-01,-8.004e-01,-6.000e-01,3.000e-01,3.100e+00,0.000e+00,2.004e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.486e+00,2.651e-01,3.80
6500,6500,52214,4.000e+00,4.000e+00,0.000e+00,4.400e+00,3.791e-04,0.000e+00,0.000e+00,0.000e+00,3.791e-04,5.000e+01,1.131e+01,4.803e-01,-1.800e+00,-1.800e+00,5.000e-01,3.400e+00,0.000e+00,3.791e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.386e+00,-2.519e-01,4.40
7000,7000,56789,3.786e-06,0.000e+00,0.000e+00,0.000e+00,3.786e-06,0.000e+00,0.000e+00,3.786e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.700e+00,-1.700e+00,4.000e-01,4.500e+00,0.000e+00,3.786e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.170e+01,-1.873e-01,5.00
7500,7500,61383,1.000e+00,1.000e+00,0.000e+00,4.700e+00,2.323e-04,0.000e+00,0.000e+00,0.000e+00,2.323e-04,2.000e+01,1.209e+01,1.419e-01,-1.600e+00,-1.600e+00,2.000e-01,4.200e+00,0.000e+00,2.323e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.119e+01,-1.642e-01,4.70
8000,8000,65898,-9.998e-01,-1.000e+00,0.000e+00,4.900e+00,1.876e-04,0.000e+00,0.000e+00,5.179e-08,1.875e-04,0.000e+00,1.273e+01,-7.864e-02,-1.200e+00,-1.200e+00,0.000e+00,4.800e+00,0.000e+00,1.876e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.260e+01,-9.679e-02,5.00
8500,8500,70531,1.428e-06,0.000e+00,0.000e+00,0.000e+00,1.428e-06,0.000e+00,0.000e+00,1.428e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.100e+00,-1.100e+00,1.000e-01,4.900e+00,0.000e+00,1.428e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.260e+01,-8.944e-02,5.00
9000,9000,75150,7.000e-01,7.000e-01,0.000e+00,1.300e+00,2.436e-05,0.000e+00,0.000e+00,6.922e-07,2.367e-05,1.000e+01,7.586e+00,3.622e-01,-1.200e+00,-1.200e+00,2.000e-01,4.400e+00,0.000e+00,2.436e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.131e+01,-9.139e-02,4.60
9500,9500,79714,-9.000e-01,-1.100e+00,1.000e-01,4.800e+00,2.000e-01,0.000e+00,1.999e-01,0.000e+00,1.055e-04,1.000e+01,1.234e+01,-9.593e-02,-2.000e-01,0.000e+00,0.000e+00,4.900e+00,0.000e+00,2.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.260e+01,1.750e-02,4.90
10000,10000,84311,6.551e-07,0.000e+00,0.000e+00,0.000e+00,6.551e-07,0.000e+00,0.000e+00,6.551e-07,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.000e+00,-1.000e+00,0.000e+00,5.000e+00,0.000e+00,6.551e-07,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.286e+01,-7.778e-02,5.00
10500,10500,89051,-1.000e+00,-1.000e+00,0.000e+00,4.900e+00,3.847e-05,0.000e+00,0.000e+00,9.886e-09,3.846e-05,0.000e+00,1.273e+01,-7.864e-02,-1.000e+00,-1.000e+00,0.000e+00,4.900e+00,0.000e+00,3.847e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.273e+01,-7.864e-02,5.00
