episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
1100,1100,9364,-3.584e+00,1.200e+00,1.800e+00,1.773e+00,3.656e+00,1.582e+00,7.711e-02,1.133e-01,3.000e+01,2.528e+00,1.100e+00,1.800e+00,6.652e+00,1.423e+00,4.123e+00,7.772e-01,1.751e+00,0.000e+00,-3.545e+00,1.100e+00,1.800e+00,7.390e-01,4.084e+00,5.248e-01,9.272e-02,1.214e-01,0.000e+00,4.00
1200,1200,10176,-5.956e+00,7.000e-01,2.600e+00,1.140e+00,3.596e+00,9.322e-01,7.193e-02,1.357e-01,0.000e+00,3.645e+00,1.600e+00,1.900e+00,7.250e+00,8.054e-01,5.925e+00,5.713e-01,7.537e-01,0.000e+00,-6.388e+00,3.000e-01,3.000e+00,6.089e-01,4.597e+00,1.067e-01,2.156e-01,2.867e-01,0.000e+00,5.00
1300,1300,10998,-2.558e+00,6.000e-01,2.400e+00,2.694e+00,4.252e+00,1.740e+00,3.443e-01,6.095e-01,4.000e+01,4.068e+00,1.700e+00,1.500e+00,8.156e+00,1.887e+00,6.645e+00,4.340e-01,1.077e+00,0.000e+00,-4.311e+00,1.000e+00,2.000e+00,4.253e-01,5.136e+00,2.776e-01,7.609e-02,7.160e-02,0.000e+00,4.20
1400,1400,11820,-1.820e+00,1.100e+00,1.800e+00,4.639e+00,4.359e+00,3.898e+00,2.489e-01,4.921e-01,5.000e+01,4.300e+00,1.500e+00,1.300e+00,8.408e+00,2.608e+00,5.934e+00,6.262e-01,1.848e+00,0.000e+00,-4.080e+00,2.000e-01,2.500e+00,2.171e-01,6.298e+00,6.871e-02,5.949e-02,8.893e-02,0.000e+00,3.60
1500,1500,12661,4.809e+00,1.300e+00,1.800e+00,7.659e+00,1.450e+00,4.930e+00,2.063e+00,6.655e-01,4.000e+01,-3.583e+00,9.000e-01,2.100e+00,3.449e+00,4.332e+00,3.133e+00,2.437e-01,7.221e-02,0.000e+00,-4.326e+00,5.000e-01,2.900e+00,3.161e-01,5.642e+00,1.810e-01,4.736e-02,8.770e-02,0.000e+00,4.10
1600,1600,13477,-7.255e-01,1.000e+00,2.300e+00,6.141e+00,4.067e+00,3.890e+00,7.128e-01,1.539e+00,2.000e+01,2.887e+00,1.700e+00,2.000e+00,8.297e+00,3.511e+00,6.550e+00,3.962e-01,1.351e+00,0.000e+00,-7.861e+00,4.000e-01,3.300e+00,4.776e-01,7.339e+00,1.507e-01,1.002e-01,2.267e-01,0.000e+00,4.50
1700,1700,14255,-9.831e-01,9.000e-01,2.300e+00,5.143e+00,5.126e+00,3.562e+00,6.808e-01,9.002e-01,5.000e+01,4.264e+00,2.800e+00,9.000e-01,9.769e+00,2.705e+00,9.596e+00,7.025e-02,1.022e-01,0.000e+00,-5.181e+00,3.000e-01,3.500e+00,2.657e-01,7.346e+00,1.960e-01,1.530e-02,5.434e-02,0.000e+00,4.40
1800,1800,15012,1.748e+00,9.000e-01,2.000e+00,6.081e+00,2.833e+00,3.556e+00,7.013e-01,1.824e+00,5.000e+01,7.927e-02,2.200e+00,9.000e-01,6.042e+00,3.763e+00,5.958e+00,2.388e-03,8.171e-02,0.000e+00,-3.027e+00,5.000e-01,3.100e+00,5.453e-01,6.073e+00,4.846e-01,7.448e-03,5.326e-02,0.000e+00,3.90
1900,1900,15737,-3.822e-02,7.000e-01,2.400e+00,5.046e+00,3.984e+00,2.767e+00,1.170e+00,1.108e+00,5.000e+01,2.533e+00,2.800e+00,1.000e+00,7.057e+00,3.523e+00,7.002e+00,2.862e-02,2.552e-02,0.000e+00,-2.895e+00,3.000e-01,3.200e+00,6.908e-01,5.286e+00,3.392e-01,9.497e-02,2.566e-01,0.000e+00,4.10
2000,2000,16442,1.206e+00,1.100e+00,1.500e+00,5.292e+00,2.986e+00,4.349e+00,4.472e-01,4.958e-01,8.000e+01,1.075e+00,2.300e+00,5.000e-01,5.211e+00,3.037e+00,5.180e+00,2.027e-02,1.147e-02,0.000e+00,1.194e-01,3.000e-01,2.300e+00,2.932e-01,4.774e+00,2.265e-01,3.136e-02,3.529e-02,0.000e+00,3.20
2100,2100,17139,-2.562e+00,5.000e-01,2.600e+00,1.997e+00,3.059e+00,1.926e+00,2.004e-02,5.083e-02,3.000e+01,2.716e+00,2.600e+00,8.000e-01,6.243e+00,1.527e+00,6.104e+00,9.364e-02,4.525e-02,0.000e+00,-1.754e+00,3.000e-01,3.400e+00,5.461e-01,4.200e+00,4.531e-01,1.502e-02,7.795e-02,0.000e+00,3.90
2200,2200,17851,-5.104e+00,2.000e-01,3.100e+00,8.970e-01,5.901e+00,7.968e-01,5.763e-02,4.254e-02,3.000e+01,9.145e+00,3.500e+00,2.000e-01,1.194e+01,1.091e+00,1.184e+01,3.347e-02,6.039e-02,0.000e+00,-5.541e+00,3.000e-01,2.900e+00,6.949e-01,6.536e+00,5.770e-01,4.984e-02,6.803e-02,0.000e+00,3.90
2300,2300,18587,8.453e-01,5.000e-01,1.900e+00,2.219e+00,2.733e-01,1.984e+00,1.664e-01,6.769e-02,5.000e+01,-2.769e-01,2.900e+00,1.000e-01,2.736e+00,1.413e+00,2.735e+00,5.597e-04,2.928e-06,0.000e+00,-5.684e-01,1.000e-01,2.900e+00,3.586e-01,3.627e+00,2.006e-01,5.569e-02,1.023e-01,0.000e+00,3.40
2400,2400,19312,3.194e+00,5.000e-01,2.000e+00,2.323e+00,4.289e-01,1.949e+00,1.551e-02,3.586e-01,7.000e+01,-2.844e+00,2.700e+00,1.000e-01,5.586e-01,2.102e+00,5.586e-01,8.951e-06,1.611e-06,0.000e+00,1.950e+00,4.000e-01,1.800e+00,1.040e+00,1.390e+00,7.166e-01,1.744e-01,1.492e-01,0.000e+00,3.00
2500,2500,19988,1.996e+00,7.000e-01,2.100e+00,3.236e+00,1.404e-01,2.750e+00,6.964e-02,4.168e-01,6.000e+01,-3.336e+00,2.900e+00,4.000e-01,1.358e-01,2.272e+00,1.358e-01,2.324e-06,1.430e-06,0.000e+00,2.340e+00,3.000e-01,2.800e+00,7.927e-01,1.753e+00,5.343e-01,1.014e-01,1.571e-01,0.000e+00,3.50
2600,2600,20689,2.020e+00,7.000e-01,2.100e+00,2.765e+00,4.481e-02,2.742e+00,1.121e-02,1.144e-02,7.000e+01,-2.980e+00,2.700e+00,4.000e-01,6.806e-02,1.548e+00,6.801e-02,0.000e+00,4.796e-05,0.000e+00,3.560e+00,1.000e-01,2.500e+00,2.106e-01,1.451e+00,1.826e-01,1.335e-02,1.462e-02,0.000e+00,3.10
2700,2700,21376,3.364e+00,5.000e-01,3.000e+00,2.802e+00,3.382e-01,1.901e+00,1.615e-02,8.853e-01,6.000e+01,-3.631e+00,3.700e+00,2.000e-01,2.659e-01,2.597e+00,2.659e-01,5.742e-06,3.440e-06,0.000e+00,8.668e-01,6.000e-01,2.900e+00,1.330e+00,1.463e+00,1.168e+00,7.110e-02,9.033e-02,0.000e+00,4.00
2800,2800,22108,5.093e-02,7.000e-01,2.600e+00,2.922e+00,1.710e-01,2.629e+00,8.555e-03,2.840e-01,4.000e+01,-3.282e+00,3.700e+00,1.000e-01,1.422e-01,1.825e+00,1.422e-01,1.606e-05,1.417e-05,0.000e+00,1.631e+00,1.000e-01,3.500e+00,4.380e-01,1.507e+00,2.182e-01,1.128e-01,1.071e-01,0.000e+00,4.10
2900,2900,22818,3.013e+00,7.000e-01,2.600e+00,3.447e+00,1.345e-01,2.765e+00,5.825e-02,6.240e-01,7.000e+01,-3.880e+00,3.000e+00,2.000e-01,1.408e-01,2.420e+00,1.407e-01,2.895e-05,1.706e-06,0.000e+00,1.967e+00,3.000e-01,2.900e+00,5.996e-01,1.633e+00,5.566e-01,1.353e-02,2.948e-02,0.000e+00,3.70
3000,3000,23584,-1.466e+00,3.000e-01,3.300e+00,1.282e+00,1.148e+00,1.195e+00,4.777e-02,3.862e-02,3.000e+01,-1.010e+00,3.600e+00,3.000e-01,1.148e+00,7.577e-01,1.148e+00,2.855e-05,2.460e-05,0.000e+00,8.762e-01,0.000e+00,3.600e+00,1.938e-01,7.175e-01,0.000e+00,6.481e-02,1.289e-01,0.000e+00,4.10
3100,3100,24319,4.040e+00,1.000e+00,2.100e+00,4.996e+00,1.056e+00,3.949e+00,1.346e-02,1.034e+00,7.000e+01,-4.213e+00,3.000e+00,2.000e-01,2.853e-01,3.099e+00,2.853e-01,1.749e-06,2.066e-05,0.000e+00,2.273e+00,3.000e-01,2.700e+00,1.375e+00,2.501e+00,8.585e-01,1.496e-01,3.665e-01,0.000e+00,3.30
3200,3200,25034,4.236e-01,2.000e-01,3.600e+00,1.647e+00,4.232e-01,7.971e-01,3.852e-02,8.112e-01,2.000e+01,-2.422e+00,4.100e+00,3.000e-01,1.936e-01,1.316e+00,1.935e-01,0.000e+00,9.459e-06,0.000e+00,-4.012e-01,1.000e-01,4.100e+00,5.336e-01,6.348e-01,3.532e-01,3.577e-02,1.447e-01,0.000e+00,4.40
3300,3300,25776,6.291e-01,3.000e-01,3.100e+00,1.868e+00,5.392e-01,1.196e+00,6.385e-01,3.391e-02,3.000e+01,-3.148e+00,3.800e+00,3.000e-01,1.123e-01,1.660e+00,1.123e-01,1.076e-06,1.087e-05,0.000e+00,1.019e+00,2.000e-01,3.900e+00,1.092e+00,8.735e-01,7.458e-01,1.427e-01,2.039e-01,0.000e+00,4.30
3400,3400,26540,2.207e+00,3.000e-01,3.800e+00,2.716e+00,6.088e-01,1.184e+00,4.958e-02,1.482e+00,4.000e+01,-2.845e+00,4.300e+00,1.000e-01,1.945e-01,1.940e+00,1.945e-01,0.000e+00,5.184e-07,0.000e+00,-1.617e-01,3.000e-01,3.600e+00,1.033e+00,1.395e+00,9.440e-01,3.950e-02,4.981e-02,0.000e+00,4.40
3500,3500,27313,6.041e-01,1.000e-01,3.500e+00,7.313e-01,5.272e-01,3.996e-01,2.476e-01,8.410e-02,3.000e+01,-1.847e+00,4.000e+00,1.000e-01,1.621e-01,8.096e-01,1.621e-01,8.947e-07,2.689e-06,0.000e+00,4.338e-02,2.000e-01,3.700e+00,8.454e-01,4.020e-01,7.319e-01,4.696e-02,6.649e-02,0.000e+00,4.20
3600,3600,28042,-1.150e+00,3.000e-01,3.400e+00,1.551e+00,8.005e-01,1.199e+00,2.981e-01,5.427e-02,3.000e+01,-2.250e+00,3.900e+00,0.000e+00,3.822e-01,1.032e+00,3.822e-01,2.036e-05,0.000e+00,0.000e+00,1.900e+00,0.000e+00,3.800e+00,9.049e-01,1.005e+00,0.000e+00,5.542e-01,3.506e-01,0.000e+00,4.30
3700,3700,28813,2.399e+00,7.000e-01,2.700e+00,4.714e+00,9.158e-01,2.796e+00,4.836e-01,1.435e+00,6.000e+01,-2.952e+00,3.600e+00,0.000e+00,3.074e-01,2.259e+00,3.074e-01,0.000e+00,0.000e+00,0.000e+00,3.253e+00,1.000e-01,3.200e+00,1.497e+00,3.344e+00,3.974e-01,7.337e-01,3.664e-01,0.000e+00,3.60
3800,3800,29611,1.513e+00,3.000e-01,4.000e+00,1.875e+00,9.621e-01,1.177e+00,4.927e-03,6.928e-01,4.000e+01,-2.827e+00,4.200e+00,1.000e-01,2.578e-01,1.684e+00,2.578e-01,3.246e-06,2.652e-06,0.000e+00,8.134e-01,3.000e-01,3.800e+00,1.528e+00,1.014e+00,1.175e+00,1.893e-01,1.634e-01,0.000e+00,4.40
3900,3900,30407,2.610e+00,2.000e-01,2.900e+00,8.305e-01,1.020e+00,7.887e-01,1.302e-02,2.881e-02,6.000e+01,-2.225e+00,3.200e+00,1.000e-01,8.930e-02,1.214e+00,8.930e-02,0.000e+00,3.163e-07,0.000e+00,2.215e+00,4.000e-01,2.900e+00,1.744e+00,4.297e-01,1.585e+00,0.000e+00,1.592e-01,0.000e+00,3.30
4000,4000,31223,1.092e+00,2.000e-01,3.500e+00,2.455e+00,2.062e+00,7.987e-01,5.036e-01,1.152e+00,3.000e+01,-3.492e+00,3.700e+00,1.000e-01,1.459e-01,2.338e+00,1.459e-01,8.496e-06,2.464e-07,0.000e+00,1.300e+00,3.000e-01,2.800e+00,3.044e+00,1.244e+00,1.186e+00,1.756e+00,1.017e-01,0.000e+00,3.90
4100,4100,32006,3.618e-02,4.000e-01,3.400e+00,1.977e+00,1.441e+00,1.496e+00,1.325e-03,4.797e-01,4.000e+01,-3.032e+00,3.800e+00,1.000e-01,1.124e-01,1.945e+00,1.119e-01,0.000e+00,5.276e-04,0.000e+00,2.496e+00,3.000e-01,3.100e+00,2.384e+00,1.088e+00,1.159e+00,1.068e+00,1.579e-01,0.000e+00,3.90
4200,4200,32778,1.336e+00,0.000e+00,3.700e+00,2.719e-01,7.363e-01,0.000e+00,1.745e-01,9.738e-02,3.000e+01,-2.160e+00,3.500e+00,4.000e-01,9.749e-02,8.573e-01,9.747e-02,0.000e+00,2.066e-05,0.000e+00,-5.759e-01,3.000e-01,3.100e+00,1.314e+00,8.957e-02,1.183e+00,1.249e-01,5.498e-03,0.000e+00,3.90
4300,4300,33576,-3.782e-02,0.000e+00,4.600e+00,5.698e-01,4.076e-01,0.000e+00,3.874e-01,1.824e-01,1.000e+01,-2.095e+00,4.600e+00,2.000e-01,2.282e-02,8.176e-01,2.268e-02,0.000e+00,1.388e-04,0.000e+00,-1.067e+00,2.000e-01,4.400e+00,8.546e-01,2.220e-01,7.529e-01,3.938e-02,6.231e-02,0.000e+00,4.80
4400,4400,34359,3.273e+00,1.000e-01,3.800e+00,3.041e+00,5.671e-01,4.000e-01,5.734e-01,2.067e+00,3.000e+01,-4.108e+00,4.000e+00,0.000e+00,2.799e-02,3.136e+00,2.799e-02,3.889e-07,0.000e+00,0.000e+00,3.346e-01,2.000e-01,3.600e+00,1.051e+00,4.168e-01,7.789e-01,1.580e-01,1.145e-01,0.000e+00,4.10
4500,4500,35123,3.259e+00,1.000e-01,3.400e+00,1.344e+00,7.851e-01,3.999e-01,4.127e-01,5.317e-01,5.000e+01,-2.705e+00,3.500e+00,2.000e-01,3.218e-02,1.537e+00,3.218e-02,0.000e+00,3.401e-07,0.000e+00,7.459e-01,4.000e-01,3.300e+00,1.540e+00,5.937e-01,1.539e+00,0.000e+00,3.530e-04,0.000e+00,3.70
4600,4600,35914,2.719e+00,1.000e-01,4.000e+00,5.559e-01,9.371e-01,4.000e-01,0.000e+00,1.559e-01,5.000e+01,-2.597e+00,3.800e+00,2.000e-01,4.213e-02,1.339e+00,4.212e-02,6.626e-07,2.160e-06,0.000e+00,9.778e-01,4.000e-01,3.000e+00,1.942e+00,2.644e-01,1.590e+00,3.460e-01,6.168e-03,0.000e+00,4.10
4700,4700,36689,4.742e+00,0.000e+00,3.900e+00,2.275e+00,1.533e+00,0.000e+00,4.915e-01,1.783e+00,5.000e+01,-6.193e+00,4.000e+00,0.000e+00,3.514e-02,5.228e+00,3.504e-02,1.032e-04,0.000e+00,0.000e+00,2.551e+00,6.000e-01,3.100e+00,5.303e+00,8.514e-01,2.388e+00,8.737e-01,2.042e+00,0.000e+00,4.10
4800,4800,37438,5.034e+00,0.000e+00,3.200e+00,4.331e-01,1.599e+00,0.000e+00,2.420e-01,1.911e-01,7.000e+01,-3.749e+00,3.100e+00,1.000e-01,3.199e-02,2.581e+00,3.197e-02,5.184e-06,1.468e-05,0.000e+00,2.416e+00,7.000e-01,2.200e+00,3.971e+00,2.549e-01,2.775e+00,9.924e-01,2.034e-01,0.000e+00,3.30
4900,4900,38168,4.199e+00,1.000e-01,4.100e+00,1.855e+00,2.457e+00,3.870e-01,4.575e-02,1.423e+00,6.000e+01,-5.365e+00,3.800e+00,0.000e+00,1.299e-02,3.778e+00,1.284e-02,1.538e-04,0.000e+00,0.000e+00,2.667e+00,8.000e-01,3.200e+00,5.444e+00,1.077e+00,3.198e+00,1.061e+00,1.185e+00,0.000e+00,4.30
5000,5000,38928,1.283e+00,1.000e-01,4.200e+00,8.840e-01,2.301e+00,3.979e-01,1.870e-01,2.990e-01,5.000e+01,-4.153e+00,4.200e+00,1.000e-01,2.318e-02,2.877e+00,2.317e-02,4.636e-07,6.003e-06,0.000e+00,3.371e+00,4.000e-01,3.100e+00,4.960e+00,6.895e-01,1.595e+00,2.595e+00,7.701e-01,0.000e+00,4.40
5100,5100,39685,9.976e-01,0.000e+00,3.200e+00,1.044e-01,3.507e+00,0.000e+00,0.000e+00,1.044e-01,5.000e+01,-5.540e+00,2.800e+00,3.000e-01,1.663e-02,4.057e+00,1.662e-02,7.093e-06,2.034e-06,0.000e+00,6.343e+00,5.000e-01,1.500e+00,7.510e+00,6.748e-02,1.999e+00,4.494e+00,1.017e+00,0.000e+00,3.20
5200,5200,40392,1.281e+00,1.000e-01,3.700e+00,4.412e-01,2.260e+00,4.000e-01,0.000e+00,4.123e-02,5.000e+01,-3.156e+00,3.500e+00,0.000e+00,3.473e-02,1.991e+00,3.473e-02,6.345e-07,0.000e+00,0.000e+00,3.075e+00,4.000e-01,2.500e+00,4.022e+00,2.472e-01,1.598e+00,2.363e+00,6.069e-02,0.000e+00,3.80
5300,5300,41105,-3.504e-01,1.000e-01,4.100e+00,1.323e+00,4.473e+00,3.378e-01,0.000e+00,9.849e-01,4.000e+01,-8.262e+00,4.100e+00,1.000e-01,3.036e-02,7.092e+00,3.036e-02,0.000e+00,1.477e-07,0.000e+00,8.712e+00,5.000e-01,1.700e+00,1.106e+01,8.499e-01,1.993e+00,7.287e+00,1.782e+00,0.000e+00,4.20
5400,5400,41812,3.465e+00,0.000e+00,3.600e+00,1.298e+00,1.932e+00,0.000e+00,4.050e-01,8.925e-01,5.000e+01,-2.614e+00,3.800e+00,0.000e+00,8.435e-02,1.698e+00,8.435e-02,0.000e+00,0.000e+00,0.000e+00,1.480e-01,7.000e-01,2.000e+00,3.497e+00,1.249e+00,2.749e+00,7.342e-01,1.299e-02,0.000e+00,3.80
5500,5500,42526,5.704e+00,2.000e-01,2.800e+00,8.139e-01,2.210e+00,7.689e-01,0.000e+00,4.498e-02,9.000e+01,-3.769e+00,2.700e+00,1.000e-01,1.007e-01,2.769e+00,1.006e-01,2.080e-05,4.128e-05,0.000e+00,3.565e+00,1.000e+00,7.000e-01,4.507e+00,4.428e-01,3.849e+00,4.856e-01,1.726e-01,0.000e+00,3.00
5600,5600,43202,3.133e+00,0.000e+00,3.800e+00,2.388e-01,1.106e+00,0.000e+00,1.266e-01,1.122e-01,5.000e+01,-1.940e+00,3.900e+00,0.000e+00,9.277e-02,1.033e+00,9.277e-02,0.000e+00,0.000e+00,0.000e+00,4.079e-01,5.000e-01,1.100e+00,2.043e+00,2.353e-01,1.956e+00,8.725e-02,1.166e-05,0.000e+00,3.90
5700,5700,43858,6.387e+00,0.000e+00,2.700e+00,4.402e-03,1.818e+00,0.000e+00,0.000e+00,4.402e-03,9.000e+01,-2.920e+00,2.600e+00,1.000e-01,2.562e-02,1.846e+00,2.562e-02,0.000e+00,5.724e-07,0.000e+00,2.234e+00,9.000e-01,8.000e-01,3.638e+00,4.001e-03,3.545e+00,9.242e-02,1.198e-05,0.000e+00,2.70
5800,5800,44520,4.726e+00,0.000e+00,2.600e+00,1.960e-03,1.576e+00,0.000e+00,1.576e-03,3.841e-04,7.000e+01,-2.748e+00,2.600e+00,1.000e-01,1.134e-02,1.660e+00,1.133e-02,0.000e+00,7.629e-06,0.000e+00,1.623e+00,8.000e-01,1.300e+00,3.225e+00,2.019e-03,3.141e+00,1.923e-02,6.438e-02,0.000e+00,2.70
5900,5900,45164,5.527e+00,0.000e+00,3.400e+00,8.051e-03,1.581e+00,0.000e+00,7.951e-03,9.973e-05,8.000e+01,-2.461e+00,3.500e+00,0.000e+00,3.988e-02,1.501e+00,3.988e-02,0.000e+00,0.000e+00,0.000e+00,1.634e+00,8.000e-01,9.000e-01,3.038e+00,3.625e-03,3.014e+00,2.320e-02,5.342e-06,0.000e+00,3.50
6000,6000,45817,3.677e+00,1.000e-01,3.300e+00,3.249e-01,2.548e+00,3.119e-01,7.251e-03,5.739e-03,7.000e+01,-4.186e+00,3.400e+00,2.000e-01,1.003e-02,2.896e+00,1.000e-02,6.268e-06,1.764e-05,0.000e+00,2.709e+00,1.100e+00,1.500e+00,5.306e+00,1.978e-01,4.251e+00,1.014e+00,4.182e-02,0.000e+00,3.70
6100,6100,46452,7.339e+00,0.000e+00,2.100e+00,1.158e-04,1.961e+00,0.000e+00,0.000e+00,1.158e-04,1.000e+02,-2.876e+00,2.100e+00,0.000e+00,1.244e-02,1.889e+00,1.244e-02,0.000e+00,0.000e+00,0.000e+00,2.437e+00,1.000e+00,6.000e-01,3.838e+00,8.018e-04,3.830e+00,7.654e-03,8.742e-06,0.000e+00,2.10
6200,6200,47009,5.700e+00,0.000e+00,2.800e+00,5.922e-05,1.600e+00,0.000e+00,0.000e+00,5.922e-05,8.000e+01,-2.545e+00,2.700e+00,0.000e+00,1.244e-02,1.558e+00,1.244e-02,4.064e-07,0.000e+00,0.000e+00,1.846e+00,8.000e-01,9.000e-01,3.146e+00,8.990e-04,3.129e+00,1.710e-02,8.136e-06,0.000e+00,2.80
6300,6300,47622,5.631e+00,0.000e+00,2.300e+00,1.331e-05,1.569e+00,0.000e+00,3.720e-06,9.592e-06,8.000e+01,-2.037e+00,2.400e+00,0.000e+00,1.180e-02,1.049e+00,1.180e-02,0.000e+00,0.000e+00,0.000e+00,1.206e+00,8.000e-01,7.000e-01,2.607e+00,6.150e-04,2.601e+00,5.760e-03,5.979e-06,0.000e+00,2.40
6400,6400,48227,6.242e+00,3.000e-01,2.600e+00,5.419e-02,1.812e+00,5.359e-02,0.000e+00,6.030e-04,9.000e+01,-2.895e+00,2.900e+00,0.000e+00,2.341e-02,1.918e+00,2.341e-02,0.000e+00,0.000e+00,0.000e+00,1.753e+00,1.200e+00,7.000e-01,3.665e+00,1.248e-02,3.441e+00,2.245e-01,1.285e-06,0.000e+00,2.90
6500,6500,48770,5.173e+00,0.000e+00,3.100e+00,9.003e-06,1.127e+00,0.000e+00,0.000e+00,9.003e-06,7.000e+01,-2.116e+00,3.000e+00,1.000e-01,1.204e-02,1.028e+00,1.204e-02,0.000e+00,1.600e-07,0.000e+00,6.430e-01,7.000e-01,9.000e-01,2.144e+00,4.730e-04,2.140e+00,3.092e-03,1.250e-06,0.000e+00,3.10
6600,6600,49305,5.921e+00,1.000e-01,1.900e+00,1.704e-02,1.396e+00,1.702e-02,0.000e+00,1.949e-05,9.000e+01,-2.549e+00,2.000e+00,0.000e+00,7.054e-03,1.556e+00,7.054e-03,0.000e+00,0.000e+00,0.000e+00,2.728e+00,8.000e-01,7.000e-01,2.931e+00,2.887e-03,2.927e+00,3.427e-03,3.714e-06,0.000e+00,2.00
