episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,630,2.819e+00,1.100e+00,1.000e+00,2.728e+00,2.409e+00,1.110e+00,7.668e-01,8.517e-01,9.000e+01,3.081e+00,1.200e+00,1.100e+00,2.409e+00,2.728e+00,1.084e+00,5.906e-01,7.347e-01,0.000e+00,3.00
200,200,1268,9.812e-01,9.000e-01,1.500e+00,2.263e+00,2.082e+00,7.787e-01,7.333e-01,7.509e-01,7.000e+01,1.619e+00,1.100e+00,1.600e+00,2.082e+00,2.263e+00,8.630e-01,4.867e-01,7.321e-01,0.000e+00,3.60
300,300,1876,1.644e-01,9.000e-01,8.000e-01,1.508e+00,5.438e-01,9.087e-01,3.995e-01,2.000e-01,5.000e+01,1.436e+00,8.000e-01,1.200e+00,5.438e-01,1.508e+00,2.897e-01,1.435e-01,1.106e-01,0.000e+00,3.30
400,400,2466,3.550e+00,7.000e-01,6.000e-01,8.612e-01,3.117e-01,7.509e-01,4.375e-02,6.655e-02,1.000e+02,4.550e+00,6.000e-01,8.000e-01,3.117e-01,8.612e-01,2.387e-01,1.763e-02,5.533e-02,0.000e+00,1.60
500,500,3103,-3.537e-02,1.000e+00,1.200e+00,1.302e+00,1.538e+00,1.137e+00,5.976e-02,1.060e-01,6.000e+01,2.235e+00,1.200e+00,1.600e+00,1.538e+00,1.302e+00,1.226e+00,6.677e-02,2.450e-01,0.000e+00,3.40
600,600,3730,1.859e+00,1.200e+00,9.000e-01,1.929e+00,1.370e+00,1.867e+00,4.328e-02,1.915e-02,8.000e+01,2.841e+00,1.000e+00,1.600e+00,1.370e+00,1.929e+00,1.211e+00,2.386e-02,1.351e-01,0.000e+00,3.20
700,700,4310,9.565e-01,9.000e-01,6.000e-01,1.560e+00,1.204e+00,1.482e+00,5.098e-02,2.697e-02,8.000e+01,3.943e+00,7.000e-01,1.700e+00,1.204e+00,1.560e+00,1.011e+00,2.922e-02,1.639e-01,0.000e+00,3.00
800,800,4893,-9.585e-01,1.400e+00,4.000e-01,2.259e+00,2.618e+00,2.234e+00,2.050e-02,4.885e-03,7.000e+01,4.659e+00,8.000e-01,1.300e+00,2.618e+00,2.259e+00,1.502e+00,4.604e-01,6.553e-01,0.000e+00,2.90
900,900,5512,-5.716e+00,1.300e+00,1.400e+00,2.007e+00,4.523e+00,1.928e+00,4.210e-02,3.692e-02,5.000e+01,5.316e+00,1.100e+00,1.900e+00,4.523e+00,2.007e+00,2.020e+00,7.779e-01,1.725e+00,0.000e+00,4.10
1000,1000,6064,1.800e-02,1.100e+00,7.000e-01,2.009e+00,3.591e+00,1.977e+00,3.487e-03,2.774e-02,8.000e+01,5.382e+00,1.000e+00,1.000e+00,3.591e+00,2.009e+00,1.852e+00,5.861e-01,1.152e+00,0.000e+00,2.60
1100,1100,6608,-2.715e+00,1.300e+00,6.000e-01,1.849e+00,3.664e+00,1.823e+00,1.092e-02,1.526e-02,7.000e+01,6.115e+00,8.000e-01,1.800e+00,3.664e+00,1.849e+00,1.500e+00,2.098e-01,1.955e+00,0.000e+00,2.90
1200,1200,7165,-1.102e+00,8.000e-01,7.000e-01,8.002e-01,2.302e+00,7.942e-01,1.881e-03,4.160e-03,8.000e+01,5.702e+00,6.000e-01,1.600e+00,2.302e+00,8.002e-01,9.622e-01,5.941e-01,7.455e-01,0.000e+00,2.80
