episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3089,3.791e+00,3.400e+00,8.000e-01,1.200e+00,1.576e+00,1.184e+00,1.404e+00,3.259e-02,1.388e-01,9.000e+01,3.954e+00,9.963e-01,2.209e+00,2.600e+00,9.000e-01,1.200e+00,1.184e+00,1.576e+00,6.321e-01,1.510e-01,4.013e-01,0.000e+00,3.769e+00,1.038e+00,2.50
1000,1000,5883,1.446e+00,-1.000e-01,1.100e+00,9.000e-01,2.003e+00,4.576e-01,1.991e+00,3.288e-03,9.313e-03,9.000e+01,3.098e+00,-1.912e-01,3.854e+00,5.400e+00,5.000e-01,1.700e+00,4.576e-01,2.003e+00,2.919e-01,2.807e-02,1.376e-01,0.000e+00,5.112e+00,1.403e+00,2.60
1500,1500,8289,1.465e-01,-1.300e+00,1.700e+00,2.000e-01,2.766e+00,1.319e+00,2.766e+00,5.258e-05,1.074e-04,1.000e+02,7.724e-01,-2.331e-01,7.954e+00,9.400e+00,6.000e-01,1.200e+00,1.319e+00,2.766e+00,1.030e+00,2.045e-02,2.685e-01,0.000e+00,3.777e+00,2.772e+00,2.10
2000,2000,10491,1.456e+00,1.000e-01,1.500e+00,1.000e-01,2.743e+00,1.386e+00,2.743e+00,0.000e+00,2.164e-05,1.000e+02,2.571e-01,3.889e-01,7.044e+00,8.400e+00,7.000e-01,9.000e-01,1.386e+00,2.743e+00,1.189e+00,0.000e+00,1.975e-01,0.000e+00,2.636e+00,2.959e+00,1.60
2500,2500,12580,5.438e-01,-1.300e+00,1.400e+00,1.000e-01,2.391e+00,5.476e-01,2.391e+00,2.545e-04,1.478e-05,1.000e+02,3.858e-01,-3.109e-01,7.756e+00,9.600e+00,3.000e-01,1.100e+00,5.476e-01,2.391e+00,4.873e-01,1.627e-03,5.865e-02,0.000e+00,3.316e+00,3.271e+00,1.60
3000,3000,14557,1.714e+00,-1.100e+00,1.700e+00,1.000e-01,2.922e+00,1.078e-01,2.922e+00,0.000e+00,5.329e-06,1.000e+02,2.571e-01,-7.778e-02,6.586e+00,9.400e+00,5.000e-01,1.100e+00,1.078e-01,2.922e+00,1.019e-01,1.180e-03,4.664e-03,0.000e+00,3.365e+00,3.178e+00,1.80
3500,3500,16352,1.485e+00,-1.200e+00,1.500e+00,1.000e-01,2.720e+00,3.589e-02,2.720e+00,0.000e+00,1.914e-04,1.000e+02,2.581e-01,-1.162e-01,6.815e+00,9.500e+00,5.000e-01,1.100e+00,3.589e-02,2.720e+00,3.318e-02,0.000e+00,2.710e-03,0.000e+00,3.105e+00,3.367e+00,1.60
4000,4000,17993,-9.753e-01,-1.100e+00,1.200e+00,1.000e-01,1.354e-01,1.073e-02,1.354e-01,4.961e-08,6.640e-09,1.000e+02,3.857e-01,-5.185e-02,9.675e+00,9.800e+00,2.000e-01,1.200e+00,1.073e-02,1.354e-01,1.031e-02,0.000e+00,4.199e-04,0.000e+00,3.090e+00,3.571e+00,1.40
4500,4500,19521,-1.665e-01,-2.000e-01,1.100e+00,3.000e-01,3.369e-02,2.102e-04,3.369e-02,0.000e+00,3.066e-07,1.000e+02,7.715e-01,5.835e-02,8.567e+00,8.600e+00,2.000e-01,1.000e+00,2.102e-04,3.369e-02,1.559e-04,4.882e-05,5.472e-06,0.000e+00,2.831e+00,3.110e+00,1.40
5000,5000,20938,-1.000e+00,-1.000e+00,1.300e+00,0.000e+00,1.612e-04,3.956e-04,1.612e-04,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,9.900e+00,9.900e+00,2.000e-01,1.000e+00,3.956e-04,1.612e-04,3.481e-04,7.568e-07,4.681e-05,0.000e+00,2.700e+00,3.720e+00,1.30
5500,5500,22317,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,9.453e-06,2.194e-06,9.453e-06,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,2.194e-06,9.453e-06,0.000e+00,0.000e+00,2.194e-06,0.000e+00,2.571e+00,3.889e+00,1.00
6000,6000,23657,-1.100e+00,-1.100e+00,1.100e+00,2.000e-01,1.470e-06,3.093e-05,1.470e-06,0.000e+00,1.318e-11,1.000e+02,5.143e-01,-3.889e-02,9.800e+00,9.800e+00,1.000e-01,1.200e+00,3.093e-05,1.470e-06,1.062e-05,0.000e+00,2.031e-05,0.000e+00,3.086e+00,3.578e+00,1.30
6500,6500,24909,-1.000e+00,-1.000e+00,1.100e+00,0.000e+00,1.093e-06,2.747e-05,1.093e-06,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,9.900e+00,9.900e+00,1.000e-01,1.000e+00,2.747e-05,1.093e-06,9.260e-06,0.000e+00,1.821e-05,0.000e+00,2.571e+00,3.850e+00,1.10
7000,7000,26187,-1.000e+00,-1.000e+00,1.100e+00,0.000e+00,9.065e-07,1.867e-05,9.065e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,9.900e+00,9.900e+00,1.000e-01,1.000e+00,1.867e-05,9.065e-07,5.517e-06,0.000e+00,1.316e-05,0.000e+00,2.571e+00,3.850e+00,1.10
7500,7500,27400,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,3.202e-07,6.365e-07,3.202e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,6.365e-07,3.202e-07,0.000e+00,0.000e+00,6.365e-07,0.000e+00,2.571e+00,3.889e+00,1.00
8000,8000,28635,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.834e-07,4.648e-07,1.834e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,4.648e-07,1.834e-07,0.000e+00,0.000e+00,4.648e-07,0.000e+00,2.571e+00,3.889e+00,1.00
8500,8500,29854,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.344e-07,3.744e-07,1.344e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,3.744e-07,1.344e-07,0.000e+00,0.000e+00,3.744e-07,0.000e+00,2.571e+00,3.889e+00,1.00
9000,9000,31054,-1.000e+00,-1.000e+00,1.200e+00,0.000e+00,3.453e-07,1.352e-05,3.453e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,9.800e+00,9.800e+00,2.000e-01,1.000e+00,1.352e-05,3.453e-07,2.777e-06,0.000e+00,1.074e-05,0.000e+00,2.571e+00,3.811e+00,1.20
9500,9500,32248,-1.000e+00,-1.000e+00,1.100e+00,0.000e+00,3.621e-07,2.668e-07,3.621e-07,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,2.668e-07,3.621e-07,0.000e+00,5.622e-08,2.106e-07,0.000e+00,2.700e+00,3.759e+00,1.10
10000,10000,33460,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,4.646e-08,1.941e-07,4.646e-08,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,1.941e-07,4.646e-08,0.000e+00,0.000e+00,1.941e-07,0.000e+00,2.571e+00,3.889e+00,1.00
