episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3978,-2.694e+00,-1.500e+00,7.000e-01,8.000e-01,2.694e-02,1.221e+00,2.076e-02,1.676e-03,4.508e-03,5.000e+01,5.693e+00,-3.716e-01,3.894e+00,2.700e+00,1.000e+00,1.900e+00,1.221e+00,2.694e-02,8.420e-01,1.539e-01,2.246e-01,0.000e+00,6.432e+00,6.326e-01,4.10
1000,1000,7816,-6.784e+00,0.000e+00,0.000e+00,0.000e+00,4.280e-04,6.785e+00,0.000e+00,4.280e-04,0.000e+00,0.000e+00,8.076e+00,0.000e+00,3.384e+00,-3.400e+00,1.600e+00,1.900e+00,6.785e+00,4.280e-04,2.979e+00,1.330e+00,2.475e+00,0.000e+00,6.814e+00,-5.700e-01,5.00
1500,1500,11509,-6.113e+00,0.000e+00,0.000e+00,0.000e+00,1.988e-04,6.113e+00,0.000e+00,1.988e-04,0.000e+00,0.000e+00,7.773e+00,0.000e+00,2.913e+00,-3.200e+00,1.900e+00,1.800e+00,6.113e+00,1.988e-04,3.625e+00,1.072e+00,1.416e+00,0.000e+00,6.300e+00,-4.999e-01,5.00
2000,2000,15007,-6.422e+00,0.000e+00,0.000e+00,0.000e+00,1.007e-04,6.422e+00,0.000e+00,1.007e-04,0.000e+00,0.000e+00,7.871e+00,0.000e+00,3.422e+00,-3.000e+00,2.200e+00,1.700e+00,6.422e+00,1.007e-04,4.300e+00,8.243e-01,1.297e+00,0.000e+00,5.786e+00,-6.316e-01,5.00
2500,2500,18431,4.919e+00,7.000e+00,4.000e-01,1.400e+00,1.944e-03,2.083e+00,6.829e-04,2.302e-05,1.238e-03,1.000e+02,4.331e+00,1.848e+00,2.981e+00,9.000e-01,1.200e+00,3.000e-01,2.083e+00,1.944e-03,1.984e+00,9.944e-02,4.465e-06,0.000e+00,1.415e+00,4.667e-01,2.00
3000,3000,21800,5.999e+00,7.300e+00,2.000e-01,1.800e+00,1.359e-03,1.302e+00,2.251e-04,0.000e+00,1.134e-03,8.000e+01,4.838e+00,2.638e+00,-9.889e-02,-1.400e+00,1.000e+00,7.000e-01,1.302e+00,1.359e-03,1.302e+00,7.368e-06,5.246e-05,0.000e+00,2.186e+00,-2.180e-01,2.00
3500,3500,24413,7.233e+00,9.200e+00,2.000e-01,1.900e+00,2.077e-03,1.969e+00,3.517e-04,1.791e-06,1.723e-03,1.000e+02,5.426e+00,2.614e+00,6.707e-02,-1.900e+00,1.300e+00,5.000e-01,1.969e+00,2.077e-03,1.967e+00,1.815e-03,5.343e-06,0.000e+00,1.929e+00,-2.851e-01,2.30
4000,4000,26723,7.805e+00,9.900e+00,1.000e-01,1.000e+00,3.715e-04,2.096e+00,9.678e-05,1.794e-07,2.745e-04,1.000e+02,2.810e+00,3.626e+00,1.095e+00,-1.000e+00,1.200e+00,0.000e+00,2.096e+00,3.715e-04,2.096e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.20
4500,4500,29688,9.640e-01,1.000e+00,0.000e+00,1.000e-01,8.670e-06,3.606e-02,0.000e+00,3.134e-06,5.536e-06,1.000e+01,6.053e+00,3.889e-01,-2.264e+00,-2.300e+00,3.500e+00,4.000e-01,3.606e-02,8.670e-06,3.606e-02,3.134e-07,2.957e-08,0.000e+00,1.929e+00,-7.570e-01,4.60
5000,5000,31998,9.898e+00,9.900e+00,1.000e-01,1.000e+00,1.182e-03,3.104e-03,7.554e-05,1.186e-07,1.106e-03,1.000e+02,2.700e+00,3.720e+00,-9.981e-01,-1.000e+00,1.000e+00,0.000e+00,3.104e-03,1.182e-03,3.104e-03,9.395e-09,0.000e+00,0.000e+00,2.571e-01,-1.556e-01,1.20
5500,5500,34239,9.998e+00,1.000e+01,0.000e+00,1.000e+00,4.035e-05,1.823e-03,0.000e+00,0.000e+00,4.035e-05,1.000e+02,2.571e+00,3.889e+00,-9.982e-01,-1.000e+00,1.000e+00,0.000e+00,1.823e-03,4.035e-05,1.823e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.00
6000,6000,36417,9.799e+00,9.800e+00,1.000e-01,1.200e+00,1.307e-04,1.471e-03,3.072e-05,0.000e+00,1.000e-04,1.000e+02,3.086e+00,3.604e+00,-1.199e+00,-1.200e+00,1.100e+00,2.000e-01,1.471e-03,1.307e-04,1.471e-03,0.000e+00,1.706e-09,0.000e+00,5.143e-01,-5.833e-02,1.30
6500,6500,38619,9.999e+00,1.000e+01,0.000e+00,1.000e+00,1.549e-05,9.193e-04,0.000e+00,0.000e+00,1.549e-05,1.000e+02,2.571e+00,3.889e+00,-9.991e-01,-1.000e+00,1.000e+00,0.000e+00,9.193e-04,1.549e-05,9.193e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.00
7000,7000,41092,-5.244e-03,0.000e+00,0.000e+00,0.000e+00,5.127e-07,5.245e-03,0.000e+00,5.127e-07,0.000e+00,0.000e+00,6.430e+00,0.000e+00,-1.695e+00,-1.700e+00,4.600e+00,4.000e-01,5.245e-03,5.127e-07,5.245e-03,0.000e+00,3.799e-09,0.000e+00,1.029e+00,-4.278e-01,5.00
7500,7500,43582,7.699e+00,7.700e+00,0.000e+00,1.100e+00,2.982e-05,9.258e-04,0.000e+00,7.532e-08,2.974e-05,8.000e+01,4.114e+00,2.469e+00,-1.099e+00,-1.100e+00,1.700e+00,1.000e-01,9.258e-04,2.982e-05,9.258e-04,2.207e-09,2.592e-11,0.000e+00,6.429e-01,-3.111e-01,2.10
8000,8000,45743,9.700e+00,9.700e+00,0.000e+00,1.500e+00,1.978e-05,3.432e-04,0.000e+00,2.371e-08,1.976e-05,1.000e+02,4.114e+00,2.900e+00,-1.200e+00,-1.200e+00,1.200e+00,3.000e-01,3.432e-04,1.978e-05,3.432e-04,1.120e-09,1.995e-11,0.000e+00,1.029e+00,-1.867e-01,1.70
8500,8500,47865,9.700e+00,9.700e+00,1.000e-01,1.200e+00,1.336e-04,1.545e-04,8.398e-06,2.298e-08,1.252e-04,1.000e+02,3.343e+00,3.420e+00,-1.100e+00,-1.100e+00,1.000e+00,3.000e-01,1.545e-04,1.336e-04,1.545e-04,8.186e-10,1.381e-11,0.000e+00,1.029e+00,-1.815e-01,1.50
9000,9000,49981,9.900e+00,9.900e+00,0.000e+00,1.100e+00,4.171e-06,1.181e-04,0.000e+00,0.000e+00,4.171e-06,1.000e+02,2.829e+00,3.675e+00,-1.100e+00,-1.100e+00,1.000e+00,1.000e-01,1.181e-04,4.171e-06,1.181e-04,0.000e+00,9.850e-12,0.000e+00,2.571e-01,-7.778e-02,1.10
9500,9500,52048,1.000e+01,1.000e+01,0.000e+00,1.000e+00,2.316e-06,1.196e-04,0.000e+00,4.420e-09,2.311e-06,1.000e+02,2.700e+00,3.759e+00,-9.999e-01,-1.000e+00,1.100e+00,0.000e+00,1.196e-04,2.316e-06,1.196e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.10
10000,10000,54103,9.800e+00,9.800e+00,1.000e-01,1.100e+00,1.702e-05,7.459e-05,4.689e-06,0.000e+00,1.233e-05,1.000e+02,2.829e+00,3.656e+00,-1.200e+00,-1.200e+00,1.100e+00,0.000e+00,7.459e-05,1.702e-05,7.459e-05,3.378e-09,0.000e+00,0.000e+00,1.286e-01,-2.333e-01,1.20
10500,10500,56179,9.900e+00,9.900e+00,0.000e+00,1.100e+00,2.983e-06,6.446e-05,0.000e+00,3.158e-09,2.980e-06,1.000e+02,2.957e+00,3.545e+00,-9.999e-01,-1.000e+00,1.100e+00,0.000e+00,6.446e-05,2.983e-06,6.446e-05,1.381e-10,0.000e+00,0.000e+00,1.286e-01,-7.778e-02,1.20
11000,11000,58237,9.800e+00,9.800e+00,1.000e-01,1.100e+00,1.221e-05,6.316e-05,4.090e-06,2.544e-09,8.116e-06,1.000e+02,2.957e+00,3.624e+00,-1.200e+00,-1.200e+00,1.200e+00,1.000e-01,6.316e-05,1.221e-05,6.316e-05,0.000e+00,9.071e-11,0.000e+00,2.571e-01,-1.167e-01,1.30
11500,11500,60261,1.000e+01,1.000e+01,0.000e+00,1.000e+00,1.105e-06,3.190e-05,0.000e+00,0.000e+00,1.105e-06,1.000e+02,2.571e+00,3.889e+00,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,3.190e-05,1.105e-06,3.190e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.00
12000,12000,62282,1.000e+01,1.000e+01,0.000e+00,1.000e+00,8.646e-07,2.418e-05,0.000e+00,0.000e+00,8.646e-07,1.000e+02,2.571e+00,3.889e+00,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,2.418e-05,8.646e-07,2.418e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.00
