episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3137,1.001e+00,1.300e+00,9.000e-01,1.200e+00,1.537e+00,1.837e+00,1.313e+00,4.024e-02,1.838e-01,1.000e+02,4.047e+00,4.390e-01,5.899e+00,5.600e+00,5.000e-01,1.500e+00,1.837e+00,1.537e+00,4.638e-01,4.813e-01,8.914e-01,0.000e+00,4.737e+00,1.453e+00,2.60
1000,1000,6091,6.583e-02,-8.000e-01,7.000e-01,1.800e+00,1.303e+00,4.372e-01,1.277e+00,4.715e-03,2.146e-02,6.000e+01,5.387e+00,1.677e-01,2.834e+00,3.700e+00,1.000e-01,2.300e+00,4.372e-01,1.303e+00,1.290e-01,1.242e-01,1.840e-01,0.000e+00,6.846e+00,1.355e+00,3.00
1500,1500,8935,4.584e-01,-6.000e-01,7.000e-01,1.600e+00,1.268e+00,2.099e-01,1.266e+00,1.208e-03,1.062e-03,7.000e+01,4.927e+00,-5.597e-02,3.942e+00,5.000e+00,1.000e-01,2.500e+00,2.099e-01,1.268e+00,5.259e-02,7.701e-02,8.031e-02,0.000e+00,6.868e+00,1.428e+00,2.90
2000,2000,11739,6.094e-01,-6.000e-01,9.000e-01,1.200e+00,1.719e+00,5.099e-01,1.717e+00,3.356e-04,1.580e-03,8.000e+01,3.456e+00,1.234e-01,4.491e+00,5.700e+00,3.000e-01,1.800e+00,5.099e-01,1.719e+00,3.464e-01,5.194e-02,1.116e-01,0.000e+00,4.989e+00,1.903e+00,2.30
2500,2500,14481,-3.906e-01,-2.300e+00,1.100e+00,1.100e+00,2.025e+00,1.158e-01,2.024e+00,3.217e-04,6.296e-04,1.000e+02,3.354e+00,-4.371e-01,6.991e+00,8.900e+00,0.000e+00,2.300e+00,1.158e-01,2.025e+00,0.000e+00,7.129e-02,4.451e-02,0.000e+00,6.346e+00,1.963e+00,2.60
3000,3000,17118,-1.876e-01,-2.000e+00,1.000e+00,1.100e+00,1.943e+00,1.309e-01,1.940e+00,5.508e-04,2.663e-03,9.000e+01,3.276e+00,-3.595e-01,6.388e+00,8.200e+00,0.000e+00,2.200e+00,1.309e-01,1.943e+00,0.000e+00,1.032e-01,2.761e-02,0.000e+00,6.087e+00,2.217e+00,2.40
3500,3500,19598,-1.385e+00,-1.800e+00,1.000e+00,1.400e+00,4.367e-01,2.204e-02,4.367e-01,1.416e-05,1.566e-05,1.000e+02,3.860e+00,-3.462e-01,8.785e+00,9.200e+00,0.000e+00,2.500e+00,2.204e-02,4.367e-01,0.000e+00,8.316e-03,1.372e-02,0.000e+00,6.557e+00,2.003e+00,2.60
4000,4000,22020,-1.340e+00,-1.900e+00,1.000e+00,1.100e+00,5.627e-01,2.267e-03,5.627e-01,2.864e-05,4.801e-06,9.000e+01,3.729e+00,-4.628e-01,7.440e+00,8.000e+00,0.000e+00,2.600e+00,2.267e-03,5.627e-01,0.000e+00,1.497e-03,7.697e-04,0.000e+00,6.943e+00,1.683e+00,2.80
4500,4500,24332,-5.124e-01,-1.500e+00,9.000e-01,9.000e-01,9.877e-01,1.423e-04,9.877e-01,4.010e-09,5.256e-06,9.000e+01,2.443e+00,-2.895e-01,7.512e+00,8.500e+00,0.000e+00,1.900e+00,1.423e-04,9.877e-01,0.000e+00,0.000e+00,1.423e-04,0.000e+00,4.886e+00,2.578e+00,1.90
5000,5000,26437,-3.138e-01,-1.500e+00,1.000e+00,9.000e-01,1.186e+00,1.499e-04,1.186e+00,1.160e-05,4.540e-06,9.000e+01,2.571e+00,-2.022e-01,7.214e+00,8.400e+00,0.000e+00,2.000e+00,1.499e-04,1.186e+00,0.000e+00,1.190e-04,3.088e-05,0.000e+00,5.272e+00,2.678e+00,2.10
5500,5500,28369,1.947e-01,-1.400e+00,1.000e+00,3.000e-01,1.595e+00,1.399e-05,1.595e+00,1.963e-08,5.351e-06,1.000e+02,1.029e+00,-1.296e-01,8.205e+00,9.800e+00,0.000e+00,1.500e+00,1.399e-05,1.595e+00,0.000e+00,0.000e+00,1.399e-05,0.000e+00,3.857e+00,3.356e+00,1.50
6000,6000,30212,6.938e-01,-1.100e+00,1.000e+00,2.000e-01,1.794e+00,5.385e-06,1.794e+00,0.000e+00,9.956e-07,1.000e+02,5.143e-01,-3.889e-02,8.106e+00,9.900e+00,0.000e+00,1.200e+00,5.385e-06,1.794e+00,0.000e+00,0.000e+00,5.385e-06,0.000e+00,3.086e+00,3.617e+00,1.20
6500,6500,31932,9.662e-02,-1.300e+00,1.000e+00,4.000e-01,1.397e+00,4.163e-06,1.397e+00,2.431e-05,2.113e-06,1.000e+02,1.286e+00,-1.815e-01,8.303e+00,9.700e+00,0.000e+00,1.600e+00,4.163e-06,1.397e+00,0.000e+00,0.000e+00,4.163e-06,0.000e+00,4.114e+00,3.101e+00,1.60
7000,7000,33554,3.890e-01,-1.200e+00,1.000e+00,2.000e-01,1.589e+00,1.524e-06,1.589e+00,0.000e+00,4.402e-07,1.000e+02,5.143e-01,-1.556e-01,8.211e+00,9.800e+00,0.000e+00,1.200e+00,1.524e-06,1.589e+00,0.000e+00,0.000e+00,1.524e-06,0.000e+00,3.086e+00,3.461e+00,1.20
7500,7500,35083,3.967e-01,-1.200e+00,1.000e+00,1.000e-01,1.597e+00,1.338e-06,1.597e+00,9.030e-06,3.743e-07,1.000e+02,5.143e-01,-1.556e-01,8.203e+00,9.800e+00,0.000e+00,1.300e+00,1.338e-06,1.597e+00,0.000e+00,0.000e+00,1.338e-06,0.000e+00,3.343e+00,3.403e+00,1.30
8000,8000,36571,4.279e-01,-1.200e+00,1.000e+00,1.000e-01,1.628e+00,7.192e-07,1.628e+00,1.215e-11,1.518e-08,1.000e+02,3.857e-01,-7.778e-02,8.272e+00,9.900e+00,0.000e+00,1.200e+00,7.192e-07,1.628e+00,0.000e+00,0.000e+00,7.192e-07,0.000e+00,3.086e+00,3.617e+00,1.20
8500,8500,37988,-1.098e+00,-1.100e+00,1.000e+00,1.000e-01,1.513e-03,4.123e-07,1.513e-03,0.000e+00,4.580e-11,1.000e+02,2.571e-01,-7.778e-02,9.898e+00,9.900e+00,0.000e+00,1.100e+00,4.123e-07,1.513e-03,0.000e+00,0.000e+00,4.123e-07,0.000e+00,2.829e+00,3.675e+00,1.10
9000,9000,39363,-1.099e+00,-1.100e+00,1.000e+00,1.000e-01,7.422e-04,3.986e-07,7.422e-04,1.408e-09,2.854e-11,1.000e+02,3.857e-01,-1.556e-01,9.799e+00,9.800e+00,0.000e+00,1.200e+00,3.986e-07,7.422e-04,0.000e+00,0.000e+00,3.986e-07,0.000e+00,3.086e+00,3.461e+00,1.20
9500,9500,40725,-9.995e-01,-1.000e+00,1.000e+00,0.000e+00,5.345e-04,3.233e-07,5.345e-04,1.000e-09,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,9.899e+00,9.900e+00,0.000e+00,1.100e+00,3.233e-07,5.345e-04,0.000e+00,0.000e+00,3.233e-07,0.000e+00,2.829e+00,3.675e+00,1.10
10000,10000,42078,-1.300e+00,-1.300e+00,1.000e+00,2.000e-01,3.606e-04,2.349e-07,3.606e-04,1.120e-13,1.467e-11,1.000e+02,6.429e-01,-6.222e-02,9.900e+00,9.900e+00,0.000e+00,1.300e+00,2.349e-07,3.606e-04,0.000e+00,0.000e+00,2.349e-07,0.000e+00,3.343e+00,3.587e+00,1.30
10500,10500,43431,-1.100e+00,-1.100e+00,1.000e+00,1.000e-01,2.151e-04,1.538e-07,2.151e-04,5.416e-10,1.049e-11,1.000e+02,3.857e-01,-1.556e-01,9.800e+00,9.800e+00,0.000e+00,1.200e+00,1.538e-07,2.151e-04,0.000e+00,0.000e+00,1.538e-07,0.000e+00,3.086e+00,3.461e+00,1.20
11000,11000,44817,-9.998e-01,-1.000e+00,1.000e+00,0.000e+00,1.748e-04,9.145e-08,1.748e-04,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,9.145e-08,1.748e-04,0.000e+00,0.000e+00,9.145e-08,0.000e+00,2.571e+00,3.889e+00,1.00
11500,11500,46099,-1.100e+00,-1.100e+00,1.000e+00,2.000e-01,1.141e-04,7.231e-08,1.141e-04,3.303e-10,6.254e-12,1.000e+02,6.429e-01,-1.167e-01,9.800e+00,9.800e+00,0.000e+00,1.300e+00,7.231e-08,1.141e-04,0.000e+00,0.000e+00,7.231e-08,0.000e+00,3.343e+00,3.403e+00,1.30
12000,12000,47425,-9.999e-01,-1.000e+00,1.000e+00,0.000e+00,9.919e-05,4.857e-08,9.919e-05,2.695e-10,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,9.900e+00,9.900e+00,0.000e+00,1.100e+00,4.857e-08,9.919e-05,0.000e+00,0.000e+00,4.857e-08,0.000e+00,2.829e+00,3.675e+00,1.10
12500,12500,48729,-9.999e-01,-1.000e+00,1.000e+00,0.000e+00,6.660e-05,3.849e-08,6.660e-05,1.978e-10,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,9.900e+00,9.900e+00,0.000e+00,1.100e+00,3.849e-08,6.660e-05,0.000e+00,0.000e+00,3.849e-08,0.000e+00,2.829e+00,3.675e+00,1.10
