episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,661,2.203e+00,1.100e+00,1.100e+00,2.368e+00,2.265e+00,9.896e-01,5.414e-01,8.366e-01,8.000e+01,1.597e+00,1.500e+00,1.200e+00,2.265e+00,2.368e+00,1.152e+00,3.049e-01,8.085e-01,0.000e+00,3.10
200,200,1323,6.553e-01,1.000e+00,8.000e-01,2.315e+00,2.160e+00,1.278e+00,4.938e-01,5.428e-01,7.000e+01,3.245e+00,1.100e+00,1.100e+00,2.160e+00,2.315e+00,1.038e+00,3.803e-01,7.408e-01,0.000e+00,2.80
300,300,1971,2.144e+00,9.000e-01,8.000e-01,1.856e+00,1.312e+00,1.162e+00,3.575e-01,3.368e-01,7.000e+01,1.656e+00,1.100e+00,1.100e+00,1.312e+00,1.856e+00,8.031e-01,2.383e-01,2.709e-01,0.000e+00,3.00
400,400,2612,2.687e+00,1.000e+00,1.100e+00,1.855e+00,1.368e+00,1.292e+00,1.720e-01,3.909e-01,9.000e+01,2.613e+00,1.100e+00,1.300e+00,1.368e+00,1.855e+00,8.884e-01,1.185e-01,3.614e-01,0.000e+00,2.90
500,500,3250,2.293e+00,8.000e-01,1.300e+00,1.454e+00,1.661e+00,1.099e+00,9.259e-02,2.626e-01,6.000e+01,2.069e-01,1.000e+00,1.100e+00,1.661e+00,1.454e+00,1.306e+00,1.587e-01,1.963e-01,0.000e+00,2.90
600,600,3871,1.706e+00,8.000e-01,1.300e+00,1.391e+00,1.685e+00,1.179e+00,6.801e-02,1.442e-01,8.000e+01,2.294e+00,1.000e+00,1.700e+00,1.685e+00,1.391e+00,1.422e+00,8.689e-02,1.760e-01,0.000e+00,3.10
700,700,4493,1.147e+00,1.000e+00,7.000e-01,1.812e+00,1.165e+00,1.702e+00,3.456e-02,7.579e-02,8.000e+01,4.053e+00,6.000e-01,1.300e+00,1.165e+00,1.812e+00,9.406e-01,4.219e-02,1.824e-01,0.000e+00,2.20
800,800,5078,3.858e+00,4.000e-01,1.000e+00,8.349e-01,1.977e+00,7.629e-01,2.704e-02,4.499e-02,1.000e+02,3.842e+00,9.000e-01,8.000e-01,1.977e+00,8.349e-01,1.622e+00,4.695e-02,3.079e-01,0.000e+00,2.00
900,900,5676,2.809e+00,1.000e+00,2.200e+00,1.964e+00,1.855e+00,1.883e+00,1.388e-02,6.776e-02,6.000e+01,-1.309e+00,1.000e+00,1.700e+00,1.855e+00,1.964e+00,1.646e+00,1.645e-01,4.516e-02,0.000e+00,3.80
1000,1000,6276,2.259e+00,8.000e-01,1.200e+00,1.599e+00,1.840e+00,1.541e+00,7.289e-03,5.056e-02,8.000e+01,3.041e+00,9.000e-01,1.100e+00,1.840e+00,1.599e+00,1.602e+00,1.020e-01,1.358e-01,0.000e+00,2.50
1100,1100,6877,1.087e+00,8.000e-01,1.400e+00,1.557e+00,1.671e+00,1.536e+00,3.803e-03,1.777e-02,8.000e+01,3.613e+00,8.000e-01,1.700e+00,1.671e+00,1.557e+00,1.325e+00,6.532e-03,3.392e-01,0.000e+00,2.70
1200,1200,7474,1.932e+00,5.000e-01,1.700e+00,1.004e+00,1.371e+00,9.750e-01,2.864e-03,2.562e-02,7.000e+01,1.868e+00,7.000e-01,1.500e+00,1.371e+00,1.004e+00,1.177e+00,1.556e-02,1.786e-01,0.000e+00,2.60
1300,1300,8076,3.202e+00,8.000e-01,1.500e+00,1.598e+00,1.196e+00,1.550e+00,4.788e-03,4.349e-02,8.000e+01,2.198e+00,7.000e-01,1.500e+00,1.196e+00,1.598e+00,1.067e+00,7.306e-03,1.224e-01,0.000e+00,2.70
1400,1400,8660,2.244e+00,4.000e-01,1.600e+00,8.664e-01,2.522e+00,7.902e-01,1.744e-02,5.876e-02,8.000e+01,2.856e+00,8.000e-01,1.500e+00,2.522e+00,8.664e-01,1.496e+00,2.398e-01,7.869e-01,0.000e+00,2.70
1500,1500,9255,2.313e+00,5.000e-01,2.900e+00,1.589e+00,1.276e+00,9.869e-01,2.548e-02,5.766e-01,7.000e+01,5.868e-01,6.000e-01,2.500e+00,1.276e+00,1.589e+00,1.027e+00,2.166e-01,3.221e-02,0.000e+00,3.90
1600,1600,9870,2.633e+00,2.000e-01,2.200e+00,1.171e+00,2.238e+00,3.977e-01,2.098e-01,5.634e-01,6.000e+01,-1.333e-01,8.000e-01,1.600e+00,2.238e+00,1.171e+00,1.531e+00,5.059e-01,2.003e-01,0.000e+00,3.00
1700,1700,10477,4.306e+00,3.000e-01,1.600e+00,1.403e+00,1.397e+00,5.975e-01,1.295e-02,7.922e-01,7.000e+01,9.944e-01,6.000e-01,1.400e+00,1.397e+00,1.403e+00,1.197e+00,8.239e-03,1.918e-01,0.000e+00,2.20
1800,1800,11076,5.731e+00,2.000e-01,2.800e+00,6.167e-01,1.786e+00,3.988e-01,5.214e-03,2.127e-01,9.000e+01,6.691e-01,1.000e+00,1.900e+00,1.786e+00,6.167e-01,1.779e+00,3.326e-03,3.752e-03,0.000e+00,3.20
