episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
100,100,825,-5.250e+00,2.400e+00,4.000e-01,6.760e+00,1.001e+01,4.059e+00,2.077e+00,6.245e-01,3.000e+01,1.294e+00,5.000e-01,1.500e+00,9.567e+00,7.773e+00,1.194e+00,5.018e+00,3.355e+00,0.000e+00,1.566e-01,1.700e+00,1.800e+00,8.836e+00,7.379e+00,3.824e+00,1.233e+00,3.779e+00,0.000e+00,4.10
200,200,1664,-2.792e+00,1.000e+00,1.300e+00,6.493e+00,9.285e+00,2.084e+00,2.654e+00,1.755e+00,3.000e+01,9.223e-01,4.000e-01,9.000e-01,1.018e+01,7.453e+00,9.945e-01,7.302e+00,1.879e+00,0.000e+00,-1.530e+00,1.500e+00,2.100e+00,7.826e+00,7.756e+00,3.045e+00,1.235e+00,3.546e+00,0.000e+00,4.40
300,300,2514,-1.694e+00,1.400e+00,1.400e+00,6.678e+00,6.971e+00,3.505e+00,1.531e+00,1.641e+00,3.000e+01,-4.095e-01,7.000e-01,1.000e+00,7.864e+00,6.774e+00,1.483e+00,4.706e+00,1.675e+00,0.000e+00,-1.997e+00,1.700e+00,1.700e+00,6.014e+00,6.811e+00,3.031e+00,1.162e+00,1.820e+00,0.000e+00,4.30
400,400,3366,-9.461e+00,8.000e-01,2.300e+00,1.474e+00,7.935e+00,9.609e-01,1.929e-01,3.202e-01,2.000e+01,-6.439e-01,9.000e-01,9.000e-01,7.123e+00,5.667e+00,2.119e+00,3.717e+00,1.288e+00,0.000e+00,5.105e+00,9.000e-01,2.200e+00,7.224e+00,2.219e+00,2.303e+00,1.800e+00,3.121e+00,0.000e+00,4.30
500,500,4161,-8.136e+00,9.000e-01,2.000e+00,1.891e+00,8.327e+00,1.222e+00,2.065e-01,4.626e-01,4.000e+01,1.819e+00,1.500e+00,1.600e+00,7.265e+00,4.546e+00,3.569e+00,1.403e+00,2.292e+00,0.000e+00,2.117e+00,1.600e+00,2.000e+00,5.775e+00,2.057e+00,3.501e+00,5.434e-01,1.730e+00,0.000e+00,4.30
600,600,4975,-1.349e+00,1.600e+00,2.100e+00,8.590e+00,6.539e+00,5.720e+00,8.184e-01,2.051e+00,1.000e+01,-1.914e+00,1.000e+00,1.600e+00,8.068e+00,6.882e+00,2.699e+00,3.481e+00,1.888e+00,0.000e+00,-4.836e+00,1.300e+00,2.500e+00,4.172e+00,7.409e+00,2.635e+00,4.473e-01,1.090e+00,0.000e+00,5.00
700,700,5814,-9.496e+00,1.100e+00,2.000e+00,2.202e+00,9.697e+00,1.814e+00,1.961e-01,1.917e-01,3.000e+01,-8.039e-01,8.000e-01,1.600e+00,7.865e+00,7.569e+00,2.184e+00,2.875e+00,2.806e+00,0.000e+00,5.299e+00,1.200e+00,2.100e+00,1.159e+01,4.386e+00,4.435e+00,2.343e+00,4.807e+00,0.000e+00,4.30
800,800,6633,-4.263e+00,8.000e-01,1.800e+00,2.882e+00,5.944e+00,2.323e+00,3.342e-01,2.243e-01,6.000e+01,3.121e+00,7.000e-01,1.600e+00,6.060e+00,3.539e+00,1.954e+00,1.456e+00,2.649e+00,0.000e+00,4.118e-02,1.200e+00,1.800e+00,3.661e+00,3.120e+00,2.775e+00,4.276e-01,4.587e-01,0.000e+00,4.30
900,900,7444,5.558e-01,1.500e+00,1.400e+00,5.050e+00,3.894e+00,4.813e+00,1.212e-01,1.156e-01,4.000e+01,-1.801e+00,9.000e-01,1.400e+00,3.542e+00,3.743e+00,1.642e+00,8.955e-01,1.004e+00,0.000e+00,-2.255e+00,1.500e+00,1.800e+00,2.323e+00,3.278e+00,2.068e+00,2.742e-02,2.282e-01,0.000e+00,3.70
1000,1000,8256,-3.963e+00,9.000e-01,1.600e+00,4.125e+00,5.287e+00,3.385e+00,4.463e-01,2.932e-01,3.000e+01,-1.737e+00,8.000e-01,1.900e+00,3.858e+00,4.695e+00,1.962e+00,9.654e-01,9.314e-01,0.000e+00,6.992e-01,1.500e+00,1.500e+00,4.899e+00,2.900e+00,4.149e+00,3.218e-01,4.284e-01,0.000e+00,4.30
