episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
4400,4400,22687,2.126e-01,1.000e+00,2.000e-01,1.521e+00,7.902e-03,1.515e+00,2.986e-03,2.626e-03,1.000e+02,-4.706e-01,1.400e+00,0.000e+00,5.326e-01,3.155e-03,5.326e-01,0.000e+00,0.000e+00,0.000e+00,7.658e+00,1.000e-01,1.300e+00,3.338e-03,2.045e+00,1.276e-03,0.000e+00,2.061e-03,0.000e+00,1.40
4500,4500,23022,4.345e-01,1.300e+00,0.000e+00,1.437e+00,2.377e-03,1.437e+00,0.000e+00,0.000e+00,1.000e+02,-9.089e-01,1.000e+00,1.000e-01,1.960e-01,4.910e-03,1.959e-01,6.624e-05,3.344e-05,0.000e+00,8.074e+00,0.000e+00,1.300e+00,2.657e-03,1.628e+00,0.000e+00,0.000e+00,2.657e-03,0.000e+00,1.30
4600,4600,23342,-1.764e-01,1.200e+00,1.000e-01,9.264e-01,2.801e-03,9.264e-01,0.000e+00,2.418e-06,1.000e+02,-1.034e+00,1.100e+00,1.000e-01,7.033e-02,4.258e-03,7.031e-02,7.264e-06,4.352e-06,0.000e+00,8.710e+00,1.000e-01,1.200e+00,2.991e-03,9.927e-01,9.975e-04,0.000e+00,1.993e-03,0.000e+00,1.30
4700,4700,23649,1.919e-02,1.000e+00,0.000e+00,1.021e+00,1.708e-03,1.021e+00,0.000e+00,0.000e+00,1.000e+02,-8.769e-01,1.000e+00,0.000e+00,1.257e-01,2.624e-03,1.257e-01,0.000e+00,0.000e+00,0.000e+00,8.858e+00,0.000e+00,1.000e+00,6.243e-04,1.143e+00,0.000e+00,0.000e+00,6.243e-04,0.000e+00,1.00
4800,4800,23958,-1.034e+00,1.200e+00,2.000e-01,1.690e-01,2.765e-03,1.688e-01,4.773e-05,1.214e-04,1.000e+02,-1.023e+00,1.300e+00,1.000e-01,7.966e-02,2.949e-03,7.963e-02,1.196e-05,1.127e-05,0.000e+00,9.257e+00,0.000e+00,1.500e+00,2.375e-03,2.453e-01,0.000e+00,0.000e+00,2.375e-03,0.000e+00,1.50
4900,4900,24284,-8.400e-01,1.200e+00,0.000e+00,1.616e-01,1.554e-03,1.616e-01,0.000e+00,0.000e+00,1.000e+02,-9.822e-01,1.000e+00,1.000e-01,1.209e-01,3.081e-03,1.209e-01,1.459e-05,1.377e-05,0.000e+00,9.522e+00,0.000e+00,1.200e+00,1.447e-03,2.793e-01,0.000e+00,0.000e+00,1.447e-03,0.000e+00,1.20
5000,5000,24620,-1.330e+00,1.400e+00,1.000e-01,7.213e-02,1.923e-03,7.212e-02,2.637e-06,2.624e-06,1.000e+02,-1.234e+00,1.200e+00,2.000e-01,6.872e-02,3.179e-03,6.869e-02,1.798e-05,1.236e-05,0.000e+00,9.564e+00,0.000e+00,1.600e+00,2.172e-03,1.379e-01,0.000e+00,0.000e+00,2.172e-03,0.000e+00,1.60
5100,5100,24917,-1.042e+00,1.200e+00,1.000e-01,5.993e-02,1.754e-03,5.992e-02,0.000e+00,1.389e-05,1.000e+02,-1.144e+00,1.100e+00,2.000e-01,5.903e-02,2.796e-03,5.901e-02,0.000e+00,1.465e-05,0.000e+00,9.586e+00,0.000e+00,1.300e+00,1.803e-03,1.162e-01,0.000e+00,0.000e+00,1.803e-03,0.000e+00,1.30
5200,5200,25228,-9.532e-01,1.100e+00,0.000e+00,4.809e-02,1.248e-03,4.809e-02,0.000e+00,0.000e+00,1.000e+02,-9.380e-01,1.000e+00,0.000e+00,6.411e-02,2.102e-03,6.410e-02,6.443e-06,0.000e+00,0.000e+00,9.791e+00,0.000e+00,1.100e+00,7.692e-04,1.096e-01,0.000e+00,0.000e+00,7.692e-04,0.000e+00,1.10
5300,5300,25545,-1.478e+00,1.300e+00,3.000e-01,2.448e-02,2.187e-03,2.446e-02,8.041e-08,1.740e-05,1.000e+02,-1.271e+00,1.400e+00,2.000e-01,3.122e-02,2.330e-03,3.121e-02,4.037e-06,4.701e-06,0.000e+00,9.549e+00,0.000e+00,1.700e+00,2.024e-03,5.321e-02,0.000e+00,0.000e+00,2.024e-03,0.000e+00,1.70
5400,5400,25848,-1.077e+00,1.100e+00,1.000e-01,2.486e-02,1.453e-03,2.486e-02,0.000e+00,5.983e-06,1.000e+02,-9.712e-01,1.100e+00,0.000e+00,3.064e-02,1.790e-03,3.063e-02,3.253e-06,0.000e+00,0.000e+00,9.748e+00,0.000e+00,1.200e+00,9.426e-04,5.320e-02,0.000e+00,0.000e+00,9.426e-04,0.000e+00,1.20
5500,5500,26152,-9.864e-01,1.400e+00,0.000e+00,1.472e-02,1.107e-03,1.472e-02,0.000e+00,0.000e+00,1.000e+02,-1.183e+00,1.000e+00,2.000e-01,2.002e-02,2.643e-03,2.000e-02,6.123e-06,6.355e-06,0.000e+00,9.569e+00,0.000e+00,1.400e+00,1.697e-03,3.268e-02,0.000e+00,0.000e+00,1.697e-03,0.000e+00,1.40
5600,5600,26489,-9.852e-01,1.100e+00,0.000e+00,1.591e-02,1.140e-03,1.591e-02,0.000e+00,0.000e+00,1.000e+02,-1.074e+00,1.000e+00,1.000e-01,2.745e-02,1.600e-03,2.745e-02,0.000e+00,2.948e-06,0.000e+00,9.859e+00,0.000e+00,1.100e+00,7.521e-04,4.137e-02,0.000e+00,0.000e+00,7.521e-04,0.000e+00,1.10
5700,5700,26812,-1.088e+00,1.300e+00,1.000e-01,1.383e-02,1.471e-03,1.383e-02,3.430e-06,4.317e-06,1.000e+02,-1.080e+00,1.200e+00,1.000e-01,2.198e-02,1.773e-03,2.198e-02,5.925e-06,1.756e-08,0.000e+00,9.567e+00,0.000e+00,1.500e+00,1.349e-03,3.392e-02,0.000e+00,0.000e+00,1.349e-03,0.000e+00,1.50
5800,5800,27125,-1.284e+00,1.600e+00,1.000e-01,1.733e-02,1.765e-03,1.724e-02,9.337e-05,8.719e-07,1.000e+02,-1.082e+00,1.300e+00,1.000e-01,2.027e-02,2.122e-03,2.026e-02,1.121e-05,1.705e-06,0.000e+00,9.266e+00,0.000e+00,1.600e+00,1.525e-03,3.524e-02,0.000e+00,1.682e-04,1.357e-03,0.000e+00,1.80
5900,5900,27420,-9.795e-01,1.100e+00,0.000e+00,2.149e-02,9.861e-04,2.149e-02,0.000e+00,0.000e+00,1.000e+02,-1.070e+00,1.000e+00,1.000e-01,3.167e-02,1.336e-03,3.166e-02,0.000e+00,3.254e-06,0.000e+00,9.849e+00,0.000e+00,1.100e+00,6.368e-04,5.147e-02,0.000e+00,0.000e+00,6.368e-04,0.000e+00,1.10
6000,6000,27734,-1.090e+00,1.300e+00,2.000e-01,1.119e-02,1.600e-03,1.118e-02,2.814e-06,3.521e-06,1.000e+02,-1.183e+00,1.300e+00,2.000e-01,1.914e-02,1.643e-03,1.913e-02,2.508e-06,2.662e-06,0.000e+00,9.573e+00,0.000e+00,1.600e+00,1.465e-03,2.855e-02,0.000e+00,0.000e+00,1.465e-03,0.000e+00,1.60
6100,6100,28065,-1.173e+00,1.300e+00,0.000e+00,2.806e-02,1.184e-03,2.806e-02,1.286e-06,0.000e+00,9.000e+01,-1.365e+00,1.100e+00,1.000e-01,3.685e-02,1.357e-03,3.684e-02,9.595e-06,1.587e-08,0.000e+00,8.838e+00,0.000e+00,1.300e+00,6.162e-04,6.299e-02,0.000e+00,1.384e-05,6.024e-04,0.000e+00,1.40
6200,6200,28385,-1.185e+00,1.300e+00,4.000e-01,1.689e-02,1.608e-03,1.688e-02,3.601e-06,8.833e-06,1.000e+02,-1.482e+00,1.500e+00,3.000e-01,1.973e-02,1.544e-03,1.972e-02,0.000e+00,3.967e-06,0.000e+00,9.567e+00,0.000e+00,1.800e+00,1.621e-03,3.509e-02,0.000e+00,0.000e+00,1.621e-03,0.000e+00,1.80
6300,6300,28696,-9.584e-01,1.400e+00,0.000e+00,4.235e-02,7.271e-04,4.235e-02,0.000e+00,0.000e+00,1.000e+02,-1.177e+00,1.000e+00,2.000e-01,2.431e-02,1.673e-03,2.429e-02,6.425e-06,6.686e-06,0.000e+00,9.536e+00,0.000e+00,1.400e+00,1.086e-03,6.534e-02,0.000e+00,0.000e+00,1.086e-03,0.000e+00,1.40
6400,6400,28997,-1.083e+00,1.200e+00,1.000e-01,1.804e-02,9.157e-04,1.804e-02,0.000e+00,3.901e-06,1.000e+02,-1.084e+00,1.100e+00,1.000e-01,1.729e-02,1.192e-03,1.728e-02,1.906e-06,2.078e-06,0.000e+00,9.667e+00,0.000e+00,1.300e+00,8.064e-04,3.403e-02,0.000e+00,0.000e+00,8.064e-04,0.000e+00,1.30
6500,6500,29283,-9.853e-01,1.000e+00,0.000e+00,1.546e-02,7.605e-04,1.546e-02,0.000e+00,0.000e+00,1.000e+02,-9.824e-01,1.000e+00,0.000e+00,1.841e-02,7.968e-04,1.841e-02,0.000e+00,0.000e+00,0.000e+00,9.968e+00,0.000e+00,1.000e+00,2.534e-04,3.257e-02,0.000e+00,0.000e+00,2.534e-04,0.000e+00,1.00
6600,6600,29569,-1.088e+00,1.100e+00,1.000e-01,1.249e-02,7.253e-04,1.249e-02,0.000e+00,6.429e-07,1.000e+02,-1.087e+00,1.000e+00,1.000e-01,1.357e-02,9.787e-04,1.357e-02,7.751e-07,1.567e-06,0.000e+00,9.776e+00,0.000e+00,1.200e+00,5.812e-04,2.494e-02,0.000e+00,0.000e+00,5.812e-04,0.000e+00,1.20
