episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,652,1.483e+00,5.000e-01,1.000e+00,1.522e+00,2.939e+00,3.937e-01,6.922e-01,4.361e-01,7.000e+01,2.817e+00,1.100e+00,8.000e-01,2.939e+00,1.522e+00,1.385e+00,7.737e-01,7.798e-01,0.000e+00,2.70
200,200,1332,1.220e-01,6.000e-01,8.000e-01,1.353e+00,1.831e+00,4.505e-01,7.041e-01,1.986e-01,5.000e+01,1.578e+00,4.000e-01,1.600e+00,1.831e+00,1.353e+00,4.328e-01,6.251e-01,7.733e-01,0.000e+00,3.20
300,300,1976,2.697e+00,2.000e-01,1.700e+00,9.290e-01,1.732e+00,2.198e-01,3.753e-01,3.340e-01,7.000e+01,1.203e+00,8.000e-01,1.500e+00,1.732e+00,9.290e-01,9.658e-01,3.311e-01,4.351e-01,0.000e+00,3.20
400,400,2598,3.670e-01,1.300e+00,1.500e+00,2.429e+00,1.462e+00,1.650e+00,4.494e-01,3.302e-01,6.000e+01,9.330e-01,8.000e-01,1.300e+00,1.462e+00,2.429e+00,9.636e-01,3.343e-01,1.645e-01,0.000e+00,4.00
500,500,3253,-1.244e-01,7.000e-01,1.400e+00,1.150e+00,1.974e+00,7.645e-01,2.598e-01,1.257e-01,6.000e+01,1.224e+00,1.000e+00,1.200e+00,1.974e+00,1.150e+00,1.529e+00,3.285e-01,1.165e-01,0.000e+00,3.50
600,600,3921,3.379e+00,4.000e-01,1.400e+00,7.561e-01,1.877e+00,4.803e-01,1.796e-01,9.627e-02,7.000e+01,-6.788e-01,1.100e+00,1.100e+00,1.877e+00,7.561e-01,1.596e+00,1.771e-01,1.046e-01,0.000e+00,3.30
700,700,4535,1.801e+00,7.000e-01,1.700e+00,1.604e+00,1.503e+00,1.102e+00,2.204e-01,2.814e-01,6.000e+01,-1.166e-03,8.000e-01,1.700e+00,1.503e+00,1.604e+00,1.260e+00,2.050e-01,3.748e-02,0.000e+00,3.40
800,800,5213,2.703e+00,5.000e-01,1.500e+00,8.144e-01,1.611e+00,7.411e-01,2.659e-02,4.675e-02,8.000e+01,2.397e+00,7.000e-01,8.000e-01,1.611e+00,8.144e-01,1.289e+00,2.501e-01,7.227e-02,0.000e+00,2.90
900,900,5877,8.521e-01,5.000e-01,1.800e+00,9.411e-01,9.889e-01,8.116e-01,5.667e-02,7.280e-02,5.000e+01,-5.214e-02,5.000e-01,1.900e+00,9.889e-01,9.411e-01,9.205e-01,3.454e-02,3.392e-02,0.000e+00,3.40
1000,1000,6555,1.178e+00,5.000e-01,2.100e+00,1.111e+00,2.032e+00,8.577e-01,1.661e-01,8.714e-02,6.000e+01,8.216e-01,9.000e-01,1.000e+00,2.032e+00,1.111e+00,1.679e+00,3.475e-01,6.536e-03,0.000e+00,3.60
1100,1100,7195,2.269e+00,5.000e-01,2.300e+00,1.401e+00,1.932e+00,8.466e-01,2.863e-01,2.678e-01,7.000e+01,2.309e-01,9.000e-01,1.100e+00,1.932e+00,1.401e+00,1.681e+00,2.253e-01,2.504e-02,0.000e+00,3.40
1200,1200,7828,2.263e+00,5.000e-01,1.200e+00,9.823e-01,1.019e+00,9.368e-01,8.967e-03,3.649e-02,7.000e+01,1.737e+00,5.000e-01,1.100e+00,1.019e+00,9.823e-01,9.461e-01,5.166e-02,2.137e-02,0.000e+00,2.80
1300,1300,8433,2.071e+00,7.000e-01,1.100e+00,1.351e+00,1.780e+00,1.269e+00,8.096e-02,1.024e-03,8.000e+01,2.929e+00,9.000e-01,9.000e-01,1.780e+00,1.351e+00,1.680e+00,9.650e-02,4.121e-03,0.000e+00,2.50
1400,1400,9086,1.517e+00,5.000e-01,2.200e+00,1.034e+00,1.717e+00,9.582e-01,7.779e-03,6.825e-02,6.000e+01,8.828e-01,7.000e-01,1.100e+00,1.717e+00,1.034e+00,1.355e+00,3.501e-01,1.195e-02,0.000e+00,3.40
1500,1500,9724,1.099e+00,5.000e-01,1.600e+00,9.588e-01,1.160e+00,9.319e-01,3.504e-03,2.344e-02,7.000e+01,2.201e+00,4.000e-01,1.800e+00,1.160e+00,9.588e-01,7.842e-01,3.313e-01,4.447e-02,0.000e+00,3.20
1600,1600,10389,3.219e+00,3.000e-01,1.800e+00,5.836e-01,1.865e+00,5.554e-01,5.134e-03,2.311e-02,8.000e+01,1.481e+00,8.000e-01,1.200e+00,1.865e+00,5.836e-01,1.581e+00,2.662e-01,1.758e-02,0.000e+00,2.80
1700,1700,11055,4.377e+00,5.000e-01,1.700e+00,1.338e+00,1.761e+00,9.668e-01,6.326e-03,3.651e-01,8.000e+01,6.232e-01,8.000e-01,1.200e+00,1.761e+00,1.338e+00,1.547e+00,2.115e-01,2.787e-03,0.000e+00,2.70
