episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,652,2.089e-01,7.000e-01,1.900e+00,4.295e+00,5.186e+00,1.031e+00,1.052e+00,2.213e+00,5.000e+01,1.191e+00,9.000e-01,8.000e-01,5.186e+00,4.295e+00,1.432e+00,2.696e+00,1.059e+00,0.000e+00,3.50
200,200,1299,2.491e+00,1.000e+00,1.800e+00,4.001e+00,3.710e+00,1.578e+00,8.349e-01,1.588e+00,6.000e+01,-9.085e-02,7.000e-01,9.000e-01,3.710e+00,4.001e+00,9.712e-01,1.981e+00,7.582e-01,0.000e+00,3.70
300,300,1956,-1.804e-01,1.900e+00,1.300e+00,5.201e+00,2.382e+00,3.156e+00,1.110e+00,9.356e-01,3.000e+01,-2.520e+00,8.000e-01,1.400e+00,2.382e+00,5.201e+00,7.937e-01,1.082e+00,5.063e-01,0.000e+00,4.40
400,400,2595,2.436e+00,1.200e+00,1.100e+00,3.258e+00,1.921e+00,1.858e+00,9.254e-01,4.741e-01,7.000e+01,-3.648e-02,1.000e+00,1.600e+00,1.921e+00,3.258e+00,1.166e+00,3.636e-01,3.919e-01,0.000e+00,3.90
500,500,3203,2.669e+00,9.000e-01,1.500e+00,1.950e+00,1.282e+00,1.328e+00,2.417e-01,3.802e-01,7.000e+01,7.314e-01,9.000e-01,1.200e+00,1.282e+00,1.950e+00,9.466e-01,2.272e-01,1.079e-01,0.000e+00,3.10
600,600,3873,3.386e+00,6.000e-01,2.300e+00,1.398e+00,1.012e+00,9.660e-01,8.553e-02,3.463e-01,7.000e+01,-5.860e-01,9.000e-01,1.300e+00,1.012e+00,1.398e+00,7.471e-01,1.758e-01,8.882e-02,0.000e+00,3.50
700,700,4507,1.883e+00,1.000e+00,2.200e+00,2.573e+00,7.906e-01,1.927e+00,1.285e-01,5.176e-01,8.000e+01,2.917e+00,5.000e-01,2.200e+00,7.906e-01,2.573e+00,6.064e-01,7.504e-02,1.091e-01,0.000e+00,3.70
800,800,5141,5.703e+00,3.000e-01,1.400e+00,6.566e-01,1.353e+00,5.713e-01,1.903e-02,6.630e-02,9.000e+01,1.497e+00,8.000e-01,7.000e-01,1.353e+00,6.566e-01,1.257e+00,5.854e-02,3.769e-02,0.000e+00,1.80
900,900,5792,5.615e+00,3.000e-01,2.200e+00,1.041e+00,1.226e+00,5.974e-01,2.459e-01,1.977e-01,9.000e+01,3.854e-01,8.000e-01,1.500e+00,1.226e+00,1.041e+00,1.144e+00,1.622e-02,6.609e-02,0.000e+00,2.80
1000,1000,6436,3.982e+00,7.000e-01,1.600e+00,1.701e+00,1.319e+00,1.344e+00,6.062e-02,2.958e-01,9.000e+01,2.218e+00,6.000e-01,1.100e+00,1.319e+00,1.701e+00,1.045e+00,1.885e-01,8.533e-02,0.000e+00,2.60
