episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,605,-7.212e-01,1.700e+00,8.000e-01,2.385e+00,4.006e+00,1.281e+00,6.744e-01,4.292e-01,7.000e+01,3.821e+00,1.600e+00,1.100e+00,4.006e+00,2.385e+00,1.954e+00,9.120e-01,1.140e+00,0.000e+00,3.60
200,200,1233,-4.014e-01,1.600e+00,5.000e-01,2.128e+00,3.129e+00,1.446e+00,4.795e-01,2.025e-01,6.000e+01,3.301e+00,9.000e-01,1.300e+00,3.129e+00,2.128e+00,1.075e+00,9.721e-01,1.083e+00,0.000e+00,3.40
300,300,1872,-3.706e-01,1.500e+00,1.000e+00,1.271e+00,2.342e+00,9.489e-01,1.637e-01,1.589e-01,6.000e+01,2.271e+00,1.100e+00,1.000e+00,2.342e+00,1.271e+00,1.309e+00,5.801e-01,4.532e-01,0.000e+00,3.30
400,400,2519,2.159e-02,1.300e+00,7.000e-01,1.550e+00,1.929e+00,1.249e+00,1.839e-01,1.173e-01,6.000e+01,2.578e+00,1.000e+00,9.000e-01,1.929e+00,1.550e+00,1.187e+00,4.019e-01,3.402e-01,0.000e+00,3.20
500,500,3154,4.012e+00,1.100e+00,1.100e+00,1.314e+00,2.001e+00,1.030e+00,1.139e-01,1.697e-01,8.000e+01,9.875e-01,1.400e+00,7.000e-01,2.001e+00,1.314e+00,1.828e+00,1.008e-01,7.209e-02,0.000e+00,2.70
600,600,3793,5.889e+00,8.000e-01,1.300e+00,1.233e+00,1.344e+00,1.101e+00,1.482e-02,1.170e-01,1.000e+02,1.611e+00,9.000e-01,7.000e-01,1.344e+00,1.233e+00,1.157e+00,8.691e-02,9.969e-02,0.000e+00,2.30
700,700,4342,1.324e+00,8.000e-01,1.600e+00,2.321e+00,1.896e+00,1.312e+00,5.517e-01,4.574e-01,6.000e+01,6.755e-01,9.000e-01,1.600e+00,1.896e+00,2.321e+00,1.447e+00,3.556e-02,4.143e-01,0.000e+00,3.40
800,800,4949,2.258e-01,1.100e+00,1.700e+00,3.128e+00,3.302e+00,1.990e+00,7.270e-01,4.109e-01,8.000e+01,3.274e+00,1.400e+00,1.600e+00,3.302e+00,3.128e+00,2.485e+00,7.232e-02,7.443e-01,0.000e+00,3.90
900,900,5518,1.677e+00,1.300e+00,5.000e-01,3.188e+00,1.710e+00,2.317e+00,7.879e-01,8.249e-02,8.000e+01,3.123e+00,6.000e-01,1.400e+00,1.710e+00,3.188e+00,1.157e+00,1.613e-02,5.371e-01,0.000e+00,2.60
1000,1000,6141,4.397e+00,4.000e-01,2.000e+00,6.787e-01,8.820e-01,5.633e-01,1.021e-02,1.052e-01,8.000e+01,4.033e-01,7.000e-01,1.000e+00,8.820e-01,6.787e-01,8.375e-01,1.738e-02,2.715e-02,0.000e+00,2.70
