episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.809e+00,2.375e+00,-1.340e+00,-7.741e-01,2.375e+00,1.809e+00,-1.100e+00,-1.666e+00
2000,2000,20000,2.875e+00,2.993e+00,-1.040e+00,-9.214e-01,2.993e+00,2.875e+00,-9.800e-01,-1.099e+00
3000,3000,30000,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00
4000,4000,40000,2.876e+00,2.993e+00,-1.040e+00,-9.227e-01,2.993e+00,2.876e+00,-9.800e-01,-1.097e+00
5000,5000,50000,2.274e+00,2.683e+00,-1.000e+00,-5.918e-01,2.683e+00,2.274e+00,-1.000e+00,-1.408e+00
6000,6000,60000,4.750e-01,1.311e-01,-1.000e+00,-1.344e+00,1.311e-01,4.750e-01,-1.000e+00,-6.561e-01
7000,7000,70000,2.258e+00,1.159e-02,-1.000e+00,-3.247e+00,1.159e-02,2.258e+00,-1.000e+00,1.247e+00
8000,8000,80000,3.072e-01,7.888e-03,-1.000e+00,-1.299e+00,7.888e-03,3.072e-01,-1.000e+00,-7.007e-01
9000,9000,90000,3.661e-02,9.315e-03,-1.000e+00,-1.027e+00,9.315e-03,3.661e-02,-1.000e+00,-9.727e-01
10000,10000,100000,1.552e-02,6.041e-03,-1.000e+00,-1.009e+00,6.041e-03,1.552e-02,-1.000e+00,-9.905e-01
11000,11000,110000,9.835e-03,2.726e-03,-9.800e-01,-9.871e-01,2.726e-03,9.835e-03,-1.040e+00,-1.033e+00
12000,12000,120000,4.405e-03,6.097e-02,-9.800e-01,-9.234e-01,6.097e-02,4.405e-03,-1.040e+00,-1.097e+00
13000,13000,130000,1.408e-03,8.819e-01,-1.000e+00,-1.195e-01,8.819e-01,1.408e-03,-1.000e+00,-1.880e+00
14000,14000,140000,1.890e-03,2.011e-01,-9.800e-01,-7.808e-01,2.011e-01,1.890e-03,-1.040e+00,-1.239e+00
15000,15000,150000,1.892e+00,2.121e+00,-1.160e+00,-9.317e-01,2.121e+00,1.892e+00,-9.200e-01,-1.148e+00
16000,16000,160000,6.004e-02,2.569e-01,-1.120e+00,-9.231e-01,2.569e-01,6.004e-02,-9.400e-01,-1.137e+00
17000,17000,170000,2.220e+00,2.900e+00,-1.000e+00,-3.197e-01,2.900e+00,2.220e+00,-1.000e+00,-1.680e+00
18000,18000,180000,6.063e-02,8.742e-01,-1.120e+00,-3.065e-01,8.742e-01,6.063e-02,-9.400e-01,-1.754e+00
19000,19000,190000,1.235e-02,1.179e-01,-1.400e+00,-1.294e+00,1.179e-01,1.235e-02,-8.000e-01,-9.055e-01
20000,20000,200000,1.988e+00,8.527e-02,-8.000e-01,-2.703e+00,8.527e-02,1.988e+00,-1.520e+00,3.832e-01
21000,21000,210000,1.367e-02,2.253e+00,-1.080e+00,1.160e+00,2.253e+00,1.367e-02,-9.600e-01,-3.200e+00
22000,22000,220000,7.294e-03,1.730e-01,-1.660e+00,-1.494e+00,1.730e-01,7.294e-03,-7.000e-01,-8.657e-01
23000,23000,230000,2.771e+00,3.410e-02,-1.000e+00,-3.737e+00,3.410e-02,2.771e+00,-1.000e+00,1.737e+00
24000,24000,240000,1.907e-02,2.358e+00,-8.400e-01,1.499e+00,2.358e+00,1.907e-02,-1.320e+00,-3.659e+00
25000,25000,250000,6.396e-03,5.128e-01,-1.000e+00,-4.936e-01,5.128e-01,6.396e-03,-1.000e+00,-1.506e+00
26000,26000,260000,4.206e-03,8.489e-02,-1.040e+00,-9.593e-01,8.489e-02,4.206e-03,-1.040e+00,-1.121e+00
27000,27000,270000,2.873e+00,1.642e+00,-9.600e-01,-2.190e+00,1.642e+00,2.873e+00,-1.080e+00,1.505e-01
28000,28000,280000,1.038e-01,1.653e+00,-1.000e+00,5.496e-01,1.653e+00,1.038e-01,-1.000e+00,-2.550e+00
29000,29000,290000,8.215e-02,1.410e+00,-9.200e-01,4.074e-01,1.410e+00,8.215e-02,-1.160e+00,-2.487e+00
30000,30000,300000,1.446e-01,1.094e+00,-1.080e+00,-1.309e-01,1.094e+00,1.446e-01,-9.600e-01,-1.909e+00
