episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3248,6.197e+00,5.600e+00,5.000e-01,1.300e+00,1.487e+00,8.897e-01,7.120e-01,3.965e-01,3.783e-01,9.000e+01,4.972e+00,1.508e+00,-6.970e-01,-1.000e-01,1.000e+00,1.300e+00,8.897e-01,1.487e+00,6.774e-01,5.121e-02,1.611e-01,0.000e+00,4.455e+00,1.424e-01,3.00
1000,1000,6440,2.153e+00,2.000e+00,7.000e-01,1.500e+00,2.095e+00,1.942e+00,1.252e+00,3.690e-02,8.051e-01,8.000e+01,5.708e+00,6.291e-01,1.847e+00,2.000e+00,1.000e+00,1.400e+00,1.942e+00,2.095e+00,1.380e+00,3.869e-01,1.745e-01,0.000e+00,4.782e+00,2.474e-01,3.20
1500,1500,9394,4.357e+00,4.700e+00,4.000e-01,1.700e+00,1.147e+00,1.490e+00,7.428e-01,8.112e-03,3.965e-01,8.000e+01,5.530e+00,1.394e+00,7.425e-01,4.000e-01,8.000e-01,1.200e+00,1.490e+00,1.147e+00,1.486e+00,1.124e-03,3.236e-03,0.000e+00,4.123e+00,2.730e-01,2.80
2000,2000,12269,4.011e+00,3.800e+00,4.000e-01,1.900e+00,1.190e+00,9.789e-01,7.840e-01,3.900e-03,4.016e-01,7.000e+01,5.719e+00,1.340e+00,-1.071e-02,2.000e-01,7.000e-01,1.100e+00,9.789e-01,1.190e+00,8.892e-01,8.923e-02,4.062e-04,0.000e+00,4.145e+00,3.224e-01,2.80
2500,2500,15091,4.710e+00,4.500e+00,3.000e-01,2.100e+00,1.208e+00,9.981e-01,5.992e-01,2.032e-01,4.054e-01,7.000e+01,6.392e+00,1.217e+00,-1.410e+00,-1.200e+00,1.100e+00,1.500e+00,9.981e-01,1.208e+00,7.947e-01,9.510e-03,1.939e-01,0.000e+00,4.660e+00,2.012e-02,3.00
3000,3000,17938,6.163e+00,7.000e+00,3.000e-01,2.000e+00,7.104e-01,1.547e+00,5.999e-01,5.090e-02,5.956e-02,9.000e+01,5.563e+00,1.788e+00,3.695e-02,-8.000e-01,1.100e+00,1.200e+00,1.547e+00,7.104e-01,1.441e+00,1.062e-01,5.012e-04,0.000e+00,3.478e+00,5.754e-02,2.60
3500,3500,20686,3.236e+00,3.300e+00,6.000e-01,2.400e+00,2.002e+00,2.066e+00,1.199e+00,5.604e-01,2.430e-01,6.000e+01,7.091e+00,1.097e+00,-1.336e+00,-1.400e+00,1.100e+00,1.200e+00,2.066e+00,2.002e+00,1.898e+00,1.670e-01,1.295e-03,0.000e+00,4.665e+00,-3.564e-01,3.50
4000,4000,23451,8.270e+00,8.000e+00,4.000e-01,1.800e+00,2.639e+00,2.369e+00,7.999e-01,8.242e-01,1.015e+00,9.000e+01,5.476e+00,2.197e+00,-2.170e+00,-1.900e+00,1.300e+00,6.000e-01,2.369e+00,2.639e+00,2.169e+00,2.005e-01,4.141e-05,0.000e+00,2.658e+00,-4.459e-01,2.70
4500,4500,26148,7.298e+00,7.800e+00,3.000e-01,2.100e+00,2.016e+00,2.518e+00,6.000e-01,2.342e-01,1.182e+00,1.000e+02,6.215e+00,1.755e+00,-6.978e-01,-1.200e+00,1.200e+00,9.000e-01,2.518e+00,2.016e+00,2.379e+00,5.071e-02,8.870e-02,0.000e+00,3.268e+00,9.119e-05,2.70
5000,5000,28906,8.407e+00,9.200e+00,0.000e+00,2.100e+00,5.713e-01,1.364e+00,0.000e+00,5.550e-01,1.627e-02,1.000e+02,6.100e+00,2.064e+00,-9.068e-01,-1.700e+00,1.200e+00,1.200e+00,1.364e+00,5.713e-01,1.364e+00,2.604e-05,1.523e-06,0.000e+00,3.528e+00,-2.841e-01,2.60
5500,5500,31676,7.241e+00,6.700e+00,3.000e-01,1.800e+00,2.334e+00,1.793e+00,6.000e-01,9.769e-01,7.568e-01,9.000e+01,5.985e+00,1.709e+00,-1.541e+00,-1.000e+00,1.300e+00,1.000e+00,1.793e+00,2.334e+00,1.792e+00,1.122e-03,1.996e-05,0.000e+00,3.410e+00,-1.153e-01,2.80
