episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,947,-1.184e+02,7.000e-01,1.000e-01,2.108e+01,1.380e+02,2.514e+00,1.820e+01,3.650e-01,1.000e+01,3.836e+01,8.000e-01,2.100e+00,5.422e+01,1.306e+01,9.495e+00,1.985e+01,2.488e+01,0.000e+00,3.482e+01,8.000e-01,1.400e+00,5.345e+01,1.703e+01,9.263e+00,2.802e+01,1.617e+01,0.000e+00,3.614e+01,1.800e+00,1.100e+00,5.377e+01,1.443e+01,2.097e+01,2.000e+01,1.280e+01,0.000e+00,4.60
200,200,1903,-1.240e+02,1.000e-01,2.000e-01,2.657e+01,1.500e+02,3.454e-01,2.568e+01,5.474e-01,0.000e+00,4.878e+01,7.000e-01,3.500e+00,6.508e+01,1.390e+01,8.961e+00,1.008e+01,4.604e+01,0.000e+00,3.716e+01,3.000e-01,1.700e+00,5.885e+01,1.899e+01,3.457e+00,3.525e+01,2.014e+01,0.000e+00,2.938e+01,2.900e+00,6.000e-01,5.288e+01,2.049e+01,3.092e+01,1.570e+01,6.255e+00,0.000e+00,5.00
300,300,2840,-1.254e+02,5.000e-01,0.000e+00,2.561e+01,1.500e+02,7.802e-01,2.483e+01,0.000e+00,0.000e+00,5.364e+01,7.000e-01,3.900e+00,6.622e+01,1.027e+01,8.948e+00,4.820e+00,5.245e+01,0.000e+00,3.296e+01,2.000e-01,3.100e+00,5.441e+01,1.855e+01,2.213e+00,1.830e+01,3.390e+01,0.000e+00,2.980e+01,2.500e+00,6.000e-01,5.287e+01,2.028e+01,2.681e+01,1.971e+01,6.353e+00,0.000e+00,5.00
400,400,3755,-1.400e+02,2.000e-01,1.000e-01,1.061e+01,1.500e+02,5.721e-02,1.054e+01,1.917e-02,0.000e+00,3.898e+01,7.000e-01,3.100e+00,5.135e+01,9.779e+00,7.171e+00,1.227e+01,3.191e+01,0.000e+00,4.697e+01,6.000e-01,3.500e+00,5.637e+01,6.706e+00,6.650e+00,1.029e+01,3.944e+01,0.000e+00,4.545e+01,3.100e+00,7.000e-01,5.885e+01,1.071e+01,3.701e+01,1.419e+01,7.652e+00,0.000e+00,5.00
500,500,4700,-1.303e+02,1.000e-01,1.000e-01,2.010e+01,1.500e+02,1.825e-02,2.006e+01,2.019e-02,0.000e+00,5.012e+01,2.000e-01,4.200e+00,6.257e+01,1.075e+01,2.447e+00,7.097e+00,5.303e+01,0.000e+00,3.824e+01,4.000e-01,4.100e+00,5.552e+01,1.497e+01,4.421e+00,5.555e+00,4.554e+01,0.000e+00,3.483e+01,3.100e+00,2.000e-01,5.327e+01,1.574e+01,3.329e+01,1.790e+01,2.071e+00,0.000e+00,5.00
600,600,5642,-1.209e+02,2.000e-01,1.000e-01,1.758e+01,1.380e+02,4.629e-02,1.751e+01,1.844e-02,1.000e+01,5.286e+01,6.000e-01,3.500e+00,5.809e+01,4.032e+00,7.008e+00,5.797e+00,4.529e+01,0.000e+00,2.944e+01,4.000e-01,3.400e+00,4.839e+01,1.665e+01,4.278e+00,8.573e+00,3.554e+01,0.000e+00,3.242e+01,3.600e+00,3.000e-01,4.880e+01,1.417e+01,3.846e+01,7.238e+00,3.096e+00,0.000e+00,4.60
700,700,6584,-1.242e+02,1.000e-01,1.000e-01,2.619e+01,1.500e+02,3.219e-02,2.613e+01,2.235e-02,0.000e+00,5.551e+01,2.000e-01,4.800e+00,6.612e+01,9.410e+00,2.219e+00,0.000e+00,6.390e+01,0.000e+00,3.090e+01,3.000e-01,4.000e+00,5.160e+01,1.840e+01,3.110e+00,7.322e+00,4.117e+01,0.000e+00,3.200e+01,4.100e+00,2.000e-01,5.163e+01,1.773e+01,4.244e+01,7.164e+00,2.021e+00,0.000e+00,5.00
800,800,7551,-1.329e+02,2.000e-01,1.000e-01,1.774e+01,1.500e+02,1.859e-02,1.772e+01,4.308e-03,0.000e+00,4.036e+01,5.000e-01,4.200e+00,5.146e+01,9.200e+00,5.043e+00,3.027e+00,4.339e+01,0.000e+00,4.405e+01,8.000e-01,3.500e+00,5.202e+01,5.373e+00,8.371e+00,7.311e+00,3.634e+01,0.000e+00,4.105e+01,3.400e+00,4.000e-01,5.351e+01,1.016e+01,3.713e+01,1.233e+01,4.055e+00,0.000e+00,5.00
900,900,8524,-1.392e+02,0.000e+00,0.000e+00,1.084e+01,1.500e+02,0.000e+00,1.084e+01,0.000e+00,0.000e+00,5.402e+01,6.000e-01,3.900e+00,5.903e+01,2.709e+00,6.961e+00,5.502e+00,4.657e+01,0.000e+00,4.651e+01,1.100e+00,3.300e+00,5.040e+01,5.827e-01,1.103e+01,6.038e+00,3.332e+01,0.000e+00,3.123e+01,4.300e+00,0.000e+00,5.200e+01,1.897e+01,4.499e+01,7.011e+00,0.000e+00,0.000e+00,5.00
1000,1000,9514,-1.304e+02,0.000e+00,0.000e+00,1.961e+01,1.500e+02,0.000e+00,1.961e+01,0.000e+00,0.000e+00,3.889e+01,4.000e-01,4.600e+00,5.147e+01,1.129e+01,4.018e+00,0.000e+00,4.745e+01,0.000e+00,4.702e+01,1.200e+00,3.000e+00,5.039e+01,8.744e-01,1.204e+01,8.073e+00,3.028e+01,0.000e+00,3.908e+01,3.600e+00,2.000e-01,5.212e+01,1.144e+01,3.807e+01,1.206e+01,2.002e+00,0.000e+00,5.00
