episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3201,8.934e-01,1.300e+00,8.000e-01,2.200e+00,5.449e-01,9.515e-01,3.291e-01,9.966e-02,1.162e-01,5.000e+01,7.406e+00,3.760e-01,-9.934e-01,-1.400e+00,1.100e+00,1.900e+00,9.515e-01,5.449e-01,8.534e-01,6.147e-02,3.665e-02,0.000e+00,6.646e+00,-3.136e-01,4.20
1000,1000,6247,2.164e+00,2.700e+00,7.000e-01,1.200e+00,1.030e+00,1.566e+00,9.478e-01,4.587e-02,3.612e-02,9.000e+01,4.231e+00,9.596e-01,4.036e+00,3.500e+00,9.000e-01,1.300e+00,1.566e+00,1.030e+00,1.539e+00,1.109e-02,1.644e-02,0.000e+00,3.801e+00,1.234e+00,2.40
1500,1500,9209,6.142e+00,6.500e+00,5.000e-01,2.000e+00,1.893e+00,2.251e+00,9.844e-01,2.060e-01,7.029e-01,1.000e+02,6.344e+00,1.016e+00,1.579e-01,-2.000e-01,1.200e+00,1.500e+00,2.251e+00,1.893e+00,2.239e+00,1.093e-02,1.092e-03,0.000e+00,4.587e+00,4.004e-01,3.20
2000,2000,12142,6.067e+00,6.100e+00,5.000e-01,1.200e+00,1.820e+00,1.852e+00,9.974e-01,1.807e-02,8.042e-01,1.000e+02,3.602e+00,1.577e+00,1.733e+00,1.700e+00,9.000e-01,9.000e-01,1.852e+00,1.820e+00,1.795e+00,5.050e-03,5.218e-02,0.000e+00,2.614e+00,5.978e-01,1.90
2500,2500,15113,5.398e+00,4.800e+00,6.000e-01,1.900e+00,2.004e+00,1.406e+00,1.198e+00,7.084e-03,7.992e-01,9.000e+01,5.447e+00,1.344e+00,9.021e-01,1.500e+00,7.000e-01,1.600e+00,1.406e+00,2.004e+00,1.397e+00,5.238e-03,3.432e-03,0.000e+00,5.131e+00,6.921e-01,2.80
3000,3000,18022,1.899e+00,3.200e+00,2.000e-01,3.300e+00,4.072e-01,1.708e+00,3.990e-01,5.780e-03,2.429e-03,7.000e+01,9.430e+00,3.355e-01,1.001e+00,-3.000e-01,7.000e-01,2.600e+00,1.708e+00,4.072e-01,1.394e+00,1.991e-01,1.151e-01,0.000e+00,7.589e+00,-2.288e-03,4.00
3500,3500,20985,4.798e+00,4.600e+00,4.000e-01,2.400e+00,1.600e+00,1.402e+00,7.994e-01,3.948e-04,8.007e-01,8.000e+01,6.475e+00,1.199e+00,-9.820e-02,1.000e-01,7.000e-01,1.600e+00,1.402e+00,1.600e+00,1.395e+00,2.199e-03,4.752e-03,0.000e+00,5.229e+00,-5.825e-02,2.90
4000,4000,24081,3.345e+00,3.700e+00,2.000e-01,3.500e+00,1.001e+00,1.356e+00,3.998e-01,3.106e-04,6.008e-01,6.000e+01,9.394e+00,5.090e-01,-8.446e-01,-1.200e+00,6.000e-01,2.700e+00,1.356e+00,1.001e+00,1.189e+00,1.673e-01,4.108e-04,0.000e+00,7.900e+00,6.559e-02,3.80
4500,4500,27117,2.999e+00,4.000e+00,0.000e+00,3.700e+00,1.258e-03,1.002e+00,0.000e+00,2.953e-04,9.623e-04,5.000e+01,9.645e+00,1.024e+00,-9.990e-01,-2.000e+00,5.000e-01,2.500e+00,1.002e+00,1.258e-03,9.980e-01,4.148e-03,3.439e-05,0.000e+00,7.458e+00,-2.272e-01,3.80
5000,5000,30206,3.204e+00,4.000e+00,1.000e-01,3.600e+00,2.031e-01,9.988e-01,1.999e-01,0.000e+00,3.140e-03,6.000e+01,9.257e+00,7.855e-01,2.957e-01,-5.000e-01,5.000e-01,3.000e+00,9.988e-01,2.031e-01,9.982e-01,5.555e-04,1.052e-05,0.000e+00,7.973e+00,-1.167e-01,3.70
5500,5500,33313,3.605e+00,4.800e+00,0.000e+00,3.500e+00,7.595e-03,1.203e+00,0.000e+00,6.283e-03,1.313e-03,6.000e+01,9.389e+00,1.100e+00,-2.046e-01,-1.400e+00,6.000e-01,2.800e+00,1.203e+00,7.595e-03,1.199e+00,3.445e-03,4.910e-05,0.000e+00,7.716e+00,-1.655e-01,3.80
6000,6000,36536,3.309e+00,3.900e+00,2.000e-01,3.400e+00,6.107e-01,1.201e+00,4.000e-01,0.000e+00,2.107e-01,6.000e+01,8.801e+00,8.773e-01,2.906e-01,-3.000e-01,6.000e-01,2.900e+00,1.201e+00,6.107e-01,1.199e+00,2.012e-03,3.014e-05,0.000e+00,7.590e+00,-2.334e-01,3.60
6500,6500,39658,5.983e+00,4.600e+00,1.000e-01,3.500e+00,2.995e+00,1.612e+00,2.000e-01,5.905e-01,2.205e+00,6.000e+01,9.622e+00,8.840e-01,-2.983e+00,-1.600e+00,8.000e-01,2.600e+00,1.612e+00,2.995e+00,1.599e+00,2.213e-03,1.092e-02,0.000e+00,8.579e+00,-2.801e-01,3.90
7000,7000,42854,4.032e+00,5.200e+00,1.000e-01,3.000e+00,2.024e-01,1.370e+00,2.000e-01,0.000e+00,2.416e-03,7.000e+01,7.910e+00,1.263e+00,8.680e-01,-3.000e-01,6.000e-01,2.400e+00,1.370e+00,2.024e-01,1.200e+00,1.707e-01,1.953e-04,0.000e+00,6.301e+00,1.638e-01,3.10
7500,7500,46065,5.199e+00,5.400e+00,0.000e+00,2.800e+00,1.001e+00,1.201e+00,0.000e+00,1.994e-01,8.013e-01,6.000e+01,7.330e+00,1.815e+00,-1.199e+00,-1.400e+00,6.000e-01,2.200e+00,1.201e+00,1.001e+00,1.200e+00,1.185e-03,1.288e-04,0.000e+00,6.357e+00,-1.635e-01,2.90
8000,8000,49111,3.201e+00,4.000e+00,0.000e+00,3.500e+00,1.998e-01,9.987e-01,0.000e+00,1.987e-01,1.163e-03,5.000e+01,9.129e+00,9.530e-01,-6.011e-01,-1.400e+00,5.000e-01,3.100e+00,9.987e-01,1.998e-01,9.987e-01,0.000e+00,2.355e-07,0.000e+00,7.972e+00,-2.981e-01,3.60
8500,8500,52304,4.094e+00,4.900e+00,1.000e-01,3.600e+00,6.001e-01,1.406e+00,2.000e-01,1.992e-01,2.009e-01,7.000e+01,9.447e+00,7.848e-01,3.060e-01,-5.000e-01,7.000e-01,2.800e+00,1.406e+00,6.001e-01,1.399e+00,6.584e-03,1.397e-07,0.000e+00,7.586e+00,-3.932e-02,3.80
9000,9000,55364,4.892e+00,3.900e+00,1.000e-01,2.800e+00,2.000e+00,1.008e+00,2.000e-01,3.994e-01,1.400e+00,6.000e+01,7.463e+00,1.213e+00,-1.392e+00,-4.000e-01,5.000e-01,2.300e+00,1.008e+00,2.000e+00,9.999e-01,8.016e-03,8.251e-08,0.000e+00,7.214e+00,-1.628e-01,3.10
9500,9500,58450,5.793e+00,7.400e+00,0.000e+00,2.800e+00,4.194e-04,1.608e+00,0.000e+00,0.000e+00,4.194e-04,8.000e+01,7.205e+00,1.959e+00,3.074e-01,-1.300e+00,8.000e-01,1.700e+00,1.608e+00,4.194e-04,1.600e+00,7.955e-03,6.289e-08,0.000e+00,4.757e+00,-1.646e-01,2.80
