episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,621,-1.054e+02,1.000e-01,8.000e-01,1.076e+01,1.170e+02,2.513e-01,8.521e+00,1.988e+00,4.000e+01,3.198e+01,7.000e-01,1.600e+00,4.204e+01,7.464e+00,7.761e+00,1.720e+01,1.708e+01,0.000e+00,3.488e+01,1.100e+00,1.800e+00,4.303e+01,7.945e+00,1.218e+01,1.106e+01,1.978e+01,0.000e+00,3.378e+01,1.600e+00,1.000e+00,4.400e+01,7.421e+00,1.810e+01,1.458e+01,1.132e+01,0.000e+00,3.90
200,200,1300,-8.139e+01,2.000e-01,2.300e+00,4.405e+00,9.000e+01,4.314e-01,9.040e-01,3.070e+00,7.000e+01,2.872e+01,1.200e+00,8.000e-01,3.214e+01,2.927e+00,1.329e+01,1.040e+01,8.451e+00,0.000e+00,2.992e+01,1.000e+00,1.200e+00,3.316e+01,3.544e+00,1.112e+01,8.779e+00,1.326e+01,0.000e+00,2.666e+01,9.000e-01,1.100e+00,3.243e+01,5.672e+00,9.886e+00,1.083e+01,1.172e+01,0.000e+00,3.00
300,300,1968,-1.186e+02,1.000e-01,3.500e+00,3.510e+00,1.230e+02,1.110e-01,4.756e-01,2.924e+00,3.000e+01,3.908e+01,5.000e-01,2.800e+00,4.277e+01,1.985e+00,5.429e+00,8.281e+00,2.906e+01,0.000e+00,3.754e+01,8.000e-01,1.700e+00,4.352e+01,3.580e+00,8.545e+00,1.694e+01,1.803e+01,0.000e+00,3.737e+01,7.000e-01,1.600e+00,4.353e+01,4.762e+00,7.473e+00,1.925e+01,1.681e+01,0.000e+00,4.10
400,400,2599,-8.639e+01,3.000e-01,2.300e+00,1.805e+00,9.000e+01,3.006e-01,3.438e-01,1.161e+00,6.000e+01,3.227e+01,4.000e-01,1.600e+00,3.146e+01,4.863e-01,4.472e+00,1.036e+01,1.662e+01,0.000e+00,3.072e+01,6.000e-01,1.600e+00,3.116e+01,1.540e+00,6.252e+00,8.320e+00,1.659e+01,0.000e+00,2.591e+01,7.000e-01,7.000e-01,3.066e+01,3.055e+00,7.205e+00,1.637e+01,7.086e+00,0.000e+00,3.00
500,500,3320,-1.457e+02,1.000e-01,3.900e+00,1.579e+00,1.470e+02,4.492e-02,3.856e-01,1.149e+00,1.000e+01,4.787e+01,3.000e-01,3.100e+00,5.098e+01,5.144e-01,3.376e+00,1.560e+01,3.201e+01,0.000e+00,4.489e+01,1.000e+00,2.300e+00,4.996e+01,2.170e+00,1.020e+01,1.634e+01,2.342e+01,0.000e+00,4.406e+01,1.100e+00,1.700e+00,5.011e+01,2.952e+00,1.131e+01,2.157e+01,1.723e+01,0.000e+00,4.90
600,600,4050,-1.272e+02,0.000e+00,3.700e+00,7.107e-01,1.320e+02,0.000e+00,1.288e-01,5.819e-01,5.000e+01,4.216e+01,5.000e-01,2.400e+00,4.547e+01,2.143e-01,5.521e+00,1.541e+01,2.454e+01,0.000e+00,4.090e+01,9.000e-01,1.800e+00,4.440e+01,8.931e-01,9.094e+00,1.715e+01,1.816e+01,0.000e+00,3.923e+01,7.000e-01,2.300e+00,4.430e+01,1.774e+00,7.080e+00,1.413e+01,2.309e+01,0.000e+00,4.40
700,700,4840,-1.327e+02,2.000e-01,3.700e+00,4.031e-01,1.350e+02,2.783e-02,7.800e-02,2.973e-01,3.000e+01,4.347e+01,5.000e-01,2.800e+00,4.650e+01,1.297e-01,5.698e+00,1.229e+01,2.850e+01,0.000e+00,4.237e+01,8.000e-01,2.100e+00,4.519e+01,8.199e-01,8.040e+00,1.607e+01,2.109e+01,0.000e+00,4.126e+01,7.000e-01,3.400e+00,4.517e+01,1.310e+00,7.072e+00,4.026e+00,3.407e+01,0.000e+00,4.50
800,800,5709,-1.508e+02,0.000e+00,4.300e+00,2.333e-01,1.500e+02,0.000e+00,6.316e-02,1.701e-01,0.000e+00,4.767e+01,3.000e-01,3.400e+00,5.061e+01,1.390e-01,3.298e+00,1.310e+01,3.421e+01,0.000e+00,4.581e+01,5.000e-01,2.300e+00,5.009e+01,4.828e-01,5.013e+00,2.203e+01,2.305e+01,0.000e+00,4.779e+01,2.000e-01,4.300e+00,5.020e+01,5.117e-01,2.035e+00,5.032e+00,4.313e+01,0.000e+00,5.00
900,900,6542,-1.510e+02,2.000e-01,4.300e+00,1.863e-01,1.500e+02,1.245e-02,2.950e-02,1.443e-01,0.000e+00,4.809e+01,0.000e+00,3.100e+00,5.051e+01,2.257e-01,0.000e+00,1.930e+01,3.121e+01,0.000e+00,4.725e+01,3.000e-01,3.600e+00,5.011e+01,3.565e-01,3.006e+00,1.102e+01,3.608e+01,0.000e+00,4.698e+01,3.000e-01,3.600e+00,5.027e+01,4.922e-01,3.069e+00,1.109e+01,3.611e+01,0.000e+00,5.00
1000,1000,7427,-1.511e+02,2.000e-01,4.400e+00,1.347e-01,1.500e+02,9.901e-03,1.866e-02,1.062e-01,0.000e+00,4.824e+01,0.000e+00,3.900e+00,5.044e+01,2.031e-01,0.000e+00,1.119e+01,3.925e+01,0.000e+00,4.639e+01,8.000e-01,3.100e+00,5.007e+01,3.765e-01,8.013e+00,1.101e+01,3.104e+01,0.000e+00,4.743e+01,4.000e-01,3.900e+00,5.031e+01,3.753e-01,4.116e+00,7.088e+00,3.911e+01,0.000e+00,5.00
