episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,4003,8.148e-01,1.000e-01,1.400e+00,1.000e+00,7.148e-01,0.000e+00,5.857e-01,1.157e-02,1.175e-01,6.000e+01,3.729e+00,-8.111e-02,1.285e+00,2.000e+00,1.300e+00,1.000e+00,0.000e+00,7.148e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.979e+00,9.302e-01,3.30
1000,1000,7801,8.590e-04,0.000e+00,0.000e+00,0.000e+00,8.590e-04,0.000e+00,0.000e+00,8.590e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.101e+00,-3.100e+00,1.200e+00,1.800e+00,0.000e+00,8.590e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,7.200e+00,-5.642e-01,5.00
1500,1500,11570,8.057e-06,0.000e+00,0.000e+00,0.000e+00,8.057e-06,0.000e+00,0.000e+00,8.057e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.400e+00,-3.400e+00,1.000e+00,3.100e+00,0.000e+00,8.057e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.129e+00,-4.057e-01,5.00
2000,2000,15473,5.842e-04,0.000e+00,0.000e+00,0.000e+00,5.842e-04,0.000e+00,0.000e+00,5.842e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-3.001e+00,-3.000e+00,8.000e-01,3.100e+00,0.000e+00,5.842e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.386e+00,-3.429e-01,5.00
2500,2500,19531,5.391e-04,0.000e+00,0.000e+00,0.000e+00,5.391e-04,0.000e+00,0.000e+00,5.391e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.901e+00,-1.900e+00,5.000e-01,4.000e+00,0.000e+00,5.391e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.093e+01,-1.962e-01,5.00
3000,3000,23514,1.704e-04,0.000e+00,0.000e+00,0.000e+00,1.704e-04,0.000e+00,0.000e+00,1.704e-04,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.800e+00,-1.800e+00,3.000e-01,4.400e+00,0.000e+00,1.704e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.170e+01,-1.799e-01,5.00
3500,3500,27627,8.068e-05,0.000e+00,0.000e+00,0.000e+00,8.068e-05,0.000e+00,0.000e+00,8.068e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.400e+00,-1.400e+00,1.000e-01,4.800e+00,0.000e+00,8.068e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.247e+01,-1.173e-01,5.00
4000,4000,31906,6.987e-01,3.000e-01,2.000e-01,3.300e+00,3.987e-01,0.000e+00,3.979e-01,2.038e-06,8.293e-04,4.000e+01,9.514e+00,3.479e-01,4.013e-01,8.000e-01,2.000e-01,3.900e+00,0.000e+00,3.987e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.029e+01,6.157e-02,4.30
4500,4500,36147,2.989e-01,-5.000e-01,4.000e-01,3.200e+00,7.989e-01,0.000e+00,7.984e-01,2.948e-06,4.527e-04,5.000e+01,8.486e+00,-1.562e-01,1.901e+00,2.700e+00,1.000e-01,3.500e+00,0.000e+00,7.989e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.257e+00,7.339e-01,3.80
5000,5000,40443,2.997e-01,-3.000e-01,3.000e-01,3.700e+00,5.997e-01,0.000e+00,5.994e-01,1.640e-06,2.692e-04,4.000e+01,9.771e+00,1.296e-03,1.400e+00,2.000e+00,1.000e-01,4.000e+00,0.000e+00,5.997e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.041e+01,4.978e-01,4.20
5500,5500,44918,1.803e-05,0.000e+00,0.000e+00,0.000e+00,1.803e-05,0.000e+00,0.000e+00,1.803e-05,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.200e+00,-1.200e+00,1.000e-01,4.900e+00,0.000e+00,1.803e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.260e+01,-9.917e-02,5.00
6000,6000,49452,-1.001e-01,-3.000e-01,1.000e-01,6.000e-01,1.999e-01,0.000e+00,1.999e-01,8.162e-06,2.276e-05,1.000e+01,6.943e+00,-4.667e-02,-5.999e-01,-4.000e-01,2.000e-01,4.600e+00,0.000e+00,1.999e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.196e+01,-2.398e-02,4.90
6500,6500,53926,6.115e-06,-2.000e-01,1.000e-01,4.300e+00,2.000e-01,0.000e+00,1.999e-01,2.212e-08,1.006e-04,2.000e+01,1.119e+01,-3.284e-02,-3.000e-01,-1.000e-01,1.000e-01,4.300e+00,0.000e+00,2.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.119e+01,7.302e-02,4.50
7000,7000,58459,4.740e-06,0.000e+00,0.000e+00,0.000e+00,4.740e-06,0.000e+00,0.000e+00,4.740e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.000e+00,-1.000e+00,0.000e+00,5.000e+00,0.000e+00,4.740e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.286e+01,-7.778e-02,5.00
7500,7500,63084,3.515e-06,0.000e+00,0.000e+00,0.000e+00,3.515e-06,0.000e+00,0.000e+00,3.515e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.000e+00,-1.000e+00,0.000e+00,5.000e+00,0.000e+00,3.515e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.286e+01,-7.778e-02,5.00
8000,8000,67663,-9.996e-02,-1.000e-01,0.000e+00,4.400e+00,4.231e-05,0.000e+00,0.000e+00,1.493e-07,4.216e-05,1.000e+01,1.157e+01,2.999e-01,-1.200e+00,-1.200e+00,1.000e-01,4.400e+00,0.000e+00,4.231e-05,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.144e+01,-8.815e-02,4.60
8500,8500,72175,-1.100e+00,-1.300e+00,1.000e-01,4.500e+00,2.000e-01,0.000e+00,2.000e-01,7.773e-09,3.001e-05,1.000e+01,1.170e+01,-1.659e-01,-2.000e-01,0.000e+00,0.000e+00,4.700e+00,0.000e+00,2.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.209e+01,1.050e-01,4.70
9000,9000,76767,1.429e-06,0.000e+00,0.000e+00,0.000e+00,1.429e-06,0.000e+00,0.000e+00,1.429e-06,0.000e+00,0.000e+00,6.429e+00,0.000e+00,-1.000e+00,-1.000e+00,0.000e+00,4.900e+00,0.000e+00,1.429e-06,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.273e+01,-7.864e-02,5.00
9500,9500,81381,2.000e-01,0.000e+00,1.000e-01,4.100e+00,2.000e-01,0.000e+00,2.000e-01,6.034e-08,1.634e-05,2.000e+01,1.080e+01,2.858e-01,-2.000e-01,0.000e+00,1.000e-01,4.300e+00,0.000e+00,2.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.106e+01,5.444e-02,4.40
