episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,664,9.666e-01,9.000e-01,5.000e-01,1.593e+00,1.627e+00,6.770e-01,5.992e-01,3.171e-01,9.000e+01,6.233e+00,3.000e-01,1.100e+00,1.627e+00,1.593e+00,2.704e-01,5.411e-01,8.152e-01,0.000e+00,2.20
200,200,1257,2.482e+00,1.100e+00,9.000e-01,2.169e+00,1.987e+00,9.645e-01,6.924e-01,5.121e-01,9.000e+01,2.918e+00,9.000e-01,1.200e+00,1.987e+00,2.169e+00,7.008e-01,6.520e-01,6.339e-01,0.000e+00,3.20
300,300,1871,1.708e+00,1.100e+00,1.300e+00,2.294e+00,2.186e+00,1.046e+00,6.798e-01,5.681e-01,6.000e+01,-5.078e-01,1.200e+00,9.000e-01,2.186e+00,2.294e+00,1.254e+00,6.088e-01,3.235e-01,0.000e+00,3.60
400,400,2496,2.396e+00,1.100e+00,9.000e-01,1.885e+00,2.689e+00,1.217e+00,4.616e-01,2.066e-01,7.000e+01,9.039e-01,1.200e+00,9.000e-01,2.689e+00,1.885e+00,2.053e+00,2.876e-01,3.486e-01,0.000e+00,3.10
500,500,3149,3.176e+00,9.000e-01,8.000e-01,2.065e+00,1.589e+00,1.306e+00,2.527e-01,5.059e-01,9.000e+01,3.124e+00,1.000e+00,7.000e-01,1.589e+00,2.065e+00,1.437e+00,8.760e-02,6.452e-02,0.000e+00,2.60
600,600,3811,3.420e-01,1.000e+00,5.000e-01,1.679e+00,8.365e-01,1.544e+00,4.374e-02,9.119e-02,9.000e+01,5.858e+00,5.000e-01,1.400e+00,8.365e-01,1.679e+00,7.322e-01,3.506e-02,6.930e-02,0.000e+00,2.40
700,700,4404,3.502e-02,1.100e+00,1.200e+00,2.812e+00,1.377e+00,1.694e+00,6.313e-01,4.874e-01,7.000e+01,2.765e+00,7.000e-01,2.100e+00,1.377e+00,2.812e+00,1.214e+00,2.977e-02,1.332e-01,0.000e+00,3.30
800,800,5011,8.481e-02,1.200e+00,1.800e+00,1.813e+00,1.928e+00,1.232e+00,4.567e-01,1.237e-01,7.000e+01,1.615e+00,1.000e+00,1.800e+00,1.928e+00,1.813e+00,1.794e+00,8.303e-02,5.129e-02,0.000e+00,3.90
900,900,5625,3.568e-01,1.300e+00,5.000e-01,2.999e+00,1.542e+00,2.028e+00,9.675e-01,3.272e-03,8.000e+01,3.843e+00,7.000e-01,1.800e+00,1.542e+00,2.999e+00,1.345e+00,8.196e-02,1.149e-01,0.000e+00,3.10
1000,1000,6260,-1.707e+00,8.000e-01,1.400e+00,1.669e+00,3.176e+00,1.130e+00,4.881e-01,5.049e-02,5.000e+01,2.007e+00,8.000e-01,1.600e+00,3.176e+00,1.669e+00,1.582e+00,9.787e-01,6.156e-01,0.000e+00,4.30
1100,1100,6897,9.971e-01,1.000e+00,6.000e-01,2.664e+00,1.767e+00,1.926e+00,5.270e-01,2.115e-01,8.000e+01,4.203e+00,4.000e-01,1.100e+00,1.767e+00,2.664e+00,7.781e-01,2.031e-01,7.861e-01,0.000e+00,2.20
1200,1200,7483,-8.373e-01,9.000e-01,1.100e+00,1.329e+00,3.366e+00,1.325e+00,2.729e-03,4.147e-04,7.000e+01,3.937e+00,9.000e-01,1.900e+00,3.366e+00,1.329e+00,1.765e+00,4.043e-01,1.197e+00,0.000e+00,3.60
1300,1300,8149,1.077e+00,1.000e+00,6.000e-01,1.981e+00,1.604e+00,1.888e+00,9.261e-02,1.688e-04,8.000e+01,4.323e+00,5.000e-01,1.500e+00,1.604e+00,1.981e+00,9.905e-01,2.055e-01,4.084e-01,0.000e+00,2.70
1400,1400,8764,-4.785e-01,1.300e+00,4.000e-01,3.022e+00,2.601e+00,2.352e+00,6.698e-01,1.285e-04,9.000e+01,6.379e+00,8.000e-01,1.500e+00,2.601e+00,3.022e+00,1.594e+00,2.005e-01,8.063e-01,0.000e+00,2.50
1500,1500,9406,-2.779e+00,8.000e-01,7.000e-01,1.568e+00,3.547e+00,1.290e+00,2.574e-01,2.095e-02,6.000e+01,5.079e+00,8.000e-01,2.200e+00,3.547e+00,1.568e+00,1.588e+00,1.933e-01,1.766e+00,0.000e+00,3.50
1600,1600,10028,-1.631e+00,1.300e+00,5.000e-01,3.923e+00,4.555e+00,2.576e+00,1.086e+00,2.610e-01,7.000e+01,4.631e+00,1.100e+00,1.800e+00,4.555e+00,3.923e+00,2.182e+00,5.875e-01,1.785e+00,0.000e+00,3.40
1700,1700,10637,-1.382e+00,9.000e-01,6.000e-01,1.690e+00,3.372e+00,1.678e+00,1.234e-02,9.784e-05,7.000e+01,5.082e+00,8.000e-01,1.600e+00,3.372e+00,1.690e+00,1.592e+00,1.993e-01,1.582e+00,0.000e+00,3.00
1800,1800,11246,2.446e-01,1.400e+00,5.000e-01,2.037e+00,2.192e+00,2.034e+00,2.099e-03,8.169e-04,9.000e+01,5.655e+00,5.000e-01,1.500e+00,2.192e+00,2.037e+00,9.944e-01,2.026e-01,9.951e-01,0.000e+00,2.80
1900,1900,11915,-1.079e+00,1.100e+00,7.000e-01,1.910e+00,2.388e+00,1.902e+00,4.652e-03,2.618e-03,7.000e+01,4.479e+00,6.000e-01,1.900e+00,2.388e+00,1.910e+00,1.194e+00,4.696e-03,1.190e+00,0.000e+00,3.30
2000,2000,12546,1.830e+00,8.000e-01,5.000e-01,1.333e+00,1.403e+00,1.332e+00,3.785e-04,2.559e-05,9.000e+01,5.170e+00,6.000e-01,1.400e+00,1.403e+00,1.333e+00,1.198e+00,1.889e-03,2.027e-01,0.000e+00,2.30
2100,2100,13184,-2.330e+00,1.400e+00,5.000e-01,2.563e+00,2.993e+00,2.556e+00,5.871e-03,4.984e-04,9.000e+01,8.030e+00,5.000e-01,2.200e+00,2.993e+00,2.563e+00,9.956e-01,2.194e-03,1.995e+00,0.000e+00,3.10
2200,2200,13764,-2.228e+00,1.200e+00,4.000e-01,2.161e+00,3.788e+00,2.139e+00,1.626e-02,5.412e-03,7.000e+01,5.828e+00,9.000e-01,2.100e+00,3.788e+00,2.161e+00,1.793e+00,1.552e-03,1.994e+00,0.000e+00,3.40
2300,2300,14387,-3.784e+00,1.000e+00,1.000e-01,1.905e+00,3.989e+00,1.878e+00,2.676e-02,8.771e-07,5.000e+01,4.884e+00,5.000e-01,2.800e+00,3.989e+00,1.905e+00,9.974e-01,2.011e-01,2.791e+00,0.000e+00,3.80
2400,2400,14992,-2.654e+00,1.400e+00,3.000e-01,2.643e+00,3.397e+00,2.585e+00,5.478e-02,2.473e-03,7.000e+01,6.354e+00,6.000e-01,1.700e+00,3.397e+00,2.643e+00,1.198e+00,2.016e-01,1.998e+00,0.000e+00,3.00
2500,2500,15570,-3.430e+00,1.100e+00,3.000e-01,1.661e+00,3.591e+00,1.630e+00,3.131e-02,1.331e-06,6.000e+01,5.930e+00,6.000e-01,2.200e+00,3.591e+00,1.661e+00,1.198e+00,5.996e-01,1.793e+00,0.000e+00,3.30
2600,2600,16171,-1.006e+00,9.000e-01,4.000e-01,1.591e+00,2.196e+00,1.298e+00,2.932e-01,2.378e-05,8.000e+01,6.406e+00,5.000e-01,2.200e+00,2.196e+00,1.591e+00,9.985e-01,1.999e-01,9.981e-01,0.000e+00,2.90
2700,2700,16780,-3.090e+00,9.000e-01,3.000e-01,2.107e+00,3.797e+00,1.716e+00,3.905e-01,3.689e-06,4.000e+01,4.090e+00,6.000e-01,2.400e+00,3.797e+00,2.107e+00,1.198e+00,2.013e-01,2.397e+00,0.000e+00,3.50
2800,2800,17413,-1.459e+00,7.000e-01,4.000e-01,1.538e+00,2.797e+00,1.203e+00,3.340e-01,3.608e-04,6.000e+01,4.959e+00,7.000e-01,2.200e+00,2.797e+00,1.538e+00,1.397e+00,7.052e-04,1.399e+00,0.000e+00,3.20
2900,2900,18010,-7.351e-01,6.000e-01,5.000e-01,1.162e+00,2.997e+00,1.162e+00,4.162e-04,1.128e-04,7.000e+01,5.335e+00,8.000e-01,2.200e+00,2.997e+00,1.162e+00,1.597e+00,1.998e-01,1.200e+00,0.000e+00,3.20
3000,3000,18626,-4.225e-02,1.000e+00,1.100e+00,2.250e+00,3.192e+00,1.487e+00,5.586e-01,2.046e-01,6.000e+01,1.742e+00,8.000e-01,2.000e+00,3.192e+00,2.250e+00,1.595e+00,3.995e-01,1.198e+00,0.000e+00,3.30
3100,3100,19224,6.780e-01,8.000e-01,5.000e-01,1.776e+00,1.998e+00,1.575e+00,1.987e-01,1.688e-03,9.000e+01,5.822e+00,4.000e-01,1.600e+00,1.998e+00,1.776e+00,7.991e-01,3.995e-01,7.990e-01,0.000e+00,2.40
3200,3200,19872,-1.088e+00,6.000e-01,5.000e-01,1.008e+00,2.996e+00,8.810e-01,1.246e-01,2.062e-03,7.000e+01,5.888e+00,5.000e-01,2.000e+00,2.996e+00,1.008e+00,9.980e-01,1.993e-04,1.998e+00,0.000e+00,2.60
3300,3300,20495,-1.832e+00,8.000e-01,6.000e-01,2.064e+00,2.196e+00,1.466e+00,3.999e-01,1.980e-01,7.000e+01,5.832e+00,6.000e-01,2.500e+00,2.196e+00,2.064e+00,1.196e+00,1.650e-04,9.996e-01,0.000e+00,3.20
3400,3400,21176,-1.603e+00,1.000e+00,5.000e-01,2.596e+00,2.598e+00,1.991e+00,6.014e-01,2.990e-03,8.000e+01,6.703e+00,5.000e-01,2.300e+00,2.598e+00,2.596e+00,9.990e-01,2.003e-01,1.399e+00,0.000e+00,3.30
3500,3500,21832,-1.619e-01,7.000e-01,5.000e-01,1.533e+00,2.395e+00,1.345e+00,1.868e-01,1.741e-03,8.000e+01,5.062e+00,5.000e-01,2.000e+00,2.395e+00,1.533e+00,9.967e-01,3.992e-01,9.994e-01,0.000e+00,3.00
3600,3600,22514,-2.340e+00,7.000e-01,7.000e-01,1.355e+00,2.395e+00,1.354e+00,1.045e-03,1.484e-04,6.000e+01,5.640e+00,6.000e-01,2.400e+00,2.395e+00,1.355e+00,1.197e+00,3.994e-01,7.979e-01,0.000e+00,3.50
3700,3700,23222,-1.730e+00,7.000e-01,6.000e-01,2.361e+00,4.192e+00,1.396e+00,9.636e-01,2.206e-03,5.000e+01,2.530e+00,1.000e+00,2.500e+00,4.192e+00,2.361e+00,1.994e+00,1.997e-01,1.998e+00,0.000e+00,3.70
3800,3800,23901,-3.393e+00,5.000e-01,7.000e-01,1.197e+00,4.390e+00,9.950e-01,8.600e-04,2.010e-01,4.000e+01,4.193e+00,1.000e+00,2.500e+00,4.390e+00,1.197e+00,1.993e+00,1.996e-01,2.197e+00,0.000e+00,3.80
3900,3900,24566,-1.999e+00,4.000e-01,1.000e+00,7.946e-01,3.594e+00,7.917e-01,3.199e-04,2.643e-03,6.000e+01,4.799e+00,8.000e-01,2.500e+00,3.594e+00,7.946e-01,1.595e+00,1.997e-01,1.799e+00,0.000e+00,3.50
4000,4000,25188,3.628e-01,7.000e-01,5.000e-01,1.960e+00,2.397e+00,1.390e+00,5.693e-01,5.811e-04,8.000e+01,4.937e+00,6.000e-01,1.700e+00,2.397e+00,1.960e+00,1.197e+00,2.000e-01,9.999e-01,0.000e+00,2.40
4100,4100,25839,-2.301e+00,7.000e-01,3.000e-01,1.397e+00,2.798e+00,1.396e+00,2.850e-04,5.729e-04,6.000e+01,6.101e+00,6.000e-01,2.600e+00,2.798e+00,1.397e+00,1.198e+00,8.159e-05,1.600e+00,0.000e+00,3.30
4200,4200,26553,-3.376e+00,7.000e-01,4.000e-01,2.618e+00,5.594e+00,1.393e+00,1.025e+00,2.003e-01,5.000e+01,4.676e+00,1.100e+00,2.800e+00,5.594e+00,2.618e+00,2.196e+00,2.000e-01,3.198e+00,0.000e+00,4.00
4300,4300,27254,-3.893e+00,5.000e-01,5.000e-01,1.002e+00,4.795e+00,9.982e-01,1.039e-03,2.979e-03,6.000e+01,6.793e+00,8.000e-01,2.600e+00,4.795e+00,1.002e+00,1.596e+00,1.998e-01,2.999e+00,0.000e+00,3.50
4400,4400,27968,-5.398e+00,3.000e-01,4.000e-01,6.010e-01,4.999e+00,5.992e-01,1.036e-03,8.331e-04,2.000e+01,3.898e+00,1.700e+00,2.400e+00,4.999e+00,6.010e-01,3.399e+00,2.002e-01,1.400e+00,0.000e+00,4.50
4500,4500,28715,-1.102e+00,5.000e-01,3.000e-01,3.196e+00,5.398e+00,9.993e-01,1.996e+00,2.007e-01,4.000e+01,2.302e+00,1.100e+00,2.400e+00,5.398e+00,3.196e+00,2.198e+00,1.087e-04,3.200e+00,0.000e+00,3.60
4600,4600,29429,-2.299e+00,4.000e-01,5.000e-01,8.010e-01,1.800e+00,7.989e-01,3.986e-04,1.706e-03,4.000e+01,3.499e+00,5.000e-01,3.500e+00,1.800e+00,8.010e-01,9.995e-01,0.000e+00,8.006e-01,0.000e+00,4.00
