episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3155,3.266e+00,5.400e+00,3.000e-01,1.700e+00,6.082e-01,2.743e+00,3.561e-01,1.069e-01,1.453e-01,7.000e+01,6.787e+00,1.418e+00,-2.657e-01,-2.400e+00,1.600e+00,8.000e-01,2.743e+00,6.082e-01,2.231e+00,3.587e-01,1.532e-01,0.000e+00,3.352e+00,-5.014e-01,3.20
1000,1000,6291,2.367e+00,1.000e-01,1.300e+00,1.100e+00,3.703e+00,1.436e+00,2.584e+00,3.824e-01,7.373e-01,9.000e+01,3.724e+00,9.642e-02,3.533e+00,5.800e+00,7.000e-01,1.900e+00,1.436e+00,3.703e+00,1.140e+00,2.242e-02,2.740e-01,0.000e+00,6.156e+00,1.574e+00,2.80
1500,1500,9361,2.385e+00,9.000e-01,6.000e-01,1.600e+00,2.426e+00,9.415e-01,1.194e+00,6.188e-01,6.135e-01,7.000e+01,5.987e+00,4.166e-01,6.154e-01,2.100e+00,7.000e-01,2.200e+00,9.415e-01,2.426e+00,8.295e-01,2.173e-02,9.036e-02,0.000e+00,7.321e+00,7.217e-01,3.50
2000,2000,12361,2.978e+00,2.400e+00,4.000e-01,2.100e+00,2.406e+00,1.827e+00,7.995e-01,2.036e-01,1.403e+00,6.000e+01,6.685e+00,9.707e-01,-7.839e-02,5.000e-01,5.000e-01,1.800e+00,1.827e+00,2.406e+00,8.149e-01,3.204e-01,6.920e-01,0.000e+00,6.673e+00,2.913e-01,3.00
2500,2500,15426,2.211e-01,2.400e+00,4.000e-01,2.300e+00,1.603e+00,3.782e+00,7.980e-01,4.008e-01,4.039e-01,6.000e+01,7.796e+00,8.565e-01,2.679e+00,5.000e-01,7.000e-01,1.600e+00,3.782e+00,1.603e+00,1.368e+00,1.309e+00,1.104e+00,0.000e+00,5.687e+00,3.539e-01,3.10
3000,3000,18542,4.790e+00,5.600e+00,1.000e-01,2.800e+00,6.034e-01,1.413e+00,1.998e-01,2.723e-03,4.009e-01,7.000e+01,8.000e+00,1.390e+00,-1.390e+00,-2.200e+00,7.000e-01,1.800e+00,1.413e+00,6.034e-01,8.012e-01,4.359e-01,1.761e-01,0.000e+00,5.703e+00,-3.836e-01,3.20
3500,3500,21780,1.820e+00,2.800e+00,3.000e-01,2.400e+00,6.312e-01,1.611e+00,5.993e-01,8.759e-03,2.309e-02,7.000e+01,7.189e+00,8.310e-01,2.680e+00,1.700e+00,6.000e-01,2.100e+00,1.611e+00,6.312e-01,1.002e+00,3.972e-01,2.115e-01,0.000e+00,5.793e+00,5.871e-01,3.00
4000,4000,25027,-2.766e-01,-7.000e-01,3.000e-01,3.100e+00,1.909e+00,1.486e+00,6.000e-01,6.394e-01,6.699e-01,3.000e+01,9.626e+00,2.244e-01,4.766e-01,9.000e-01,1.000e-01,3.500e+00,1.486e+00,1.909e+00,2.000e-01,7.987e-01,4.871e-01,0.000e+00,1.012e+01,2.713e-01,4.10
4500,4500,28339,3.179e+00,4.700e+00,2.000e-01,3.200e+00,2.828e+00,4.349e+00,4.000e-01,8.196e-01,1.609e+00,7.000e+01,1.036e+01,7.282e-01,6.208e-01,-9.000e-01,6.000e-01,1.900e+00,4.349e+00,2.828e+00,1.199e+00,2.175e+00,9.748e-01,0.000e+00,7.478e+00,-9.910e-02,3.90
5000,5000,31802,4.426e+00,3.700e+00,1.000e-01,3.100e+00,1.949e+00,1.224e+00,2.000e-01,1.634e-01,1.586e+00,5.000e+01,8.963e+00,1.287e+00,-2.226e+00,-1.500e+00,7.000e-01,2.300e+00,1.224e+00,1.949e+00,1.199e+00,3.048e-03,2.146e-02,0.000e+00,7.769e+00,-1.349e-01,3.60
5500,5500,35239,4.335e+00,4.200e+00,3.000e-01,2.100e+00,2.393e+00,2.257e+00,5.981e-01,3.956e-01,1.399e+00,7.000e+01,6.428e+00,1.675e+00,7.648e-01,9.000e-01,7.000e-01,1.700e+00,2.257e+00,2.393e+00,1.399e+00,2.309e-01,6.272e-01,0.000e+00,5.681e+00,3.689e-01,2.60
6000,6000,38759,3.315e+00,3.000e+00,0.000e+00,3.600e+00,2.109e+00,1.794e+00,0.000e+00,5.848e-01,1.524e+00,4.000e+01,1.021e+01,7.591e-01,-1.715e+00,-1.400e+00,5.000e-01,2.800e+00,1.794e+00,2.109e+00,9.978e-01,6.535e-03,7.893e-01,0.000e+00,9.055e+00,-2.428e-01,3.90
6500,6500,42249,2.406e+00,-6.000e-01,8.000e-01,2.000e+00,4.808e+00,1.802e+00,1.600e+00,7.988e-01,2.409e+00,6.000e+01,6.403e+00,1.639e-01,5.943e-01,3.600e+00,3.000e-01,2.500e+00,1.802e+00,4.808e+00,5.996e-01,4.125e-03,1.198e+00,0.000e+00,8.916e+00,1.079e+00,3.20
7000,7000,45892,9.698e-01,-6.000e-01,4.000e-01,3.500e+00,2.809e+00,1.240e+00,7.992e-01,5.790e-01,1.431e+00,3.000e+01,1.012e+01,2.195e-01,-6.698e-01,9.000e-01,2.000e-01,3.500e+00,1.240e+00,2.809e+00,4.000e-01,3.998e-02,7.996e-01,0.000e+00,1.140e+01,1.689e-01,4.30
7500,7500,49317,1.317e+00,1.600e+00,1.000e-01,2.900e+00,3.288e+00,3.571e+00,2.000e-01,1.491e+00,1.597e+00,3.000e+01,1.023e+01,8.926e-01,-1.017e+00,-1.300e+00,5.000e-01,3.000e+00,3.571e+00,3.288e+00,9.999e-01,7.690e-01,1.802e+00,0.000e+00,9.955e+00,-1.512e-01,3.90
8000,8000,52863,4.031e+00,2.400e+00,3.000e-01,2.200e+00,3.232e+00,1.601e+00,6.000e-01,1.396e+00,1.236e+00,6.000e+01,7.329e+00,9.858e-01,-1.131e+00,5.000e-01,7.000e-01,2.200e+00,1.601e+00,3.232e+00,1.400e+00,2.006e-01,1.384e-04,0.000e+00,7.613e+00,3.224e-02,3.40
8500,8500,56486,1.799e+00,1.500e+00,1.000e-01,3.100e+00,2.185e+00,1.886e+00,2.000e-01,1.625e+00,3.608e-01,3.000e+01,1.051e+01,5.272e-01,-2.099e+00,-1.800e+00,7.000e-01,2.900e+00,1.886e+00,2.185e+00,1.400e+00,2.238e-01,2.627e-01,0.000e+00,1.015e+01,-2.159e-01,4.30
9000,9000,60238,3.852e+00,6.200e+00,0.000e+00,2.100e+00,4.406e-04,2.349e+00,0.000e+00,4.400e-04,5.872e-07,7.000e+01,7.544e+00,1.550e+00,5.484e-01,-1.800e+00,1.000e+00,1.800e+00,2.349e+00,4.406e-04,1.998e+00,1.498e-01,2.007e-01,0.000e+00,5.272e+00,-3.660e-01,3.30
9500,9500,63618,2.605e+00,4.000e+00,2.000e-01,2.200e+00,4.011e-01,1.796e+00,3.995e-01,1.554e-03,1.365e-06,6.000e+01,7.328e+00,1.210e+00,1.095e+00,-3.000e-01,9.000e-01,2.400e+00,1.796e+00,4.011e-01,1.796e+00,1.576e-06,3.905e-06,0.000e+00,6.430e+00,2.335e-02,3.50
10000,10000,66727,6.000e+00,7.600e+00,0.000e+00,2.100e+00,2.201e-04,1.600e+00,0.000e+00,2.190e-04,1.008e-06,8.000e+01,5.529e+00,2.593e+00,3.999e-01,-1.200e+00,8.000e-01,1.300e+00,1.600e+00,2.201e-04,1.600e+00,3.921e-04,1.963e-08,0.000e+00,3.472e+00,-1.201e-01,2.20
10500,10500,69658,4.100e+00,5.300e+00,0.000e+00,3.400e+00,1.589e-04,1.200e+00,0.000e+00,1.582e-04,6.643e-07,6.000e+01,9.129e+00,1.285e+00,-3.000e-01,-1.500e+00,6.000e-01,2.100e+00,1.200e+00,1.589e-04,1.200e+00,2.255e-04,1.126e-08,0.000e+00,6.686e+00,-2.403e-01,3.70
11000,11000,72358,5.503e+00,7.300e+00,0.000e+00,2.300e+00,1.210e-04,1.797e+00,0.000e+00,1.204e-04,5.885e-07,8.000e+01,6.400e+00,1.909e+00,4.965e-01,-1.300e+00,9.000e-01,1.300e+00,1.797e+00,1.210e-04,1.797e+00,4.273e-07,4.469e-05,0.000e+00,3.729e+00,-3.383e-01,2.50
11500,11500,74844,4.300e+00,5.500e+00,0.000e+00,2.600e+00,6.189e-05,1.200e+00,0.000e+00,6.125e-05,6.366e-07,6.000e+01,6.814e+00,2.087e+00,1.995e-01,-1.000e+00,6.000e-01,1.500e+00,1.200e+00,6.189e-05,1.200e+00,1.306e-05,2.549e-10,0.000e+00,4.629e+00,-1.149e-01,2.70
12000,12000,77152,4.700e+00,6.100e+00,0.000e+00,2.600e+00,1.352e-05,1.400e+00,0.000e+00,1.282e-05,7.002e-07,7.000e+01,6.814e+00,1.767e+00,3.000e-01,-1.100e+00,7.000e-01,1.500e+00,1.400e+00,1.352e-05,1.400e+00,7.818e-05,2.183e-08,0.000e+00,4.500e+00,-3.094e-01,2.70
