episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,9.659e-01,4.880e-01,-1.300e+00,-1.778e+00,4.880e-01,9.659e-01,-1.780e+00,-1.302e+00
2000,2000,20000,2.857e+00,8.616e-01,-1.600e-01,-2.156e+00,8.616e-01,2.857e+00,-2.740e+00,-7.443e-01
3000,3000,30000,2.986e+00,1.291e+00,-8.000e-02,-1.775e+00,1.291e+00,2.986e+00,-2.840e+00,-1.145e+00
4000,4000,40000,2.846e+00,1.470e+00,-2.000e-02,-1.396e+00,1.470e+00,2.846e+00,-2.960e+00,-1.584e+00
5000,5000,50000,4.874e-01,1.383e+00,0.000e+00,8.955e-01,1.383e+00,4.874e-01,-3.000e+00,-3.895e+00
6000,6000,60000,3.856e-02,4.316e-02,0.000e+00,4.602e-03,4.316e-02,3.856e-02,-3.000e+00,-3.005e+00
7000,7000,70000,2.045e-02,5.425e-03,0.000e+00,-1.503e-02,5.425e-03,2.045e-02,-3.000e+00,-2.985e+00
8000,8000,80000,2.733e+00,3.141e-03,0.000e+00,-2.730e+00,3.141e-03,2.733e+00,-3.000e+00,-2.705e-01
9000,9000,90000,1.700e+00,1.515e-03,-2.000e-02,-1.719e+00,1.515e-03,1.700e+00,-2.960e+00,-1.261e+00
10000,10000,100000,1.391e+00,6.250e-04,0.000e+00,-1.391e+00,6.250e-04,1.391e+00,-3.000e+00,-1.609e+00
11000,11000,110000,1.288e-01,3.603e-04,0.000e+00,-1.285e-01,3.603e-04,1.288e-01,-3.000e+00,-2.872e+00
12000,12000,120000,4.429e-02,2.136e-04,0.000e+00,-4.408e-02,2.136e-04,4.429e-02,-3.000e+00,-2.956e+00
13000,13000,130000,1.325e-02,1.013e-04,0.000e+00,-1.314e-02,1.013e-04,1.325e-02,-3.000e+00,-2.987e+00
14000,14000,140000,7.050e-03,5.843e-05,0.000e+00,-6.992e-03,5.843e-05,7.050e-03,-3.000e+00,-2.993e+00
15000,15000,150000,3.651e-03,3.320e-05,0.000e+00,-3.618e-03,3.320e-05,3.651e-03,-3.000e+00,-2.996e+00
16000,16000,160000,1.497e-03,1.932e-05,0.000e+00,-1.478e-03,1.932e-05,1.497e-03,-3.000e+00,-2.999e+00
17000,17000,170000,9.221e-04,1.166e-05,0.000e+00,-9.105e-04,1.166e-05,9.221e-04,-3.000e+00,-2.999e+00
18000,18000,180000,4.446e-04,6.620e-06,0.000e+00,-4.380e-04,6.620e-06,4.446e-04,-3.000e+00,-3.000e+00
19000,19000,190000,2.657e-04,3.696e-06,0.000e+00,-2.620e-04,3.696e-06,2.657e-04,-3.000e+00,-3.000e+00
20000,20000,200000,1.615e-04,2.132e-06,0.000e+00,-1.594e-04,2.132e-06,1.615e-04,-3.000e+00,-3.000e+00
