episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.352e+00,3.605e-01,-1.140e+00,-2.132e+00,3.605e-01,1.352e+00,-1.860e+00,-8.680e-01
2000,2000,20000,2.760e+00,6.125e-03,-2.800e-01,-3.034e+00,6.125e-03,2.760e+00,-2.560e+00,1.941e-01
3000,3000,30000,2.999e+00,4.293e-04,-2.000e-02,-3.018e+00,4.293e-04,2.999e+00,-2.960e+00,3.832e-02
4000,4000,40000,2.995e+00,2.090e-04,0.000e+00,-2.995e+00,2.090e-04,2.995e+00,-3.000e+00,-5.394e-03
5000,5000,50000,2.226e+00,1.766e-04,-4.000e-02,-2.266e+00,1.766e-04,2.226e+00,-2.920e+00,-6.943e-01
6000,6000,60000,1.768e+00,1.298e-04,-8.000e-02,-1.848e+00,1.298e-04,1.768e+00,-2.900e+00,-1.132e+00
7000,7000,70000,3.015e-01,9.279e-05,-2.000e-02,-3.214e-01,9.279e-05,3.015e-01,-2.960e+00,-2.659e+00
8000,8000,80000,2.189e+00,5.615e-05,0.000e+00,-2.189e+00,5.615e-05,2.189e+00,-3.000e+00,-8.109e-01
9000,9000,90000,4.707e-01,4.623e-05,0.000e+00,-4.707e-01,4.623e-05,4.707e-01,-3.000e+00,-2.529e+00
10000,10000,100000,6.383e-02,3.440e-05,0.000e+00,-6.380e-02,3.440e-05,6.383e-02,-3.000e+00,-2.936e+00
11000,11000,110000,5.913e-03,2.242e-05,0.000e+00,-5.891e-03,2.242e-05,5.913e-03,-3.000e+00,-2.994e+00
12000,12000,120000,4.851e-03,8.744e-06,0.000e+00,-4.842e-03,8.744e-06,4.851e-03,-3.000e+00,-2.995e+00
13000,13000,130000,4.360e-03,6.411e-06,0.000e+00,-4.354e-03,6.411e-06,4.360e-03,-3.000e+00,-2.996e+00
14000,14000,140000,4.687e-03,4.451e-06,0.000e+00,-4.683e-03,4.451e-06,4.687e-03,-3.000e+00,-2.995e+00
15000,15000,150000,2.106e-03,2.927e-06,0.000e+00,-2.103e-03,2.927e-06,2.106e-03,-3.000e+00,-2.998e+00
16000,16000,160000,2.954e+00,1.337e-06,0.000e+00,-2.954e+00,1.337e-06,2.954e+00,-3.000e+00,-4.562e-02
17000,17000,170000,2.972e+00,6.673e-07,0.000e+00,-2.972e+00,6.673e-07,2.972e+00,-3.000e+00,-2.819e-02
18000,18000,180000,4.563e-01,4.170e-07,0.000e+00,-4.563e-01,4.170e-07,4.563e-01,-3.000e+00,-2.544e+00
19000,19000,190000,3.133e-02,2.671e-07,0.000e+00,-3.133e-02,2.671e-07,3.133e-02,-3.000e+00,-2.969e+00
20000,20000,200000,1.161e-02,1.439e-07,0.000e+00,-1.161e-02,1.439e-07,1.161e-02,-3.000e+00,-2.988e+00
