episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
1100,1100,9321,5.459e+00,1.300e+00,1.800e+00,7.053e+00,8.938e-01,4.256e+00,9.579e-01,1.839e+00,3.000e+01,-4.194e+00,4.000e-01,2.400e+00,1.273e+00,4.466e+00,8.493e-01,1.266e-01,2.966e-01,0.000e+00,-5.766e+00,1.000e+00,2.200e+00,1.043e+00,4.008e+00,7.312e-01,1.494e-01,1.619e-01,0.000e+00,4.20
1200,1200,10154,-6.121e-01,1.200e+00,1.700e+00,4.330e+00,1.242e+00,2.778e+00,5.688e-01,9.832e-01,1.000e+01,-2.720e+00,1.100e+00,1.900e+00,3.453e+00,2.972e+00,2.645e+00,4.242e-01,3.837e-01,0.000e+00,-5.168e+00,2.000e-01,3.100e+00,1.866e-01,3.755e+00,3.756e-02,6.501e-02,8.405e-02,0.000e+00,4.80
1300,1300,10968,-2.589e+00,1.200e+00,1.100e+00,2.158e+00,3.347e+00,1.791e+00,1.997e-01,1.677e-01,5.000e+01,3.520e+00,1.300e+00,1.100e+00,6.063e+00,1.444e+00,4.695e+00,5.341e-01,8.347e-01,0.000e+00,-2.331e+00,6.000e-01,2.400e+00,7.573e-01,4.188e+00,3.775e-01,1.194e-01,2.604e-01,0.000e+00,3.80
1400,1400,11797,2.587e+00,2.200e+00,1.600e+00,1.062e+01,5.030e+00,7.576e+00,1.237e+00,1.804e+00,2.000e+01,-6.597e-01,8.000e-01,2.400e+00,7.941e+00,5.700e+00,3.035e+00,1.554e+00,3.351e+00,0.000e+00,-7.327e+00,0.000e+00,3.200e+00,5.740e-01,8.401e+00,0.000e+00,3.030e-01,2.710e-01,0.000e+00,4.70
1500,1500,12633,6.652e+00,1.900e+00,1.100e+00,1.062e+01,2.267e+00,7.216e+00,2.651e+00,7.520e-01,4.000e+01,-4.545e+00,8.000e-01,3.300e+00,3.898e+00,6.243e+00,2.827e+00,3.074e-01,7.639e-01,0.000e+00,-5.007e+00,5.000e-01,3.600e+00,1.393e+00,7.399e+00,5.795e-01,2.137e-01,5.994e-01,0.000e+00,4.70
1600,1600,13439,1.628e-01,2.200e+00,1.200e+00,5.955e+00,3.092e+00,5.699e+00,4.406e-02,2.123e-01,3.000e+01,-3.596e-01,1.000e+00,2.100e+00,5.102e+00,4.061e+00,3.748e+00,2.682e-01,1.085e+00,0.000e+00,-4.303e+00,4.000e-01,2.900e+00,1.132e+00,5.036e+00,4.747e-01,2.775e-01,3.803e-01,0.000e+00,4.20
1700,1700,14213,1.297e-01,2.000e+00,9.000e-01,4.985e+00,2.756e+00,4.793e+00,2.286e-02,1.691e-01,5.000e+01,2.698e-01,9.000e-01,1.800e+00,4.910e+00,3.241e+00,3.520e+00,8.012e-02,1.310e+00,0.000e+00,-1.700e+00,3.000e-01,2.800e+00,7.719e-01,4.671e+00,4.135e-01,8.881e-02,2.697e-01,0.000e+00,3.60
1800,1800,14922,-1.858e+00,1.900e+00,4.000e-01,4.723e+00,3.881e+00,4.591e+00,1.284e-01,4.191e-03,7.000e+01,2.718e+00,1.600e+00,9.000e-01,6.679e+00,2.862e+00,6.189e+00,3.259e-01,1.649e-01,0.000e+00,4.006e-02,3.000e-01,2.700e+00,1.211e+00,5.871e+00,7.457e-01,7.597e-02,3.897e-01,0.000e+00,3.20
1900,1900,15644,-1.464e+00,1.900e+00,9.000e-01,3.481e+00,3.746e+00,3.456e+00,1.750e-02,7.376e-03,7.000e+01,6.004e-01,1.500e+00,1.400e+00,6.018e+00,3.118e+00,5.663e+00,1.585e-01,1.968e-01,0.000e+00,1.864e+00,6.000e-01,2.700e+00,2.152e+00,4.788e+00,1.573e+00,2.000e-01,3.791e-01,0.000e+00,3.80
2000,2000,16295,9.269e-01,1.900e+00,6.000e-01,6.498e+00,3.271e+00,6.353e+00,8.805e-02,5.649e-02,7.000e+01,4.218e-01,1.600e+00,1.100e+00,6.188e+00,3.567e+00,6.045e+00,5.601e-02,8.711e-02,0.000e+00,3.514e-01,1.000e-01,2.800e+00,5.305e-01,6.379e+00,2.732e-01,7.573e-02,1.815e-01,0.000e+00,3.20
2100,2100,16897,7.803e-01,1.600e+00,4.000e-01,4.175e+00,3.094e+00,4.162e+00,2.441e-03,1.055e-02,1.000e+02,1.321e+00,1.500e+00,5.000e-01,5.741e+00,2.620e+00,5.674e+00,5.070e-02,1.642e-02,0.000e+00,3.899e+00,3.000e-01,2.000e+00,7.376e-01,4.939e+00,6.370e-01,8.278e-03,9.230e-02,0.000e+00,2.40
2200,2200,17476,-2.814e+00,1.900e+00,5.000e-01,3.008e+00,3.822e+00,2.999e+00,5.793e-03,3.978e-03,8.000e+01,2.163e-01,1.700e+00,7.000e-01,5.873e+00,3.057e+00,5.810e+00,5.245e-02,1.024e-02,0.000e+00,4.998e+00,3.000e-01,2.600e+00,2.283e+00,4.286e+00,1.081e+00,3.737e-01,8.283e-01,0.000e+00,3.20
2300,2300,18056,-3.272e+00,1.800e+00,4.000e-01,5.656e+00,7.128e+00,5.597e+00,4.877e-02,1.033e-02,9.000e+01,-1.467e+00,1.300e+00,8.000e-01,5.003e+00,6.370e+00,4.975e+00,2.142e-02,6.656e-03,0.000e+00,9.939e+00,2.000e-01,1.800e+00,8.187e+00,5.348e+00,7.879e-01,1.588e+00,5.811e+00,0.000e+00,2.50
2400,2400,18617,1.048e+00,1.900e+00,4.000e-01,6.635e+00,3.887e+00,6.441e+00,7.534e-02,1.183e-01,9.000e+01,-1.564e+00,1.400e+00,7.000e-01,4.819e+00,4.482e+00,4.794e+00,1.091e-02,1.347e-02,0.000e+00,5.015e+00,2.000e-01,1.900e+00,2.464e+00,5.549e+00,7.173e-01,3.520e-01,1.395e+00,0.000e+00,2.50
2500,2500,19148,1.431e+00,1.900e+00,5.000e-01,7.288e+00,3.956e+00,6.531e+00,1.612e-01,5.953e-01,1.000e+02,3.045e-01,1.600e+00,8.000e-01,4.653e+00,3.548e+00,4.616e+00,3.318e-02,3.731e-03,0.000e+00,3.664e+00,2.000e-01,1.900e+00,1.582e+00,6.018e+00,6.591e-01,3.966e-01,5.264e-01,0.000e+00,2.60
2600,2600,19645,7.449e-01,1.800e+00,3.000e-01,6.012e+00,3.667e+00,5.850e+00,1.146e-02,1.496e-01,1.000e+02,9.714e-01,1.600e+00,5.000e-01,5.264e+00,2.893e+00,5.264e+00,3.664e-04,5.518e-04,0.000e+00,4.484e+00,1.000e-01,1.600e+00,1.160e+00,5.876e+00,3.262e-01,1.131e-01,7.208e-01,0.000e+00,2.30
2700,2700,20158,7.900e-01,2.100e+00,3.000e-01,6.839e+00,4.549e+00,6.833e+00,2.303e-03,3.974e-03,9.000e+01,4.924e-02,1.700e+00,5.000e-01,5.191e+00,3.242e+00,5.166e+00,1.642e-03,2.352e-02,0.000e+00,3.661e+00,4.000e-01,1.900e+00,2.025e+00,6.265e+00,8.003e-01,7.736e-02,1.148e+00,0.000e+00,2.60
2800,2800,20670,-3.206e+00,1.600e+00,2.000e-01,3.771e+00,5.377e+00,3.713e+00,5.574e-02,2.695e-03,1.000e+02,7.654e-01,1.500e+00,5.000e-01,4.750e+00,2.085e+00,4.742e+00,3.487e-04,7.456e-03,0.000e+00,8.241e+00,2.000e-01,1.700e+00,3.153e+00,4.212e+00,4.536e-01,2.573e-01,2.442e+00,0.000e+00,2.20
2900,2900,21147,9.799e-01,2.000e+00,1.000e-01,6.343e+00,4.163e+00,6.250e+00,2.980e-03,9.052e-02,1.000e+02,3.981e-01,1.600e+00,3.000e-01,4.146e+00,3.548e+00,4.145e+00,1.455e-03,4.831e-04,0.000e+00,5.222e+00,6.000e-01,1.200e+00,2.356e+00,5.134e+00,1.121e+00,4.053e-01,8.297e-01,0.000e+00,2.20
3000,3000,21620,2.085e+00,1.300e+00,1.000e-01,3.507e+00,1.522e+00,3.505e+00,1.199e-04,1.636e-03,1.000e+02,-5.362e-01,1.200e+00,3.000e-01,1.801e+00,2.237e+00,1.800e+00,0.000e+00,1.307e-04,0.000e+00,6.251e+00,2.000e-01,8.000e-01,7.061e-01,2.255e+00,5.434e-01,5.494e-02,1.077e-01,0.000e+00,1.50
3100,3100,22160,-6.969e-01,2.200e+00,7.000e-01,4.584e+00,3.581e+00,4.581e+00,2.035e-03,7.338e-04,8.000e+01,-4.516e+00,2.100e+00,6.000e-01,7.622e-01,3.478e+00,7.619e-01,1.561e-04,1.494e-04,0.000e+00,8.313e+00,6.000e-01,1.800e+00,3.684e+00,1.972e+00,1.739e+00,5.870e-01,1.359e+00,0.000e+00,3.00
3200,3200,22636,-2.322e+00,1.800e+00,2.000e-01,1.829e+00,2.451e+00,1.812e+00,1.686e-02,4.428e-05,9.000e+01,6.807e-01,1.400e+00,5.000e-01,1.445e+00,1.365e+00,1.444e+00,1.243e-03,2.116e-04,0.000e+00,6.341e+00,6.000e-01,1.300e+00,2.303e+00,1.762e+00,1.467e+00,1.968e-02,8.162e-01,0.000e+00,2.30
3300,3300,23139,1.572e-01,2.300e+00,1.000e-01,4.087e+00,4.030e+00,4.087e+00,0.000e+00,1.457e-04,1.000e+02,1.102e+00,1.400e+00,6.000e-01,3.261e+00,2.559e+00,3.260e+00,1.390e-04,2.909e-04,0.000e+00,4.941e+00,8.000e-01,1.400e+00,3.828e+00,4.588e+00,2.331e+00,2.212e-02,1.475e+00,0.000e+00,2.40
3400,3400,23669,-6.476e-01,2.300e+00,2.000e-01,8.351e-01,2.483e+00,8.342e-01,0.000e+00,8.078e-04,1.000e+02,3.430e-01,1.600e+00,5.000e-01,3.170e+00,1.027e+00,3.168e+00,1.081e-05,1.271e-03,0.000e+00,6.605e+00,4.000e-01,1.500e+00,2.408e+00,2.903e+00,1.491e+00,1.693e-01,7.479e-01,0.000e+00,2.50
3500,3500,24180,-3.173e+00,2.000e+00,3.000e-01,3.463e-01,3.219e+00,3.462e-01,3.162e-05,5.607e-05,1.000e+02,2.545e+00,1.800e+00,5.000e-01,4.167e+00,1.022e+00,4.162e+00,1.223e-03,3.221e-03,0.000e+00,6.628e+00,5.000e-01,1.500e+00,2.655e+00,2.927e+00,1.804e+00,4.026e-02,8.109e-01,0.000e+00,2.50
3600,3600,24667,-5.271e+00,1.700e+00,1.000e-01,1.318e-01,4.303e+00,1.317e-01,9.281e-06,8.602e-05,1.000e+02,4.487e+00,1.700e+00,2.000e-01,5.678e+00,1.191e+00,5.676e+00,0.000e+00,2.049e-03,0.000e+00,8.184e+00,4.000e-01,1.000e+00,2.876e+00,3.192e+00,1.556e+00,2.138e-01,1.107e+00,0.000e+00,1.90
3700,3700,25144,-3.949e+00,1.700e+00,0.000e+00,5.961e-01,3.545e+00,5.961e-01,0.000e+00,0.000e+00,1.000e+02,5.644e+00,1.200e+00,5.000e-01,3.869e+00,1.425e+00,3.862e+00,0.000e+00,6.917e-03,0.000e+00,5.905e+00,6.000e-01,7.000e-01,2.966e+00,2.461e+00,2.326e+00,1.308e-01,5.090e-01,0.000e+00,1.70
3800,3800,25618,-4.847e+00,2.100e+00,0.000e+00,5.783e-01,4.226e+00,5.757e-01,2.530e-03,0.000e+00,1.000e+02,5.092e+00,2.000e+00,0.000e+00,7.203e+00,1.111e+00,7.201e+00,2.113e-03,0.000e+00,0.000e+00,7.156e+00,1.000e-01,1.200e+00,1.567e+00,4.011e+00,3.801e-01,3.353e-01,8.520e-01,0.000e+00,2.20
3900,3900,26154,-6.894e+00,2.600e+00,1.000e-01,7.155e-01,6.310e+00,7.155e-01,6.827e-05,5.011e-06,1.000e+02,1.235e+00,2.400e+00,4.000e-01,6.799e+00,3.864e+00,6.798e+00,1.702e-06,4.718e-04,0.000e+00,1.106e+01,1.000e+00,1.600e+00,6.643e+00,3.984e+00,3.651e+00,3.978e-01,2.593e+00,0.000e+00,2.90
4000,4000,26685,-6.608e+00,1.700e+00,4.000e-01,6.373e-02,5.272e+00,6.371e-02,9.317e-06,1.457e-05,9.000e+01,4.905e+00,2.100e+00,1.000e-01,7.638e+00,1.633e+00,7.638e+00,0.000e+00,3.197e-04,0.000e+00,7.403e+00,5.000e-01,1.300e+00,3.070e+00,3.867e+00,1.883e+00,3.555e-01,8.309e-01,0.000e+00,2.20
4100,4100,27164,-5.275e+00,2.200e+00,0.000e+00,9.407e-01,4.816e+00,9.387e-01,1.995e-03,0.000e+00,1.000e+02,6.117e-01,1.900e+00,1.000e-01,4.831e+00,2.719e+00,4.828e+00,3.040e-03,8.377e-05,0.000e+00,1.096e+01,7.000e-01,1.400e+00,5.166e+00,3.403e+00,2.775e+00,3.704e-02,2.355e+00,0.000e+00,2.50
4200,4200,27714,-1.343e+00,1.800e+00,1.000e-01,1.923e+00,3.266e+00,1.921e+00,0.000e+00,1.917e-03,1.000e+02,-2.218e+00,1.700e+00,1.000e-01,5.970e-01,2.815e+00,5.969e-01,7.654e-05,3.704e-06,0.000e+00,1.096e+01,1.000e+00,8.000e-01,5.501e+00,1.940e+00,3.955e+00,3.325e-03,1.543e+00,0.000e+00,1.90
4300,4300,28251,-2.873e+00,2.100e+00,2.000e-01,1.696e+00,4.469e+00,1.696e+00,9.131e-06,2.547e-04,9.000e+01,-1.446e+00,1.500e+00,5.000e-01,1.542e+00,3.189e+00,1.539e+00,3.224e-03,3.608e-04,0.000e+00,9.319e+00,1.000e+00,1.100e+00,6.327e+00,1.908e+00,3.946e+00,4.045e-01,1.977e+00,0.000e+00,2.40
4400,4400,28806,-6.044e+00,2.700e+00,2.000e-01,2.747e+00,7.491e+00,2.747e+00,3.868e-04,6.552e-06,8.000e+01,-1.851e+00,2.300e+00,5.000e-01,3.133e+00,5.184e+00,3.131e+00,2.669e-04,1.475e-03,0.000e+00,1.100e+01,1.500e+00,1.400e+00,1.030e+01,3.500e+00,5.945e+00,7.981e-01,3.552e+00,0.000e+00,3.20
4500,4500,29337,-4.590e+00,2.800e+00,0.000e+00,3.555e+00,7.145e+00,3.555e+00,3.591e-05,0.000e+00,1.000e+02,1.670e+00,2.300e+00,3.000e-01,5.358e+00,3.487e+00,5.350e+00,1.667e-03,5.617e-03,0.000e+00,9.419e+00,1.300e+00,1.200e+00,6.418e+00,4.699e+00,4.788e+00,3.734e-01,1.257e+00,0.000e+00,2.90
4600,4600,29908,-4.395e+00,2.300e+00,2.000e-01,2.388e+00,6.583e+00,2.371e+00,0.000e+00,1.716e-02,1.000e+02,2.325e+00,2.200e+00,2.000e-01,5.788e+00,2.363e+00,5.785e+00,2.249e-03,5.064e-04,0.000e+00,8.970e+00,7.000e-01,1.000e+00,4.940e+00,4.170e+00,2.785e+00,7.636e-01,1.391e+00,0.000e+00,2.50
4700,4700,30484,-3.630e+00,1.800e+00,3.000e-01,1.303e+00,4.833e+00,1.303e+00,0.000e+00,3.260e-05,1.000e+02,4.847e+00,1.800e+00,2.000e-01,6.073e+00,2.126e+00,6.070e+00,6.737e-05,2.777e-03,0.000e+00,5.384e+00,8.000e-01,1.000e+00,3.604e+00,4.021e+00,3.011e+00,1.526e-01,4.407e-01,0.000e+00,2.10
4800,4800,31029,-7.385e+00,2.600e+00,2.000e-01,9.096e-02,6.076e+00,9.088e-02,4.340e-06,6.625e-05,8.000e+01,6.400e+00,2.200e+00,7.000e-01,8.047e+00,2.047e+00,8.032e+00,2.027e-03,1.273e-02,0.000e+00,4.185e+00,1.100e+00,1.200e+00,4.330e+00,4.345e+00,4.155e+00,2.405e-02,1.515e-01,0.000e+00,3.10
4900,4900,31622,-7.169e+00,2.400e+00,1.000e-01,8.687e-02,7.356e+00,8.685e-02,1.107e-05,4.892e-06,9.000e+01,6.085e+00,2.400e+00,1.000e-01,8.912e+00,2.726e+00,8.911e+00,1.306e-04,3.163e-04,0.000e+00,6.984e+00,1.300e+00,7.000e-01,5.438e+00,4.355e+00,5.051e+00,1.217e-02,3.749e-01,0.000e+00,2.60
5000,5000,32217,-8.073e+00,2.500e+00,1.000e-01,1.892e-02,8.192e+00,1.891e-02,6.716e-06,3.193e-06,1.000e+02,5.802e+00,2.500e+00,2.000e-01,9.738e+00,3.835e+00,9.738e+00,0.000e+00,3.642e-05,0.000e+00,9.171e+00,1.800e+00,9.000e-01,7.249e+00,4.978e+00,6.931e+00,0.000e+00,3.183e-01,0.000e+00,2.70
5100,5100,32752,-8.201e+00,2.200e+00,3.000e-01,1.544e-02,9.216e+00,1.541e-02,1.088e-05,1.740e-05,8.000e+01,6.370e+00,2.200e+00,5.000e-01,8.370e+00,5.000e+00,8.368e+00,0.000e+00,2.798e-03,0.000e+00,6.831e+00,2.500e+00,2.000e-01,9.980e+00,4.149e+00,9.970e+00,0.000e+00,9.345e-03,0.000e+00,2.70
5200,5200,33340,-6.809e-01,1.000e+00,4.000e-01,6.402e-03,3.987e+00,6.357e-03,5.298e-06,4.057e-05,1.000e+02,3.720e+00,1.400e+00,1.000e-01,5.205e+00,1.585e+00,5.205e+00,0.000e+00,9.371e-05,0.000e+00,4.661e+00,8.000e-01,6.000e-01,3.138e+00,2.777e+00,3.137e+00,2.157e-04,7.087e-04,0.000e+00,1.50
5300,5300,33920,-1.820e+00,1.900e+00,6.000e-01,2.450e-01,2.565e+00,2.449e-01,1.786e-05,5.200e-05,1.000e+02,3.853e+00,2.100e+00,4.000e-01,4.490e+00,2.637e+00,4.490e+00,3.791e-09,7.688e-05,0.000e+00,4.368e+00,1.400e+00,7.000e-01,4.754e+00,4.286e+00,4.752e+00,7.931e-04,1.319e-03,0.000e+00,2.60
5400,5400,34541,-8.274e+00,3.200e+00,2.000e-01,1.140e-01,8.388e+00,1.139e-01,1.847e-05,2.630e-05,7.000e+01,2.903e+00,3.100e+00,2.000e-01,8.627e+00,5.224e+00,8.625e+00,1.238e-03,3.422e-04,0.000e+00,8.670e+00,2.600e+00,7.000e-01,1.086e+01,5.990e+00,1.036e+01,6.532e-04,4.975e-01,0.000e+00,3.50
5500,5500,35115,-8.711e-01,1.900e+00,4.000e-01,2.623e+00,5.494e+00,2.584e+00,3.733e-02,1.729e-03,1.000e+02,4.583e+00,1.900e+00,5.000e-01,6.493e+00,2.610e+00,6.493e+00,0.000e+00,3.393e-04,0.000e+00,2.688e+00,1.300e+00,8.000e-01,4.772e+00,5.784e+00,4.771e+00,4.766e-04,8.165e-04,0.000e+00,2.40
5600,5600,35662,-2.052e+00,2.200e+00,2.000e-01,3.880e+00,5.832e+00,3.823e+00,1.029e-02,4.651e-02,1.000e+02,5.035e+00,2.000e+00,5.000e-01,5.515e+00,3.380e+00,5.504e+00,0.000e+00,1.155e-02,0.000e+00,3.517e+00,1.700e+00,7.000e-01,6.504e+00,6.688e+00,6.504e+00,1.505e-04,2.208e-04,0.000e+00,2.50
5700,5700,36216,-7.027e+00,2.600e+00,2.000e-01,6.655e-01,8.593e+00,6.649e-01,3.451e-04,2.072e-04,9.000e+01,6.359e+00,2.300e+00,6.000e-01,8.213e+00,4.654e+00,8.197e+00,0.000e+00,1.565e-02,0.000e+00,6.168e+00,2.300e+00,6.000e-01,9.084e+00,4.716e+00,9.082e+00,0.000e+00,1.660e-03,0.000e+00,2.90
5800,5800,36753,-3.178e+00,1.800e+00,7.000e-01,2.080e+00,6.758e+00,2.075e+00,0.000e+00,5.126e-03,9.000e+01,5.249e+00,2.400e+00,1.000e-01,9.138e+00,2.689e+00,9.138e+00,0.000e+00,5.273e-05,0.000e+00,2.929e+00,1.300e+00,1.000e+00,4.778e+00,6.549e+00,4.777e+00,3.625e-04,4.346e-04,0.000e+00,2.50
5900,5900,37275,-1.994e+00,1.600e+00,4.000e-01,4.004e+00,7.998e+00,3.933e+00,2.617e-02,4.425e-02,9.000e+01,1.535e+00,2.400e+00,0.000e+00,8.363e+00,5.828e+00,8.363e+00,0.000e+00,0.000e+00,0.000e+00,6.359e+00,1.600e+00,8.000e-01,6.419e+00,4.960e+00,6.389e+00,0.000e+00,2.979e-02,0.000e+00,2.40
6000,6000,37800,-4.960e-01,1.700e+00,4.000e-01,5.943e+00,7.139e+00,5.572e+00,1.743e-01,1.970e-01,9.000e+01,-2.135e-01,2.200e+00,1.000e-01,7.831e+00,6.944e+00,7.823e+00,6.567e-03,1.351e-03,0.000e+00,6.109e+00,1.300e+00,1.000e+00,6.443e+00,6.133e+00,5.198e+00,4.912e-03,1.240e+00,0.000e+00,2.40
6100,6100,38291,-9.596e-01,1.200e+00,6.000e-01,3.593e+00,6.352e+00,3.505e+00,8.648e-02,1.110e-03,1.000e+02,3.014e+00,1.700e+00,4.000e-01,5.851e+00,4.837e+00,5.845e+00,0.000e+00,5.368e-03,0.000e+00,4.946e+00,1.500e+00,4.000e-01,5.967e+00,4.221e+00,5.966e+00,6.913e-04,6.631e-04,0.000e+00,2.10
6200,6200,38765,1.636e+00,1.000e+00,1.000e+00,2.530e+00,6.794e+00,2.486e+00,3.342e-02,1.074e-02,9.000e+01,1.896e-01,1.700e+00,4.000e-01,5.502e+00,5.012e+00,5.496e+00,4.844e-03,6.732e-04,0.000e+00,3.474e+00,1.900e+00,2.000e-01,7.595e+00,3.821e+00,7.593e+00,1.864e-03,1.486e-04,0.000e+00,2.30
6300,6300,39266,-2.734e-01,1.300e+00,7.000e-01,2.977e+00,7.050e+00,2.967e+00,8.511e-03,1.428e-03,1.000e+02,2.684e+00,2.100e+00,2.000e-01,7.610e+00,4.825e+00,7.609e+00,0.000e+00,5.624e-04,0.000e+00,4.089e+00,1.500e+00,6.000e-01,6.010e+00,4.721e+00,5.976e+00,2.896e-03,3.135e-02,0.000e+00,2.30
6400,6400,39799,2.954e+00,1.800e+00,5.000e-01,7.287e+00,8.733e+00,7.183e+00,3.620e-02,6.789e-02,1.000e+02,-1.577e+00,2.500e+00,0.000e+00,6.696e+00,7.273e+00,6.696e+00,0.000e+00,0.000e+00,0.000e+00,5.924e+00,1.800e+00,6.000e-01,7.527e+00,5.503e+00,7.192e+00,6.401e-02,2.704e-01,0.000e+00,2.50
6500,6500,40338,1.043e+00,2.000e+00,7.000e-01,6.654e+00,8.511e+00,6.622e+00,2.597e-02,6.682e-03,9.000e+01,-5.437e-01,2.600e+00,3.000e-01,6.476e+00,7.920e+00,6.476e+00,0.000e+00,4.284e-05,0.000e+00,4.901e+00,2.300e+00,6.000e-01,9.170e+00,5.869e+00,9.157e+00,0.000e+00,1.227e-02,0.000e+00,2.90
6600,6600,40846,6.266e+00,2.000e+00,5.000e-01,7.189e+00,4.024e+00,7.170e+00,1.703e-02,2.424e-03,9.000e+01,-6.122e+00,2.500e+00,2.000e-01,2.263e+00,7.285e+00,2.263e+00,0.000e+00,4.129e-09,0.000e+00,5.556e+00,1.800e+00,9.000e-01,7.309e+00,5.453e+00,7.185e+00,0.000e+00,1.234e-01,0.000e+00,2.70
