episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3236,-1.768e+00,-2.800e+00,1.400e+00,1.200e+00,2.515e+00,1.483e+00,1.821e+00,4.532e-01,2.411e-01,6.000e+01,5.007e+00,-6.001e-01,2.968e+00,4.000e+00,8.000e-01,2.200e+00,1.483e+00,2.515e+00,9.464e-01,2.844e-01,2.525e-01,0.000e+00,7.412e+00,1.136e+00,3.70
1000,1000,6257,-8.910e-02,1.200e+00,9.000e-01,2.000e+00,1.389e+00,2.678e+00,1.149e+00,7.001e-02,1.694e-01,7.000e+01,6.870e+00,1.514e-01,1.789e+00,5.000e-01,7.000e-01,1.500e+00,2.678e+00,1.389e+00,9.760e-01,1.252e+00,4.496e-01,0.000e+00,6.094e+00,4.230e-02,3.70
1500,1500,9376,4.283e+00,2.800e+00,1.200e+00,1.900e+00,4.293e+00,2.810e+00,2.264e+00,1.054e+00,9.748e-01,1.000e+02,6.895e+00,1.855e-01,1.017e+00,2.500e+00,1.300e+00,2.000e+00,2.810e+00,4.293e+00,1.853e+00,2.974e-01,6.599e-01,0.000e+00,7.031e+00,3.117e-01,3.90
2000,2000,12390,1.665e+00,1.700e+00,6.000e-01,1.300e+00,2.200e+00,2.235e+00,1.029e+00,8.837e-01,2.873e-01,8.000e+01,5.264e+00,5.160e-01,3.635e+00,3.600e+00,5.000e-01,1.800e+00,2.235e+00,2.200e+00,9.936e-01,5.145e-01,7.266e-01,0.000e+00,5.987e+00,9.943e-01,2.70
2500,2500,15533,2.784e+00,1.400e+00,7.000e-01,2.200e+00,3.358e+00,1.974e+00,1.385e+00,6.943e-01,1.278e+00,6.000e+01,7.447e+00,7.647e-01,-1.836e-01,1.200e+00,5.000e-01,2.300e+00,1.974e+00,3.358e+00,8.073e-01,8.334e-01,3.336e-01,0.000e+00,8.074e+00,1.109e-01,3.50
3000,3000,18824,-1.151e-01,1.000e-01,5.000e-01,2.200e+00,1.335e+00,1.550e+00,8.833e-01,3.387e-01,1.133e-01,6.000e+01,6.953e+00,3.211e-01,2.615e+00,2.400e+00,3.000e-01,2.300e+00,1.550e+00,1.335e+00,4.048e-01,8.884e-01,2.572e-01,0.000e+00,7.229e+00,6.863e-01,3.30
3500,3500,22175,3.790e-01,-4.000e-01,6.000e-01,1.700e+00,3.232e+00,2.453e+00,1.187e+00,1.389e+00,6.564e-01,7.000e+01,6.756e+00,-1.919e-01,3.721e+00,4.500e+00,3.000e-01,2.300e+00,2.453e+00,3.232e+00,6.000e-01,7.190e-01,1.134e+00,0.000e+00,7.621e+00,9.286e-01,3.10
4000,4000,25551,1.622e+00,1.600e+00,2.000e-01,2.500e+00,4.241e+00,4.219e+00,4.000e-01,2.552e+00,1.289e+00,3.000e+01,1.003e+01,5.640e-01,-2.022e+00,-2.000e+00,7.000e-01,2.900e+00,4.219e+00,4.241e+00,1.400e+00,8.000e-01,2.019e+00,0.000e+00,1.052e+01,-2.034e-01,4.20
4500,4500,28977,8.440e-01,-6.000e-01,5.000e-01,2.300e+00,4.054e+00,2.610e+00,9.999e-01,1.595e+00,1.460e+00,4.000e+01,8.305e+00,2.554e-01,1.560e-01,1.600e+00,3.000e-01,3.200e+00,2.610e+00,4.054e+00,6.000e-01,1.999e-01,1.811e+00,0.000e+00,1.080e+01,7.385e-01,3.80
5000,5000,32536,2.968e+00,3.000e+00,2.000e-01,1.900e+00,2.816e+00,2.848e+00,4.000e-01,1.596e+00,8.208e-01,6.000e+01,7.104e+00,8.208e-01,4.316e-01,4.000e-01,7.000e-01,2.000e+00,2.848e+00,2.816e+00,1.373e+00,5.989e-01,8.764e-01,0.000e+00,6.736e+00,2.339e-01,3.00
5500,5500,36122,-4.917e-01,-1.100e+00,5.000e-01,2.100e+00,2.046e+00,1.438e+00,9.970e-01,8.839e-01,1.655e-01,5.000e+01,7.324e+00,-1.173e-01,1.992e+00,2.600e+00,2.000e-01,3.000e+00,1.438e+00,2.046e+00,4.000e-01,2.052e-01,8.329e-01,0.000e+00,9.125e+00,8.923e-01,3.60
