episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,766,-7.432e+00,0.000e+00,0.000e+00,5.026e-01,7.935e+00,0.000e+00,5.026e-01,0.000e+00,0.000e+00,1.285e+00,1.600e+00,1.700e+00,9.551e+00,4.266e+00,3.217e+00,3.152e+00,3.182e+00,0.000e+00,-1.542e+00,1.800e+00,1.200e+00,8.698e+00,6.741e+00,3.335e+00,3.458e+00,1.906e+00,0.000e+00,-3.411e+00,1.400e+00,1.500e+00,1.012e+01,9.931e+00,2.987e+00,4.249e+00,2.884e+00,0.000e+00,5.00
200,200,1581,-5.638e+00,0.000e+00,0.000e+00,1.193e-01,5.758e+00,0.000e+00,1.193e-01,0.000e+00,3.000e+01,3.728e-01,1.600e+00,1.400e+00,6.180e+00,3.207e+00,2.827e+00,1.647e+00,1.705e+00,0.000e+00,1.216e+00,1.200e+00,1.400e+00,7.693e+00,4.677e+00,2.698e+00,2.623e+00,2.372e+00,0.000e+00,-1.503e-01,5.000e-01,9.000e-01,7.651e+00,8.001e+00,1.038e+00,5.044e+00,1.568e+00,0.000e+00,4.10
300,300,2353,-4.840e+00,0.000e+00,0.000e+00,5.945e-02,4.899e+00,0.000e+00,5.945e-02,0.000e+00,4.000e+01,3.420e+00,1.100e+00,2.100e+00,5.835e+00,2.215e+00,1.994e+00,1.125e+00,2.715e+00,0.000e+00,3.209e+00,1.900e+00,1.100e+00,7.268e+00,3.259e+00,3.769e+00,1.821e+00,1.678e+00,0.000e+00,-5.089e+00,9.000e-01,9.000e-01,4.893e+00,7.682e+00,1.278e+00,2.654e+00,9.601e-01,0.000e+00,4.10
400,400,3182,-2.961e+00,0.000e+00,0.000e+00,6.480e-02,3.026e+00,0.000e+00,6.480e-02,0.000e+00,2.000e+01,-3.207e+00,2.200e+00,1.500e+00,1.799e+00,1.407e+00,1.079e+00,3.023e-01,4.181e-01,0.000e+00,2.838e-01,2.100e+00,1.200e+00,3.628e+00,1.545e+00,2.105e+00,9.062e-01,6.170e-01,0.000e+00,-1.315e+00,1.200e+00,1.200e+00,3.067e+00,2.582e+00,1.112e+00,1.413e+00,5.424e-01,0.000e+00,4.80
500,500,3984,-2.373e+00,0.000e+00,0.000e+00,1.796e-02,2.391e+00,0.000e+00,1.796e-02,0.000e+00,5.000e+01,1.681e+00,8.000e-01,1.800e+00,1.099e+00,8.181e-01,3.812e-01,2.706e-01,4.474e-01,0.000e+00,4.613e-02,1.700e+00,1.100e+00,3.378e+00,4.314e-01,2.297e+00,6.023e-01,4.787e-01,0.000e+00,-1.954e+00,1.200e+00,8.000e-01,9.800e-01,1.834e+00,4.543e-01,3.930e-01,1.327e-01,0.000e+00,3.80
600,600,4799,-1.440e+00,0.000e+00,0.000e+00,5.631e-03,1.445e+00,0.000e+00,5.631e-03,0.000e+00,7.000e+01,9.285e-01,1.100e+00,1.400e+00,6.510e-01,7.225e-01,3.985e-01,2.590e-02,2.265e-01,0.000e+00,4.613e-01,1.000e+00,1.000e+00,1.085e+00,6.236e-01,7.905e-01,1.842e-01,1.103e-01,0.000e+00,1.450e+00,9.000e-01,9.000e-01,1.378e+00,3.279e-01,8.421e-01,2.638e-01,2.718e-01,0.000e+00,2.70
700,700,5596,-4.111e+00,0.000e+00,0.000e+00,5.815e-03,4.116e+00,0.000e+00,5.815e-03,0.000e+00,6.000e+01,-2.725e+00,1.200e+00,2.100e+00,1.024e+00,2.449e+00,5.403e-01,1.121e-01,3.718e-01,0.000e+00,2.388e+00,2.400e+00,5.000e-01,4.343e+00,8.550e-01,3.754e+00,4.345e-01,1.545e-01,0.000e+00,2.347e+00,1.200e+00,1.200e+00,2.988e+00,9.415e-01,1.470e+00,1.081e+00,4.382e-01,0.000e+00,4.20
800,800,6436,-5.698e+00,0.000e+00,0.000e+00,4.271e-03,5.702e+00,0.000e+00,4.271e-03,0.000e+00,6.000e+01,-1.763e+00,1.200e+00,1.700e+00,9.710e-01,3.134e+00,4.954e-01,1.738e-01,3.018e-01,0.000e+00,5.471e+00,2.000e+00,1.000e+00,7.943e+00,6.724e-01,5.893e+00,1.159e+00,8.913e-01,0.000e+00,5.894e-01,1.300e+00,8.000e-01,2.138e+00,1.549e+00,1.104e+00,8.854e-01,1.484e-01,0.000e+00,4.10
900,900,7242,-2.422e+00,0.000e+00,0.000e+00,1.817e-03,2.424e+00,0.000e+00,1.817e-03,0.000e+00,7.000e+01,-1.107e+00,1.500e+00,1.000e+00,7.941e-01,7.016e-01,6.526e-01,5.661e-02,8.493e-02,0.000e+00,3.665e+00,1.300e+00,9.000e-01,2.779e+00,2.142e-01,2.367e+00,1.899e-01,2.225e-01,0.000e+00,8.641e-01,9.000e-01,1.300e+00,5.624e-01,7.982e-01,3.001e-01,1.414e-01,1.209e-01,0.000e+00,3.20
1000,1000,8015,-4.200e+00,0.000e+00,0.000e+00,1.165e-03,4.202e+00,0.000e+00,1.165e-03,0.000e+00,4.000e+01,-3.800e+00,8.000e-01,1.600e+00,9.704e-01,3.271e+00,5.885e-01,1.238e-01,2.581e-01,0.000e+00,7.007e+00,2.300e+00,4.000e-01,9.170e+00,1.636e-01,8.738e+00,2.364e-01,1.963e-01,0.000e+00,-1.606e+00,8.000e-01,1.800e+00,9.049e-01,3.411e+00,5.574e-01,2.160e-01,1.315e-01,0.000e+00,3.60
