episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.892e+00,7.403e-01,-9.000e-01,-2.051e+00,7.403e-01,1.892e+00,-1.920e+00,-7.685e-01
2000,2000,20000,2.992e+00,6.821e-02,-3.200e-01,-3.243e+00,6.821e-02,2.992e+00,-2.360e+00,5.634e-01
3000,3000,30000,2.994e+00,8.592e-01,-3.600e-01,-2.495e+00,8.592e-01,2.994e+00,-2.280e+00,-1.448e-01
4000,4000,40000,2.974e+00,3.495e-02,-3.400e-01,-3.279e+00,3.495e-02,2.974e+00,-2.320e+00,6.192e-01
5000,5000,50000,3.452e-01,2.427e-01,-4.000e-02,-1.424e-01,2.427e-01,3.452e-01,-2.920e+00,-2.818e+00
6000,6000,60000,2.237e-02,5.688e-02,-2.000e-02,1.451e-02,5.688e-02,2.237e-02,-2.960e+00,-2.995e+00
7000,7000,70000,7.523e-03,1.732e-03,0.000e+00,-5.791e-03,1.732e-03,7.523e-03,-3.000e+00,-2.994e+00
8000,8000,80000,2.595e-03,1.290e-02,-2.000e-02,-9.698e-03,1.290e-02,2.595e-03,-2.960e+00,-2.970e+00
9000,9000,90000,1.448e-03,2.936e-04,0.000e+00,-1.154e-03,2.936e-04,1.448e-03,-3.000e+00,-2.999e+00
10000,10000,100000,9.991e-04,1.233e-04,0.000e+00,-8.758e-04,1.233e-04,9.991e-04,-3.000e+00,-2.999e+00
11000,11000,110000,2.898e+00,1.176e-03,-2.000e-02,-2.917e+00,1.176e-03,2.898e+00,-2.960e+00,-6.304e-02
12000,12000,120000,2.180e+00,2.948e-05,0.000e+00,-2.180e+00,2.948e-05,2.180e+00,-3.000e+00,-8.204e-01
13000,13000,130000,9.738e-01,2.222e-05,0.000e+00,-9.738e-01,2.222e-05,9.738e-01,-3.000e+00,-2.026e+00
14000,14000,140000,3.432e-02,1.656e-05,0.000e+00,-3.430e-02,1.656e-05,3.432e-02,-3.000e+00,-2.966e+00
15000,15000,150000,4.950e-01,4.276e-06,0.000e+00,-4.950e-01,4.276e-06,4.950e-01,-3.000e+00,-2.505e+00
16000,16000,160000,5.975e-01,4.771e-06,-4.000e-02,-6.374e-01,4.771e-06,5.975e-01,-2.980e+00,-2.383e+00
17000,17000,170000,2.924e+00,6.911e-05,-2.000e-02,-2.944e+00,6.911e-05,2.924e+00,-2.960e+00,-3.588e-02
18000,18000,180000,8.609e-01,2.910e-07,-4.000e-02,-9.009e-01,2.910e-07,8.609e-01,-2.980e+00,-2.119e+00
19000,19000,190000,6.523e-01,2.705e-05,-4.000e-02,-6.922e-01,2.705e-05,6.523e-01,-2.920e+00,-2.268e+00
20000,20000,200000,6.904e-01,1.073e-01,-4.000e-01,-9.831e-01,1.073e-01,6.904e-01,-2.260e+00,-1.677e+00
21000,21000,210000,4.934e-01,5.494e-04,-5.000e-01,-9.928e-01,5.494e-04,4.934e-01,-2.120e+00,-1.627e+00
22000,22000,220000,2.932e+00,1.113e-01,-5.400e-01,-3.361e+00,1.113e-01,2.932e+00,-1.920e+00,9.011e-01
23000,23000,230000,1.189e+00,1.710e-04,-6.000e-01,-1.789e+00,1.710e-04,1.189e+00,-1.800e+00,-6.112e-01
24000,24000,240000,2.938e+00,2.779e-05,-6.000e-01,-3.538e+00,2.779e-05,2.938e+00,-1.800e+00,1.138e+00
25000,25000,250000,2.936e+00,2.584e-06,-6.000e-01,-3.536e+00,2.584e-06,2.936e+00,-1.800e+00,1.136e+00
26000,26000,260000,2.959e+00,7.625e-06,-6.000e-01,-3.559e+00,7.625e-06,2.959e+00,-1.800e+00,1.159e+00
27000,27000,270000,2.851e+00,3.964e-06,-6.000e-01,-3.451e+00,3.964e-06,2.851e+00,-1.800e+00,1.051e+00
28000,28000,280000,1.006e+00,1.643e-06,-6.000e-01,-1.606e+00,1.643e-06,1.006e+00,-1.800e+00,-7.937e-01
29000,29000,290000,6.233e-01,5.607e-07,-6.000e-01,-1.223e+00,5.607e-07,6.233e-01,-1.800e+00,-1.177e+00
30000,30000,300000,6.087e-01,2.658e-07,-6.000e-01,-1.209e+00,2.658e-07,6.087e-01,-1.800e+00,-1.191e+00
