episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,587,-6.671e+01,4.000e-01,2.000e+00,7.188e+00,7.800e+01,9.273e-01,4.947e-01,5.766e+00,7.000e+01,2.359e+01,1.100e+00,2.000e-01,3.187e+01,6.785e+00,1.345e+01,1.603e+01,2.395e+00,0.000e+00,2.446e+01,5.000e-01,6.000e-01,2.937e+01,6.915e+00,5.694e+00,1.683e+01,6.843e+00,0.000e+00,2.457e+01,8.000e-01,1.500e+00,3.133e+01,8.060e+00,9.762e+00,3.566e+00,1.800e+01,0.000e+00,2.60
200,200,1252,-1.202e+02,2.000e-01,3.700e+00,8.758e+00,1.290e+02,3.713e-01,6.153e-01,7.772e+00,2.000e+01,4.286e+01,1.100e+00,1.500e+00,5.347e+01,7.604e+00,1.371e+01,2.135e+01,1.840e+01,0.000e+00,3.447e+01,4.000e-01,8.000e-01,4.666e+01,1.069e+01,4.507e+00,3.331e+01,8.845e+00,0.000e+00,3.761e+01,4.000e-01,3.200e+00,4.949e+01,1.108e+01,4.676e+00,8.176e+00,3.664e+01,0.000e+00,4.30
300,300,1948,-1.148e+02,6.000e-01,3.300e+00,4.721e+00,1.200e+02,7.348e-01,1.059e-01,3.881e+00,3.000e+01,3.914e+01,7.000e-01,1.300e+00,4.558e+01,4.940e+00,8.058e+00,2.279e+01,1.473e+01,0.000e+00,3.343e+01,3.000e-01,1.100e+00,4.187e+01,8.244e+00,3.181e+00,2.709e+01,1.160e+01,0.000e+00,3.861e+01,1.000e+00,2.000e+00,4.523e+01,4.222e+00,1.151e+01,1.135e+01,2.237e+01,0.000e+00,4.00
400,400,2684,-1.140e+02,1.000e-01,3.200e+00,3.919e+00,1.200e+02,7.569e-02,4.713e-01,3.372e+00,4.000e+01,3.845e+01,1.000e+00,1.400e+00,4.434e+01,4.592e+00,1.137e+01,1.761e+01,1.535e+01,0.000e+00,3.124e+01,8.000e-01,1.300e+00,4.174e+01,7.797e+00,8.602e+00,1.962e+01,1.352e+01,0.000e+00,4.199e+01,1.200e+00,1.400e+00,4.585e+01,3.465e+00,1.407e+01,1.602e+01,1.575e+01,0.000e+00,4.00
500,500,3459,-1.260e+02,3.000e-01,4.100e+00,1.320e+01,1.380e+02,5.767e-01,2.832e-01,1.234e+01,1.000e+01,3.961e+01,5.000e-01,2.000e+00,5.023e+01,7.427e+00,5.620e+00,2.299e+01,2.162e+01,0.000e+00,4.121e+01,5.000e-01,8.000e-01,5.247e+01,9.256e+00,5.994e+00,3.713e+01,9.346e+00,0.000e+00,3.748e+01,3.000e-01,3.400e+00,5.172e+01,1.295e+01,3.551e+00,1.016e+01,3.802e+01,0.000e+00,4.60
600,600,4240,-1.409e+02,1.000e-01,4.000e+00,3.398e+00,1.440e+02,3.696e-02,1.092e-01,3.252e+00,1.000e+01,4.389e+01,4.000e-01,2.000e+00,4.956e+01,2.674e+00,4.318e+00,2.475e+01,2.050e+01,0.000e+00,4.117e+01,2.000e-01,9.000e-01,4.873e+01,5.562e+00,2.089e+00,3.748e+01,9.169e+00,0.000e+00,4.754e+01,8.000e-01,3.000e+00,5.300e+01,2.455e+00,9.115e+00,1.121e+01,3.267e+01,0.000e+00,4.80
700,700,5007,-1.076e+02,3.000e-01,2.900e+00,2.379e+00,1.110e+02,1.974e-01,7.814e-02,2.104e+00,4.000e+01,3.584e+01,5.000e-01,2.000e+00,3.973e+01,2.887e+00,5.613e+00,1.295e+01,2.116e+01,0.000e+00,3.059e+01,2.000e-01,5.000e-01,3.738e+01,7.087e+00,2.057e+00,3.022e+01,5.097e+00,0.000e+00,4.029e+01,8.000e-01,1.900e+00,4.292e+01,1.429e+00,9.813e+00,1.166e+01,2.145e+01,0.000e+00,3.70
800,800,5860,-1.387e+02,1.000e-01,4.100e+00,3.405e+00,1.410e+02,5.736e-02,4.961e-02,3.298e+00,1.000e+01,4.639e+01,1.000e-01,2.100e+00,4.936e+01,1.773e+00,1.134e+00,2.652e+01,2.171e+01,0.000e+00,4.080e+01,2.000e-01,3.000e-01,4.756e+01,5.865e+00,2.087e+00,4.239e+01,3.081e+00,0.000e+00,4.541e+01,7.000e-01,2.800e+00,5.089e+01,2.579e+00,7.807e+00,1.314e+01,2.995e+01,0.000e+00,4.70
900,900,6741,-1.394e+02,5.000e-01,3.900e+00,2.025e+00,1.410e+02,8.236e-02,2.194e-02,1.921e+00,1.000e+01,4.349e+01,3.000e-01,2.400e+00,4.758e+01,1.591e+00,3.109e+00,2.027e+01,2.421e+01,0.000e+00,4.366e+01,0.000e+00,1.000e-01,4.723e+01,3.370e+00,0.000e+00,4.622e+01,1.012e+00,0.000e+00,4.582e+01,1.000e+00,2.600e+00,5.042e+01,1.303e+00,1.106e+01,1.191e+01,2.746e+01,0.000e+00,4.70
1000,1000,7672,-1.449e+02,2.000e-01,4.100e+00,6.292e+00,1.500e+02,1.458e-01,2.211e-01,5.925e+00,0.000e+00,4.507e+01,1.000e-01,9.000e-01,5.050e+01,3.628e+00,1.015e+00,4.044e+01,9.045e+00,0.000e+00,4.471e+01,0.000e+00,2.000e-01,5.041e+01,5.300e+00,0.000e+00,4.837e+01,2.034e+00,0.000e+00,4.932e+01,5.000e-01,3.400e+00,5.639e+01,4.668e+00,5.899e+00,1.278e+01,3.772e+01,0.000e+00,5.00
1100,1100,8623,-1.471e+02,1.000e-01,4.400e+00,4.010e+00,1.500e+02,5.164e-02,1.062e-01,3.852e+00,0.000e+00,4.459e+01,1.000e-01,1.000e-01,5.030e+01,5.407e+00,1.005e+00,4.829e+01,1.002e+00,0.000e+00,4.046e+01,0.000e+00,0.000e+00,5.031e+01,9.852e+00,0.000e+00,5.031e+01,0.000e+00,0.000e+00,5.764e+01,1.000e+00,2.500e+00,6.396e+01,3.320e+00,1.327e+01,1.951e+01,3.117e+01,0.000e+00,5.00
1200,1200,9588,-1.489e+02,2.000e-01,4.300e+00,2.294e+00,1.500e+02,4.589e-02,4.550e-02,2.203e+00,0.000e+00,4.646e+01,0.000e+00,2.000e-01,5.016e+01,3.302e+00,0.000e+00,4.815e+01,2.006e+00,0.000e+00,4.039e+01,0.000e+00,1.000e-01,5.017e+01,9.576e+00,0.000e+00,4.916e+01,1.009e+00,0.000e+00,5.716e+01,1.000e+00,2.300e+00,6.197e+01,1.716e+00,1.291e+01,2.115e+01,2.792e+01,0.000e+00,5.00
1300,1300,10535,-1.503e+02,2.000e-01,4.200e+00,9.463e-01,1.500e+02,1.816e-02,1.915e-02,9.090e-01,0.000e+00,4.626e+01,0.000e+00,6.000e-01,5.009e+01,2.625e+00,0.000e+00,4.408e+01,6.004e+00,0.000e+00,4.059e+01,0.000e+00,0.000e+00,5.009e+01,9.505e+00,0.000e+00,5.009e+01,0.000e+00,0.000e+00,5.780e+01,1.000e+00,2.100e+00,6.162e+01,6.114e-01,1.275e+01,2.357e+01,2.530e+01,0.000e+00,5.00
1400,1400,11507,-1.497e+02,1.000e-01,4.300e+00,1.376e+00,1.500e+02,1.698e-02,2.940e-02,1.329e+00,0.000e+00,4.793e+01,0.000e+00,5.000e-01,5.014e+01,1.510e+00,0.000e+00,4.514e+01,5.005e+00,0.000e+00,4.160e+01,0.000e+00,0.000e+00,5.015e+01,8.551e+00,0.000e+00,5.015e+01,0.000e+00,0.000e+00,5.519e+01,9.000e-01,1.800e+00,5.932e+01,9.250e-01,1.110e+01,2.713e+01,2.108e+01,0.000e+00,5.00
1500,1500,12481,-1.399e+02,2.000e-01,4.200e+00,1.192e+00,1.410e+02,3.928e-02,8.501e-03,1.144e+00,1.000e+01,4.476e+01,2.000e-01,2.000e-01,4.716e+01,1.703e+00,2.022e+00,4.314e+01,2.003e+00,0.000e+00,3.832e+01,0.000e+00,2.000e-01,4.712e+01,8.408e+00,0.000e+00,4.511e+01,2.014e+00,0.000e+00,5.243e+01,7.000e-01,1.600e+00,5.640e+01,7.664e-01,8.789e+00,2.861e+01,1.900e+01,0.000e+00,4.70
