episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,1000,-4.016e+00,0.000e+00,0.000e+00,5.182e-02,4.068e+00,0.000e+00,5.182e-02,0.000e+00,0.000e+00,8.160e-01,2.100e+00,1.900e+00,4.068e+00,5.182e-02,1.659e+00,7.775e-01,1.631e+00,0.000e+00,5.00
200,200,2000,-3.251e+00,0.000e+00,0.000e+00,8.656e-03,3.260e+00,0.000e+00,8.656e-03,0.000e+00,0.000e+00,-2.486e-01,1.700e+00,1.900e+00,3.260e+00,8.656e-03,1.048e+00,8.904e-01,1.321e+00,0.000e+00,5.00
300,300,3000,-2.519e+00,0.000e+00,0.000e+00,3.678e-03,2.523e+00,0.000e+00,3.678e-03,0.000e+00,0.000e+00,-6.809e-01,1.500e+00,1.700e+00,2.523e+00,3.678e-03,7.583e-01,8.886e-01,8.759e-01,0.000e+00,5.00
400,400,4000,-1.905e+00,0.000e+00,0.000e+00,1.980e-03,1.907e+00,0.000e+00,1.980e-03,0.000e+00,0.000e+00,-1.895e+00,1.500e+00,1.800e+00,1.907e+00,1.980e-03,5.788e-01,6.141e-01,7.145e-01,0.000e+00,5.00
500,500,5000,-1.436e+00,0.000e+00,0.000e+00,1.230e-03,1.437e+00,0.000e+00,1.230e-03,0.000e+00,0.000e+00,-9.642e-01,1.800e+00,2.100e+00,1.437e+00,1.230e-03,4.921e-01,2.971e-01,6.479e-01,0.000e+00,5.00
600,600,6000,-9.840e-01,0.000e+00,0.000e+00,8.752e-04,9.849e-01,0.000e+00,8.752e-04,0.000e+00,0.000e+00,-2.316e+00,1.900e+00,1.300e+00,9.849e-01,8.752e-04,3.789e-01,3.308e-01,2.751e-01,0.000e+00,5.00
700,700,7000,-6.944e-01,0.000e+00,0.000e+00,5.488e-04,6.949e-01,0.000e+00,5.488e-04,0.000e+00,0.000e+00,-2.806e+00,1.800e+00,1.600e+00,6.949e-01,5.488e-04,2.547e-01,2.093e-01,2.309e-01,0.000e+00,5.00
800,800,8000,-4.719e-01,0.000e+00,0.000e+00,3.673e-04,4.722e-01,0.000e+00,3.673e-04,0.000e+00,0.000e+00,-3.428e+00,1.500e+00,1.300e+00,4.722e-01,3.673e-04,1.528e-01,1.910e-01,1.285e-01,0.000e+00,5.00
900,900,9000,-3.435e-01,0.000e+00,0.000e+00,2.550e-04,3.437e-01,0.000e+00,2.550e-04,0.000e+00,0.000e+00,-2.357e+00,1.600e+00,2.200e+00,3.437e-01,2.550e-04,1.047e-01,7.747e-02,1.616e-01,0.000e+00,5.00
1000,1000,10000,-2.369e-01,0.000e+00,0.000e+00,2.019e-04,2.371e-01,0.000e+00,2.019e-04,0.000e+00,0.000e+00,-3.363e+00,1.800e+00,1.500e+00,2.371e-01,2.019e-04,8.882e-02,7.241e-02,7.585e-02,0.000e+00,5.00
