episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
5500,5500,31007,7.290e+00,8.100e+00,1.000e-01,2.600e+00,3.944e-01,1.205e+00,1.979e-01,1.620e-04,1.964e-01,9.000e+01,6.875e+00,1.841e+00,-9.897e-01,-1.800e+00,1.000e+00,1.200e+00,1.205e+00,3.944e-01,1.199e+00,5.584e-03,6.984e-05,0.000e+00,3.857e+00,-3.435e-01,2.80
6000,6000,33453,8.891e+00,9.400e+00,3.000e-01,1.400e+00,1.389e+00,1.898e+00,5.945e-01,1.966e-01,5.979e-01,1.000e+02,3.873e+00,2.954e+00,-8.910e-01,-1.400e+00,1.100e+00,4.000e-01,1.898e+00,1.389e+00,1.792e+00,6.219e-04,1.057e-01,0.000e+00,1.556e+00,-2.118e-01,1.80
6500,6500,35858,6.295e+00,7.300e+00,2.000e-01,2.300e+00,7.946e-01,1.799e+00,3.973e-01,0.000e+00,3.972e-01,8.000e+01,6.029e+00,2.132e+00,-1.954e-01,-1.200e+00,1.000e+00,1.100e+00,1.799e+00,7.946e-01,1.799e+00,9.381e-05,2.542e-06,0.000e+00,3.343e+00,-1.806e-01,2.50
7000,7000,38255,8.003e+00,9.800e+00,0.000e+00,1.400e+00,1.932e-03,1.799e+00,0.000e+00,7.919e-04,1.140e-03,1.000e+02,3.786e+00,3.181e+00,5.972e-01,-1.200e+00,1.100e+00,4.000e-01,1.799e+00,1.932e-03,1.799e+00,0.000e+00,1.134e-07,0.000e+00,1.029e+00,-7.778e-02,1.50
7500,7500,40626,6.602e+00,7.400e+00,2.000e-01,1.900e+00,7.987e-01,1.597e+00,3.991e-01,0.000e+00,3.996e-01,9.000e+01,5.056e+00,2.258e+00,4.979e-01,-3.000e-01,9.000e-01,9.000e-01,1.597e+00,7.987e-01,1.399e+00,1.972e-01,5.815e-07,0.000e+00,2.729e+00,1.123e-01,2.10
8000,8000,42909,6.976e+00,8.500e+00,1.000e-01,1.900e+00,7.280e-01,2.252e+00,1.998e-01,5.435e-02,4.738e-01,9.000e+01,5.201e+00,2.549e+00,2.368e-02,-1.500e+00,1.100e+00,7.000e-01,2.252e+00,7.280e-01,2.199e+00,3.494e-04,5.237e-02,0.000e+00,2.244e+00,-2.372e-01,2.10
8500,8500,45126,7.650e+00,7.400e+00,3.000e-01,1.300e+00,1.372e+00,1.123e+00,5.997e-01,3.604e-01,4.124e-01,1.000e+02,3.656e+00,2.035e+00,6.502e-01,9.000e-01,1.000e+00,6.000e-01,1.123e+00,1.372e+00,1.123e+00,5.163e-07,3.389e-09,0.000e+00,1.801e+00,5.445e-01,1.80
9000,9000,47204,8.874e+00,8.500e+00,1.000e-01,1.900e+00,1.576e+00,1.202e+00,1.999e-01,3.878e-01,9.884e-01,9.000e+01,5.144e+00,2.653e+00,-1.874e+00,-1.500e+00,9.000e-01,1.100e+00,1.202e+00,1.576e+00,1.200e+00,2.526e-03,5.320e-06,0.000e+00,3.197e+00,-1.998e-01,2.20
9500,9500,49274,5.401e+00,6.400e+00,2.000e-01,1.900e+00,6.012e-01,1.600e+00,3.997e-01,0.000e+00,2.015e-01,8.000e+01,4.943e+00,2.312e+00,7.990e-01,-2.000e-01,8.000e-01,1.000e+00,1.600e+00,6.012e-01,1.600e+00,6.785e-04,1.099e-06,0.000e+00,2.958e+00,6.264e-02,2.10
10000,10000,51219,8.514e+00,9.400e+00,2.000e-01,1.300e+00,1.719e+00,2.604e+00,3.999e-01,3.293e-01,9.896e-01,1.000e+02,3.887e+00,2.987e+00,-4.144e-01,-1.300e+00,1.400e+00,1.000e-01,2.604e+00,1.719e+00,2.599e+00,5.602e-03,1.874e-07,0.000e+00,5.330e-01,-1.865e-01,1.70
10500,10500,53400,7.213e+00,8.400e+00,3.000e-01,1.300e+00,1.010e+00,2.198e+00,5.994e-01,9.331e-03,4.017e-01,1.000e+02,3.757e+00,2.503e+00,9.874e-01,-2.000e-01,1.200e+00,2.000e-01,2.198e+00,1.010e+00,2.198e+00,5.315e-05,8.559e-08,0.000e+00,9.855e-01,1.458e-01,1.70
11000,11000,55732,8.688e+00,8.500e+00,2.000e-01,1.200e+00,2.587e+00,2.399e+00,3.997e-01,9.880e-01,1.199e+00,1.000e+02,3.957e+00,2.344e+00,-4.876e-01,-3.000e-01,1.300e+00,5.000e-01,2.399e+00,2.587e+00,2.399e+00,5.810e-11,1.430e-07,0.000e+00,1.527e+00,5.753e-02,1.90
11500,11500,58191,5.797e+00,6.200e+00,3.000e-01,2.300e+00,1.197e+00,1.600e+00,5.995e-01,1.983e-01,3.991e-01,8.000e+01,7.029e+00,1.661e+00,-2.973e-01,-7.000e-01,1.100e+00,1.700e+00,1.600e+00,1.197e+00,1.600e+00,7.970e-06,6.233e-07,0.000e+00,4.743e+00,8.914e-02,3.00
12000,12000,60804,3.131e+00,3.100e+00,5.000e-01,2.000e+00,1.631e+00,1.600e+00,9.995e-01,3.126e-02,5.998e-01,6.000e+01,6.186e+00,1.137e+00,8.692e-01,9.000e-01,8.000e-01,2.000e+00,1.600e+00,1.631e+00,1.600e+00,1.098e-05,5.355e-07,0.000e+00,5.429e+00,5.104e-01,3.00
12500,12500,63543,3.897e+00,4.100e+00,4.000e-01,2.200e+00,1.005e+00,1.208e+00,7.996e-01,5.461e-03,1.999e-01,8.000e+01,6.105e+00,8.733e-01,2.003e+00,1.800e+00,6.000e-01,2.200e+00,1.208e+00,1.005e+00,1.199e+00,1.561e-06,8.953e-03,0.000e+00,5.788e+00,8.386e-01,2.90
13000,13000,66408,1.900e+00,9.000e-01,7.000e-01,1.200e+00,1.402e+00,4.010e-01,1.399e+00,2.438e-03,5.056e-09,9.000e+01,3.600e+00,4.395e-01,5.200e+00,6.200e+00,2.000e-01,2.100e+00,4.010e-01,1.402e+00,4.000e-01,0.000e+00,1.035e-03,0.000e+00,5.401e+00,1.481e+00,2.30
13500,13500,69236,1.400e+00,0.000e+00,8.000e-01,1.100e+00,1.800e+00,4.007e-01,1.599e+00,9.415e-04,2.000e-01,8.000e+01,3.143e+00,1.153e-01,5.100e+00,6.500e+00,2.000e-01,1.900e+00,4.007e-01,1.800e+00,4.000e-01,0.000e+00,6.964e-04,0.000e+00,4.886e+00,2.279e+00,2.10
14000,14000,71896,-1.030e-01,1.000e-01,4.000e-01,2.200e+00,9.970e-01,1.200e+00,7.998e-01,1.971e-01,2.079e-04,5.000e+01,6.714e+00,3.497e-01,3.503e+00,3.300e+00,2.000e-01,2.800e+00,1.200e+00,9.970e-01,4.000e-01,0.000e+00,8.000e-01,0.000e+00,7.369e+00,1.508e+00,3.00
14500,14500,74645,7.984e-01,0.000e+00,6.000e-01,2.000e+00,1.999e+00,1.201e+00,1.200e+00,0.000e+00,7.992e-01,6.000e+01,5.715e+00,3.531e-01,3.602e+00,4.400e+00,2.000e-01,2.400e+00,1.201e+00,1.999e+00,4.000e-01,0.000e+00,8.006e-01,0.000e+00,6.742e+00,1.909e+00,2.60
15000,15000,77419,-1.002e-01,-3.000e-01,4.000e-01,2.900e+00,1.600e+00,1.400e+00,7.999e-01,2.080e-04,7.999e-01,4.000e+01,8.343e+00,8.711e-02,1.800e+00,2.000e+00,2.000e-01,3.100e+00,1.400e+00,1.600e+00,4.000e-01,1.999e-01,8.005e-01,0.000e+00,8.800e+00,1.019e+00,3.50
15500,15500,79992,9.995e-02,-1.300e+00,9.000e-01,1.300e+00,2.400e+00,1.000e+00,1.800e+00,3.109e-04,6.000e-01,7.000e+01,4.243e+00,-2.740e-01,4.900e+00,6.300e+00,1.000e-01,2.300e+00,1.000e+00,2.400e+00,2.000e-01,1.998e-01,6.003e-01,0.000e+00,6.557e+00,2.051e+00,2.50
16000,16000,82675,1.500e+00,1.100e+00,4.000e-01,2.500e+00,7.999e-01,4.002e-01,7.999e-01,6.554e-05,1.797e-10,6.000e+01,6.557e+00,7.264e-01,2.900e+00,3.300e+00,2.000e-01,2.800e+00,4.002e-01,7.999e-01,4.000e-01,0.000e+00,2.336e-04,0.000e+00,7.200e+00,1.206e+00,3.00
16500,16500,85328,-1.801e-04,-1.000e+00,5.000e-01,2.300e+00,1.000e+00,1.688e-04,9.999e-01,9.282e-05,1.027e-10,5.000e+01,6.300e+00,-1.184e-01,3.400e+00,4.400e+00,0.000e+00,3.100e+00,1.688e-04,1.000e+00,0.000e+00,0.000e+00,1.688e-04,0.000e+00,7.972e+00,1.692e+00,3.10
17000,17000,87909,9.998e-01,-1.000e+00,1.000e+00,0.000e+00,2.000e+00,6.061e-05,2.000e+00,1.337e-05,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,7.900e+00,9.900e+00,0.000e+00,1.100e+00,6.061e-05,2.000e+00,0.000e+00,0.000e+00,6.061e-05,0.000e+00,2.829e+00,3.675e+00,1.10
17500,17500,90260,2.996e-01,1.000e-01,7.000e-01,1.000e+00,1.400e+00,1.200e+00,1.400e+00,1.016e-05,2.956e-06,8.000e+01,3.271e+00,3.753e-01,6.400e+00,6.600e+00,2.000e-01,1.600e+00,1.200e+00,1.400e+00,4.000e-01,0.000e+00,8.004e-01,0.000e+00,4.114e+00,2.695e+00,1.80
18000,18000,92685,-9.003e-01,-1.500e+00,1.000e+00,1.200e+00,2.600e+00,2.000e+00,2.000e+00,1.955e-05,6.000e-01,8.000e+01,4.557e+00,-1.825e-01,6.700e+00,7.300e+00,3.000e-01,2.200e+00,2.000e+00,2.600e+00,6.000e-01,0.000e+00,1.400e+00,0.000e+00,6.171e+00,2.271e+00,2.50
18500,18500,95051,2.300e+00,1.100e+00,8.000e-01,4.000e-01,1.600e+00,4.001e-01,1.600e+00,1.666e-06,9.102e-12,1.000e+02,1.157e+00,4.889e-01,6.500e+00,7.700e+00,2.000e-01,1.100e+00,4.001e-01,1.600e+00,4.000e-01,0.000e+00,1.364e-04,0.000e+00,2.829e+00,3.085e+00,1.30
19000,19000,97427,1.500e+00,1.000e-01,8.000e-01,6.000e-01,1.600e+00,2.001e-01,1.600e+00,0.000e+00,4.141e-12,9.000e+01,1.543e+00,3.811e-01,6.400e+00,7.800e+00,1.000e-01,1.300e+00,2.001e-01,1.600e+00,2.000e-01,0.000e+00,7.724e-05,0.000e+00,3.343e+00,3.103e+00,1.40
19500,19500,99580,9.974e-02,-1.300e+00,8.000e-01,1.800e+00,2.400e+00,1.000e+00,1.600e+00,8.871e-06,7.999e-01,7.000e+01,5.714e+00,-2.147e-01,4.700e+00,6.100e+00,1.000e-01,2.800e+00,1.000e+00,2.400e+00,2.000e-01,2.555e-05,8.001e-01,0.000e+00,7.900e+00,1.642e+00,3.00
20000,20000,101730,4.999e-01,-1.100e+00,1.000e+00,6.000e-01,2.000e+00,4.001e-01,2.000e+00,0.000e+00,2.580e-12,9.000e+01,1.543e+00,-8.556e-02,7.100e+00,8.700e+00,1.000e-01,1.500e+00,4.001e-01,2.000e+00,2.000e-01,0.000e+00,2.001e-01,0.000e+00,3.914e+00,3.176e+00,1.60
20500,20500,103901,6.999e-01,-1.100e+00,9.000e-01,9.000e-01,1.800e+00,4.531e-05,1.800e+00,0.000e+00,4.607e-12,9.000e+01,2.314e+00,-2.722e-02,7.000e+00,8.800e+00,0.000e+00,1.800e+00,4.531e-05,1.800e+00,0.000e+00,0.000e+00,4.531e-05,0.000e+00,4.629e+00,3.173e+00,1.80
21000,21000,105960,7.999e-01,-1.000e+00,9.000e-01,5.000e-01,1.800e+00,3.887e-05,1.800e+00,0.000e+00,1.905e-12,9.000e+01,1.286e+00,-7.778e-03,7.100e+00,8.900e+00,0.000e+00,1.400e+00,3.887e-05,1.800e+00,0.000e+00,0.000e+00,3.887e-05,0.000e+00,3.600e+00,3.492e+00,1.40
21500,21500,107992,-7.999e-01,-1.000e+00,8.000e-01,1.400e+00,1.600e+00,1.400e+00,1.600e+00,9.340e-07,4.101e-07,7.000e+01,4.300e+00,-2.134e-02,6.400e+00,6.600e+00,1.000e-01,2.100e+00,1.400e+00,1.600e+00,2.000e-01,1.999e-01,1.000e+00,0.000e+00,5.586e+00,2.524e+00,2.30
22000,22000,110030,5.000e-01,-1.100e+00,8.000e-01,9.000e-01,1.600e+00,3.592e-07,1.600e+00,4.470e-08,2.487e-12,8.000e+01,2.443e+00,-2.506e-02,6.200e+00,7.800e+00,0.000e+00,1.800e+00,3.592e-07,1.600e+00,0.000e+00,0.000e+00,3.592e-07,0.000e+00,4.629e+00,3.096e+00,1.80
22500,22500,112042,1.900e+00,-1.000e-01,8.000e-01,1.200e+00,2.200e+00,2.000e-01,1.600e+00,3.379e-05,6.000e-01,8.000e+01,3.343e+00,9.498e-03,4.500e+00,6.500e+00,1.000e-01,2.000e+00,2.000e-01,2.200e+00,2.000e-01,7.261e-05,9.511e-07,0.000e+00,5.443e+00,2.468e+00,2.20
23000,23000,114018,6.000e-01,-1.000e+00,8.000e-01,1.000e+00,1.600e+00,3.597e-08,1.600e+00,0.000e+00,6.626e-11,8.000e+01,2.571e+00,-1.556e-02,6.200e+00,7.800e+00,0.000e+00,1.800e+00,3.597e-08,1.600e+00,0.000e+00,0.000e+00,3.597e-08,0.000e+00,4.629e+00,3.096e+00,1.80
23500,23500,115941,1.000e+00,-1.000e+00,1.000e+00,0.000e+00,2.000e+00,2.544e-13,2.000e+00,6.942e-06,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,7.900e+00,9.900e+00,0.000e+00,1.100e+00,2.544e-13,2.000e+00,0.000e+00,0.000e+00,2.544e-13,0.000e+00,2.829e+00,3.675e+00,1.10
24000,24000,117790,6.000e-01,-1.000e+00,8.000e-01,1.000e+00,1.600e+00,2.323e-13,1.600e+00,3.941e-06,4.522e-11,8.000e+01,2.700e+00,-9.333e-02,6.100e+00,7.700e+00,0.000e+00,1.900e+00,2.323e-13,1.600e+00,0.000e+00,0.000e+00,2.323e-13,0.000e+00,4.886e+00,2.882e+00,1.90
24500,24500,119625,2.100e+00,-1.000e-01,8.000e-01,1.100e+00,2.400e+00,2.001e-01,1.600e+00,3.168e-06,8.000e-01,8.000e+01,3.186e+00,9.211e-02,4.300e+00,6.500e+00,2.000e-01,1.800e+00,2.001e-01,2.400e+00,2.001e-01,0.000e+00,3.814e-08,0.000e+00,5.200e+00,2.663e+00,2.00
25000,25000,121348,8.000e-01,-1.000e+00,9.000e-01,5.000e-01,1.800e+00,2.447e-13,1.800e+00,0.000e+00,1.752e-11,9.000e+01,1.286e+00,-7.778e-03,7.100e+00,8.900e+00,0.000e+00,1.400e+00,2.447e-13,1.800e+00,0.000e+00,0.000e+00,2.447e-13,0.000e+00,3.600e+00,3.492e+00,1.40
