episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.892e+00,7.403e-01,-9.000e-01,-2.051e+00,7.403e-01,1.892e+00,-1.920e+00,-7.685e-01
2000,2000,20000,2.992e+00,6.821e-02,-3.200e-01,-3.243e+00,6.821e-02,2.992e+00,-2.360e+00,5.634e-01
3000,3000,30000,2.994e+00,8.592e-01,-3.600e-01,-2.495e+00,8.592e-01,2.994e+00,-2.280e+00,-1.448e-01
4000,4000,40000,2.974e+00,3.495e-02,-3.400e-01,-3.279e+00,3.495e-02,2.974e+00,-2.320e+00,6.192e-01
5000,5000,50000,3.929e-01,2.427e-01,-4.000e-02,-1.902e-01,2.427e-01,3.929e-01,-2.920e+00,-2.770e+00
6000,6000,60000,2.610e-02,5.688e-02,-2.000e-02,1.077e-02,5.688e-02,2.610e-02,-2.960e+00,-2.991e+00
7000,7000,70000,8.797e-03,1.732e-03,0.000e+00,-7.065e-03,1.732e-03,8.797e-03,-3.000e+00,-2.993e+00
8000,8000,80000,2.691e-03,1.291e-02,-2.000e-02,-9.777e-03,1.291e-02,2.691e-03,-2.960e+00,-2.970e+00
9000,9000,90000,1.479e-03,2.939e-04,0.000e+00,-1.185e-03,2.939e-04,1.479e-03,-3.000e+00,-2.999e+00
10000,10000,100000,1.009e-03,1.234e-04,0.000e+00,-8.860e-04,1.234e-04,1.009e-03,-3.000e+00,-2.999e+00
11000,11000,110000,2.162e+00,1.180e-03,-2.000e-02,-2.181e+00,1.180e-03,2.162e+00,-2.960e+00,-7.994e-01
12000,12000,120000,2.442e+00,3.188e-05,0.000e+00,-2.442e+00,3.188e-05,2.442e+00,-3.000e+00,-5.576e-01
13000,13000,130000,8.537e-02,2.344e-05,0.000e+00,-8.535e-02,2.344e-05,8.537e-02,-3.000e+00,-2.915e+00
14000,14000,140000,5.843e-02,1.714e-05,0.000e+00,-5.841e-02,1.714e-05,5.843e-02,-3.000e+00,-2.942e+00
15000,15000,150000,5.805e-01,6.319e-06,0.000e+00,-5.805e-01,6.319e-06,5.805e-01,-3.000e+00,-2.420e+00
16000,16000,160000,6.034e-01,5.886e-06,-4.000e-02,-6.434e-01,5.886e-06,6.034e-01,-2.980e+00,-2.377e+00
17000,17000,170000,2.815e+00,7.407e-07,0.000e+00,-2.815e+00,7.407e-07,2.815e+00,-3.000e+00,-1.845e-01
18000,18000,180000,6.572e-01,2.806e-07,-8.000e-02,-7.372e-01,2.806e-07,6.572e-01,-2.960e+00,-2.303e+00
19000,19000,190000,2.968e+00,4.673e-06,-2.000e-02,-2.988e+00,4.673e-06,2.968e+00,-2.960e+00,8.180e-03
20000,20000,200000,2.856e+00,1.121e-01,-3.800e-01,-3.124e+00,1.121e-01,2.856e+00,-2.300e+00,4.436e-01
21000,21000,210000,2.667e+00,2.760e-04,-4.200e-01,-3.086e+00,2.760e-04,2.667e+00,-2.160e+00,5.063e-01
22000,22000,220000,2.750e+00,2.843e-03,-5.600e-01,-3.308e+00,2.843e-03,2.750e+00,-1.880e+00,8.677e-01
23000,23000,230000,2.987e+00,5.885e-04,-1.000e+00,-3.987e+00,5.885e-04,2.987e+00,-1.000e+00,1.987e+00
24000,24000,240000,2.992e+00,1.965e-04,-1.000e+00,-3.992e+00,1.965e-04,2.992e+00,-1.000e+00,1.992e+00
25000,25000,250000,2.973e+00,8.533e-05,-1.000e+00,-3.973e+00,8.533e-05,2.973e+00,-1.000e+00,1.973e+00
26000,26000,260000,2.989e+00,4.204e-05,-1.000e+00,-3.989e+00,4.204e-05,2.989e+00,-1.000e+00,1.989e+00
27000,27000,270000,2.975e+00,2.234e-05,-1.000e+00,-3.975e+00,2.234e-05,2.975e+00,-1.000e+00,1.975e+00
28000,28000,280000,1.159e+00,1.222e-05,-1.000e+00,-2.159e+00,1.222e-05,1.159e+00,-1.000e+00,1.590e-01
29000,29000,290000,7.795e-01,6.737e-06,-1.000e+00,-1.780e+00,6.737e-06,7.795e-01,-1.000e+00,-2.205e-01
30000,30000,300000,8.092e-01,3.837e-06,-1.000e+00,-1.809e+00,3.837e-06,8.092e-01,-1.000e+00,-1.908e-01
