episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,-5.000e+00,2.387e+00,-1.460e+00,5.927e+00,2.387e+00,-5.000e+00,-1.040e+00,-8.427e+00
2000,2000,20000,-5.000e+00,2.993e+00,-2.360e+00,5.633e+00,2.993e+00,-5.000e+00,-3.200e-01,-8.313e+00
3000,3000,30000,-5.000e+00,2.995e+00,-2.760e+00,5.235e+00,2.995e+00,-5.000e+00,-1.200e-01,-8.115e+00
4000,4000,40000,-5.000e+00,2.982e+00,-3.000e+00,4.982e+00,2.982e+00,-5.000e+00,0.000e+00,-7.982e+00
5000,5000,50000,-5.000e+00,1.946e+00,-3.000e+00,3.946e+00,1.946e+00,-5.000e+00,0.000e+00,-6.946e+00
6000,6000,60000,-5.000e+00,5.281e-02,-3.000e+00,2.053e+00,5.281e-02,-5.000e+00,0.000e+00,-5.053e+00
7000,7000,70000,-5.000e+00,2.163e-02,-2.960e+00,2.062e+00,2.163e-02,-5.000e+00,-2.000e-02,-5.042e+00
8000,8000,80000,-5.000e+00,1.968e+00,-3.000e+00,3.968e+00,1.968e+00,-5.000e+00,0.000e+00,-6.968e+00
9000,9000,90000,-5.000e+00,2.323e+00,-3.000e+00,4.323e+00,2.323e+00,-5.000e+00,0.000e+00,-7.323e+00
10000,10000,100000,-5.000e+00,2.341e+00,-3.000e+00,4.341e+00,2.341e+00,-5.000e+00,0.000e+00,-7.341e+00
11000,11000,110000,-5.000e+00,1.982e+00,-3.000e+00,3.982e+00,1.982e+00,-5.000e+00,0.000e+00,-6.982e+00
12000,12000,120000,-5.000e+00,2.014e+00,-3.000e+00,4.014e+00,2.014e+00,-5.000e+00,0.000e+00,-7.014e+00
13000,13000,130000,-5.000e+00,2.105e+00,-3.000e+00,4.105e+00,2.105e+00,-5.000e+00,0.000e+00,-7.105e+00
14000,14000,140000,-5.000e+00,2.130e+00,-3.000e+00,4.130e+00,2.130e+00,-5.000e+00,0.000e+00,-7.130e+00
15000,15000,150000,-5.000e+00,2.697e+00,-3.000e+00,4.697e+00,2.697e+00,-5.000e+00,0.000e+00,-7.697e+00
16000,16000,160000,-5.000e+00,2.545e+00,-3.000e+00,4.545e+00,2.545e+00,-5.000e+00,0.000e+00,-7.545e+00
17000,17000,170000,-5.000e+00,3.978e-01,-3.000e+00,2.398e+00,3.978e-01,-5.000e+00,0.000e+00,-5.398e+00
18000,18000,180000,-5.000e+00,4.112e-01,-3.000e+00,2.411e+00,4.112e-01,-5.000e+00,0.000e+00,-5.411e+00
19000,19000,190000,-5.000e+00,2.415e-01,-3.000e+00,2.242e+00,2.415e-01,-5.000e+00,0.000e+00,-5.242e+00
20000,20000,200000,-5.000e+00,1.527e-01,-3.000e+00,2.153e+00,1.527e-01,-5.000e+00,0.000e+00,-5.153e+00
