episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,571,-8.343e+01,6.000e-01,2.400e+00,7.767e+00,9.600e+01,1.535e+00,5.222e-01,5.710e+00,9.000e+01,2.452e+01,1.100e+00,7.000e-01,3.621e+01,9.486e+00,1.252e+01,1.582e+01,7.874e+00,0.000e+00,2.738e+01,9.000e-01,1.400e+00,3.541e+01,1.013e+01,1.001e+01,1.001e+01,1.539e+01,0.000e+00,3.544e+01,1.400e+00,4.000e-01,3.972e+01,3.484e+00,1.756e+01,1.724e+01,4.925e+00,0.000e+00,3.20
200,200,1199,-8.588e+01,2.000e-01,2.800e+00,1.302e+01,1.050e+02,6.907e-01,1.712e+00,1.062e+01,7.000e+01,2.919e+01,1.000e+00,1.600e+00,3.908e+01,8.286e+00,1.123e+01,1.004e+01,1.781e+01,0.000e+00,2.288e+01,1.700e+00,6.000e-01,3.629e+01,1.111e+01,1.773e+01,1.237e+01,6.183e+00,0.000e+00,3.711e+01,7.000e-01,1.000e+00,4.103e+01,5.023e+00,8.316e+00,2.105e+01,1.167e+01,0.000e+00,3.50
300,300,1836,-8.658e+01,3.000e-01,2.700e+00,8.416e+00,9.900e+01,7.481e-01,8.088e-01,6.859e+00,6.000e+01,3.023e+01,9.000e-01,1.400e+00,3.617e+01,5.243e+00,9.945e+00,1.098e+01,1.524e+01,0.000e+00,2.531e+01,1.000e+00,9.000e-01,3.403e+01,8.229e+00,1.047e+01,1.436e+01,9.210e+00,0.000e+00,3.185e+01,1.000e+00,7.000e-01,3.611e+01,2.261e+00,1.113e+01,1.748e+01,7.504e+00,0.000e+00,3.30
400,400,2541,-9.968e+01,3.000e-01,3.100e+00,4.622e+00,1.080e+02,3.924e-01,2.972e-01,3.932e+00,6.000e+01,3.477e+01,4.000e-01,2.200e+00,3.745e+01,3.777e+00,4.173e+00,1.045e+01,2.282e+01,0.000e+00,3.215e+01,1.300e+00,9.000e-01,3.697e+01,3.413e+00,1.351e+01,1.430e+01,9.154e+00,0.000e+00,3.456e+01,9.000e-01,4.000e-01,3.686e+01,7.002e-01,9.306e+00,2.345e+01,4.095e+00,0.000e+00,3.60
500,500,3270,-1.234e+02,2.000e-01,3.700e+00,2.735e+00,1.290e+02,1.445e-01,3.284e-01,2.262e+00,5.000e+01,4.012e+01,6.000e-01,2.600e+00,4.378e+01,2.156e+00,6.139e+00,1.124e+01,2.639e+01,0.000e+00,3.890e+01,1.300e+00,1.600e+00,4.343e+01,1.526e+00,1.323e+01,1.409e+01,1.611e+01,0.000e+00,4.294e+01,3.000e-01,4.000e-01,4.321e+01,4.676e-01,3.033e+00,3.616e+01,4.018e+00,0.000e+00,4.30
600,600,3992,-1.326e+02,3.000e-01,3.800e+00,1.642e+00,1.350e+02,1.543e-01,1.855e-01,1.302e+00,2.000e+01,4.227e+01,9.000e-01,2.100e+00,4.595e+01,1.082e+00,9.369e+00,1.529e+01,2.129e+01,0.000e+00,4.251e+01,9.000e-01,1.800e+00,4.523e+01,1.216e+00,9.128e+00,1.806e+01,1.805e+01,0.000e+00,4.278e+01,4.000e-01,8.000e-01,4.516e+01,6.821e-01,4.026e+00,3.310e+01,8.032e+00,0.000e+00,4.50
700,700,4848,-1.431e+02,5.000e-01,4.100e+00,1.382e+00,1.440e+02,1.693e-01,6.098e-02,1.151e+00,1.000e+01,4.522e+01,5.000e-01,2.600e+00,4.936e+01,8.369e-01,5.308e+00,1.743e+01,2.662e+01,0.000e+00,4.488e+01,5.000e-01,1.000e+00,4.824e+01,1.263e+00,5.112e+00,3.310e+01,1.003e+01,0.000e+00,4.562e+01,4.000e-01,6.000e-01,4.821e+01,1.090e+00,4.046e+00,3.813e+01,6.033e+00,0.000e+00,4.80
800,800,5711,-1.386e+02,2.000e-01,4.300e+00,1.645e+00,1.410e+02,7.438e-02,6.954e-02,1.501e+00,2.000e+01,4.532e+01,3.000e-01,2.500e+00,4.809e+01,1.069e+00,3.153e+00,1.939e+01,2.555e+01,0.000e+00,4.434e+01,8.000e-01,9.000e-01,4.743e+01,1.391e+00,8.185e+00,3.018e+01,9.064e+00,0.000e+00,4.509e+01,3.000e-01,4.000e-01,4.735e+01,1.052e+00,3.057e+00,4.025e+01,4.035e+00,0.000e+00,4.70
900,900,6581,-1.281e+02,5.000e-01,3.500e+00,1.270e+00,1.290e+02,1.490e-01,6.935e-02,1.051e+00,2.000e+01,4.233e+01,2.000e-01,2.100e+00,4.352e+01,8.976e-01,2.051e+00,2.024e+01,2.123e+01,0.000e+00,4.014e+01,1.000e+00,2.000e-01,4.326e+01,1.014e+00,1.017e+01,3.108e+01,2.009e+00,0.000e+00,4.156e+01,3.000e-01,7.000e-01,4.336e+01,4.964e-01,3.071e+00,3.319e+01,7.093e+00,0.000e+00,4.30
1000,1000,7522,-1.495e+02,2.000e-01,4.500e+00,6.954e-01,1.500e+02,2.031e-02,2.565e-02,6.495e-01,1.000e+01,4.635e+01,3.000e-01,2.700e+00,5.028e+01,6.287e-01,3.068e+00,2.011e+01,2.710e+01,0.000e+00,4.679e+01,7.000e-01,1.000e+00,5.010e+01,1.015e+00,7.059e+00,3.303e+01,1.001e+01,0.000e+00,4.907e+01,6.000e-01,8.000e-01,5.078e+01,2.141e-01,6.257e+00,3.634e+01,8.183e+00,0.000e+00,5.00
