episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,614,1.573e+00,5.000e-01,1.300e+00,5.348e+00,5.276e+00,1.053e+00,1.932e+00,2.364e+00,9.000e+01,1.940e+00,9.000e-01,1.100e+00,8.615e+00,6.275e+00,3.001e+00,2.124e+00,3.491e+00,0.000e+00,-6.983e+00,1.200e+00,1.200e+00,2.961e+00,7.644e+00,1.493e+00,2.972e-01,1.171e+00,0.000e+00,7.371e+00,4.000e-01,1.400e+00,8.139e+00,5.868e+00,1.201e+00,2.541e+00,4.396e+00,0.000e+00,2.70
200,200,1265,4.500e-01,8.000e-01,9.000e-01,3.418e+00,4.368e+00,1.210e+00,9.863e-01,1.222e+00,1.000e+02,8.263e-01,1.300e+00,8.000e-01,6.027e+00,5.701e+00,3.395e+00,9.342e-01,1.698e+00,0.000e+00,1.770e+00,1.000e+00,8.000e-01,3.507e+00,4.437e+00,1.720e+00,9.016e-01,8.854e-01,0.000e+00,2.253e+00,7.000e-01,6.000e-01,5.405e+00,3.852e+00,1.847e+00,2.508e+00,1.051e+00,0.000e+00,2.50
300,300,1880,-5.836e-01,3.000e-01,2.000e+00,5.247e+00,6.131e+00,7.628e-01,2.223e+00,2.261e+00,5.000e+01,2.281e+00,6.000e-01,2.200e+00,1.011e+01,7.131e+00,2.087e+00,2.239e+00,5.786e+00,0.000e+00,-1.910e+00,1.200e+00,1.200e+00,4.041e+00,4.952e+00,2.099e+00,9.651e-01,9.775e-01,0.000e+00,-2.871e-01,3.000e-01,1.900e+00,4.918e+00,6.105e+00,5.480e-01,1.741e+00,2.628e+00,0.000e+00,3.50
400,400,2501,-1.560e+00,2.000e-01,2.200e+00,3.543e+00,4.803e+00,2.763e-01,1.437e+00,1.830e+00,6.000e+01,1.141e+00,8.000e-01,1.900e+00,5.166e+00,4.725e+00,1.466e+00,1.399e+00,2.301e+00,0.000e+00,-4.884e-01,1.400e+00,1.300e+00,2.749e+00,1.837e+00,1.705e+00,4.104e-01,6.337e-01,0.000e+00,-1.926e-01,7.000e-01,1.400e+00,2.881e+00,2.973e+00,8.160e-01,1.028e+00,1.037e+00,0.000e+00,3.60
500,500,3137,-1.873e+00,4.000e-01,1.800e+00,1.779e+00,4.452e+00,2.686e-01,9.093e-01,6.014e-01,6.000e+01,-9.695e-01,8.000e-01,2.000e+00,4.694e+00,5.463e+00,1.457e+00,1.115e+00,2.123e+00,0.000e+00,-1.697e+00,1.400e+00,1.300e+00,3.063e+00,2.260e+00,2.205e+00,3.339e-01,5.240e-01,0.000e+00,2.140e+00,7.000e-01,1.700e+00,5.200e+00,2.560e+00,1.441e+00,1.689e+00,2.069e+00,0.000e+00,3.60
600,600,3761,-2.920e+00,7.000e-01,2.100e+00,2.207e+00,4.427e+00,8.627e-01,5.758e-01,7.690e-01,6.000e+01,-5.073e-01,7.000e-01,2.400e+00,3.865e+00,6.672e+00,1.192e+00,6.306e-01,2.042e+00,0.000e+00,3.581e-01,1.400e+00,1.600e+00,4.119e+00,2.161e+00,3.333e+00,1.607e-01,6.252e-01,0.000e+00,4.269e+00,4.000e-01,2.500e+00,5.327e+00,2.258e+00,1.128e+00,1.288e+00,2.910e+00,0.000e+00,3.70
700,700,4411,-3.716e+00,6.000e-01,1.900e+00,7.147e-01,3.230e+00,3.342e-01,1.503e-01,2.303e-01,6.000e+01,1.344e+00,1.100e+00,1.500e+00,4.246e+00,1.802e+00,1.972e+00,1.066e+00,1.207e+00,0.000e+00,9.461e-01,1.000e+00,1.000e+00,2.242e+00,1.496e+00,1.993e+00,1.797e-01,6.939e-02,0.000e+00,2.258e-01,3.000e-01,2.100e+00,1.169e+00,1.843e+00,4.412e-01,3.999e-01,3.277e-01,0.000e+00,3.40
800,800,5056,-2.538e+00,2.000e-01,2.300e+00,9.387e-01,5.877e+00,1.796e-01,3.369e-01,4.222e-01,7.000e+01,1.010e+00,1.100e+00,1.900e+00,4.490e+00,4.880e+00,2.250e+00,2.697e-01,1.971e+00,0.000e+00,-4.690e-01,1.300e+00,1.200e+00,4.090e+00,3.159e+00,3.321e+00,3.115e-01,4.579e-01,0.000e+00,5.497e+00,7.000e-01,1.900e+00,6.576e+00,2.179e+00,2.604e+00,1.429e+00,2.542e+00,0.000e+00,3.30
900,900,5706,-5.922e+00,4.000e-01,2.400e+00,1.312e+00,8.734e+00,3.098e-01,4.858e-01,5.161e-01,6.000e+01,-1.179e+00,8.000e-01,2.500e+00,3.964e+00,6.642e+00,1.724e+00,2.123e-01,2.027e+00,0.000e+00,3.354e-01,1.400e+00,1.100e+00,7.177e+00,4.442e+00,5.693e+00,8.566e-01,6.273e-01,0.000e+00,6.065e+00,9.000e-01,1.600e+00,9.983e+00,2.618e+00,4.630e+00,2.398e+00,2.955e+00,0.000e+00,3.50
1000,1000,6385,2.763e+00,5.000e-01,2.300e+00,2.246e+00,2.683e+00,6.204e-01,4.420e-01,1.184e+00,7.000e+01,1.235e+00,9.000e-01,1.500e+00,4.156e+00,2.021e+00,2.067e+00,1.149e+00,9.397e-01,0.000e+00,-2.659e+00,1.200e+00,1.100e+00,1.742e+00,1.901e+00,1.649e+00,4.494e-02,4.785e-02,0.000e+00,-1.387e-01,5.000e-01,2.400e+00,1.073e+00,2.611e+00,1.016e+00,1.140e-02,4.536e-02,0.000e+00,3.30
