episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
100,100,802,-4.564e+00,1.300e+00,6.000e-01,5.460e+00,7.724e+00,1.885e+00,2.723e+00,8.519e-01,3.000e+01,-2.922e+00,1.100e+00,1.600e+00,6.913e+00,8.234e+00,1.949e+00,2.095e+00,2.869e+00,0.000e+00,3.486e+00,5.000e-01,2.500e+00,9.202e+00,5.617e+00,8.789e-01,1.937e+00,6.386e+00,0.000e+00,4.00
200,200,1571,-5.343e+00,1.200e+00,1.500e+00,3.163e+00,6.005e+00,1.146e+00,8.098e-01,1.207e+00,4.000e+01,-1.255e+00,1.300e+00,1.700e+00,5.628e+00,5.583e+00,2.178e+00,1.092e+00,2.358e+00,0.000e+00,4.398e+00,5.000e-01,3.000e+00,6.885e+00,4.087e+00,8.141e-01,4.921e-01,5.579e+00,0.000e+00,4.00
300,300,2376,-2.619e+00,1.800e+00,1.200e+00,3.013e+00,3.632e+00,1.672e+00,6.730e-01,6.680e-01,5.000e+01,-4.996e+00,1.400e+00,1.300e+00,2.503e+00,5.499e+00,1.231e+00,6.814e-01,5.905e-01,0.000e+00,4.914e+00,1.100e+00,2.400e+00,5.790e+00,2.176e+00,1.644e+00,8.718e-01,3.274e+00,0.000e+00,4.30
400,400,3182,-3.270e+00,1.200e+00,1.100e+00,2.051e+00,3.621e+00,8.628e-01,6.940e-01,4.940e-01,5.000e+01,-1.439e+00,1.300e+00,9.000e-01,3.283e+00,3.122e+00,1.753e+00,1.043e+00,4.869e-01,0.000e+00,2.009e+00,1.200e+00,2.600e+00,3.271e+00,1.862e+00,9.696e-01,1.409e-01,2.161e+00,0.000e+00,4.40
500,500,3974,-1.929e+00,1.000e+00,1.000e+00,1.208e+00,2.937e+00,6.069e-01,3.710e-01,2.305e-01,4.000e+01,-1.326e+00,1.200e+00,1.200e+00,2.399e+00,2.025e+00,1.582e+00,4.896e-01,3.267e-01,0.000e+00,-1.449e-01,1.200e+00,2.200e+00,2.505e+00,1.150e+00,8.661e-01,2.055e-01,1.434e+00,0.000e+00,4.10
600,600,4817,-2.987e+00,1.100e+00,1.200e+00,1.086e+00,2.573e+00,8.097e-01,1.396e-01,1.363e-01,6.000e+01,1.152e+00,1.400e+00,1.800e+00,3.427e+00,8.743e-01,2.626e+00,2.588e-01,5.423e-01,0.000e+00,3.345e-01,1.000e+00,2.800e+00,6.336e-01,1.699e+00,1.946e-01,2.515e-02,4.138e-01,0.000e+00,4.10
700,700,5616,1.501e+00,1.500e+00,1.600e+00,5.152e+00,1.552e+00,4.090e+00,2.372e-01,8.249e-01,5.000e+01,-1.952e+00,9.000e-01,2.200e+00,1.965e+00,2.616e+00,1.510e+00,1.241e-01,3.309e-01,0.000e+00,-2.149e+00,8.000e-01,3.000e+00,5.120e-01,3.461e+00,1.329e-01,2.158e-02,3.575e-01,0.000e+00,4.10
800,800,6404,-3.707e+00,9.000e-01,2.600e+00,2.051e+00,3.858e+00,1.645e+00,8.881e-02,3.165e-01,3.000e+01,3.073e+00,1.300e+00,1.300e+00,7.587e+00,1.613e+00,4.402e+00,1.498e+00,1.687e+00,0.000e+00,-4.166e+00,3.000e-01,3.700e+00,3.161e-01,4.482e+00,3.443e-02,1.561e-02,2.661e-01,0.000e+00,4.50
900,900,7171,9.684e-01,1.200e+00,1.700e+00,7.883e+00,3.814e+00,4.449e+00,1.357e+00,2.077e+00,2.000e+01,-5.133e-02,1.900e+00,1.900e+00,6.292e+00,3.844e+00,5.497e+00,4.805e-01,3.148e-01,0.000e+00,-6.317e+00,3.000e-01,4.000e+00,2.295e-01,6.747e+00,2.062e-02,8.046e-03,2.009e-01,0.000e+00,4.80
1000,1000,7946,1.750e+00,1.700e+00,1.300e+00,7.260e+00,4.109e+00,6.464e+00,9.993e-02,6.959e-01,8.000e+01,-5.878e-01,1.700e+00,1.700e+00,6.176e+00,3.764e+00,4.876e+00,6.193e-02,1.238e+00,0.000e+00,3.373e-01,2.000e-01,3.500e+00,9.620e-02,5.659e+00,5.379e-03,1.120e-03,8.970e-02,0.000e+00,3.90
