episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3140,1.566e+00,2.500e+00,1.000e+00,1.200e+00,1.910e+00,2.845e+00,1.478e+00,6.636e-02,3.661e-01,8.000e+01,4.719e+00,8.342e-01,3.234e+00,2.300e+00,1.100e+00,1.300e+00,2.845e+00,1.910e+00,1.865e+00,2.002e-01,7.795e-01,0.000e+00,4.523e+00,7.481e-01,2.90
1000,1000,6047,2.467e+00,2.900e+00,1.200e+00,1.300e+00,2.169e+00,2.602e+00,2.125e+00,2.009e-02,2.399e-02,8.000e+01,5.295e+00,7.376e-01,9.332e-01,5.000e-01,1.400e+00,1.100e+00,2.602e+00,2.169e+00,2.542e+00,5.780e-02,2.564e-03,0.000e+00,4.514e+00,3.366e-01,3.40
1500,1500,8691,6.866e-01,7.000e-01,1.500e+00,8.000e-01,2.827e+00,2.841e+00,2.823e+00,3.235e-03,7.341e-04,8.000e+01,3.009e+00,-6.235e-02,4.613e+00,4.600e+00,1.300e+00,9.000e-01,2.841e+00,2.827e+00,2.549e+00,2.901e-01,1.527e-03,0.000e+00,3.200e+00,1.416e+00,2.80
2000,2000,11359,-8.211e-01,-7.000e-01,2.200e+00,7.000e-01,4.000e+00,4.122e+00,3.995e+00,4.784e-03,3.061e-04,5.000e+01,2.955e+00,-1.107e-01,2.321e+00,2.200e+00,2.200e+00,9.000e-01,4.122e+00,4.000e+00,4.090e+00,3.075e-02,6.571e-04,0.000e+00,3.082e+00,9.796e-01,3.50
2500,2500,14139,6.923e-01,1.000e+00,2.600e+00,3.000e-01,4.596e+00,4.904e+00,4.596e+00,4.970e-05,1.999e-05,6.000e+01,1.084e+00,4.433e-01,3.308e+00,3.000e+00,2.500e+00,4.000e-01,4.904e+00,4.596e+00,4.772e+00,1.321e-01,3.635e-04,0.000e+00,1.312e+00,1.117e+00,3.10
3000,3000,17103,1.767e-01,-5.000e-01,3.500e+00,3.000e-01,6.572e+00,5.895e+00,6.572e+00,9.879e-05,3.061e-05,4.000e+01,1.143e+00,-2.322e-02,8.233e-01,1.500e+00,3.100e+00,6.000e-01,5.895e+00,6.572e+00,5.776e+00,1.192e-01,8.788e-06,0.000e+00,2.212e+00,4.358e-01,4.00
3500,3500,20058,2.577e+00,3.200e+00,2.500e+00,4.000e-01,4.955e+00,5.579e+00,4.955e+00,2.591e-04,2.848e-04,6.000e+01,1.384e+00,1.186e+00,1.823e+00,1.200e+00,2.800e+00,2.000e-01,5.579e+00,4.955e+00,5.579e+00,0.000e+00,2.069e-07,0.000e+00,5.143e-01,7.778e-01,3.00
4000,4000,23054,4.122e+00,5.100e+00,1.900e+00,6.000e-01,3.789e+00,4.767e+00,3.789e+00,1.879e-04,1.006e-04,8.000e+01,2.068e+00,1.617e+00,2.078e+00,1.100e+00,2.400e+00,2.000e-01,4.767e+00,3.789e+00,4.767e+00,0.000e+00,1.237e-07,0.000e+00,5.712e-01,6.755e-01,2.60
4500,4500,26131,4.888e+00,6.000e+00,2.700e+00,7.000e-01,5.115e+00,6.227e+00,5.113e+00,1.960e-03,3.513e-04,8.000e+01,2.918e+00,1.681e+00,1.112e+00,0.000e+00,3.300e+00,1.000e-01,6.227e+00,5.115e+00,6.222e+00,1.274e-04,4.772e-03,0.000e+00,5.143e-01,1.944e-01,3.60
5000,5000,28963,3.070e+00,3.200e+00,2.000e+00,4.000e-01,3.826e+00,3.956e+00,3.826e+00,0.000e+00,3.967e-05,7.000e+01,1.141e+00,1.352e+00,2.430e+00,2.300e+00,2.100e+00,3.000e-01,3.956e+00,3.826e+00,3.956e+00,0.000e+00,7.451e-09,0.000e+00,7.714e-01,1.167e+00,2.40
5500,5500,32038,4.125e+00,4.000e+00,2.400e+00,5.000e-01,4.612e+00,4.486e+00,4.594e+00,0.000e+00,1.739e-02,9.000e+01,1.998e+00,1.171e+00,3.275e+00,3.400e+00,2.400e+00,4.000e-01,4.486e+00,4.612e+00,4.486e+00,1.205e-05,8.068e-08,0.000e+00,1.157e+00,1.478e+00,2.90
6000,6000,35148,3.742e+00,4.900e+00,2.300e+00,7.000e-01,3.868e+00,5.026e+00,3.865e+00,0.000e+00,2.578e-03,8.000e+01,2.330e+00,1.438e+00,2.258e+00,1.100e+00,2.700e+00,3.000e-01,5.026e+00,3.868e+00,5.026e+00,0.000e+00,3.080e-07,0.000e+00,7.714e-01,7.000e-01,3.00
6500,6500,38074,3.056e+00,4.000e+00,2.900e+00,5.000e-01,5.249e+00,6.193e+00,5.248e+00,0.000e+00,1.093e-03,8.000e+01,2.142e+00,1.066e+00,3.144e+00,2.200e+00,3.100e+00,3.000e-01,6.193e+00,5.249e+00,6.193e+00,0.000e+00,1.769e-08,0.000e+00,8.171e-01,1.075e+00,3.40
7000,7000,40965,5.503e+00,7.000e+00,1.900e+00,9.000e-01,3.498e+00,4.995e+00,3.479e+00,0.000e+00,1.901e-02,9.000e+01,3.170e+00,2.084e+00,1.397e+00,-1.000e-01,2.600e+00,2.000e-01,4.995e+00,3.498e+00,4.995e+00,0.000e+00,2.742e-09,0.000e+00,5.677e-01,2.923e-01,2.80
7500,7500,43802,3.213e+00,3.700e+00,1.700e+00,6.000e-01,2.911e+00,3.399e+00,2.714e+00,8.959e-06,1.976e-01,9.000e+01,2.242e+00,1.132e+00,3.787e+00,3.300e+00,1.900e+00,5.000e-01,3.399e+00,2.911e+00,3.399e+00,0.000e+00,5.348e-09,0.000e+00,1.286e+00,1.478e+00,2.40
8000,8000,46608,2.440e+00,3.000e+00,2.400e+00,4.000e-01,4.038e+00,4.597e+00,4.034e+00,0.000e+00,3.981e-03,9.000e+01,1.771e+00,8.232e-01,4.960e+00,4.400e+00,2.300e+00,5.000e-01,4.597e+00,4.038e+00,4.597e+00,0.000e+00,5.151e-09,0.000e+00,1.323e+00,1.861e+00,2.80
8500,8500,49181,4.948e+00,6.800e+00,1.400e+00,9.000e-01,2.185e+00,4.037e+00,2.184e+00,5.266e-05,2.778e-04,1.000e+02,3.328e+00,1.938e+00,2.852e+00,1.000e+00,2.100e+00,3.000e-01,4.037e+00,2.185e+00,4.036e+00,0.000e+00,6.017e-04,0.000e+00,8.120e-01,6.770e-01,2.40
