episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,653,9.649e-01,1.300e+00,1.000e+00,2.271e+00,2.606e+00,1.117e+00,6.337e-01,5.197e-01,8.000e+01,3.635e+00,1.200e+00,1.200e+00,2.606e+00,2.271e+00,1.162e+00,5.749e-01,8.686e-01,0.000e+00,3.10
200,200,1268,3.565e+00,1.600e+00,1.100e+00,2.395e+00,2.130e+00,1.188e+00,7.944e-01,4.124e-01,7.000e+01,-9.647e-01,1.800e+00,1.200e+00,2.130e+00,2.395e+00,1.357e+00,3.458e-01,4.274e-01,0.000e+00,4.00
300,300,1928,4.160e+00,9.000e-01,1.100e+00,9.764e-01,5.159e-01,5.457e-01,2.737e-01,1.569e-01,8.000e+01,8.395e-01,1.400e+00,9.000e-01,5.159e-01,9.764e-01,4.405e-01,2.531e-02,5.013e-02,0.000e+00,2.70
400,400,2553,2.542e+00,1.300e+00,1.000e+00,9.414e-01,5.991e-01,6.628e-01,1.623e-01,1.163e-01,6.000e+01,-5.422e-01,1.500e+00,9.000e-01,5.991e-01,9.414e-01,5.056e-01,6.263e-02,3.090e-02,0.000e+00,3.20
500,500,3197,3.156e+00,6.000e-01,1.500e+00,8.781e-01,1.622e+00,4.742e-01,2.954e-01,1.085e-01,8.000e+01,8.436e-01,1.300e+00,1.400e+00,1.622e+00,8.781e-01,1.463e+00,6.209e-02,9.702e-02,0.000e+00,3.40
600,600,3802,3.257e+00,7.000e-01,1.300e+00,2.280e+00,1.123e+00,1.249e+00,7.043e-01,3.267e-01,7.000e+01,-5.655e-02,1.000e+00,1.000e+00,1.123e+00,2.280e+00,1.062e+00,4.212e-02,1.904e-02,0.000e+00,3.10
700,700,4338,4.700e+00,5.000e-01,1.000e+00,1.170e+00,1.270e+00,9.162e-01,1.071e-01,1.472e-01,9.000e+01,1.900e+00,9.000e-01,6.000e-01,1.270e+00,1.170e+00,1.245e+00,1.917e-02,5.824e-03,0.000e+00,2.30
800,800,4951,3.335e+00,5.000e-01,1.000e+00,9.346e-01,1.400e+00,8.370e-01,6.207e-02,3.557e-02,9.000e+01,3.465e+00,7.000e-01,7.000e-01,1.400e+00,9.346e-01,1.297e+00,2.675e-02,7.639e-02,0.000e+00,2.00
900,900,5551,1.745e+00,9.000e-01,1.500e+00,3.222e+00,2.177e+00,1.588e+00,1.098e+00,5.362e-01,7.000e+01,8.549e-01,1.200e+00,1.400e+00,2.177e+00,3.222e+00,2.077e+00,5.703e-02,4.257e-02,0.000e+00,3.50
1000,1000,6172,3.234e+00,9.000e-01,1.600e+00,2.626e+00,1.392e+00,1.587e+00,4.457e-01,5.927e-01,9.000e+01,1.866e+00,8.000e-01,1.700e+00,1.392e+00,2.626e+00,1.364e+00,1.347e-02,1.381e-02,0.000e+00,3.30
1100,1100,6775,2.087e+00,1.100e+00,1.500e+00,3.425e+00,9.374e-01,1.760e+00,1.090e+00,5.745e-01,6.000e+01,-5.872e-01,5.000e-01,2.200e+00,9.374e-01,3.425e+00,8.233e-01,9.550e-02,1.862e-02,0.000e+00,3.70
1200,1200,7331,-1.251e+00,5.000e-01,1.600e+00,6.962e-01,1.747e+00,2.787e-01,4.087e-01,8.788e-03,3.000e+01,-1.349e+00,8.000e-01,1.900e+00,1.747e+00,6.962e-01,1.427e+00,2.465e-01,7.361e-02,0.000e+00,4.20
1300,1300,7909,3.570e+00,6.000e-01,6.000e-01,1.131e+00,7.608e-01,1.001e+00,1.259e-01,3.593e-03,1.000e+02,4.830e+00,5.000e-01,1.000e+00,7.608e-01,1.131e+00,7.605e-01,6.505e-05,1.572e-04,0.000e+00,1.60
