episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,-5.000e+00,8.350e-01,-1.840e+00,3.995e+00,8.350e-01,-5.000e+00,-1.300e+00,-7.135e+00
2000,2000,20000,-5.000e+00,2.313e+00,-2.240e+00,5.073e+00,2.313e+00,-5.000e+00,-5.600e-01,-7.873e+00
3000,3000,30000,-5.000e+00,2.990e+00,-3.000e+00,4.990e+00,2.990e+00,-5.000e+00,0.000e+00,-7.990e+00
4000,4000,40000,-5.000e+00,2.986e+00,-3.000e+00,4.986e+00,2.986e+00,-5.000e+00,0.000e+00,-7.986e+00
5000,5000,50000,-5.000e+00,2.333e+00,-3.000e+00,4.333e+00,2.333e+00,-5.000e+00,0.000e+00,-7.333e+00
6000,6000,60000,-5.000e+00,4.559e-01,-3.000e+00,2.456e+00,4.559e-01,-5.000e+00,0.000e+00,-5.456e+00
7000,7000,70000,-5.000e+00,2.175e-02,-2.880e+00,2.142e+00,2.175e-02,-5.000e+00,-6.000e-02,-5.082e+00
8000,8000,80000,-5.000e+00,1.211e-02,-2.960e+00,2.052e+00,1.211e-02,-5.000e+00,-2.000e-02,-5.032e+00
9000,9000,90000,-5.000e+00,5.850e-03,-3.000e+00,2.006e+00,5.850e-03,-5.000e+00,0.000e+00,-5.006e+00
10000,10000,100000,-5.000e+00,3.667e-03,-3.000e+00,2.004e+00,3.667e-03,-5.000e+00,0.000e+00,-5.004e+00
11000,11000,110000,-5.000e+00,2.256e-03,-2.880e+00,2.122e+00,2.256e-03,-5.000e+00,-6.000e-02,-5.062e+00
12000,12000,120000,-5.000e+00,1.329e-03,-2.700e+00,2.301e+00,1.329e-03,-5.000e+00,-1.800e-01,-5.181e+00
13000,13000,130000,-5.000e+00,1.095e-03,-2.960e+00,2.041e+00,1.095e-03,-5.000e+00,-2.000e-02,-5.021e+00
14000,14000,140000,-5.000e+00,2.003e-03,-3.000e+00,2.002e+00,2.003e-03,-5.000e+00,0.000e+00,-5.002e+00
15000,15000,150000,-5.000e+00,1.707e-01,-2.960e+00,2.211e+00,1.707e-01,-5.000e+00,-8.000e-02,-5.251e+00
16000,16000,160000,-5.000e+00,2.584e+00,-3.000e+00,4.584e+00,2.584e+00,-5.000e+00,0.000e+00,-7.584e+00
17000,17000,170000,-5.000e+00,5.677e-02,-3.000e+00,2.057e+00,5.677e-02,-5.000e+00,0.000e+00,-5.057e+00
18000,18000,180000,-5.000e+00,2.018e-02,-3.000e+00,2.020e+00,2.018e-02,-5.000e+00,0.000e+00,-5.020e+00
19000,19000,190000,-5.000e+00,1.637e-02,-2.960e+00,2.056e+00,1.637e-02,-5.000e+00,-8.000e-02,-5.096e+00
20000,20000,200000,-5.000e+00,2.937e+00,-3.000e+00,4.937e+00,2.937e+00,-5.000e+00,0.000e+00,-7.937e+00
