episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,-5.000e+00,8.271e-01,-1.600e+00,4.227e+00,8.271e-01,-5.000e+00,-1.600e+00,-7.427e+00
2000,2000,20000,-5.000e+00,2.755e+00,-2.440e+00,5.315e+00,2.755e+00,-5.000e+00,-3.400e-01,-8.095e+00
3000,3000,30000,-5.000e+00,2.877e+00,-2.660e+00,5.217e+00,2.877e+00,-5.000e+00,-2.000e-01,-8.077e+00
4000,4000,40000,-5.000e+00,2.990e+00,-2.920e+00,5.070e+00,2.990e+00,-5.000e+00,-4.000e-02,-8.030e+00
5000,5000,50000,-5.000e+00,3.359e-01,-3.000e+00,2.336e+00,3.359e-01,-5.000e+00,0.000e+00,-5.336e+00
6000,6000,60000,-5.000e+00,6.272e-02,-3.000e+00,2.063e+00,6.272e-02,-5.000e+00,0.000e+00,-5.063e+00
7000,7000,70000,-5.000e+00,2.985e+00,-3.000e+00,4.985e+00,2.985e+00,-5.000e+00,0.000e+00,-7.985e+00
8000,8000,80000,-5.000e+00,1.033e+00,-3.000e+00,3.033e+00,1.033e+00,-5.000e+00,0.000e+00,-6.033e+00
9000,9000,90000,-5.000e+00,2.750e-01,-2.980e+00,2.295e+00,2.750e-01,-5.000e+00,-4.000e-02,-5.315e+00
10000,10000,100000,-5.000e+00,2.962e-02,-3.000e+00,2.030e+00,2.962e-02,-5.000e+00,0.000e+00,-5.030e+00
11000,11000,110000,-5.000e+00,1.440e-02,-3.000e+00,2.014e+00,1.440e-02,-5.000e+00,0.000e+00,-5.014e+00
12000,12000,120000,-5.000e+00,6.532e-03,-3.000e+00,2.007e+00,6.532e-03,-5.000e+00,0.000e+00,-5.007e+00
13000,13000,130000,-5.000e+00,2.978e+00,-3.000e+00,4.978e+00,2.978e+00,-5.000e+00,0.000e+00,-7.978e+00
14000,14000,140000,-5.000e+00,6.630e-01,-3.000e+00,2.663e+00,6.630e-01,-5.000e+00,0.000e+00,-5.663e+00
15000,15000,150000,-5.000e+00,5.328e-01,-2.980e+00,2.553e+00,5.328e-01,-5.000e+00,-4.000e-02,-5.573e+00
16000,16000,160000,-5.000e+00,5.725e-01,-3.000e+00,2.573e+00,5.725e-01,-5.000e+00,0.000e+00,-5.573e+00
17000,17000,170000,-5.000e+00,5.961e-01,-3.000e+00,2.596e+00,5.961e-01,-5.000e+00,0.000e+00,-5.596e+00
18000,18000,180000,-5.000e+00,5.979e-01,-2.940e+00,2.658e+00,5.979e-01,-5.000e+00,-1.200e-01,-5.718e+00
19000,19000,190000,-5.000e+00,7.705e-01,-3.000e+00,2.771e+00,7.705e-01,-5.000e+00,0.000e+00,-5.771e+00
20000,20000,200000,-5.000e+00,6.530e-01,-3.000e+00,2.653e+00,6.530e-01,-5.000e+00,0.000e+00,-5.653e+00
