episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,2.499e+00,2.443e-04,-2.000e-01,-2.698e+00,2.443e-04,2.499e+00,-2.900e+00,-4.017e-01
2000,2000,20000,2.981e+00,4.167e-05,0.000e+00,-2.981e+00,4.167e-05,2.981e+00,-3.000e+00,-1.870e-02
3000,3000,30000,2.978e+00,1.717e-05,0.000e+00,-2.978e+00,1.717e-05,2.978e+00,-3.000e+00,-2.156e-02
4000,4000,40000,2.919e+00,6.317e-06,0.000e+00,-2.919e+00,6.317e-06,2.919e+00,-3.000e+00,-8.104e-02
5000,5000,50000,1.498e+00,1.197e-06,0.000e+00,-1.498e+00,1.197e-06,1.498e+00,-3.000e+00,-1.502e+00
6000,6000,60000,5.771e-02,1.227e-07,0.000e+00,-5.771e-02,1.227e-07,5.771e-02,-3.000e+00,-2.942e+00
7000,7000,70000,3.300e-02,4.240e-08,0.000e+00,-3.300e-02,4.240e-08,3.300e-02,-3.000e+00,-2.967e+00
8000,8000,80000,2.642e-02,0.000e+00,0.000e+00,-2.642e-02,0.000e+00,2.642e-02,-3.000e+00,-2.974e+00
9000,9000,90000,1.957e-02,0.000e+00,0.000e+00,-1.957e-02,0.000e+00,1.957e-02,-3.000e+00,-2.980e+00
10000,10000,100000,1.583e-03,0.000e+00,0.000e+00,-1.583e-03,0.000e+00,1.583e-03,-3.000e+00,-2.998e+00
11000,11000,110000,1.210e-03,0.000e+00,0.000e+00,-1.210e-03,0.000e+00,1.210e-03,-3.000e+00,-2.999e+00
12000,12000,120000,1.201e-03,0.000e+00,0.000e+00,-1.201e-03,0.000e+00,1.201e-03,-3.000e+00,-2.999e+00
13000,13000,130000,2.815e+00,1.218e-09,-4.000e-02,-2.855e+00,1.218e-09,2.815e+00,-2.980e+00,-1.653e-01
14000,14000,140000,2.143e+00,0.000e+00,0.000e+00,-2.143e+00,0.000e+00,2.143e+00,-3.000e+00,-8.568e-01
15000,15000,150000,3.807e-02,0.000e+00,0.000e+00,-3.807e-02,0.000e+00,3.807e-02,-3.000e+00,-2.962e+00
16000,16000,160000,8.241e-03,0.000e+00,0.000e+00,-8.241e-03,0.000e+00,8.241e-03,-3.000e+00,-2.992e+00
17000,17000,170000,3.401e-03,0.000e+00,0.000e+00,-3.401e-03,0.000e+00,3.401e-03,-3.000e+00,-2.997e+00
18000,18000,180000,1.690e-03,0.000e+00,0.000e+00,-1.690e-03,0.000e+00,1.690e-03,-3.000e+00,-2.998e+00
19000,19000,190000,2.572e+00,0.000e+00,-8.000e-02,-2.652e+00,0.000e+00,2.572e+00,-2.960e+00,-3.881e-01
20000,20000,200000,1.292e-01,0.000e+00,-4.000e-02,-1.692e-01,0.000e+00,1.292e-01,-2.980e+00,-2.851e+00
