episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.809e+00,2.375e+00,-1.340e+00,-7.741e-01,2.375e+00,1.809e+00,-1.100e+00,-1.666e+00
2000,2000,20000,2.875e+00,2.993e+00,-1.040e+00,-9.214e-01,2.993e+00,2.875e+00,-9.800e-01,-1.099e+00
3000,3000,30000,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00
4000,4000,40000,2.876e+00,2.993e+00,-1.040e+00,-9.227e-01,2.993e+00,2.876e+00,-9.800e-01,-1.097e+00
5000,5000,50000,2.278e+00,2.683e+00,-1.000e+00,-5.953e-01,2.683e+00,2.278e+00,-1.000e+00,-1.405e+00
6000,6000,60000,4.752e-01,1.311e-01,-1.000e+00,-1.344e+00,1.311e-01,4.752e-01,-1.000e+00,-6.559e-01
7000,7000,70000,2.260e+00,1.159e-02,-1.000e+00,-3.248e+00,1.159e-02,2.260e+00,-1.000e+00,1.248e+00
8000,8000,80000,3.068e-01,7.888e-03,-1.000e+00,-1.299e+00,7.888e-03,3.068e-01,-1.000e+00,-7.011e-01
9000,9000,90000,3.569e-02,9.315e-03,-1.000e+00,-1.026e+00,9.315e-03,3.569e-02,-1.000e+00,-9.736e-01
10000,10000,100000,1.532e-02,6.041e-03,-1.000e+00,-1.009e+00,6.041e-03,1.532e-02,-1.000e+00,-9.907e-01
11000,11000,110000,9.752e-03,2.726e-03,-9.800e-01,-9.870e-01,2.726e-03,9.752e-03,-1.040e+00,-1.033e+00
12000,12000,120000,4.381e-03,6.097e-02,-9.800e-01,-9.234e-01,6.097e-02,4.381e-03,-1.040e+00,-1.097e+00
13000,13000,130000,1.400e-03,8.819e-01,-1.000e+00,-1.195e-01,8.819e-01,1.400e-03,-1.000e+00,-1.880e+00
14000,14000,140000,2.558e-03,2.012e-01,-9.800e-01,-7.814e-01,2.012e-01,2.558e-03,-1.040e+00,-1.239e+00
15000,15000,150000,2.684e+00,2.711e+00,-1.000e+00,-9.734e-01,2.711e+00,2.684e+00,-1.000e+00,-1.027e+00
16000,16000,160000,8.306e-02,3.925e-01,-1.080e+00,-7.706e-01,3.925e-01,8.306e-02,-9.600e-01,-1.269e+00
17000,17000,170000,1.226e+00,3.949e-01,-6.000e-01,-1.431e+00,3.949e-01,1.226e+00,-1.800e+00,-9.691e-01
18000,18000,180000,1.174e-02,2.609e+00,-1.120e+00,1.477e+00,2.609e+00,1.174e-02,-9.400e-01,-3.537e+00
19000,19000,190000,7.948e-02,2.413e-01,-1.260e+00,-1.098e+00,2.413e-01,7.948e-02,-9.000e-01,-1.062e+00
20000,20000,200000,9.249e-01,3.387e-01,-3.800e-01,-9.662e-01,3.387e-01,9.249e-01,-2.420e+00,-1.834e+00
21000,21000,210000,9.386e-01,4.465e-01,-3.400e-01,-8.322e-01,4.465e-01,9.386e-01,-2.440e+00,-1.948e+00
22000,22000,220000,5.026e-01,1.717e-01,-2.800e-01,-6.108e-01,1.717e-01,5.026e-01,-2.620e+00,-2.289e+00
23000,23000,230000,1.239e+00,3.247e-01,-5.000e-01,-1.414e+00,3.247e-01,1.239e+00,-2.420e+00,-1.506e+00
24000,24000,240000,1.263e+00,3.883e-01,-2.400e-01,-1.115e+00,3.883e-01,1.263e+00,-2.580e+00,-1.705e+00
25000,25000,250000,2.320e-01,5.476e-07,0.000e+00,-2.320e-01,5.476e-07,2.320e-01,-3.000e+00,-2.768e+00
26000,26000,260000,4.646e-02,4.310e-03,-6.000e-02,-1.021e-01,4.310e-03,4.646e-02,-2.940e+00,-2.898e+00
27000,27000,270000,2.546e+00,1.027e-02,-2.400e-01,-2.776e+00,1.027e-02,2.546e+00,-2.760e+00,-2.243e-01
28000,28000,280000,1.211e+00,8.098e-08,0.000e+00,-1.211e+00,8.098e-08,1.211e+00,-3.000e+00,-1.789e+00
29000,29000,290000,5.658e-01,4.484e-08,0.000e+00,-5.658e-01,4.484e-08,5.658e-01,-3.000e+00,-2.434e+00
30000,30000,300000,2.008e-02,3.022e-08,0.000e+00,-2.008e-02,3.022e-08,2.008e-02,-3.000e+00,-2.980e+00
