episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,581,3.363e+00,6.000e-01,1.400e+00,8.450e+00,5.688e+00,1.938e+00,1.949e+00,4.563e+00,7.000e+01,5.806e+00,7.000e-01,1.300e+00,9.015e+00,4.909e+00,2.598e+00,2.328e+00,4.089e+00,0.000e+00,-3.333e+00,1.100e+00,1.000e+00,5.020e+00,7.554e+00,2.365e+00,8.663e-01,1.789e+00,0.000e+00,-4.935e+00,8.000e-01,1.000e+00,3.254e+00,7.589e+00,1.099e+00,9.502e-01,1.205e+00,0.000e+00,2.70
200,200,1128,9.101e+00,5.000e-01,1.600e+00,9.957e+00,5.356e+00,1.611e+00,3.578e+00,4.768e+00,8.000e+01,3.849e+00,1.000e+00,1.600e+00,9.399e+00,4.350e+00,3.471e+00,1.910e+00,4.018e+00,0.000e+00,-4.107e+00,1.300e+00,7.000e-01,4.274e+00,8.481e+00,1.982e+00,1.627e+00,6.646e-01,0.000e+00,-4.943e+00,6.000e-01,1.200e+00,2.509e+00,7.951e+00,5.144e-01,1.183e+00,8.108e-01,0.000e+00,3.30
300,300,1718,8.569e+00,6.000e-01,1.700e+00,1.275e+01,4.083e+00,2.208e+00,5.466e+00,5.078e+00,6.000e+01,5.310e-01,7.000e-01,2.000e+00,5.009e+00,3.378e+00,1.590e+00,1.634e+00,1.785e+00,0.000e+00,-6.352e+00,8.000e-01,1.400e+00,2.588e+00,8.740e+00,8.171e-01,1.012e+00,7.585e-01,0.000e+00,-3.148e+00,8.000e-01,1.400e+00,3.414e+00,7.562e+00,1.243e+00,9.913e-01,1.180e+00,0.000e+00,3.90
400,400,2299,2.744e+00,4.000e-01,1.900e+00,4.458e+00,2.914e+00,1.052e+00,1.210e+00,2.196e+00,6.000e+01,5.449e+00,6.000e-01,1.800e+00,5.493e+00,1.244e+00,1.509e+00,1.212e+00,2.772e+00,0.000e+00,-3.665e+00,1.500e+00,8.000e-01,2.314e+00,4.979e+00,1.590e+00,4.634e-01,2.601e-01,0.000e+00,-4.028e+00,1.000e+00,1.000e+00,1.484e+00,4.613e+00,1.011e+00,2.161e-01,2.578e-01,0.000e+00,3.10
500,500,2893,-1.799e+00,2.000e-01,2.200e+00,3.312e+00,4.811e+00,4.898e-01,1.523e+00,1.300e+00,4.000e+01,3.174e+00,9.000e-01,2.200e+00,5.706e+00,1.832e+00,2.548e+00,9.982e-01,2.160e+00,0.000e+00,-2.473e+00,1.300e+00,1.600e+00,3.378e+00,4.051e+00,1.773e+00,8.461e-01,7.592e-01,0.000e+00,-3.502e+00,9.000e-01,1.700e+00,3.642e+00,5.344e+00,1.828e+00,7.987e-01,1.015e+00,0.000e+00,4.10
600,600,3529,6.535e-01,5.000e-01,2.200e+00,4.375e+00,2.322e+00,1.331e+00,1.843e+00,1.201e+00,5.000e+01,4.755e-02,1.400e+00,1.700e+00,3.787e+00,1.440e+00,3.048e+00,2.818e-01,4.572e-01,0.000e+00,-7.857e-01,1.000e+00,1.600e+00,1.568e+00,3.654e+00,9.859e-01,3.346e-01,2.479e-01,0.000e+00,-2.515e+00,9.000e-01,1.600e+00,8.338e-01,3.149e+00,6.523e-01,7.164e-02,1.099e-01,0.000e+00,4.00
700,700,4100,1.499e+00,5.000e-01,1.400e+00,1.216e+00,2.516e+00,4.968e-01,5.750e-01,1.437e-01,1.000e+02,5.994e+00,8.000e-01,1.600e+00,3.728e+00,9.350e-01,2.569e+00,2.180e-02,1.137e+00,0.000e+00,1.160e+00,1.100e+00,9.000e-01,1.706e+00,2.046e+00,1.425e+00,2.273e-01,5.311e-02,0.000e+00,-1.953e+00,1.100e+00,8.000e-01,1.087e+00,2.240e+00,9.635e-01,5.839e-02,6.518e-02,0.000e+00,2.60
800,800,4711,1.944e-01,8.000e-01,2.000e+00,3.405e+00,3.211e+00,2.240e+00,5.086e-01,6.566e-01,7.000e+01,3.140e-01,1.000e+00,1.800e+00,5.093e+00,3.679e+00,4.323e+00,9.797e-02,6.724e-01,0.000e+00,-4.139e-01,9.000e-01,1.300e+00,4.983e+00,3.897e+00,2.961e+00,7.735e-01,1.248e+00,0.000e+00,-1.945e-01,6.000e-01,1.700e+00,2.158e+00,4.853e+00,1.605e+00,3.022e-01,2.508e-01,0.000e+00,3.30
900,900,5347,4.158e+00,3.000e-01,1.100e+00,2.156e+00,4.098e+00,1.025e+00,7.868e-01,3.446e-01,9.000e+01,4.585e+00,1.000e+00,6.000e-01,7.234e+00,2.250e+00,5.571e+00,2.438e-01,1.419e+00,0.000e+00,-1.210e+00,1.000e+00,5.000e-01,3.248e+00,4.058e+00,2.723e+00,2.479e-01,2.765e-01,0.000e+00,-1.533e+00,6.000e-01,1.000e+00,2.377e+00,4.610e+00,2.086e+00,1.026e-01,1.886e-01,0.000e+00,1.90
1000,1000,5950,-2.710e+00,4.000e-01,1.900e+00,3.206e+00,6.917e+00,7.330e-01,1.936e+00,5.373e-01,6.000e+01,3.425e+00,1.700e+00,1.600e+00,9.385e+00,3.959e+00,7.803e+00,3.084e-01,1.273e+00,0.000e+00,5.114e-01,1.000e+00,1.400e+00,6.460e+00,5.048e+00,4.434e+00,1.122e+00,9.046e-01,0.000e+00,-8.267e-01,6.000e-01,2.600e+00,2.742e+00,5.869e+00,1.714e+00,3.345e-01,6.941e-01,0.000e+00,3.80
1100,1100,6522,6.093e-01,1.000e-01,2.400e+00,1.726e+00,6.017e+00,2.300e-01,5.850e-01,9.115e-01,7.000e+01,2.826e+00,8.000e-01,1.300e+00,7.819e+00,4.993e+00,4.173e+00,1.901e+00,1.744e+00,0.000e+00,3.863e+00,1.700e+00,4.000e-01,9.307e+00,3.644e+00,8.479e+00,5.292e-01,2.985e-01,0.000e+00,-2.498e+00,3.000e-01,2.000e+00,2.111e+00,6.309e+00,1.572e+00,1.975e-01,3.422e-01,0.000e+00,2.80
1200,1200,7123,3.581e+00,2.000e-01,1.900e+00,2.325e+00,4.644e+00,7.290e-01,1.030e+00,5.654e-01,9.000e+01,1.264e+00,1.000e+00,1.200e+00,4.352e+00,4.088e+00,3.688e+00,4.187e-01,2.451e-01,0.000e+00,8.604e-01,1.500e+00,8.000e-01,4.222e+00,2.561e+00,4.108e+00,6.979e-02,4.349e-02,0.000e+00,-2.047e-01,8.000e-01,1.200e+00,3.356e+00,2.961e+00,3.280e+00,4.804e-02,2.783e-02,0.000e+00,2.80
