episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,583,-1.638e-01,5.000e-01,1.400e+00,2.980e+00,3.543e+00,4.916e-01,1.059e+00,1.429e+00,7.000e+01,2.440e+00,7.000e-01,1.200e+00,4.223e+00,2.383e+00,1.179e+00,1.486e+00,1.558e+00,0.000e+00,-3.385e-01,1.200e+00,1.100e+00,2.621e+00,2.959e+00,1.271e+00,4.200e-01,9.304e-01,0.000e+00,-1.838e+00,8.000e-01,1.200e+00,2.495e+00,3.433e+00,6.891e-01,8.521e-01,9.537e-01,0.000e+00,3.00
200,200,1126,4.012e+00,5.000e-01,1.400e+00,2.308e+00,2.996e+00,4.762e-01,8.459e-01,9.858e-01,9.000e+01,1.303e+00,9.000e-01,1.300e+00,3.887e+00,1.484e+00,1.431e+00,9.649e-01,1.491e+00,0.000e+00,-1.824e+00,1.300e+00,5.000e-01,1.567e+00,2.491e+00,7.631e-01,5.681e-01,2.360e-01,0.000e+00,-2.920e-01,6.000e-01,8.000e-01,1.763e+00,2.555e+00,4.107e-01,9.252e-01,4.272e-01,0.000e+00,3.00
300,300,1710,-1.193e+00,5.000e-01,1.500e+00,5.988e-01,2.092e+00,1.495e-01,2.562e-01,1.931e-01,5.000e+01,8.448e-01,8.000e-01,1.600e+00,1.779e+00,1.234e+00,7.425e-01,3.892e-01,6.469e-01,0.000e+00,-1.389e+00,9.000e-01,1.100e+00,1.478e+00,1.567e+00,5.817e-01,4.595e-01,4.369e-01,0.000e+00,1.138e+00,7.000e-01,1.200e+00,2.158e+00,1.120e+00,6.789e-01,8.867e-01,5.927e-01,0.000e+00,3.40
400,400,2280,-6.439e-01,9.000e-01,1.200e+00,2.287e+00,2.131e+00,1.129e+00,4.756e-01,6.821e-01,8.000e+01,2.786e+00,6.000e-01,1.200e+00,1.343e+00,1.157e+00,6.538e-01,2.405e-01,4.488e-01,0.000e+00,-9.635e-01,1.100e+00,1.000e+00,1.009e+00,2.172e+00,6.308e-01,1.644e-01,2.137e-01,0.000e+00,1.221e+00,7.000e-01,1.100e+00,2.691e+00,1.869e+00,1.154e+00,6.912e-01,8.455e-01,0.000e+00,2.70
500,500,2881,-6.903e-01,7.000e-01,1.600e+00,2.314e+00,1.504e+00,1.224e+00,5.459e-01,5.444e-01,7.000e+01,2.575e-01,1.000e+00,1.500e+00,2.809e+00,8.515e-01,1.660e+00,3.956e-01,7.533e-01,0.000e+00,-4.312e-01,1.200e+00,1.500e+00,8.554e-01,2.887e+00,4.802e-01,1.090e-01,2.661e-01,0.000e+00,-2.136e+00,1.000e+00,1.100e+00,1.177e+00,1.913e+00,6.447e-01,3.256e-01,2.066e-01,0.000e+00,3.40
600,600,3538,2.138e+00,6.000e-01,1.900e+00,1.419e+00,1.582e+00,9.067e-01,1.973e-01,3.152e-01,7.000e+01,6.816e-01,1.100e+00,1.500e+00,2.275e+00,5.939e-01,1.523e+00,1.435e-01,6.087e-01,0.000e+00,2.787e-01,1.000e+00,1.000e+00,1.827e+00,1.549e+00,1.303e+00,2.642e-01,2.602e-01,0.000e+00,-2.898e+00,7.000e-01,1.100e+00,9.256e-01,2.723e+00,4.638e-01,2.910e-01,1.708e-01,0.000e+00,3.10
700,700,4124,2.821e+00,2.000e-01,1.700e+00,1.074e+00,1.953e+00,1.081e-01,5.059e-01,4.599e-01,8.000e+01,1.385e+00,7.000e-01,1.500e+00,2.519e+00,2.234e+00,1.530e+00,4.604e-02,9.431e-01,0.000e+00,6.478e+00,9.000e-01,1.000e+00,4.219e+00,1.541e+00,2.867e+00,7.359e-01,6.159e-01,0.000e+00,-4.084e+00,1.000e+00,5.000e-01,1.348e+00,3.432e+00,9.874e-01,2.196e-01,1.411e-01,0.000e+00,2.60
800,800,4746,-3.643e-01,7.000e-01,1.500e+00,1.349e+00,3.914e+00,1.049e+00,1.749e-01,1.255e-01,8.000e+01,-2.922e+00,1.000e+00,1.200e+00,2.511e+00,4.233e+00,2.229e+00,4.327e-02,2.389e-01,0.000e+00,6.429e+00,1.200e+00,1.000e+00,9.052e+00,1.423e+00,5.423e+00,1.202e+00,2.427e+00,0.000e+00,-8.425e-01,5.000e-01,1.100e+00,1.042e+00,4.385e+00,4.475e-01,3.019e-01,2.931e-01,0.000e+00,2.90
900,900,5394,-6.279e-01,3.000e-01,2.400e+00,1.501e+00,5.329e+00,1.104e+00,1.686e-01,2.282e-01,8.000e+01,7.183e-01,1.100e+00,1.500e+00,3.074e+00,2.955e+00,2.437e+00,2.017e-01,4.348e-01,0.000e+00,6.727e+00,1.600e+00,1.000e+00,9.809e+00,1.482e+00,7.224e+00,7.779e-01,1.807e+00,0.000e+00,-4.917e+00,5.000e-01,2.000e+00,3.440e-01,4.961e+00,1.732e-01,5.803e-02,1.128e-01,0.000e+00,3.50
1000,1000,6037,-8.166e-01,5.000e-01,3.100e+00,2.417e+00,1.534e+00,1.757e+00,5.064e-01,1.537e-01,5.000e+01,-3.160e+00,9.000e-01,2.300e+00,1.355e+00,2.814e+00,1.147e+00,7.718e-02,1.307e-01,0.000e+00,1.010e+00,1.700e+00,1.200e+00,3.708e+00,1.098e+00,3.594e+00,8.527e-02,2.871e-02,0.000e+00,-1.934e+00,6.000e-01,2.700e+00,5.522e-01,2.586e+00,2.652e-01,1.338e-01,1.533e-01,0.000e+00,4.50
