episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3258,2.868e+00,3.500e+00,6.000e-01,9.000e-01,5.860e-01,1.218e+00,4.625e-01,4.493e-02,7.855e-02,8.000e+01,3.894e+00,1.225e+00,2.032e+00,1.400e+00,1.000e+00,8.000e-01,1.218e+00,5.860e-01,1.003e+00,1.101e-01,1.045e-01,0.000e+00,3.046e+00,8.297e-01,2.50
1000,1000,6410,1.791e+00,1.800e+00,6.000e-01,2.000e+00,9.931e-01,1.002e+00,7.745e-01,6.435e-02,1.543e-01,7.000e+01,6.316e+00,5.840e-01,8.088e-01,8.000e-01,7.000e-01,1.600e+00,1.002e+00,9.931e-01,9.620e-01,2.225e-02,1.764e-02,0.000e+00,5.780e+00,6.155e-02,3.50
1500,1500,9507,3.832e+00,4.300e+00,3.000e-01,1.800e+00,1.353e+00,1.821e+00,5.854e-01,1.054e-01,6.623e-01,7.000e+01,5.948e+00,1.130e+00,-1.321e-01,-6.000e-01,9.000e-01,1.600e+00,1.821e+00,1.353e+00,1.752e+00,4.530e-03,6.489e-02,0.000e+00,4.869e+00,4.757e-03,3.00
2000,2000,12592,6.639e+00,6.800e+00,2.000e-01,3.300e+00,1.789e+00,1.950e+00,3.927e-01,1.046e-02,1.386e+00,8.000e+01,9.088e+00,1.281e+00,-2.439e+00,-2.600e+00,9.000e-01,2.000e+00,1.950e+00,1.789e+00,1.794e+00,1.147e-01,4.164e-02,0.000e+00,6.602e+00,-3.298e-01,3.70
2500,2500,15552,4.606e+00,4.800e+00,4.000e-01,1.600e+00,1.196e+00,1.390e+00,7.925e-01,1.996e-01,2.035e-01,9.000e+01,4.327e+00,1.408e+00,1.694e+00,1.500e+00,7.000e-01,1.100e+00,1.390e+00,1.196e+00,1.387e+00,2.756e-04,3.076e-03,0.000e+00,3.385e+00,4.969e-01,2.10
3000,3000,18497,3.807e+00,5.000e+00,0.000e+00,3.300e+00,5.408e-03,1.198e+00,0.000e+00,8.627e-04,4.545e-03,6.000e+01,8.615e+00,1.095e+00,-9.075e-01,-2.100e+00,6.000e-01,1.800e+00,1.198e+00,5.408e-03,1.197e+00,6.449e-04,3.733e-04,0.000e+00,5.916e+00,-4.342e-01,3.40
3500,3500,21383,1.281e+00,1.600e+00,2.000e-01,3.500e+00,4.795e-01,7.989e-01,3.986e-01,7.700e-02,3.974e-03,5.000e+01,9.414e+00,2.559e-01,4.194e-01,1.000e-01,4.000e-01,3.200e+00,7.989e-01,4.795e-01,7.970e-01,1.515e-04,1.752e-03,0.000e+00,8.746e+00,2.184e-01,4.00
4000,4000,24316,2.716e+00,3.700e+00,0.000e+00,3.700e+00,1.557e-02,1.000e+00,0.000e+00,6.967e-03,8.606e-03,5.000e+01,9.772e+00,7.804e-01,-1.116e+00,-2.100e+00,5.000e-01,2.900e+00,1.000e+00,1.557e-02,9.993e-01,2.755e-04,4.644e-04,0.000e+00,8.106e+00,-2.954e-01,3.90
4500,4500,27309,6.187e+00,7.100e+00,0.000e+00,2.700e+00,8.874e-01,1.801e+00,0.000e+00,3.693e-01,5.182e-01,8.000e+01,7.344e+00,1.728e+00,-1.087e+00,-2.000e+00,9.000e-01,1.600e+00,1.801e+00,8.874e-01,1.799e+00,2.667e-04,1.441e-03,0.000e+00,4.925e+00,-2.915e-01,2.90
5000,5000,30285,4.348e+00,4.700e+00,2.000e-01,3.100e+00,1.048e+00,1.400e+00,3.999e-01,4.507e-02,6.032e-01,7.000e+01,8.272e+00,1.138e+00,-7.481e-01,-1.100e+00,7.000e-01,2.200e+00,1.400e+00,1.048e+00,1.400e+00,1.245e-04,3.153e-04,0.000e+00,6.600e+00,-1.280e-01,3.40
5500,5500,33144,7.994e+00,9.400e+00,0.000e+00,2.200e+00,7.964e-01,2.202e+00,0.000e+00,1.935e-01,6.029e-01,1.000e+02,5.958e+00,2.252e+00,-2.943e-01,-1.700e+00,1.100e+00,1.100e+00,2.202e+00,7.964e-01,2.200e+00,2.812e-05,2.198e-03,0.000e+00,3.125e+00,-2.773e-01,2.30
6000,6000,36102,4.932e+00,4.600e+00,1.000e-01,3.000e+00,1.731e+00,1.399e+00,2.000e-01,7.182e-01,8.128e-01,7.000e+01,8.286e+00,1.075e+00,-1.232e+00,-9.000e-01,7.000e-01,2.500e+00,1.399e+00,1.731e+00,1.399e+00,8.776e-06,1.673e-05,0.000e+00,6.872e+00,-1.064e-01,3.50
6500,6500,38865,6.703e+00,6.100e+00,3.000e-01,1.500e+00,2.002e+00,1.399e+00,6.000e-01,5.989e-01,8.031e-01,1.000e+02,4.243e+00,1.300e+00,9.973e-01,1.600e+00,7.000e-01,1.300e+00,1.399e+00,2.002e+00,1.399e+00,1.329e-05,6.877e-06,0.000e+00,3.529e+00,3.927e-01,2.10
7000,7000,41669,7.401e+00,7.200e+00,1.000e-01,2.400e+00,2.801e+00,2.600e+00,2.000e-01,1.597e+00,1.004e+00,8.000e+01,7.571e+00,1.543e+00,-1.701e+00,-1.500e+00,1.300e+00,1.900e+00,2.600e+00,2.801e+00,2.600e+00,1.376e-05,8.378e-06,0.000e+00,5.130e+00,-3.189e-01,3.30
7500,7500,44568,1.019e+01,8.200e+00,2.000e-01,1.400e+00,5.591e+00,3.600e+00,4.000e-01,2.791e+00,2.400e+00,1.000e+02,6.029e+00,1.436e+00,-2.691e+00,-7.000e-01,1.800e+00,1.100e+00,3.600e+00,5.591e+00,3.600e+00,8.715e-06,2.516e-05,0.000e+00,3.242e+00,-2.879e-01,3.00
8000,8000,47862,1.659e+00,5.300e+00,1.000e-01,2.400e+00,2.103e-01,3.852e+00,1.975e-01,1.276e-02,4.178e-05,8.000e+01,1.000e+01,5.530e-01,2.041e+00,-1.600e+00,1.600e+00,2.100e+00,3.852e+00,2.103e-01,3.200e+00,5.586e-01,9.295e-02,0.000e+00,6.302e+00,-3.615e-01,4.40
