episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,809,-7.237e+00,0.000e+00,0.000e+00,6.089e-01,7.846e+00,0.000e+00,6.089e-01,0.000e+00,4.000e+01,1.119e+00,1.400e+00,1.800e+00,6.787e+00,6.568e+00,2.625e+00,1.697e+00,2.465e+00,0.000e+00,2.883e+00,1.200e+00,2.300e+00,7.651e+00,2.868e+00,2.145e+00,1.204e+00,4.302e+00,0.000e+00,-4.654e-01,1.000e+00,1.500e+00,5.698e+00,3.464e+00,1.416e+00,2.190e+00,2.092e+00,0.000e+00,4.20
200,200,1600,-6.845e+00,0.000e+00,0.000e+00,2.096e-01,7.055e+00,0.000e+00,2.096e-01,0.000e+00,7.000e+01,2.182e+00,1.200e+00,1.700e+00,6.649e+00,4.666e+00,2.869e+00,1.150e+00,2.630e+00,0.000e+00,7.119e+00,4.000e-01,2.800e+00,6.130e+00,2.112e+00,7.616e-01,5.641e-01,4.805e+00,0.000e+00,-1.856e+00,1.200e+00,1.300e+00,3.619e+00,2.774e+00,1.475e+00,9.072e-01,1.236e+00,0.000e+00,3.60
300,300,2378,-6.842e+00,0.000e+00,0.000e+00,5.728e-02,6.899e+00,0.000e+00,5.728e-02,0.000e+00,4.000e+01,-5.823e-01,1.100e+00,1.700e+00,5.027e+00,4.109e+00,2.165e+00,1.349e+00,1.513e+00,0.000e+00,2.535e+00,9.000e-01,2.700e+00,5.041e+00,1.306e+00,1.382e+00,3.499e-01,3.310e+00,0.000e+00,1.589e+00,1.100e+00,1.200e+00,3.958e+00,1.769e+00,1.484e+00,1.270e+00,1.204e+00,0.000e+00,4.00
400,400,3181,-3.802e+00,0.000e+00,0.000e+00,1.443e-02,3.817e+00,0.000e+00,1.443e-02,0.000e+00,5.000e+01,7.624e-01,1.200e+00,8.000e-01,2.837e+00,8.742e-01,1.640e+00,8.359e-01,3.609e-01,0.000e+00,1.485e+00,9.000e-01,2.000e+00,1.365e+00,5.798e-01,4.112e-01,1.730e-01,7.806e-01,0.000e+00,-4.451e-01,1.500e+00,8.000e-01,1.843e+00,7.877e-01,1.192e+00,4.082e-01,2.421e-01,0.000e+00,3.60
500,500,3931,-2.752e+00,0.000e+00,0.000e+00,9.147e-03,2.761e+00,0.000e+00,9.147e-03,0.000e+00,3.000e+01,-1.881e+00,7.000e-01,2.100e+00,1.449e+00,6.298e-01,6.114e-01,3.485e-01,4.893e-01,0.000e+00,1.596e+00,4.000e-01,3.100e+00,1.141e+00,3.449e-01,1.305e-01,1.177e-01,8.923e-01,0.000e+00,-2.163e+00,1.400e+00,1.600e+00,1.619e+00,4.822e-01,9.206e-01,3.072e-01,3.914e-01,0.000e+00,4.10
600,600,4746,-3.368e+00,0.000e+00,0.000e+00,5.529e-03,3.374e+00,0.000e+00,5.529e-03,0.000e+00,5.000e+01,-1.994e+00,1.600e+00,1.300e+00,1.399e+00,1.093e+00,1.151e+00,9.959e-02,1.487e-01,0.000e+00,4.241e+00,6.000e-01,2.800e+00,1.075e+00,3.344e-01,2.765e-01,3.556e-02,7.633e-01,0.000e+00,-5.786e-01,1.100e+00,1.500e+00,2.760e+00,4.388e-01,1.580e+00,4.499e-01,7.303e-01,0.000e+00,3.60
700,700,5568,-4.370e+00,0.000e+00,0.000e+00,4.703e-03,4.375e+00,0.000e+00,4.703e-03,0.000e+00,4.000e+01,1.843e+00,1.300e+00,2.100e+00,4.030e+00,6.867e-01,2.676e+00,3.351e-01,1.019e+00,0.000e+00,-9.143e-02,8.000e-01,2.500e+00,8.852e-01,6.766e-01,3.258e-01,7.148e-02,4.879e-01,0.000e+00,-7.813e-01,1.000e+00,1.700e+00,1.735e+00,9.167e-01,9.644e-01,2.513e-01,5.198e-01,0.000e+00,3.90
800,800,6377,-5.676e+00,0.000e+00,0.000e+00,4.314e-03,5.680e+00,0.000e+00,4.314e-03,0.000e+00,5.000e+01,1.165e+00,1.600e+00,1.400e+00,5.216e+00,2.551e+00,4.077e+00,6.869e-01,4.518e-01,0.000e+00,2.121e-01,2.000e-01,3.300e+00,8.276e-01,2.516e+00,1.334e-01,1.552e-01,5.391e-01,0.000e+00,1.299e+00,1.600e+00,1.100e+00,7.327e+00,2.628e+00,5.195e+00,1.608e+00,5.228e-01,0.000e+00,4.20
900,900,7166,-5.074e+00,0.000e+00,0.000e+00,3.924e-03,5.078e+00,0.000e+00,3.924e-03,0.000e+00,6.000e+01,-1.695e+00,1.300e+00,1.800e+00,4.815e+00,3.810e+00,3.826e+00,3.042e-01,6.848e-01,0.000e+00,1.028e+00,3.000e-01,3.500e+00,1.044e+00,3.816e+00,1.005e-01,0.000e+00,9.436e-01,0.000e+00,5.341e+00,1.500e+00,1.300e+00,8.461e+00,1.620e+00,6.669e+00,7.665e-01,1.025e+00,0.000e+00,3.80
1000,1000,7910,-4.945e+00,0.000e+00,0.000e+00,4.557e-03,4.949e+00,0.000e+00,4.557e-03,0.000e+00,3.000e+01,2.044e+00,1.300e+00,1.400e+00,6.120e+00,1.377e+00,5.219e+00,2.268e-01,6.742e-01,0.000e+00,-1.085e+00,4.000e-01,3.300e+00,2.769e-01,2.662e+00,4.998e-02,1.803e-02,2.089e-01,0.000e+00,-5.139e-01,1.500e+00,1.700e+00,4.860e+00,2.274e+00,3.926e+00,2.551e-01,6.790e-01,0.000e+00,3.90
1100,1100,8635,-4.486e+00,0.000e+00,0.000e+00,2.927e-03,4.489e+00,0.000e+00,2.927e-03,0.000e+00,7.000e+01,3.505e+00,1.200e+00,1.000e+00,6.827e+00,2.322e+00,5.509e+00,5.572e-01,7.612e-01,0.000e+00,9.352e-01,2.000e-01,2.800e+00,3.450e-01,3.110e+00,7.924e-02,4.076e-03,2.617e-01,0.000e+00,1.946e+00,1.900e+00,1.100e+00,5.366e+00,2.620e+00,5.129e+00,4.399e-03,2.323e-01,0.000e+00,3.10
1200,1200,9323,-4.944e+00,0.000e+00,0.000e+00,2.756e-03,4.947e+00,0.000e+00,2.756e-03,0.000e+00,9.000e+01,4.286e+00,1.500e+00,8.000e-01,7.285e+00,2.199e+00,6.700e+00,1.367e-01,4.483e-01,0.000e+00,3.326e+00,3.000e-01,2.200e+00,3.089e-01,3.783e+00,7.630e-02,1.072e-02,2.219e-01,0.000e+00,1.732e+00,1.600e+00,4.000e-01,5.901e+00,2.569e+00,5.727e+00,1.501e-01,2.357e-02,0.000e+00,2.70
1300,1300,9905,-4.594e+00,0.000e+00,0.000e+00,2.084e-03,4.596e+00,0.000e+00,2.084e-03,0.000e+00,8.000e+01,4.509e+00,1.300e+00,9.000e-01,7.848e+00,1.639e+00,7.007e+00,3.552e-01,4.858e-01,0.000e+00,3.349e+00,0.000e+00,2.800e+00,1.341e-01,3.785e+00,0.000e+00,2.754e-03,1.314e-01,0.000e+00,-1.636e-01,1.500e+00,8.000e-01,4.661e+00,2.625e+00,4.451e+00,1.753e-01,3.478e-02,0.000e+00,2.90
1400,1400,10466,-3.787e+00,0.000e+00,0.000e+00,1.733e-03,3.788e+00,0.000e+00,1.733e-03,0.000e+00,9.000e+01,-1.027e+00,1.100e+00,6.000e-01,4.246e+00,3.672e+00,4.139e+00,8.820e-02,1.883e-02,0.000e+00,5.898e+00,2.000e-01,1.800e+00,9.315e-01,3.333e+00,6.035e-02,0.000e+00,8.711e-01,0.000e+00,4.315e+00,1.500e+00,3.000e-01,6.993e+00,1.378e+00,6.857e+00,2.105e-02,1.145e-01,0.000e+00,2.00
1500,1500,10991,-2.866e+00,0.000e+00,0.000e+00,1.131e-03,2.867e+00,0.000e+00,1.131e-03,0.000e+00,8.000e+01,2.480e-01,1.500e+00,5.000e-01,2.623e+00,1.775e+00,2.601e+00,1.694e-03,2.023e-02,0.000e+00,3.819e+00,1.000e-01,1.900e+00,1.406e-01,2.922e+00,1.726e-02,2.251e-03,1.211e-01,0.000e+00,2.999e+00,1.200e+00,5.000e-01,4.991e+00,1.921e-01,4.892e+00,8.371e-02,1.533e-02,0.000e+00,2.10
1600,1600,11467,-2.632e+00,0.000e+00,0.000e+00,8.333e-04,2.633e+00,0.000e+00,8.333e-04,0.000e+00,1.000e+02,-1.460e+00,1.100e+00,3.000e-01,1.602e+00,1.762e+00,1.600e+00,1.278e-03,3.773e-04,0.000e+00,6.273e+00,0.000e+00,1.600e+00,6.048e-02,3.387e+00,0.000e+00,0.000e+00,6.048e-02,0.000e+00,4.919e+00,1.400e+00,0.000e+00,6.190e+00,7.076e-02,6.131e+00,5.807e-02,0.000e+00,0.000e+00,1.60
1700,1700,11909,-2.811e+00,0.000e+00,0.000e+00,2.589e-03,2.813e+00,0.000e+00,2.589e-03,0.000e+00,1.000e+02,1.614e+00,1.100e+00,1.000e-01,3.702e+00,7.886e-01,3.695e+00,7.461e-03,1.140e-04,0.000e+00,6.870e+00,0.000e+00,1.400e+00,5.694e-02,2.987e+00,0.000e+00,0.000e+00,5.694e-02,0.000e+00,1.627e+00,1.200e+00,2.000e-01,3.018e+00,1.911e-01,3.014e+00,0.000e+00,4.171e-03,0.000e+00,1.40
1800,1800,12319,-3.666e+00,0.000e+00,0.000e+00,2.304e-03,3.668e+00,0.000e+00,2.304e-03,0.000e+00,1.000e+02,1.667e+00,1.200e+00,4.000e-01,3.369e+00,4.026e-01,3.361e+00,3.676e-03,4.492e-03,0.000e+00,5.544e+00,0.000e+00,1.800e+00,4.471e-02,4.001e+00,0.000e+00,0.000e+00,4.471e-02,0.000e+00,3.655e+00,1.600e+00,0.000e+00,4.852e+00,1.967e-01,4.846e+00,6.310e-03,0.000e+00,0.000e+00,1.80
1900,1900,12734,-2.588e+00,0.000e+00,0.000e+00,2.067e-03,2.590e+00,0.000e+00,2.067e-03,0.000e+00,9.000e+01,1.013e+00,1.100e+00,7.000e-01,2.662e+00,1.482e-01,2.655e+00,2.361e-03,4.080e-03,0.000e+00,6.174e+00,0.000e+00,2.000e+00,2.681e-02,2.453e+00,0.000e+00,0.000e+00,2.681e-02,0.000e+00,9.006e-01,1.400e+00,3.000e-01,2.640e+00,1.399e-01,2.630e+00,3.973e-03,6.276e-03,0.000e+00,2.00
2000,2000,13115,-2.058e+00,0.000e+00,0.000e+00,2.958e-03,2.061e+00,0.000e+00,2.958e-03,0.000e+00,1.000e+02,2.395e+00,1.200e+00,2.000e-01,3.560e+00,6.453e-02,3.552e+00,5.717e-03,1.719e-03,0.000e+00,7.311e+00,0.000e+00,1.600e+00,3.212e-02,2.221e+00,0.000e+00,0.000e+00,3.212e-02,0.000e+00,-2.484e-01,1.400e+00,0.000e+00,8.556e-01,1.039e-01,8.551e-01,4.809e-04,0.000e+00,0.000e+00,1.60
2100,2100,13479,-1.987e+00,0.000e+00,0.000e+00,2.948e-03,1.990e+00,0.000e+00,2.948e-03,0.000e+00,1.000e+02,1.635e+00,1.100e+00,4.000e-01,3.064e+00,1.283e-01,3.057e+00,5.052e-03,1.678e-03,0.000e+00,7.562e+00,0.000e+00,1.600e+00,2.873e-02,2.067e+00,0.000e+00,2.594e-03,2.613e-02,0.000e+00,8.923e-02,1.700e+00,0.000e+00,1.255e+00,1.654e-01,1.255e+00,0.000e+00,0.000e+00,0.000e+00,1.70
2200,2200,13831,-1.749e+00,0.000e+00,0.000e+00,4.081e-03,1.753e+00,0.000e+00,4.081e-03,0.000e+00,9.000e+01,4.128e-01,1.500e+00,5.000e-01,2.372e+00,5.922e-02,2.345e+00,4.043e-03,2.255e-02,0.000e+00,6.629e+00,2.000e-01,2.300e+00,6.439e-02,1.336e+00,9.163e-03,0.000e+00,5.523e-02,0.000e+00,-7.928e-01,1.800e+00,4.000e-01,7.689e-01,6.165e-02,7.671e-01,1.050e-03,7.354e-04,0.000e+00,2.50
2300,2300,14185,-1.155e+00,0.000e+00,0.000e+00,1.680e-03,1.156e+00,0.000e+00,1.680e-03,0.000e+00,1.000e+02,8.940e-01,1.200e+00,1.000e-01,2.110e+00,1.617e-02,2.110e+00,0.000e+00,6.629e-04,0.000e+00,8.657e+00,0.000e+00,1.300e+00,1.930e-02,1.163e+00,0.000e+00,0.000e+00,1.930e-02,0.000e+00,-8.959e-01,1.100e+00,1.000e-01,2.287e-01,2.458e-02,2.285e-01,1.309e-04,1.329e-04,0.000e+00,1.30
2400,2400,14533,-6.057e-01,0.000e+00,0.000e+00,1.691e-03,6.073e-01,0.000e+00,1.691e-03,0.000e+00,1.000e+02,-4.889e-02,1.200e+00,0.000e+00,9.866e-01,3.550e-02,9.866e-01,0.000e+00,0.000e+00,0.000e+00,9.239e+00,0.000e+00,1.100e+00,1.051e-02,6.717e-01,0.000e+00,7.719e-04,9.740e-03,0.000e+00,-6.843e-01,1.100e+00,0.000e+00,3.667e-01,5.097e-02,3.665e-01,1.412e-04,0.000e+00,0.000e+00,1.20
2500,2500,14874,-7.349e-01,0.000e+00,0.000e+00,3.120e-03,7.380e-01,0.000e+00,3.120e-03,0.000e+00,1.000e+02,1.170e-01,1.100e+00,1.000e-01,1.388e+00,7.066e-02,1.387e+00,6.602e-04,1.541e-04,0.000e+00,8.771e+00,1.000e-01,1.400e+00,2.177e-02,9.511e-01,2.732e-03,0.000e+00,1.904e-02,0.000e+00,-8.528e-01,1.400e+00,0.000e+00,3.761e-01,2.893e-02,3.760e-01,1.170e-04,0.000e+00,0.000e+00,1.50
2600,2600,15240,-5.164e-01,0.000e+00,0.000e+00,5.665e-03,5.221e-01,0.000e+00,5.665e-03,0.000e+00,1.000e+02,3.274e-01,1.100e+00,2.000e-01,1.644e+00,1.667e-02,1.643e+00,0.000e+00,1.029e-03,0.000e+00,8.596e+00,0.000e+00,1.300e+00,1.340e-02,1.218e+00,0.000e+00,0.000e+00,1.340e-02,0.000e+00,-1.007e+00,1.200e+00,1.000e-01,1.026e-01,9.112e-03,1.025e-01,0.000e+00,5.135e-05,0.000e+00,1.30
2700,2700,15600,-2.327e-01,0.000e+00,0.000e+00,1.040e-02,2.431e-01,0.000e+00,1.040e-02,0.000e+00,1.000e+02,7.855e-02,1.000e+00,0.000e+00,1.103e+00,2.410e-02,1.103e+00,0.000e+00,0.000e+00,0.000e+00,9.070e+00,0.000e+00,1.000e+00,8.888e-03,9.386e-01,0.000e+00,0.000e+00,8.888e-03,0.000e+00,-9.161e-01,1.000e+00,0.000e+00,9.270e-02,8.838e-03,9.270e-02,0.000e+00,0.000e+00,0.000e+00,1.00
2800,2800,15935,-2.164e-01,0.000e+00,0.000e+00,5.865e-02,2.751e-01,0.000e+00,5.865e-02,0.000e+00,1.000e+02,-9.253e-01,1.200e+00,3.000e-01,5.352e-01,1.605e-01,5.351e-01,8.128e-05,9.283e-05,0.000e+00,9.178e+00,0.000e+00,1.500e+00,7.329e-02,3.954e-01,0.000e+00,1.026e-02,6.304e-02,0.000e+00,-9.362e-01,1.600e+00,1.000e-01,1.874e-01,2.363e-02,1.874e-01,0.000e+00,3.386e-05,0.000e+00,1.70
2900,2900,16265,-7.138e-02,0.000e+00,0.000e+00,5.574e-02,1.271e-01,0.000e+00,5.574e-02,0.000e+00,1.000e+02,-1.283e+00,1.200e+00,2.000e-01,1.958e-01,1.786e-01,1.955e-01,7.029e-05,2.095e-04,0.000e+00,9.344e+00,1.000e-01,1.500e+00,1.247e-01,1.806e-01,2.861e-02,0.000e+00,9.611e-02,0.000e+00,-9.900e-01,1.500e+00,1.000e-01,1.203e-01,1.029e-02,1.203e-01,0.000e+00,2.423e-05,0.000e+00,1.60
3000,3000,16589,-1.964e-02,0.000e+00,0.000e+00,1.973e-02,3.937e-02,0.000e+00,1.973e-02,0.000e+00,1.000e+02,-1.106e+00,1.000e+00,1.000e-01,7.501e-02,8.136e-02,7.500e-02,0.000e+00,7.742e-06,0.000e+00,9.893e+00,0.000e+00,1.100e+00,6.628e-02,7.356e-02,0.000e+00,0.000e+00,6.628e-02,0.000e+00,-9.667e-01,1.100e+00,0.000e+00,3.980e-02,6.526e-03,3.980e-02,0.000e+00,0.000e+00,0.000e+00,1.10
3100,3100,16901,-3.313e-02,0.000e+00,0.000e+00,9.559e-03,4.269e-02,0.000e+00,9.559e-03,0.000e+00,1.000e+02,-1.273e+00,1.200e+00,2.000e-01,7.039e-02,4.291e-02,7.033e-02,0.000e+00,6.484e-05,0.000e+00,9.693e+00,0.000e+00,1.400e+00,4.180e-02,4.883e-02,0.000e+00,0.000e+00,4.180e-02,0.000e+00,-1.087e+00,1.200e+00,1.000e-01,2.033e-02,7.650e-03,2.030e-02,1.249e-05,1.284e-05,0.000e+00,1.40
3200,3200,17222,-2.195e-02,0.000e+00,0.000e+00,6.493e-03,2.844e-02,0.000e+00,6.493e-03,0.000e+00,1.000e+02,-9.720e-01,1.000e+00,0.000e+00,6.301e-02,3.499e-02,6.301e-02,0.000e+00,0.000e+00,0.000e+00,9.987e+00,0.000e+00,1.000e+00,3.137e-02,4.442e-02,0.000e+00,0.000e+00,3.137e-02,0.000e+00,-9.930e-01,1.000e+00,0.000e+00,1.314e-02,6.167e-03,1.314e-02,0.000e+00,0.000e+00,0.000e+00,1.00
