episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,668,-1.070e+00,1.700e+00,5.000e-01,2.699e+00,2.969e+00,1.456e+00,8.401e-01,4.026e-01,6.000e+01,3.870e+00,6.000e-01,1.100e+00,2.969e+00,2.699e+00,5.860e-01,1.372e+00,1.011e+00,0.000e+00,3.30
200,200,1363,-2.746e+00,1.000e+00,1.800e+00,2.568e+00,3.214e+00,8.664e-01,8.663e-01,8.352e-01,3.000e+01,4.464e-01,4.000e-01,1.400e+00,3.214e+00,2.568e+00,3.029e-01,1.846e+00,1.065e+00,0.000e+00,4.60
300,300,2041,-1.820e+00,1.700e+00,9.000e-01,2.068e+00,2.288e+00,1.367e+00,4.283e-01,2.725e-01,4.000e+01,1.120e+00,1.400e+00,9.000e-01,2.288e+00,2.068e+00,1.163e+00,6.532e-01,4.712e-01,0.000e+00,3.80
400,400,2711,-2.218e+00,1.200e+00,7.000e-01,1.428e+00,1.547e+00,9.599e-01,3.623e-01,1.061e-01,7.000e+01,4.918e+00,6.000e-01,1.800e+00,1.547e+00,1.428e+00,3.994e-01,3.824e-01,7.649e-01,0.000e+00,3.70
500,500,3372,-1.182e+00,1.100e+00,1.500e+00,2.001e+00,7.831e-01,1.465e+00,3.172e-01,2.189e-01,6.000e+01,2.882e+00,2.000e-01,2.000e+00,7.831e-01,2.001e+00,9.680e-02,2.073e-01,4.790e-01,0.000e+00,3.80
600,600,3997,1.750e+00,1.300e+00,1.200e+00,2.554e+00,7.042e-01,2.184e+00,1.860e-01,1.836e-01,9.000e+01,3.950e+00,6.000e-01,1.600e+00,7.042e-01,2.554e+00,2.918e-01,9.216e-02,3.203e-01,0.000e+00,3.40
700,700,4644,-2.869e-01,1.100e+00,9.000e-01,2.140e+00,1.227e+00,1.904e+00,2.139e-01,2.216e-02,8.000e+01,4.487e+00,6.000e-01,1.600e+00,1.227e+00,2.140e+00,6.820e-01,1.323e-01,4.129e-01,0.000e+00,2.90
800,800,5297,-2.271e-01,1.000e+00,7.000e-01,1.927e+00,1.054e+00,1.730e+00,6.642e-02,1.313e-01,7.000e+01,4.027e+00,4.000e-01,1.800e+00,1.054e+00,1.927e+00,6.036e-01,8.661e-02,3.643e-01,0.000e+00,2.80
900,900,5926,-1.298e-01,1.200e+00,1.000e+00,1.987e+00,9.171e-01,1.874e+00,8.245e-02,3.092e-02,7.000e+01,2.930e+00,5.000e-01,2.100e+00,9.171e-01,1.987e+00,5.805e-01,9.557e-02,2.411e-01,0.000e+00,3.70
1000,1000,6532,-1.956e-01,2.000e+00,4.000e-01,3.354e+00,1.249e+00,3.233e+00,9.735e-02,2.342e-02,7.000e+01,2.796e+00,6.000e-01,1.800e+00,1.249e+00,3.354e+00,8.693e-01,1.672e-01,2.128e-01,0.000e+00,3.80
