episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.809e+00,2.375e+00,-1.340e+00,-7.741e-01,2.375e+00,1.809e+00,-1.100e+00,-1.666e+00
2000,2000,20000,2.875e+00,2.993e+00,-1.040e+00,-9.214e-01,2.993e+00,2.875e+00,-9.800e-01,-1.099e+00
3000,3000,30000,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00,2.996e+00,2.996e+00,-1.000e+00,-1.000e+00
4000,4000,40000,2.876e+00,2.993e+00,-1.040e+00,-9.227e-01,2.993e+00,2.876e+00,-9.800e-01,-1.097e+00
5000,5000,50000,2.274e+00,2.683e+00,-1.000e+00,-5.918e-01,2.683e+00,2.274e+00,-1.000e+00,-1.408e+00
6000,6000,60000,4.750e-01,1.311e-01,-1.000e+00,-1.344e+00,1.311e-01,4.750e-01,-1.000e+00,-6.561e-01
7000,7000,70000,2.258e+00,1.159e-02,-1.000e+00,-3.247e+00,1.159e-02,2.258e+00,-1.000e+00,1.247e+00
8000,8000,80000,3.072e-01,7.888e-03,-1.000e+00,-1.299e+00,7.888e-03,3.072e-01,-1.000e+00,-7.007e-01
9000,9000,90000,3.661e-02,9.315e-03,-1.000e+00,-1.027e+00,9.315e-03,3.661e-02,-1.000e+00,-9.727e-01
10000,10000,100000,1.552e-02,6.041e-03,-1.000e+00,-1.009e+00,6.041e-03,1.552e-02,-1.000e+00,-9.905e-01
11000,11000,110000,9.835e-03,2.726e-03,-9.800e-01,-9.871e-01,2.726e-03,9.835e-03,-1.040e+00,-1.033e+00
12000,12000,120000,4.405e-03,6.097e-02,-9.800e-01,-9.234e-01,6.097e-02,4.405e-03,-1.040e+00,-1.097e+00
13000,13000,130000,1.408e-03,8.819e-01,-1.000e+00,-1.195e-01,8.819e-01,1.408e-03,-1.000e+00,-1.880e+00
14000,14000,140000,1.890e-03,2.011e-01,-9.800e-01,-7.808e-01,2.011e-01,1.890e-03,-1.040e+00,-1.239e+00
15000,15000,150000,1.892e+00,2.121e+00,-1.160e+00,-9.318e-01,2.121e+00,1.892e+00,-9.200e-01,-1.148e+00
16000,16000,160000,6.004e-02,2.569e-01,-1.120e+00,-9.231e-01,2.569e-01,6.004e-02,-9.400e-01,-1.137e+00
17000,17000,170000,2.211e+00,2.879e+00,-1.000e+00,-3.318e-01,2.879e+00,2.211e+00,-1.000e+00,-1.668e+00
18000,18000,180000,6.955e-02,7.425e-01,-1.120e+00,-4.470e-01,7.425e-01,6.955e-02,-9.400e-01,-1.613e+00
19000,19000,190000,2.219e-02,1.171e-01,-1.400e+00,-1.305e+00,1.171e-01,2.219e-02,-8.000e-01,-8.949e-01
20000,20000,200000,2.003e+00,1.963e+00,-9.800e-01,-1.020e+00,1.963e+00,2.003e+00,-1.160e+00,-1.120e+00
21000,21000,210000,3.998e-02,4.919e-01,-1.060e+00,-6.081e-01,4.919e-01,3.998e-02,-1.000e+00,-1.452e+00
22000,22000,220000,2.085e+00,6.707e-01,-1.140e+00,-2.554e+00,6.707e-01,2.085e+00,-9.600e-01,4.545e-01
23000,23000,230000,2.537e-02,1.656e+00,-1.120e+00,5.109e-01,1.656e+00,2.537e-02,-9.400e-01,-2.571e+00
24000,24000,240000,2.877e+00,1.022e+00,-9.600e-01,-2.815e+00,1.022e+00,2.877e+00,-1.080e+00,7.750e-01
25000,25000,250000,3.658e-02,8.478e-01,-1.000e+00,-1.888e-01,8.478e-01,3.658e-02,-1.000e+00,-1.811e+00
26000,26000,260000,2.678e-01,9.303e-01,-8.000e-01,-1.374e-01,9.303e-01,2.678e-01,-1.460e+00,-2.123e+00
27000,27000,270000,1.048e-02,8.733e-01,-1.440e+00,-5.772e-01,8.733e-01,1.048e-02,-8.400e-01,-1.703e+00
28000,28000,280000,2.926e+00,1.921e+00,-1.000e+00,-2.005e+00,1.921e+00,2.926e+00,-1.000e+00,4.686e-03
29000,29000,290000,3.420e-02,8.982e-01,-1.000e+00,-1.360e-01,8.982e-01,3.420e-02,-1.000e+00,-1.864e+00
30000,30000,300000,1.672e-02,1.633e+00,-1.040e+00,5.763e-01,1.633e+00,1.672e-02,-9.800e-01,-2.596e+00
