episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,6.143e-01,6.055e-05,-8.400e-01,-1.454e+00,6.055e-05,6.143e-01,-2.580e+00,-1.966e+00
2000,2000,20000,1.410e+00,1.751e-05,-8.000e-02,-1.490e+00,1.751e-05,1.410e+00,-2.960e+00,-1.550e+00
3000,3000,30000,1.500e+00,8.081e-06,0.000e+00,-1.500e+00,8.081e-06,1.500e+00,-3.000e+00,-1.500e+00
4000,4000,40000,1.440e+00,3.651e-06,-4.000e-02,-1.480e+00,3.651e-06,1.440e+00,-2.980e+00,-1.540e+00
5000,5000,50000,1.500e+00,7.914e-07,0.000e+00,-1.500e+00,7.914e-07,1.500e+00,-3.000e+00,-1.500e+00
6000,6000,60000,1.500e+00,9.154e-08,0.000e+00,-1.500e+00,9.154e-08,1.500e+00,-3.000e+00,-1.500e+00
7000,7000,70000,1.500e+00,2.236e-08,0.000e+00,-1.500e+00,2.236e-08,1.500e+00,-3.000e+00,-1.500e+00
8000,8000,80000,1.500e+00,1.792e-08,0.000e+00,-1.500e+00,1.792e-08,1.500e+00,-3.000e+00,-1.500e+00
9000,9000,90000,1.500e+00,1.391e-08,0.000e+00,-1.500e+00,1.391e-08,1.500e+00,-3.000e+00,-1.500e+00
10000,10000,100000,1.500e+00,1.055e-08,0.000e+00,-1.500e+00,1.055e-08,1.500e+00,-3.000e+00,-1.500e+00
11000,11000,110000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
12000,12000,120000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
13000,13000,130000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
14000,14000,140000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
15000,15000,150000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
16000,16000,160000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
17000,17000,170000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
18000,18000,180000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
19000,19000,190000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
20000,20000,200000,1.500e+00,0.000e+00,0.000e+00,-1.500e+00,0.000e+00,1.500e+00,-3.000e+00,-1.500e+00
