episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,594,3.008e+00,1.400e+00,8.000e-01,1.301e+01,1.020e+01,5.544e+00,4.470e+00,2.994e+00,9.000e+01,3.985e+00,5.000e-01,1.000e+00,1.337e+01,1.079e+01,2.091e+00,7.155e+00,4.127e+00,0.000e+00,1.804e+00,1.200e+00,1.500e+00,1.375e+01,1.065e+01,4.984e+00,2.912e+00,5.857e+00,0.000e+00,-4.298e+00,7.000e-01,2.200e+00,4.543e+00,1.304e+01,1.223e+00,7.305e-01,2.590e+00,0.000e+00,3.40
200,200,1206,3.140e+00,6.000e-01,1.200e+00,5.629e+00,5.689e+00,1.667e+00,1.411e+00,2.551e+00,8.000e+01,2.439e+00,3.000e-01,7.000e-01,5.939e+00,5.700e+00,9.469e-01,3.167e+00,1.825e+00,0.000e+00,-7.395e-01,1.100e+00,8.000e-01,6.154e+00,5.094e+00,3.228e+00,1.199e+00,1.726e+00,0.000e+00,-4.396e-01,6.000e-01,8.000e-01,3.825e+00,5.065e+00,1.362e+00,1.429e+00,1.034e+00,0.000e+00,2.40
300,300,1796,-1.289e+00,8.000e-01,1.000e+00,3.549e+00,6.339e+00,1.308e+00,1.321e+00,9.207e-01,7.000e+01,2.626e+00,6.000e-01,7.000e-01,9.392e+00,4.967e+00,2.275e+00,4.830e+00,2.288e+00,0.000e+00,-8.894e-01,7.000e-01,1.500e+00,4.078e+00,5.867e+00,1.282e+00,8.118e-01,1.984e+00,0.000e+00,1.253e+00,1.200e+00,1.000e+00,4.461e+00,4.308e+00,2.466e+00,9.215e-01,1.074e+00,0.000e+00,2.90
400,400,2405,-8.980e-01,1.000e+00,1.600e+00,6.432e+00,7.330e+00,3.101e+00,8.473e-01,2.483e+00,6.000e+01,5.475e+00,5.000e-01,1.100e+00,1.147e+01,7.194e+00,2.186e+00,5.428e+00,3.855e+00,0.000e+00,-8.933e+00,1.100e+00,1.000e+00,2.209e+00,9.642e+00,1.134e+00,4.420e-01,6.336e-01,0.000e+00,5.256e+00,1.200e+00,1.000e+00,1.046e+01,6.408e+00,4.929e+00,2.884e+00,2.651e+00,0.000e+00,3.20
500,500,3079,2.268e+00,6.000e-01,1.200e+00,2.917e+00,2.148e+00,1.222e+00,9.694e-01,7.252e-01,9.000e+01,9.569e-01,5.000e-01,9.000e-01,3.038e+00,2.281e+00,7.892e-01,1.356e+00,8.935e-01,0.000e+00,-2.749e+00,9.000e-01,9.000e-01,1.268e+00,3.317e+00,6.904e-01,3.556e-01,2.218e-01,0.000e+00,2.624e+00,1.400e+00,1.100e+00,2.263e+00,1.739e+00,1.625e+00,1.545e-01,4.836e-01,0.000e+00,3.00
600,600,3684,6.251e+00,5.000e-01,1.600e+00,6.815e+00,2.865e+00,2.244e+00,2.461e+00,2.110e+00,6.000e+01,-9.648e-01,7.000e-01,7.000e-01,4.644e+00,4.909e+00,1.821e+00,1.989e+00,8.340e-01,0.000e+00,-3.874e+00,4.000e-01,1.400e+00,1.193e+00,4.867e+00,3.438e-01,3.518e-01,4.970e-01,0.000e+00,-3.117e-01,1.100e+00,1.400e+00,4.019e+00,4.030e+00,2.746e+00,6.454e-01,6.278e-01,0.000e+00,3.40
700,700,4309,3.443e+00,7.000e-01,2.000e+00,5.166e+00,2.723e+00,2.669e+00,6.535e-01,1.844e+00,7.000e+01,8.579e+00,7.000e-01,1.800e+00,6.878e+00,2.599e+00,2.517e+00,1.548e+00,2.813e+00,0.000e+00,-5.158e+00,1.200e+00,1.400e+00,1.127e+00,4.785e+00,7.861e-01,1.451e-01,1.962e-01,0.000e+00,-5.265e+00,1.200e+00,1.200e+00,2.409e+00,5.474e+00,2.166e+00,1.611e-01,8.156e-02,0.000e+00,3.50
800,800,4951,-6.257e+00,8.000e-01,2.100e+00,1.213e+00,6.470e+00,1.053e+00,6.574e-02,9.472e-02,6.000e+01,5.909e+00,7.000e-01,1.000e+00,1.210e+01,4.487e+00,3.325e+00,5.774e+00,2.998e+00,0.000e+00,1.833e+00,1.000e+00,1.200e+00,7.787e+00,6.754e+00,3.543e+00,3.087e+00,1.156e+00,0.000e+00,-1.785e+00,7.000e-01,1.300e+00,2.931e-01,3.678e+00,2.657e-01,1.916e-02,8.239e-03,0.000e+00,3.50
900,900,5616,1.653e+00,8.000e-01,1.700e+00,3.203e+00,2.450e+00,2.454e+00,2.455e-01,5.033e-01,7.000e+01,-3.626e-01,5.000e-01,1.300e+00,2.788e+00,3.351e+00,1.526e+00,7.315e-01,5.305e-01,0.000e+00,1.573e+00,8.000e-01,1.300e+00,4.435e+00,2.562e+00,3.163e+00,5.283e-01,7.438e-01,0.000e+00,-4.464e+00,1.200e+00,1.400e+00,1.069e+00,3.133e+00,9.482e-01,3.108e-02,8.998e-02,0.000e+00,3.20
1000,1000,6285,-4.553e-02,1.000e-01,1.800e+00,1.455e+00,4.301e+00,3.861e-01,5.328e-01,5.363e-01,7.000e+01,3.464e+00,1.100e+00,7.000e-01,6.354e+00,2.090e+00,5.455e+00,1.058e-01,7.935e-01,0.000e+00,2.846e+00,5.000e-01,1.300e+00,4.232e+00,3.187e+00,2.541e+00,8.808e-01,8.102e-01,0.000e+00,-3.264e+00,9.000e-01,1.200e+00,1.155e+00,3.620e+00,1.070e+00,2.827e-02,5.752e-02,0.000e+00,2.50
1100,1100,6970,1.564e+00,3.000e-01,2.000e+00,7.107e+00,7.943e+00,1.402e+00,2.821e+00,2.885e+00,8.000e+01,5.884e-01,6.000e-01,2.000e+00,5.521e+00,6.232e+00,2.911e+00,5.663e-01,2.043e+00,0.000e+00,7.348e-01,1.100e+00,1.500e+00,7.719e+00,7.185e+00,5.947e+00,9.085e-01,8.634e-01,0.000e+00,7.128e-01,1.100e+00,1.700e+00,7.027e+00,6.014e+00,4.534e+00,5.983e-01,1.895e+00,0.000e+00,3.20
1200,1200,7595,2.758e-01,1.000e-01,2.700e+00,1.836e+00,6.161e+00,5.448e-01,5.565e-01,7.350e-01,8.000e+01,1.119e+00,1.000e+00,1.300e+00,5.101e+00,3.582e+00,3.779e+00,4.035e-01,9.181e-01,0.000e+00,2.995e+00,9.000e-01,2.000e+00,6.817e+00,4.022e+00,5.147e+00,3.744e-01,1.296e+00,0.000e+00,2.111e+00,1.000e+00,1.400e+00,3.602e+00,3.591e+00,3.313e+00,1.213e-01,1.674e-01,0.000e+00,3.30
1300,1300,8236,-1.129e+00,2.000e-01,2.800e+00,1.077e+00,5.606e+00,6.068e-01,1.752e-01,2.948e-01,7.000e+01,-9.323e-01,4.000e-01,2.000e+00,2.010e+00,4.642e+00,1.242e+00,1.010e-01,6.668e-01,0.000e+00,7.129e+00,1.500e+00,9.000e-01,9.208e+00,1.579e+00,8.086e+00,9.043e-01,2.179e-01,0.000e+00,-2.467e+00,1.100e+00,2.000e+00,3.480e+00,3.948e+00,3.315e+00,2.258e-02,1.426e-01,0.000e+00,3.50
1400,1400,8852,3.015e+00,4.000e-01,2.100e+00,2.074e+00,3.659e+00,1.407e+00,2.902e-01,3.768e-01,9.000e+01,1.069e+00,7.000e-01,1.700e+00,2.189e+00,3.420e+00,1.835e+00,3.134e-02,3.227e-01,0.000e+00,4.163e+00,7.000e-01,1.700e+00,3.509e+00,2.046e+00,3.436e+00,2.684e-02,4.607e-02,0.000e+00,3.528e-01,1.200e+00,1.400e+00,3.951e+00,2.598e+00,3.688e+00,1.368e-01,1.255e-01,0.000e+00,2.90
1500,1500,9461,2.736e+00,2.000e-01,2.700e+00,2.006e+00,5.870e+00,1.092e+00,2.397e-02,8.904e-01,8.000e+01,4.202e+00,4.000e-01,2.300e+00,4.295e+00,4.493e+00,2.055e+00,1.385e-01,2.101e+00,0.000e+00,3.892e+00,1.600e+00,1.000e+00,8.119e+00,2.226e+00,7.637e+00,4.580e-01,2.393e-02,0.000e+00,-2.131e+00,1.100e+00,1.600e+00,3.606e+00,5.437e+00,3.187e+00,1.168e-01,3.022e-01,0.000e+00,3.10
1600,1600,9982,-1.835e+00,1.000e-01,2.900e+00,1.264e+00,6.798e+00,3.913e-01,2.279e-01,6.446e-01,7.000e+01,2.678e+00,4.000e-01,2.300e+00,4.165e+00,4.787e+00,2.124e+00,3.014e-01,1.740e+00,0.000e+00,8.124e+00,2.100e+00,1.000e+00,1.077e+01,1.950e+00,1.033e+01,2.337e-01,2.142e-01,0.000e+00,-3.967e+00,9.000e-01,1.600e+00,3.328e+00,5.995e+00,2.882e+00,2.222e-01,2.243e-01,0.000e+00,3.30
