episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,1000,-4.278e+00,0.000e+00,0.000e+00,4.324e-02,4.321e+00,0.000e+00,4.324e-02,0.000e+00,0.000e+00,1.078e+00,1.200e+00,2.100e+00,4.321e+00,4.324e-02,1.045e+00,1.367e+00,1.909e+00,0.000e+00,5.00
200,200,2000,-3.556e+00,0.000e+00,0.000e+00,8.587e-03,3.565e+00,0.000e+00,8.587e-03,0.000e+00,0.000e+00,1.561e-01,1.500e+00,1.800e+00,3.565e+00,8.587e-03,1.085e+00,1.115e+00,1.365e+00,0.000e+00,5.00
300,300,3000,-2.778e+00,0.000e+00,0.000e+00,3.367e-03,2.781e+00,0.000e+00,3.367e-03,0.000e+00,0.000e+00,-6.224e-01,1.900e+00,1.500e+00,2.781e+00,3.367e-03,9.939e-01,8.002e-01,9.869e-01,0.000e+00,5.00
400,400,4000,-2.040e+00,0.000e+00,0.000e+00,1.871e-03,2.042e+00,0.000e+00,1.871e-03,0.000e+00,0.000e+00,-9.599e-01,1.300e+00,2.100e+00,2.042e+00,1.871e-03,4.604e-01,5.270e-01,1.055e+00,0.000e+00,5.00
500,500,5000,-1.325e+00,0.000e+00,0.000e+00,1.122e-03,1.326e+00,0.000e+00,1.122e-03,0.000e+00,0.000e+00,-2.275e+00,1.800e+00,1.500e+00,1.326e+00,1.122e-03,4.164e-01,3.950e-01,5.147e-01,0.000e+00,5.00
600,600,6000,-9.147e-01,0.000e+00,0.000e+00,7.413e-04,9.155e-01,0.000e+00,7.413e-04,0.000e+00,0.000e+00,-2.385e+00,1.500e+00,1.800e+00,9.155e-01,7.413e-04,2.413e-01,2.439e-01,4.303e-01,0.000e+00,5.00
700,700,7000,-6.093e-01,0.000e+00,0.000e+00,5.116e-04,6.098e-01,0.000e+00,5.116e-04,0.000e+00,0.000e+00,-2.591e+00,1.800e+00,1.500e+00,6.098e-01,5.116e-04,1.943e-01,1.718e-01,2.437e-01,0.000e+00,5.00
800,800,8000,-4.597e-01,0.000e+00,0.000e+00,3.735e-04,4.601e-01,0.000e+00,3.735e-04,0.000e+00,0.000e+00,-2.640e+00,1.600e+00,2.300e+00,4.601e-01,3.735e-04,1.219e-01,7.446e-02,2.637e-01,0.000e+00,5.00
900,900,9000,-3.160e-01,0.000e+00,0.000e+00,2.777e-04,3.163e-01,0.000e+00,2.777e-04,0.000e+00,0.000e+00,-3.284e+00,1.700e+00,1.800e+00,3.163e-01,2.777e-04,8.461e-02,7.841e-02,1.533e-01,0.000e+00,5.00
1000,1000,10000,-2.058e-01,0.000e+00,0.000e+00,2.260e-04,2.060e-01,0.000e+00,2.260e-04,0.000e+00,0.000e+00,-2.094e+00,8.000e-01,1.800e+00,2.060e-01,2.260e-04,2.861e-02,7.145e-02,1.060e-01,0.000e+00,5.00
1100,1100,11000,-1.601e-01,0.000e+00,0.000e+00,1.732e-04,1.603e-01,0.000e+00,1.732e-04,0.000e+00,0.000e+00,-2.840e+00,1.500e+00,1.500e+00,1.603e-01,1.732e-04,4.134e-02,4.954e-02,6.942e-02,0.000e+00,5.00
1200,1200,12000,-1.365e-01,0.000e+00,0.000e+00,1.421e-04,1.366e-01,0.000e+00,1.421e-04,0.000e+00,0.000e+00,-2.764e+00,1.700e+00,2.100e+00,1.366e-01,1.421e-04,3.640e-02,2.387e-02,7.633e-02,0.000e+00,5.00
1300,1300,13000,-9.657e-02,0.000e+00,0.000e+00,1.171e-04,9.669e-02,0.000e+00,1.171e-04,0.000e+00,0.000e+00,-3.103e+00,1.500e+00,1.600e+00,9.669e-02,1.171e-04,2.583e-02,2.840e-02,4.247e-02,0.000e+00,5.00
1400,1400,14000,-7.008e-02,0.000e+00,0.000e+00,9.908e-05,7.018e-02,0.000e+00,9.908e-05,0.000e+00,0.000e+00,-2.730e+00,1.100e+00,1.200e+00,7.018e-02,9.908e-05,1.348e-02,3.159e-02,2.511e-02,0.000e+00,5.00
1500,1500,15000,-6.120e-02,0.000e+00,0.000e+00,8.509e-05,6.128e-02,0.000e+00,8.509e-05,0.000e+00,0.000e+00,-2.739e+00,1.200e+00,1.600e+00,6.128e-02,8.509e-05,1.293e-02,1.969e-02,2.866e-02,0.000e+00,5.00
1600,1600,16000,-5.114e-02,0.000e+00,0.000e+00,7.322e-05,5.121e-02,0.000e+00,7.322e-05,0.000e+00,0.000e+00,-3.349e+00,1.000e+00,1.900e+00,5.121e-02,7.322e-05,8.553e-03,1.689e-02,2.576e-02,0.000e+00,5.00
1700,1700,17000,-4.421e-02,0.000e+00,0.000e+00,6.434e-05,4.428e-02,0.000e+00,6.434e-05,0.000e+00,0.000e+00,-2.356e+00,8.000e-01,2.100e+00,4.428e-02,6.434e-05,5.929e-03,1.324e-02,2.511e-02,0.000e+00,5.00
1800,1800,18000,-3.648e-02,0.000e+00,0.000e+00,5.459e-05,3.654e-02,0.000e+00,5.459e-05,0.000e+00,0.000e+00,-2.664e+00,1.400e+00,1.800e+00,3.654e-02,5.459e-05,9.443e-03,9.006e-03,1.809e-02,0.000e+00,5.00
1900,1900,19000,-2.857e-02,0.000e+00,0.000e+00,4.771e-05,2.862e-02,0.000e+00,4.771e-05,0.000e+00,0.000e+00,-2.471e+00,1.600e+00,1.100e+00,2.862e-02,4.771e-05,9.020e-03,1.016e-02,9.439e-03,0.000e+00,5.00
2000,2000,20000,-2.704e-02,0.000e+00,0.000e+00,4.296e-05,2.708e-02,0.000e+00,4.296e-05,0.000e+00,0.000e+00,-3.373e+00,1.400e+00,1.700e+00,2.708e-02,4.296e-05,6.360e-03,7.628e-03,1.309e-02,0.000e+00,5.00
2100,2100,21000,-2.140e-02,0.000e+00,0.000e+00,3.676e-05,2.144e-02,0.000e+00,3.676e-05,0.000e+00,0.000e+00,-3.179e+00,2.000e+00,8.000e-01,2.144e-02,3.676e-05,8.265e-03,7.927e-03,5.243e-03,0.000e+00,5.00
2200,2200,22000,-1.942e-02,0.000e+00,0.000e+00,3.441e-05,1.945e-02,0.000e+00,3.441e-05,0.000e+00,0.000e+00,-2.881e+00,1.200e+00,1.600e+00,1.945e-02,3.441e-05,4.126e-03,6.356e-03,8.968e-03,0.000e+00,5.00
2300,2300,23000,-1.687e-02,0.000e+00,0.000e+00,3.050e-05,1.690e-02,0.000e+00,3.050e-05,0.000e+00,0.000e+00,-3.183e+00,1.800e+00,1.300e+00,1.690e-02,3.050e-05,5.509e-03,4.904e-03,6.487e-03,0.000e+00,5.00
2400,2400,24000,-1.568e-02,0.000e+00,0.000e+00,2.791e-05,1.570e-02,0.000e+00,2.791e-05,0.000e+00,0.000e+00,-3.184e+00,1.400e+00,1.700e+00,1.570e-02,2.791e-05,3.883e-03,4.407e-03,7.414e-03,0.000e+00,5.00
2500,2500,25000,-1.361e-02,0.000e+00,0.000e+00,2.514e-05,1.364e-02,0.000e+00,2.514e-05,0.000e+00,0.000e+00,-2.086e+00,1.200e+00,1.700e+00,1.364e-02,2.514e-05,2.937e-03,3.808e-03,6.892e-03,0.000e+00,5.00
2600,2600,26000,-1.201e-02,0.000e+00,0.000e+00,2.280e-05,1.203e-02,0.000e+00,2.280e-05,0.000e+00,0.000e+00,-2.888e+00,1.500e+00,1.700e+00,1.203e-02,2.280e-05,3.344e-03,3.105e-03,5.581e-03,0.000e+00,5.00
2700,2700,27000,-1.017e-02,0.000e+00,0.000e+00,2.049e-05,1.019e-02,0.000e+00,2.049e-05,0.000e+00,0.000e+00,-2.590e+00,1.200e+00,1.500e+00,1.019e-02,2.049e-05,2.449e-03,3.345e-03,4.391e-03,0.000e+00,5.00
2800,2800,28000,-8.510e-03,0.000e+00,0.000e+00,1.859e-05,8.528e-03,0.000e+00,1.859e-05,0.000e+00,0.000e+00,-2.491e+00,1.500e+00,1.000e+00,8.528e-03,1.859e-05,2.607e-03,3.219e-03,2.703e-03,0.000e+00,5.00
2900,2900,29000,-7.803e-03,0.000e+00,0.000e+00,1.706e-05,7.820e-03,0.000e+00,1.706e-05,0.000e+00,0.000e+00,-1.992e+00,1.100e+00,1.300e+00,7.820e-03,1.706e-05,1.651e-03,2.910e-03,3.260e-03,0.000e+00,5.00
3000,3000,30000,-7.146e-03,0.000e+00,0.000e+00,1.566e-05,7.161e-03,0.000e+00,1.566e-05,0.000e+00,0.000e+00,-2.993e+00,1.300e+00,1.300e+00,7.161e-03,1.566e-05,1.847e-03,2.585e-03,2.728e-03,0.000e+00,5.00
3100,3100,31000,-6.361e-03,0.000e+00,0.000e+00,1.443e-05,6.375e-03,0.000e+00,1.443e-05,0.000e+00,0.000e+00,-2.594e+00,1.300e+00,1.200e+00,6.375e-03,1.443e-05,1.722e-03,2.354e-03,2.300e-03,0.000e+00,5.00
3200,3200,32000,-6.303e-03,0.000e+00,0.000e+00,1.350e-05,6.316e-03,0.000e+00,1.350e-05,0.000e+00,0.000e+00,-3.394e+00,1.300e+00,1.700e+00,6.316e-03,1.350e-05,1.538e-03,1.837e-03,2.940e-03,0.000e+00,5.00
3300,3300,33000,-4.855e-03,0.000e+00,0.000e+00,1.231e-05,4.868e-03,0.000e+00,1.231e-05,0.000e+00,0.000e+00,-1.495e+00,4.000e-01,1.300e+00,4.868e-03,1.231e-05,3.700e-04,2.324e-03,2.174e-03,0.000e+00,5.00
3400,3400,34000,-4.651e-03,0.000e+00,0.000e+00,1.136e-05,4.662e-03,0.000e+00,1.136e-05,0.000e+00,0.000e+00,-2.095e+00,1.000e+00,1.200e+00,4.662e-03,1.136e-05,1.009e-03,1.880e-03,1.773e-03,0.000e+00,5.00
3500,3500,35000,-4.499e-03,0.000e+00,0.000e+00,1.051e-05,4.510e-03,0.000e+00,1.051e-05,0.000e+00,0.000e+00,-2.496e+00,1.200e+00,1.400e+00,4.510e-03,1.051e-05,1.095e-03,1.511e-03,1.905e-03,0.000e+00,5.00
3600,3600,36000,-4.511e-03,0.000e+00,0.000e+00,9.838e-06,4.520e-03,0.000e+00,9.838e-06,0.000e+00,0.000e+00,-2.495e+00,1.200e+00,1.900e+00,4.520e-03,9.838e-06,1.064e-03,1.070e-03,2.387e-03,0.000e+00,5.00
3700,3700,37000,-3.166e-03,0.000e+00,0.000e+00,8.797e-06,3.175e-03,0.000e+00,8.797e-06,0.000e+00,0.000e+00,-1.897e+00,6.000e-01,1.100e+00,3.175e-03,8.797e-06,4.961e-04,1.607e-03,1.072e-03,0.000e+00,5.00
3800,3800,38000,-2.783e-03,0.000e+00,0.000e+00,8.164e-06,2.791e-03,0.000e+00,8.164e-06,0.000e+00,0.000e+00,-1.397e+00,5.000e-01,8.000e-01,2.791e-03,8.164e-06,3.912e-04,1.589e-03,8.116e-04,0.000e+00,5.00
3900,3900,39000,-3.182e-03,0.000e+00,0.000e+00,7.736e-06,3.190e-03,0.000e+00,7.736e-06,0.000e+00,0.000e+00,-2.297e+00,1.500e+00,1.200e+00,3.190e-03,7.736e-06,1.025e-03,9.975e-04,1.168e-03,0.000e+00,5.00
4000,4000,40000,-2.579e-03,0.000e+00,0.000e+00,7.171e-06,2.586e-03,0.000e+00,7.171e-06,0.000e+00,0.000e+00,-2.197e+00,7.000e-01,1.100e+00,2.586e-03,7.171e-06,4.183e-04,1.191e-03,9.765e-04,0.000e+00,5.00
4100,4100,41000,-2.312e-03,0.000e+00,0.000e+00,6.560e-06,2.318e-03,0.000e+00,6.560e-06,0.000e+00,0.000e+00,-1.898e+00,9.000e-01,8.000e-01,2.318e-03,6.560e-06,5.139e-04,1.170e-03,6.346e-04,0.000e+00,5.00
