episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3961,3.471e-01,3.000e-01,5.000e-01,4.000e-01,4.709e-02,0.000e+00,3.912e-02,1.996e-03,5.974e-03,2.000e+01,6.171e+00,-5.556e-02,-1.947e+00,-1.900e+00,1.300e+00,1.300e+00,0.000e+00,4.709e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.308e+00,-4.561e-01,4.90
1000,1000,7915,1.614e+00,1.300e+00,5.000e-01,2.000e-01,3.136e-01,0.000e+00,1.564e-01,9.485e-03,1.478e-01,3.000e+01,6.043e+00,2.528e-01,-2.714e+00,-2.400e+00,1.800e+00,1.700e+00,0.000e+00,3.136e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.326e+00,-5.570e-01,5.00
1500,1500,11939,2.045e+00,-1.000e-01,7.000e-01,1.900e+00,2.145e+00,0.000e+00,1.355e+00,3.723e-01,4.178e-01,6.000e+01,6.043e+00,2.331e-01,2.551e-01,2.400e+00,5.000e-01,2.200e+00,0.000e+00,2.145e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,7.267e+00,7.206e-01,3.50
2000,2000,15938,2.643e+00,8.000e-01,7.000e-01,2.000e+00,1.843e+00,0.000e+00,1.381e+00,2.600e-01,2.021e-01,7.000e+01,6.429e+00,6.833e-02,1.571e-01,2.000e+00,3.000e-01,2.500e+00,0.000e+00,1.843e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.188e+00,2.079e-01,3.70
2500,2500,20017,2.381e+00,-2.000e-01,8.000e-01,1.500e+00,2.581e+00,0.000e+00,1.585e+00,3.972e-01,5.995e-01,8.000e+01,5.143e+00,4.254e-01,2.019e+00,4.600e+00,3.000e-01,2.600e+00,0.000e+00,2.581e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,7.881e+00,8.575e-01,3.30
3000,3000,24105,2.799e+00,1.600e+00,3.000e-01,3.000e+00,1.199e+00,0.000e+00,5.981e-01,8.667e-06,6.006e-01,4.000e+01,8.486e+00,5.853e-01,-1.799e+00,-6.000e-01,3.000e-01,3.200e+00,0.000e+00,1.199e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.142e+00,-7.161e-02,3.90
3500,3500,28188,-1.800e+00,-2.200e+00,2.000e-01,3.500e+00,3.995e-01,0.000e+00,3.990e-01,8.838e-06,4.767e-04,2.000e+01,1.029e+01,-2.627e-01,4.005e-01,8.000e-01,0.000e+00,4.500e+00,0.000e+00,3.995e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.183e+01,1.638e-01,4.70
4000,4000,32317,-6.018e-01,-2.000e+00,7.000e-01,2.100e+00,1.398e+00,0.000e+00,1.398e+00,1.966e-06,1.689e-04,7.000e+01,6.043e+00,-3.707e-01,4.502e+00,5.900e+00,0.000e+00,3.200e+00,0.000e+00,1.398e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.357e+00,1.135e+00,3.30
4500,4500,36418,-1.101e+00,-2.300e+00,6.000e-01,2.500e+00,1.199e+00,0.000e+00,1.199e+00,2.311e-06,1.608e-04,6.000e+01,7.200e+00,-4.779e-01,3.601e+00,4.800e+00,0.000e+00,3.600e+00,0.000e+00,1.199e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.386e+00,8.082e-01,3.70
5000,5000,40634,-1.000e-01,-3.000e-01,1.000e-01,4.000e-01,2.000e-01,0.000e+00,2.000e-01,3.467e-06,1.130e-05,1.000e+01,6.300e+00,-1.728e-02,-9.998e-02,1.000e-01,0.000e+00,4.600e+00,0.000e+00,2.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.183e+01,3.189e-01,4.60
