episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A2_given,A2_received,A2_reward_env,A2_reward_total
1000,1000,10000,1.000e+01,2.320e+00,-2.220e+00,-9.900e+00,2.320e+00,1.000e+01,-6.600e-01,7.020e+00
2000,2000,20000,1.000e+01,2.993e+00,-3.000e+00,-1.001e+01,2.993e+00,1.000e+01,0.000e+00,7.007e+00
3000,3000,30000,1.000e+01,2.995e+00,-2.960e+00,-9.965e+00,2.995e+00,1.000e+01,-2.000e-02,6.985e+00
4000,4000,40000,1.000e+01,2.982e+00,-2.920e+00,-9.938e+00,2.982e+00,1.000e+01,-4.000e-02,6.978e+00
5000,5000,50000,1.000e+01,1.957e+00,-3.000e+00,-1.104e+01,1.957e+00,1.000e+01,0.000e+00,8.043e+00
6000,6000,60000,1.000e+01,5.450e-02,-3.000e+00,-1.295e+01,5.450e-02,1.000e+01,0.000e+00,9.945e+00
7000,7000,70000,1.000e+01,2.277e-02,-3.000e+00,-1.298e+01,2.277e-02,1.000e+01,0.000e+00,9.977e+00
8000,8000,80000,1.000e+01,1.948e+00,-3.000e+00,-1.105e+01,1.948e+00,1.000e+01,0.000e+00,8.052e+00
9000,9000,90000,1.000e+01,2.330e+00,-3.000e+00,-1.067e+01,2.330e+00,1.000e+01,0.000e+00,7.670e+00
10000,10000,100000,1.000e+01,2.243e+00,-2.840e+00,-1.060e+01,2.243e+00,1.000e+01,-8.000e-02,7.677e+00
11000,11000,110000,1.000e+01,2.092e+00,-2.880e+00,-1.079e+01,2.092e+00,1.000e+01,-6.000e-02,7.848e+00
12000,12000,120000,1.000e+01,1.936e+00,-2.920e+00,-1.098e+01,1.936e+00,1.000e+01,-4.000e-02,8.024e+00
13000,13000,130000,1.000e+01,2.078e+00,-3.000e+00,-1.092e+01,2.078e+00,1.000e+01,0.000e+00,7.922e+00
14000,14000,140000,1.000e+01,1.433e+00,-2.840e+00,-1.141e+01,1.433e+00,1.000e+01,-8.000e-02,8.487e+00
15000,15000,150000,1.000e+01,2.645e+00,-2.880e+00,-1.023e+01,2.645e+00,1.000e+01,-6.000e-02,7.295e+00
16000,16000,160000,1.000e+01,2.648e+00,-3.000e+00,-1.035e+01,2.648e+00,1.000e+01,0.000e+00,7.352e+00
17000,17000,170000,1.000e+01,6.439e-01,-2.640e+00,-1.200e+01,6.439e-01,1.000e+01,-1.800e-01,9.176e+00
18000,18000,180000,1.000e+01,1.491e+00,-2.040e+00,-1.055e+01,1.491e+00,1.000e+01,-4.800e-01,8.029e+00
19000,19000,190000,1.000e+01,1.120e+00,-1.720e+00,-1.060e+01,1.120e+00,1.000e+01,-6.400e-01,8.240e+00
20000,20000,200000,1.000e+01,2.226e+00,-2.680e+00,-1.045e+01,2.226e+00,1.000e+01,-1.600e-01,7.614e+00
21000,21000,210000,1.000e+01,2.419e+00,-2.920e+00,-1.050e+01,2.419e+00,1.000e+01,-4.000e-02,7.541e+00
22000,22000,220000,1.000e+01,2.275e+00,-2.700e+00,-1.043e+01,2.275e+00,1.000e+01,-1.800e-01,7.545e+00
23000,23000,230000,1.000e+01,1.947e+00,-2.840e+00,-1.089e+01,1.947e+00,1.000e+01,-8.000e-02,7.973e+00
24000,24000,240000,1.000e+01,1.405e+00,-2.960e+00,-1.156e+01,1.405e+00,1.000e+01,-2.000e-02,8.575e+00
25000,25000,250000,1.000e+01,1.426e+00,-2.720e+00,-1.129e+01,1.426e+00,1.000e+01,-1.400e-01,8.434e+00
26000,26000,260000,1.000e+01,1.316e+00,-2.600e+00,-1.128e+01,1.316e+00,1.000e+01,-2.000e-01,8.484e+00
27000,27000,270000,1.000e+01,1.479e+00,-2.920e+00,-1.144e+01,1.479e+00,1.000e+01,-4.000e-02,8.481e+00
28000,28000,280000,1.000e+01,1.410e+00,-2.840e+00,-1.143e+01,1.410e+00,1.000e+01,-8.000e-02,8.510e+00
29000,29000,290000,1.000e+01,1.500e+00,-2.960e+00,-1.146e+01,1.500e+00,1.000e+01,-2.000e-02,8.480e+00
30000,30000,300000,1.000e+01,1.500e+00,-2.960e+00,-1.146e+01,1.500e+00,1.000e+01,-2.000e-02,8.480e+00
