episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,A4_reward_total,A4_n_lever,A4_n_door,A4_received,A4_given,A4_r-lever,A4_r-start,A4_r-door,A4_win_rate,steps_per_eps
100,100,937,-1.372e+02,2.000e-01,4.500e+00,1.419e+01,1.500e+02,5.029e-01,8.310e-01,1.286e+01,0.000e+00,4.142e+01,5.000e-01,4.400e+00,5.813e+01,1.501e+01,5.827e+00,1.188e+00,5.112e+01,0.000e+00,4.420e+01,1.000e+00,1.900e+00,6.034e+01,1.335e+01,1.171e+01,2.519e+01,2.344e+01,0.000e+00,4.249e+01,1.600e+00,1.100e+00,5.821e+01,1.252e+01,1.877e+01,2.652e+01,1.293e+01,0.000e+00,5.00
200,200,1903,-1.338e+02,4.000e-01,3.900e+00,5.444e+00,1.380e+02,3.068e-01,3.295e-01,4.808e+00,1.000e+01,3.951e+01,1.000e-01,4.200e+00,5.085e+01,1.113e+01,1.088e+00,3.331e+00,4.643e+01,0.000e+00,4.276e+01,6.000e-01,3.000e+00,5.359e+01,8.629e+00,6.699e+00,1.139e+01,3.550e+01,0.000e+00,4.498e+01,9.000e-01,1.800e+00,5.428e+01,6.403e+00,1.058e+01,2.237e+01,2.133e+01,0.000e+00,4.60
300,300,2848,-1.319e+02,1.000e-01,4.100e+00,7.102e+00,1.380e+02,3.652e-02,2.367e-01,6.829e+00,1.000e+01,3.514e+01,3.000e-01,4.200e+00,4.908e+01,1.264e+01,3.184e+00,1.121e+00,4.478e+01,0.000e+00,4.378e+01,3.000e-01,3.400e+00,5.812e+01,1.254e+01,3.578e+00,1.045e+01,4.409e+01,0.000e+00,4.697e+01,9.000e-01,1.900e+00,5.759e+01,8.714e+00,1.121e+01,2.247e+01,2.391e+01,0.000e+00,4.60
400,400,3836,-1.309e+02,1.000e-01,4.700e+00,2.022e+01,1.500e+02,3.249e-02,8.643e-02,2.011e+01,0.000e+00,4.503e+01,0.000e+00,4.800e+00,6.110e+01,1.507e+01,0.000e+00,2.071e+00,5.903e+01,0.000e+00,3.296e+01,3.000e-01,3.900e+00,6.198e+01,2.732e+01,3.629e+00,8.809e+00,4.954e+01,0.000e+00,4.648e+01,7.000e-01,3.200e+00,6.256e+01,1.347e+01,8.726e+00,1.366e+01,4.017e+01,0.000e+00,5.00
500,500,4797,-1.315e+02,1.000e-01,4.800e+00,1.964e+01,1.500e+02,1.109e-02,2.255e-02,1.960e+01,0.000e+00,3.857e+01,3.000e-01,4.700e+00,5.284e+01,1.287e+01,3.105e+00,0.000e+00,4.974e+01,0.000e+00,4.690e+01,4.000e-01,4.100e+00,6.131e+01,1.262e+01,4.310e+00,5.282e+00,5.172e+01,0.000e+00,3.950e+01,8.000e-01,3.500e+00,5.527e+01,1.357e+01,8.897e+00,7.604e+00,3.876e+01,0.000e+00,5.00
600,600,5771,-1.289e+02,0.000e+00,4.900e+00,2.214e+01,1.500e+02,0.000e+00,4.405e-02,2.209e+01,0.000e+00,4.718e+01,1.000e-01,4.800e+00,5.875e+01,1.037e+01,1.145e+00,1.124e+00,5.648e+01,0.000e+00,3.093e+01,7.000e-01,3.600e+00,5.235e+01,1.911e+01,7.131e+00,7.130e+00,3.809e+01,0.000e+00,4.355e+01,4.000e-01,3.300e+00,5.214e+01,5.892e+00,4.335e+00,1.358e+01,3.422e+01,0.000e+00,5.00
700,700,6745,-1.275e+02,1.000e-01,4.700e+00,2.363e+01,1.500e+02,1.436e-02,1.075e-01,2.351e+01,0.000e+00,4.361e+01,1.000e-01,4.900e+00,5.517e+01,1.046e+01,1.001e+00,0.000e+00,5.417e+01,0.000e+00,4.312e+01,8.000e-01,3.700e+00,6.016e+01,1.484e+01,8.874e+00,5.654e+00,4.563e+01,0.000e+00,3.423e+01,3.000e-01,3.900e+00,5.304e+01,1.671e+01,3.131e+00,8.760e+00,4.115e+01,0.000e+00,5.00
800,800,7732,-1.218e+02,0.000e+00,5.000e+00,2.918e+01,1.500e+02,0.000e+00,0.000e+00,2.918e+01,0.000e+00,4.843e+01,0.000e+00,4.900e+00,5.986e+01,1.043e+01,0.000e+00,1.127e+00,5.873e+01,0.000e+00,3.655e+01,4.000e-01,4.200e+00,5.793e+01,1.959e+01,4.215e+00,4.134e+00,4.958e+01,0.000e+00,3.155e+01,4.000e-01,4.200e+00,5.076e+01,1.772e+01,4.099e+00,4.118e+00,4.254e+01,0.000e+00,5.00
900,900,8721,-1.215e+02,0.000e+00,5.000e+00,2.952e+01,1.500e+02,0.000e+00,0.000e+00,2.952e+01,0.000e+00,4.762e+01,0.000e+00,5.000e+00,5.913e+01,1.051e+01,0.000e+00,0.000e+00,5.913e+01,0.000e+00,3.815e+01,3.000e-01,4.600e+00,5.829e+01,1.884e+01,3.101e+00,1.018e+00,5.418e+01,0.000e+00,3.111e+01,2.000e-01,4.800e+00,5.053e+01,1.812e+01,2.036e+00,0.000e+00,4.850e+01,0.000e+00,5.00
1000,1000,9721,-1.259e+02,0.000e+00,4.900e+00,2.512e+01,1.500e+02,0.000e+00,1.689e-02,2.510e+01,0.000e+00,4.200e+01,1.000e-01,4.900e+00,5.358e+01,1.038e+01,1.017e+00,0.000e+00,5.257e+01,0.000e+00,3.930e+01,2.000e-01,4.700e+00,5.323e+01,1.264e+01,2.018e+00,1.007e+00,5.021e+01,0.000e+00,3.988e+01,1.000e-01,4.800e+00,5.175e+01,1.067e+01,1.003e+00,1.029e+00,4.972e+01,0.000e+00,5.00
