episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A3_reward_total,A3_n_lever,A3_n_door,A3_received,A3_given,A3_r-lever,A3_r-start,A3_r-door,A3_win_rate,steps_per_eps
4300,4300,20683,9.895e+00,0.000e+00,1.200e+00,6.944e-04,5.984e-03,0.000e+00,0.000e+00,6.944e-04,1.000e+02,-9.945e-01,1.100e+00,0.000e+00,6.254e-03,7.576e-04,6.254e-03,1.502e-07,0.000e+00,0.000e+00,-1.200e+00,1.100e+00,0.000e+00,5.921e-04,7.990e-04,5.770e-04,1.506e-05,0.000e+00,0.000e+00,1.20
4400,4400,20968,9.698e+00,1.000e-01,1.200e+00,6.958e-03,8.854e-03,5.589e-03,0.000e+00,1.369e-03,1.000e+02,-1.093e+00,1.200e+00,1.000e-01,1.206e-02,5.435e-03,1.206e-02,0.000e+00,7.040e-08,0.000e+00,-1.205e+00,1.200e+00,0.000e+00,3.828e-03,8.557e-03,3.824e-03,3.819e-06,0.000e+00,0.000e+00,1.30
4500,4500,21308,9.793e+00,0.000e+00,1.200e+00,8.100e-04,7.634e-03,0.000e+00,5.876e-05,7.512e-04,1.000e+02,-1.096e+00,1.200e+00,1.000e-01,5.507e-03,1.164e-03,5.507e-03,0.000e+00,6.304e-08,0.000e+00,-1.198e+00,1.200e+00,1.000e-01,3.451e-03,9.706e-04,3.451e-03,0.000e+00,7.320e-07,0.000e+00,1.30
4600,4600,21647,9.892e+00,0.000e+00,1.100e+00,7.854e-04,8.698e-03,0.000e+00,1.201e-04,6.653e-04,1.000e+02,-9.920e-01,1.300e+00,0.000e+00,9.016e-03,1.032e-03,9.016e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.200e+00,0.000e+00,1.044e-03,1.115e-03,1.044e-03,4.701e-07,0.000e+00,0.000e+00,1.30
4700,4700,22005,9.894e+00,1.000e-01,1.000e+00,2.881e-03,8.459e-03,1.700e-03,9.151e-05,1.090e-03,1.000e+02,-9.922e-01,1.300e+00,0.000e+00,9.877e-03,2.059e-03,9.877e-03,0.000e+00,0.000e+00,0.000e+00,-1.002e+00,1.300e+00,0.000e+00,1.848e-03,4.088e-03,1.848e-03,0.000e+00,0.000e+00,0.000e+00,1.30
4800,4800,22344,9.697e+00,1.000e-01,1.200e+00,4.300e-03,7.385e-03,3.494e-03,0.000e+00,8.061e-04,1.000e+02,-1.195e+00,1.200e+00,1.000e-01,8.461e-03,3.371e-03,8.460e-03,0.000e+00,5.860e-07,0.000e+00,-1.002e+00,1.200e+00,0.000e+00,4.137e-03,6.142e-03,4.136e-03,3.444e-07,0.000e+00,0.000e+00,1.30
4900,4900,22642,9.988e+00,0.000e+00,1.000e+00,4.322e-04,1.246e-02,0.000e+00,3.321e-05,3.990e-04,1.000e+02,-9.854e-01,1.100e+00,0.000e+00,1.499e-02,4.204e-04,1.499e-02,0.000e+00,0.000e+00,0.000e+00,-1.003e+00,1.000e+00,0.000e+00,3.692e-04,2.905e-03,3.691e-04,1.354e-07,0.000e+00,0.000e+00,1.10
5000,5000,22951,9.796e+00,0.000e+00,1.300e+00,4.928e-04,4.709e-03,0.000e+00,2.996e-05,4.628e-04,1.000e+02,-9.955e-01,1.400e+00,0.000e+00,4.857e-03,3.920e-04,4.857e-03,0.000e+00,0.000e+00,0.000e+00,-1.200e+00,1.100e+00,3.000e-01,4.844e-04,7.330e-04,4.842e-04,0.000e+00,1.653e-07,0.000e+00,1.40
5100,5100,23258,9.796e+00,0.000e+00,1.100e+00,3.760e-04,4.079e-03,0.000e+00,7.370e-05,3.023e-04,1.000e+02,-9.963e-01,1.200e+00,0.000e+00,4.117e-03,4.467e-04,4.117e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.100e+00,1.000e-01,5.429e-04,5.098e-04,5.428e-04,0.000e+00,8.261e-08,0.000e+00,1.20
5200,5200,23577,9.690e+00,1.000e-01,1.300e+00,2.759e-03,1.247e-02,1.982e-03,4.766e-05,7.293e-04,1.000e+02,-1.094e+00,1.400e+00,2.000e-01,8.678e-03,2.489e-03,8.678e-03,0.000e+00,4.461e-08,0.000e+00,-9.965e-01,1.500e+00,0.000e+00,7.379e-03,3.858e-03,7.379e-03,2.693e-07,0.000e+00,0.000e+00,1.60
5300,5300,23867,9.796e+00,0.000e+00,1.100e+00,2.886e-04,4.264e-03,0.000e+00,3.866e-05,2.500e-04,1.000e+02,-9.961e-01,1.200e+00,0.000e+00,4.277e-03,4.121e-04,4.277e-03,0.000e+00,0.000e+00,0.000e+00,-9.999e-01,1.100e+00,0.000e+00,5.454e-04,4.345e-04,5.452e-04,2.753e-07,0.000e+00,0.000e+00,1.20
5400,5400,24186,9.597e+00,0.000e+00,1.400e+00,3.733e-04,3.338e-03,0.000e+00,0.000e+00,3.733e-04,1.000e+02,-9.980e-01,1.300e+00,0.000e+00,2.340e-03,3.859e-04,2.340e-03,6.829e-08,0.000e+00,0.000e+00,-1.299e+00,1.100e+00,3.000e-01,1.471e-03,4.608e-04,1.471e-03,0.000e+00,2.321e-07,0.000e+00,1.40
5500,5500,24483,9.998e+00,0.000e+00,1.000e+00,2.277e-04,1.957e-03,0.000e+00,0.000e+00,2.277e-04,1.000e+02,-9.982e-01,1.000e+00,0.000e+00,2.037e-03,2.715e-04,2.037e-03,0.000e+00,0.000e+00,0.000e+00,-1.000e+00,1.000e+00,0.000e+00,2.823e-04,3.184e-04,2.823e-04,0.000e+00,0.000e+00,0.000e+00,1.00
5600,5600,24805,9.997e+00,0.000e+00,1.000e+00,2.615e-04,3.037e-03,0.000e+00,2.398e-05,2.375e-04,1.000e+02,-9.973e-01,1.100e+00,0.000e+00,3.081e-03,3.580e-04,3.081e-03,0.000e+00,0.000e+00,0.000e+00,-9.999e-01,1.100e+00,0.000e+00,4.404e-04,3.882e-04,4.404e-04,0.000e+00,0.000e+00,0.000e+00,1.10
5700,5700,25115,9.897e+00,0.000e+00,1.100e+00,2.754e-04,2.834e-03,0.000e+00,1.139e-05,2.640e-04,1.000e+02,-1.099e+00,1.000e+00,1.000e-01,1.371e-03,7.704e-04,1.371e-03,6.224e-08,2.886e-08,0.000e+00,-9.980e-01,1.200e+00,0.000e+00,2.265e-03,3.078e-04,2.265e-03,0.000e+00,0.000e+00,0.000e+00,1.20
5800,5800,25424,9.797e+00,0.000e+00,1.400e+00,3.031e-04,3.097e-03,0.000e+00,0.000e+00,3.031e-04,1.000e+02,-1.399e+00,1.200e+00,1.000e-01,1.303e-03,5.411e-04,1.303e-03,1.427e-07,3.252e-07,0.000e+00,-1.098e+00,1.200e+00,1.000e-01,2.309e-03,2.775e-04,2.309e-03,1.987e-07,5.739e-08,0.000e+00,1.40
5900,5900,25703,9.899e+00,0.000e+00,1.100e+00,2.515e-04,1.516e-03,0.000e+00,0.000e+00,2.515e-04,1.000e+02,-9.987e-01,1.100e+00,0.000e+00,1.525e-03,2.163e-04,1.525e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.000e+00,1.000e-01,1.997e-04,2.441e-04,1.996e-04,0.000e+00,5.484e-08,0.000e+00,1.10
6000,6000,26006,9.699e+00,1.000e-01,1.100e+00,8.864e-04,2.157e-03,3.950e-04,3.401e-05,4.574e-04,1.000e+02,-1.199e+00,1.200e+00,0.000e+00,1.781e-03,1.048e-03,1.780e-03,8.748e-07,0.000e+00,0.000e+00,-9.995e-01,1.200e+00,0.000e+00,1.157e-03,6.189e-04,1.157e-03,1.712e-07,0.000e+00,0.000e+00,1.30
6100,6100,26305,9.798e+00,0.000e+00,1.200e+00,2.481e-04,1.771e-03,0.000e+00,0.000e+00,2.481e-04,1.000e+02,-9.984e-01,1.200e+00,0.000e+00,1.757e-03,1.807e-04,1.757e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.000e+00,1.000e-01,1.994e-04,2.520e-04,1.991e-04,1.857e-07,5.123e-08,0.000e+00,1.20
6200,6200,26604,9.898e+00,0.000e+00,1.100e+00,2.384e-04,2.071e-03,0.000e+00,1.925e-05,2.192e-04,1.000e+02,-9.983e-01,1.200e+00,0.000e+00,1.988e-03,2.499e-04,1.988e-03,0.000e+00,0.000e+00,0.000e+00,-1.100e+00,1.100e+00,1.000e-01,3.477e-04,2.524e-04,3.477e-04,0.000e+00,4.934e-08,0.000e+00,1.20
6300,6300,26890,8.692e+00,0.000e+00,1.400e+00,2.426e-04,8.155e-03,0.000e+00,1.305e-05,2.295e-04,9.000e+01,-1.299e+00,1.100e+00,3.000e-01,1.128e-03,5.438e-04,1.128e-03,4.712e-09,7.875e-08,0.000e+00,-1.193e+00,1.300e+00,2.000e-01,7.567e-03,2.396e-04,7.567e-03,0.000e+00,8.841e-08,0.000e+00,1.50
6400,6400,27193,9.797e+00,0.000e+00,1.200e+00,2.297e-04,3.564e-03,0.000e+00,1.662e-05,2.131e-04,1.000e+02,-1.099e+00,1.200e+00,1.000e-01,1.744e-03,3.909e-04,1.744e-03,0.000e+00,2.010e-08,0.000e+00,-1.098e+00,1.200e+00,1.000e-01,2.235e-03,2.529e-04,2.235e-03,0.000e+00,4.292e-08,0.000e+00,1.30
6500,6500,27501,9.693e+00,0.000e+00,1.700e+00,2.696e-04,6.837e-03,0.000e+00,0.000e+00,2.696e-04,1.000e+02,-1.400e+00,1.100e+00,5.000e-01,6.920e-04,6.727e-04,6.918e-04,3.579e-08,1.138e-07,0.000e+00,-1.193e+00,1.500e+00,1.000e-01,6.792e-03,2.433e-04,6.791e-03,2.206e-07,6.922e-07,0.000e+00,1.70
6600,6600,27826,9.897e+00,0.000e+00,1.200e+00,1.819e-04,3.606e-03,0.000e+00,0.000e+00,1.819e-04,1.000e+02,-1.100e+00,1.000e+00,1.000e-01,7.347e-04,3.641e-04,7.347e-04,3.061e-08,0.000e+00,0.000e+00,-9.969e-01,1.200e+00,0.000e+00,3.218e-03,1.648e-04,3.218e-03,0.000e+00,0.000e+00,0.000e+00,1.20
