episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,3888,-1.417e+00,0.000e+00,0.000e+00,0.000e+00,2.864e-03,1.420e+00,0.000e+00,2.864e-03,0.000e+00,0.000e+00,6.904e+00,0.000e+00,-2.183e+00,-3.600e+00,1.300e+00,2.000e+00,1.420e+00,2.864e-03,9.144e-01,3.152e-01,1.900e-01,0.000e+00,7.330e+00,-5.530e-01,5.00
1000,1000,7729,-1.555e+00,0.000e+00,0.000e+00,0.000e+00,7.823e-04,1.556e+00,0.000e+00,7.823e-04,0.000e+00,0.000e+00,6.934e+00,0.000e+00,-1.845e+00,-3.400e+00,1.100e+00,2.500e+00,1.556e+00,7.823e-04,1.341e+00,9.526e-02,1.200e-01,0.000e+00,8.229e+00,-4.239e-01,5.00
1500,1500,11488,-1.733e+00,0.000e+00,0.000e+00,0.000e+00,9.847e-04,1.734e+00,0.000e+00,9.847e-04,0.000e+00,0.000e+00,7.029e+00,0.000e+00,-1.767e+00,-3.500e+00,8.000e-01,2.700e+00,1.734e+00,9.847e-04,1.502e+00,1.145e-01,1.181e-01,0.000e+00,8.872e+00,-4.391e-01,5.00
2000,2000,15169,-5.330e+00,0.000e+00,0.000e+00,0.000e+00,9.119e-04,5.331e+00,0.000e+00,9.119e-04,0.000e+00,0.000e+00,7.909e+00,0.000e+00,1.930e+00,-3.400e+00,1.800e+00,2.000e+00,5.331e+00,9.119e-04,3.515e+00,7.037e-01,1.112e+00,0.000e+00,6.686e+00,-6.092e-01,5.00
2500,2500,18895,-4.502e+00,0.000e+00,0.000e+00,0.000e+00,3.547e-03,4.506e+00,0.000e+00,3.547e-03,0.000e+00,0.000e+00,7.656e+00,0.000e+00,1.402e+00,-3.100e+00,1.500e+00,2.500e+00,4.506e+00,3.547e-03,2.964e+00,7.589e-01,7.824e-01,0.000e+00,7.716e+00,-4.912e-01,5.00
3000,3000,22624,2.681e-02,1.200e+00,1.000e+00,1.400e+00,2.369e+00,3.542e+00,1.976e+00,1.965e-01,1.959e-01,9.000e+01,4.501e+00,8.123e-01,5.873e+00,4.700e+00,8.000e-01,1.400e+00,3.542e+00,2.369e+00,1.597e+00,7.382e-01,1.207e+00,0.000e+00,4.840e+00,8.463e-01,2.90
3500,3500,26360,2.991e+00,2.000e+00,1.000e+00,2.300e+00,3.561e+00,2.570e+00,1.984e+00,5.415e-06,1.577e+00,9.000e+01,6.945e+00,2.344e-01,2.209e+00,3.200e+00,1.000e+00,1.800e+00,2.570e+00,3.561e+00,1.988e+00,1.870e-01,3.953e-01,0.000e+00,6.489e+00,8.433e-01,3.50
4000,4000,30126,3.816e+00,6.000e+00,2.000e-01,2.000e+00,3.973e-01,2.582e+00,3.968e-01,3.724e-05,5.562e-04,9.000e+01,6.580e+00,1.072e+00,2.684e+00,5.000e-01,1.000e+00,1.300e+00,2.582e+00,3.973e-01,1.994e+00,5.877e-01,9.054e-05,0.000e+00,4.114e+00,-1.439e-01,2.90
4500,4500,33778,5.010e+00,6.300e+00,3.000e-01,1.200e+00,7.947e-01,2.085e+00,5.951e-01,1.995e-01,1.418e-04,9.000e+01,3.704e+00,2.174e+00,1.990e+00,7.000e-01,1.000e+00,6.000e-01,2.085e+00,7.947e-01,1.901e+00,1.588e-01,2.491e-02,0.000e+00,1.856e+00,2.992e-01,1.80
5000,5000,36929,-6.433e+00,0.000e+00,0.000e+00,0.000e+00,3.259e-05,6.433e+00,0.000e+00,3.259e-05,0.000e+00,0.000e+00,8.105e+00,0.000e+00,3.033e+00,-3.400e+00,3.100e+00,1.400e+00,6.433e+00,3.259e-05,5.632e+00,7.121e-01,8.966e-02,0.000e+00,4.243e+00,-8.102e-01,5.00
