episode,step_train,step,A1_reward_total,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A2_reward_total,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,steps_per_eps
100,100,660,-2.781e+01,6.000e-01,2.500e+00,2.492e+00,3.400e+01,5.444e-01,1.989e-01,1.749e+00,6.000e+01,3.021e+01,9.000e-01,1.100e+00,3.400e+01,2.492e+00,9.000e+00,1.400e+01,1.100e+01,0.000e+00,3.40
200,200,1318,-2.181e+01,3.000e-01,2.100e+00,1.190e+00,2.900e+01,1.890e-01,1.497e-01,8.512e-01,9.000e+01,2.811e+01,1.000e+00,8.000e-01,2.900e+01,1.190e+00,1.000e+01,1.100e+01,8.000e+00,0.000e+00,2.90
300,300,1955,-2.190e+01,2.000e-01,2.200e+00,8.026e-01,2.900e+01,9.936e-02,9.441e-02,6.088e-01,7.000e+01,2.710e+01,8.000e-01,3.000e-01,2.900e+01,8.026e-01,8.000e+00,1.800e+01,3.000e+00,0.000e+00,2.90
400,400,2623,-2.401e+01,2.000e-01,2.400e+00,7.875e-01,3.100e+01,1.030e-01,9.348e-02,5.910e-01,8.000e+01,2.941e+01,7.000e-01,1.200e+00,3.100e+01,7.875e-01,7.000e+00,1.200e+01,1.200e+01,0.000e+00,3.10
500,500,3299,-4.157e+01,1.000e-01,3.600e+00,5.342e-01,4.500e+01,3.027e-02,7.025e-02,4.337e-01,4.000e+01,4.227e+01,5.000e-01,1.200e+00,4.500e+01,5.342e-01,5.000e+00,2.800e+01,1.200e+01,0.000e+00,4.50
600,600,3958,-3.585e+01,5.000e-01,2.800e+00,3.477e-01,3.600e+01,1.152e-01,1.600e-02,2.165e-01,4.000e+01,3.715e+01,2.000e-01,1.700e+00,3.600e+01,3.477e-01,2.000e+00,1.700e+01,1.700e+01,0.000e+00,3.60
700,700,4701,-3.480e+01,2.000e-01,3.000e+00,1.995e-01,3.900e+01,3.769e-02,2.393e-02,1.379e-01,5.000e+01,3.680e+01,5.000e-01,1.300e+00,3.900e+01,1.995e-01,5.000e+00,2.100e+01,1.300e+01,0.000e+00,3.90
800,800,5479,-3.288e+01,2.000e-01,3.000e+00,1.210e-01,3.700e+01,2.414e-02,9.604e-03,8.725e-02,6.000e+01,3.618e+01,5.000e-01,1.100e+00,3.700e+01,1.210e-01,5.000e+00,2.100e+01,1.100e+01,0.000e+00,3.70
900,900,6251,-3.773e+01,1.000e-01,3.400e+00,1.720e-01,4.000e+01,1.692e-02,1.299e-02,1.421e-01,4.000e+01,3.943e+01,3.000e-01,1.800e+00,4.000e+01,1.720e-01,3.000e+00,1.900e+01,1.800e+01,0.000e+00,4.00
1000,1000,7113,-3.689e+01,2.000e-01,3.400e+00,1.129e-01,4.000e+01,2.203e-02,5.892e-03,8.497e-02,5.000e+01,3.939e+01,4.000e-01,1.000e+00,4.000e+01,1.129e-01,4.000e+00,2.600e+01,1.000e+01,0.000e+00,4.00
