episode,step_train,step,A1_reward_total,A1_reward_env,A1_n_lever,A1_n_door,A1_received,A1_given,A1_r-lever,A1_r-start,A1_r-door,A1_win_rate,A1_total_energy,A1_reward_per_energy,A2_reward_total,A2_reward_env,A2_n_lever,A2_n_door,A2_received,A2_given,A2_r-lever,A2_r-start,A2_r-door,A2_win_rate,A2_total_energy,A2_reward_per_energy,steps_per_eps
500,500,2984,2.208e+00,1.600e+00,1.500e+00,1.100e+00,1.820e+00,1.212e+00,1.680e+00,4.708e-02,9.312e-02,7.000e+01,3.805e+00,2.624e-01,2.918e-01,9.000e-01,1.100e+00,8.000e-01,1.212e+00,1.820e+00,9.323e-01,2.098e-01,6.986e-02,0.000e+00,4.174e+00,4.869e-01,3.20
1000,1000,5780,2.058e+00,1.900e+00,1.100e+00,8.000e-01,1.756e+00,1.598e+00,1.752e+00,1.491e-03,2.778e-03,1.000e+02,2.628e+00,3.223e-01,5.842e+00,6.000e+00,8.000e-01,1.200e+00,1.598e+00,1.756e+00,1.329e+00,8.344e-03,2.600e-01,0.000e+00,3.643e+00,1.929e+00,2.30
1500,1500,8379,3.343e+00,4.000e+00,9.000e-01,8.000e-01,1.194e+00,1.850e+00,1.190e+00,2.232e-04,3.148e-03,1.000e+02,2.683e+00,1.260e+00,4.457e+00,3.800e+00,9.000e-01,1.000e+00,1.850e+00,1.194e+00,1.770e+00,1.602e-02,6.373e-02,0.000e+00,2.811e+00,1.129e+00,2.00
2000,2000,10741,2.209e+00,1.700e+00,1.200e+00,6.000e-01,1.852e+00,1.342e+00,1.851e+00,1.770e-04,5.177e-05,9.000e+01,2.061e+00,8.309e-01,4.391e+00,4.900e+00,8.000e-01,9.000e-01,1.342e+00,1.852e+00,1.283e+00,4.920e-02,1.029e-02,0.000e+00,3.123e+00,1.539e+00,2.20
2500,2500,12904,-1.016e+00,-6.000e-01,1.700e+00,4.000e-01,2.089e+00,2.505e+00,2.089e+00,5.142e-05,2.640e-05,1.000e+02,1.790e+00,-9.426e-02,8.216e+00,7.800e+00,1.100e+00,1.400e+00,2.505e+00,2.089e+00,2.024e+00,1.877e-01,2.940e-01,0.000e+00,3.932e+00,2.188e+00,2.60
3000,3000,14950,9.994e-01,-1.200e+00,1.300e+00,1.000e-01,2.201e+00,1.236e-03,2.201e+00,1.946e-05,3.689e-05,1.000e+02,3.859e-01,-1.944e-01,7.501e+00,9.700e+00,2.000e-01,1.100e+00,1.236e-03,2.201e+00,1.192e-03,1.875e-05,2.479e-05,0.000e+00,3.313e+00,3.263e+00,1.50
3500,3500,16713,1.872e+00,-1.000e-01,1.200e+00,4.000e-01,1.972e+00,6.726e-04,1.972e+00,0.000e+00,4.554e-06,1.000e+02,1.029e+00,2.722e-01,6.628e+00,8.600e+00,3.000e-01,1.200e+00,6.726e-04,1.972e+00,6.670e-04,3.815e-06,1.823e-06,0.000e+00,3.383e+00,2.706e+00,1.60
4000,4000,18221,-1.200e+00,-1.200e+00,1.400e+00,2.000e-01,1.012e-03,7.196e-04,1.012e-03,0.000e+00,2.664e-09,1.000e+02,5.143e-01,-5.833e-02,9.700e+00,9.700e+00,4.000e-01,1.200e+00,7.196e-04,1.012e-03,7.176e-04,0.000e+00,2.036e-06,0.000e+00,3.086e+00,3.565e+00,1.60
4500,4500,19673,-9.999e-01,-1.000e+00,1.000e+00,0.000e+00,8.434e-05,3.371e-07,8.434e-05,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,3.371e-07,8.434e-05,0.000e+00,0.000e+00,3.371e-07,0.000e+00,2.571e+00,3.889e+00,1.00
5000,5000,21019,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.754e-05,1.985e-07,1.754e-05,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,1.985e-07,1.754e-05,0.000e+00,0.000e+00,1.985e-07,0.000e+00,2.571e+00,3.889e+00,1.00
5500,5500,22332,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,1.014e-05,1.281e-07,1.014e-05,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,1.281e-07,1.014e-05,0.000e+00,0.000e+00,1.281e-07,0.000e+00,2.571e+00,3.889e+00,1.00
6000,6000,23611,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,4.708e-06,9.366e-08,4.708e-06,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,9.366e-08,4.708e-06,0.000e+00,0.000e+00,9.366e-08,0.000e+00,2.571e+00,3.889e+00,1.00
6500,6500,24886,-1.100e+00,-1.100e+00,1.100e+00,1.000e-01,2.745e-06,7.593e-06,2.745e-06,0.000e+00,1.059e-10,1.000e+02,2.571e-01,-7.778e-02,9.800e+00,9.800e+00,1.000e-01,1.100e+00,7.593e-06,2.745e-06,7.440e-06,0.000e+00,1.529e-07,0.000e+00,2.829e+00,3.636e+00,1.20
7000,7000,26145,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,2.051e-06,6.880e-08,2.051e-06,0.000e+00,0.000e+00,1.000e+02,0.000e+00,0.000e+00,1.000e+01,1.000e+01,0.000e+00,1.000e+00,6.880e-08,2.051e-06,0.000e+00,0.000e+00,6.880e-08,0.000e+00,2.571e+00,3.889e+00,1.00
7500,7500,27391,-1.100e+00,-1.100e+00,1.200e+00,1.000e-01,1.116e-05,3.484e-06,1.116e-05,0.000e+00,5.848e-11,1.000e+02,2.571e-01,-7.778e-02,9.700e+00,9.700e+00,1.000e-01,1.100e+00,3.484e-06,1.116e-05,3.383e-06,2.177e-08,7.970e-08,0.000e+00,2.957e+00,3.586e+00,1.30
8000,8000,28616,-1.100e+00,-1.100e+00,1.000e+00,1.000e-01,7.578e-07,3.445e-08,7.577e-07,0.000e+00,4.653e-11,1.000e+02,2.571e-01,-7.778e-02,9.900e+00,9.900e+00,0.000e+00,1.100e+00,3.445e-08,7.578e-07,0.000e+00,0.000e+00,3.445e-08,0.000e+00,2.829e+00,3.675e+00,1.10
8500,8500,29791,-1.000e+00,-1.000e+00,1.000e+00,0.000e+00,5.968e-07,3.710e-08,5.968e-07,6.924e-11,0.000e+00,1.000e+02,1.286e-01,-7.778e-02,9.900e+00,9.900e+00,0.000e+00,1.100e+00,3.710e-08,5.968e-07,0.000e+00,0.000e+00,3.710e-08,0.000e+00,2.829e+00,3.675e+00,1.10
